batch_id,standard_reference_id,report_id,company_id,company_name_zh,company_name_en,world500_rank,standard_name_en,standard_name_zh,standard_family_en,standard_family_zh,standard_role_en,standard_role_zh,referenced_content_en,referenced_content_zh,scope_relevance_en,scope_relevance_zh,emission_type_relevance_en,emission_type_relevance_zh,accounting_principle_en,accounting_principle_zh,is_gb_standard,gb_standard_code,referenced_snippet,evidence_page,review_status,confidence_level
batch_07,batch_07__r283_intesasanpaolo__20240__climatereport__ghg_protocol,r283_intesasanpaolo__20240__climatereport,r283_intesasanpaolo,意大利联合圣保罗银行,INTESA SANPAOLO,283,GHG Protocol,GHG Protocol,GHG accounting system,温室气体核算体系,Accounting standard,核算标准,"Corporate greenhouse-gas inventory, Scope 1-3 boundary and accounting rules.",企业温室气体清单、Scope 1-3边界及核算规则。,Scope 1|Scope 2|Scope 3,范围1|范围2|范围3,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Relevance|Completeness|Consistency|Transparency|Accuracy,相关性|完整性|一致性|透明性|准确性,no,,"governmental Panel on Climate Change). ** CO2eq = CO2*GWP + CH4*GWP + N2O*GWP where GWP = GWP-100 years from IPCC AR6 WGI 2021. GHG Emissions The Intesa Sanpaolo Group’s greenhouse gas emissions, reported in CO2 equivalent in accordance wit",101,seed_batch_07,medium
batch_07,batch_07__r286_bayer__20240__impactreport__gri,r286_bayer__20240__impactreport,r286_bayer,拜耳集团,BAYER,286,GRI,GRI,ESG disclosure framework,ESG披露框架,Disclosure standard,披露标准,Sustainability disclosure index and emissions-related reporting indicators.,可持续披露指标索引及排放相关披露指标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Materiality|Comparability,重要性|可比性,no,,.1 Management Approach ................................... 128 9.2 Our Engagement in 2024 ................................. 128 9.3 Bayer Foundation ............................................ 130 Further Information ......................,2,seed_batch_07,medium
batch_07,batch_07__r286_bayer__20240__impactreport__ghg_protocol,r286_bayer__20240__impactreport,r286_bayer,拜耳集团,BAYER,286,GHG Protocol,GHG Protocol,GHG accounting system,温室气体核算体系,Accounting standard,核算标准,"Corporate greenhouse-gas inventory, Scope 1-3 boundary and accounting rules.",企业温室气体清单、Scope 1-3边界及核算规则。,Scope 1|Scope 2|Scope 3,范围1|范围2|范围3,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Relevance|Completeness|Consistency|Transparency|Accuracy,相关性|完整性|一致性|透明性|准确性,no,,"d ISO 26000 as a guide when defining and selecting nonfinancial indicators and in our reporting. In measuring the key data we are publishing, we apply the European Sustainability Reporting Standards (ESRS) and also take into account the rec",4,seed_batch_07,medium
batch_07,batch_07__r286_bayer__20240__impactreport__esrs_csrd,r286_bayer__20240__impactreport,r286_bayer,拜耳集团,BAYER,286,ESRS/CSRD,ESRS/CSRD,EU sustainability disclosure regime,欧盟可持续披露体系,Disclosure standard,披露标准,EU sustainability reporting requirements including climate metrics and governance.,欧盟可持续报告要求，包括气候指标与治理要求。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Double materiality|Comparability,双重重要性|可比性,no,,"d ISO 26000 as a guide when defining and selecting nonfinancial indicators and in our reporting. In measuring the key data we are publishing, we apply the European Sustainability Reporting Standards (ESRS) and also take into account the rec",4,seed_batch_07,medium
batch_07,batch_07__r286_bayer__20240__impactreport__sbti,r286_bayer__20240__impactreport,r286_bayer,拜耳集团,BAYER,286,SBTi,SBTi,Climate target governance system,气候目标治理体系,Target validation guideline,目标审定指引,Science-based target setting and validation for Scope 1-3 targets.,针对Scope 1-3目标的科学碳目标设定与审定。,Scope 1|Scope 2|Scope 3,范围1|范围2|范围3,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Science-based ambition,科学目标约束,no,,"sures to support SDG 13 “Climate action.” For example, we are reducing our own greenhouse gas emissions (Scope 1 & 2) and greenhouse gas emissions along our value chain (Scope 3). Our reduction targets were confirmed by the Sci- ence Based ",8,seed_batch_07,medium
batch_07,batch_07__r287_tokiomarineholdings__20250__sustainabilityreport__tcfd,r287_tokiomarineholdings__20250__sustainabilityreport,r287_tokiomarineholdings,东京海上日动火灾保险公司,TOKIO MARINE HOLDINGS,287,TCFD,TCFD,Climate disclosure framework,气候信息披露框架,Disclosure recommendation,披露建议,"Climate governance, strategy, risk management, and metrics and targets.",气候治理、战略、风险管理以及指标与目标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Materiality|Consistency,重要性|一致性,no,,e insurance business Group companies in the domestic life insurance business Group companies in the domestic ﬁnancial and other businesses Group companies in the international insurance business Board of Directors Management Meeting Working,11,seed_batch_07,medium
batch_07,batch_07__r287_tokiomarineholdings__20250__sustainabilityreport__esrs_csrd,r287_tokiomarineholdings__20250__sustainabilityreport,r287_tokiomarineholdings,东京海上日动火灾保险公司,TOKIO MARINE HOLDINGS,287,ESRS/CSRD,ESRS/CSRD,EU sustainability disclosure regime,欧盟可持续披露体系,Disclosure standard,披露标准,EU sustainability reporting requirements including climate metrics and governance.,欧盟可持续报告要求，包括气候指标与治理要求。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Double materiality|Comparability,双重重要性|可比性,no,,"issues Human rights issues relevant to Tokio Marine Group’s business were organized with reference to international human rights standards (e.g., Universal Declaration of Human Rights and ILO Core Labor Standards) and sustainability-related",94,seed_batch_07,medium
batch_07,batch_07__r287_tokiomarineholdings__20250__sustainabilityreport__pcaf,r287_tokiomarineholdings__20250__sustainabilityreport,r287_tokiomarineholdings,东京海上日动火灾保险公司,TOKIO MARINE HOLDINGS,287,PCAF,PCAF,Financed emissions accounting system,投融资排放核算体系,Accounting standard,核算标准,Accounting methodology for financed emissions and investment-related footprints.,投融资排放及投资相关碳足迹核算方法。,Scope 3,范围3,Other indirect emissions,其他间接排放,Attribution|Data quality hierarchy,归因原则|数据质量层级,no,,"mitment in another forestry fund and has been promoting its efforts to conserve natural capital and realize carbon neutrality. Additionally, Tokio Marine & Nichido has been undertaking surveys and research on avoided GHG emissions through p",169,seed_batch_07,medium
batch_07,batch_07__r287_tokiomarineholdings__20250__sustainabilityreport__gri,r287_tokiomarineholdings__20250__sustainabilityreport,r287_tokiomarineholdings,东京海上日动火灾保险公司,TOKIO MARINE HOLDINGS,287,GRI,GRI,ESG disclosure framework,ESG披露框架,Disclosure standard,披露标准,Sustainability disclosure index and emissions-related reporting indicators.,可持续披露指标索引及排放相关披露指标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Materiality|Comparability,重要性|可比性,no,,Sustainability Report 2025 is prepared in accordance with the Core option of the Global Reporting Initiative (GRI) Standards. (See “ ◉ GRI Content Index” for details.) GRI Standards Content Index Tokio Marine Group analyzes GRI items (topic,194,seed_batch_07,medium
batch_07,batch_07__r289_maerskgroup__20240__annualreport__esrs_csrd,r289_maerskgroup__20240__annualreport,r289_maerskgroup,马士基集团,MAERSK GROUP,289,ESRS/CSRD,ESRS/CSRD,EU sustainability disclosure regime,欧盟可持续披露体系,Disclosure standard,披露标准,EU sustainability reporting requirements including climate metrics and governance.,欧盟可持续报告要求，包括气候指标与治理要求。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Double materiality|Comparability,双重重要性|可比性,no,,"t In accordance with the Corporate Sustainability Reporting Directive (CSRD), the 2024 Annual Report has been prepared as one report, integrating the sustainability and financial reports and embedding the mandatory European Sustainability R",2,seed_batch_07,medium
batch_07,batch_07__r289_maerskgroup__20240__annualreport__sbti,r289_maerskgroup__20240__annualreport,r289_maerskgroup,马士基集团,MAERSK GROUP,289,SBTi,SBTi,Climate target governance system,气候目标治理体系,Target validation guideline,目标审定指引,Science-based target setting and validation for Scope 1-3 targets.,针对Scope 1-3目标的科学碳目标设定与审定。,Scope 1|Scope 2|Scope 3,范围1|范围2|范围3,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Science-based ambition,科学目标约束,no,,"tely listed on Nasdaq Copenhagen, resulting in the distribution of Svitzer shares to Maersk shareholders. 4 November First dual-fuel retrofit Maersk Halifax was converted into the world’s first retrofitted dual-fuel methanol vessel. 9 Febru",4,seed_batch_07,medium
batch_07,batch_07__r289_maerskgroup__20240__annualreport__ghg_protocol,r289_maerskgroup__20240__annualreport,r289_maerskgroup,马士基集团,MAERSK GROUP,289,GHG Protocol,GHG Protocol,GHG accounting system,温室气体核算体系,Accounting standard,核算标准,"Corporate greenhouse-gas inventory, Scope 1-3 boundary and accounting rules.",企业温室气体清单、Scope 1-3边界及核算规则。,Scope 1|Scope 2|Scope 3,范围1|范围2|范围3,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Relevance|Completeness|Consistency|Transparency|Accuracy,相关性|完整性|一致性|透明性|准确性,no,,"ered vessels, and from vessel-sharing agreements and supply chain partners. ACCOUNTING POLICIES Scope and consolidation The consolidation of greenhouse gas (GHG) emissions data is based on the financial consolidation approach and stated in ",89,seed_batch_07,medium
batch_07,batch_07__r297_sanofi__20240__sustainabilityreport__sbti,r297_sanofi__20240__sustainabilityreport,r297_sanofi,赛诺菲,SANOFI,297,SBTi,SBTi,Climate target governance system,气候目标治理体系,Target validation guideline,目标审定指引,Science-based target setting and validation for Scope 1-3 targets.,针对Scope 1-3目标的科学碳目标设定与审定。,Scope 1|Scope 2|Scope 3,范围1|范围2|范围3,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Science-based ambition,科学目标约束,no,,"efforts and aspirations are not intended to communicate any material investment information under the laws of the United States or other applicable jurisdictions. This document uses certain terms, including such terms of the Science Based T",4,seed_batch_07,medium
batch_07,batch_07__r297_sanofi__20240__sustainabilityreport__esrs_csrd,r297_sanofi__20240__sustainabilityreport,r297_sanofi,赛诺菲,SANOFI,297,ESRS/CSRD,ESRS/CSRD,EU sustainability disclosure regime,欧盟可持续披露体系,Disclosure standard,披露标准,EU sustainability reporting requirements including climate metrics and governance.,欧盟可持续报告要求，包括气候指标与治理要求。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Double materiality|Comparability,双重重要性|可比性,no,,"CHAPTER 03 SUSTAINABILITY STATEMENT Chapter 3 of the 2024 Document d’Enregistrement Universel* 3.1. ESRS 2 General Information 3 3.1.1. Overview of our business, governance and strategy 3 3.1.2. Sustainability governance 10 3.1.3. Due dilig",5,seed_batch_07,medium
batch_07,batch_07__r297_sanofi__20240__sustainabilityreport__tcfd,r297_sanofi__20240__sustainabilityreport,r297_sanofi,赛诺菲,SANOFI,297,TCFD,TCFD,Climate disclosure framework,气候信息披露框架,Disclosure recommendation,披露建议,"Climate governance, strategy, risk management, and metrics and targets.",气候治理、战略、风险管理以及指标与目标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Materiality|Consistency,重要性|一致性,no,,tional implementation. The Climate-related Risk & Opportunities Committee (CROC) oversees Sanofi’s climate change adaptation efforts. It works closely with the Planet Care Impact Steering Committee to ensure that the Task-force for Climate-,15,seed_batch_07,medium
batch_07,batch_07__r297_sanofi__20240__sustainabilityreport__ghg_protocol,r297_sanofi__20240__sustainabilityreport,r297_sanofi,赛诺菲,SANOFI,297,GHG Protocol,GHG Protocol,GHG accounting system,温室气体核算体系,Accounting standard,核算标准,"Corporate greenhouse-gas inventory, Scope 1-3 boundary and accounting rules.",企业温室气体清单、Scope 1-3边界及核算规则。,Scope 1|Scope 2|Scope 3,范围1|范围2|范围3,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Relevance|Completeness|Consistency|Transparency|Accuracy,相关性|完整性|一致性|透明性|准确性,no,,". Decarbonization levers for reducing Scope 1 & 2 GHG emissions and progress to date The figures below detail the levers to achieve the Scope 1 & 2 target to reduce GHG emissions by -55% by 2030 from a 2019 baseline, as well as progress to ",29,seed_batch_07,medium
batch_07,batch_07__r298_marubeni__20240__sustainabilityreport__gri,r298_marubeni__20240__sustainabilityreport,r298_marubeni,丸红株式会社,MARUBENI,298,GRI,GRI,ESG disclosure framework,ESG披露框架,Disclosure standard,披露标准,Sustainability disclosure index and emissions-related reporting indicators.,可持续披露指标索引及排放相关披露指标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Materiality|Comparability,重要性|可比性,no,,"riod, mainly as of January 31, 2024. Please refer to our website for the latest information. Reporting Scope The scope of this report covers Marubeni Corporation and its consolidated subsidiaries. Guidelines Referenced ●SDGs (Sustainable D",3,seed_batch_07,medium
batch_07,batch_07__r298_marubeni__20240__sustainabilityreport__tcfd,r298_marubeni__20240__sustainabilityreport,r298_marubeni,丸红株式会社,MARUBENI,298,TCFD,TCFD,Climate disclosure framework,气候信息披露框架,Disclosure recommendation,披露建议,"Climate governance, strategy, risk management, and metrics and targets.",气候治理、战略、风险管理以及指标与目标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Materiality|Consistency,重要性|一致性,no,,"riod, mainly as of January 31, 2024. Please refer to our website for the latest information. Reporting Scope The scope of this report covers Marubeni Corporation and its consolidated subsidiaries. Guidelines Referenced ●SDGs (Sustainable D",3,seed_batch_07,medium
batch_07,batch_07__r298_marubeni__20240__sustainabilityreport__ghg_protocol,r298_marubeni__20240__sustainabilityreport,r298_marubeni,丸红株式会社,MARUBENI,298,GHG Protocol,GHG Protocol,GHG accounting system,温室气体核算体系,Accounting standard,核算标准,"Corporate greenhouse-gas inventory, Scope 1-3 boundary and accounting rules.",企业温室气体清单、Scope 1-3边界及核算规则。,Scope 1|Scope 2|Scope 3,范围1|范围2|范围3,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Relevance|Completeness|Consistency|Transparency|Accuracy,相关性|完整性|一致性|透明性|准确性,no,,kdown and the overall total may not match due to rounding. 〈Scope 3 Greenhouse Gas Emissions〉 Marubeni is voluntarily disclosing a part of the data by categorizing its supply chain activities and calculating the GHG emissions in each catego,61,seed_batch_07,medium
batch_07,batch_07__r301_swissre__20240__sustainabilityreport__tcfd,r301_swissre__20240__sustainabilityreport,r301_swissre,瑞士再保险股份有限公司,SWISS RE,301,TCFD,TCFD,Climate disclosure framework,气候信息披露框架,Disclosure recommendation,披露建议,"Climate governance, strategy, risk management, and metrics and targets.",气候治理、战略、风险管理以及指标与目标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Materiality|Consistency,重要性|一致性,no,,83 Group People Agenda 84 Sustainability in the supply chain 89 Appendix 90 Sustainability data 91 Policies and statements 105 Sustainability ratings 106 Memberships 107 About this report 109 Swiss CO: additional information 111 Swiss CO: r,2,seed_batch_07,medium
batch_07,batch_07__r301_swissre__20240__sustainabilityreport__pcaf,r301_swissre__20240__sustainabilityreport,r301_swissre,瑞士再保险股份有限公司,SWISS RE,301,PCAF,PCAF,Financed emissions accounting system,投融资排放核算体系,Accounting standard,核算标准,Accounting methodology for financed emissions and investment-related footprints.,投融资排放及投资相关碳足迹核算方法。,Scope 3,范围3,Other indirect emissions,其他间接排放,Attribution|Data quality hierarchy,归因原则|数据质量层级,no,,"tment (PRI) 2008 • Committed to the UN Global Compact 2009 • Introduced the ESG Risk Framework 2012 • Signed the UNEP FI Principles for Sustainable Insurance (PSI) 2015 • Joined, as an inaugural member, the Task Force on Climate-related Fin",9,seed_batch_07,medium
batch_07,batch_07__r301_swissre__20240__sustainabilityreport__sbti,r301_swissre__20240__sustainabilityreport,r301_swissre,瑞士再保险股份有限公司,SWISS RE,301,SBTi,SBTi,Climate target governance system,气候目标治理体系,Target validation guideline,目标审定指引,Science-based target setting and validation for Scope 1-3 targets.,针对Scope 1-3目标的科学碳目标设定与审定。,Scope 1|Scope 2|Scope 3,范围1|范围2|范围3,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Science-based ambition,科学目标约束,no,,| Sustainability Report 2024 8 This is a “renewable electricity procurement target” to actively source renewable electricity at a rate that is consistent with well below 2°C global warming scenarios. This is considered by the Science Based ,16,seed_batch_07,medium
batch_07,batch_07__r301_swissre__20240__sustainabilityreport__ghg_protocol,r301_swissre__20240__sustainabilityreport,r301_swissre,瑞士再保险股份有限公司,SWISS RE,301,GHG Protocol,GHG Protocol,GHG accounting system,温室气体核算体系,Accounting standard,核算标准,"Corporate greenhouse-gas inventory, Scope 1-3 boundary and accounting rules.",企业温室气体清单、Scope 1-3边界及核算规则。,Scope 1|Scope 2|Scope 3,范围1|范围2|范围3,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Relevance|Completeness|Consistency|Transparency|Accuracy,相关性|完整性|一致性|透明性|准确性,no,,ensity = (company CO2e emissions/company revenue)*(investment/portfolio). 65 It should be noted that the listed equity positions’ percentage share relative to the investments in scope is small. 66 Greenhouse gases measured as CO2 equivalent,76,seed_batch_07,medium
batch_07,batch_07__r301_swissre__20240__sustainabilityreport__gri,r301_swissre__20240__sustainabilityreport,r301_swissre,瑞士再保险股份有限公司,SWISS RE,301,GRI,GRI,ESG disclosure framework,ESG披露框架,Disclosure standard,披露标准,Sustainability disclosure index and emissions-related reporting indicators.,可持续披露指标索引及排放相关披露指标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Materiality|Comparability,重要性|可比性,no,,"ped methods and criteria, which are explained in the Sustainability Report. Moreover, the Group may use voluntary frameworks as a basis for preparing qualitative and quantitative disclosures, for instance, selected elements of the Global Re",109,seed_batch_07,medium
batch_07,batch_07__r301_swissre__20240__sustainabilityreport__sasb,r301_swissre__20240__sustainabilityreport,r301_swissre,瑞士再保险股份有限公司,SWISS RE,301,SASB,SASB,Industry disclosure framework,行业披露框架,Disclosure guideline,披露指引,Industry-specific sustainability metrics and investor-facing climate indicators.,行业特定可持续指标及投资者导向的气候指标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Financial materiality,财务重要性,no,,porting frameworks in its qualitative and quantitative disclosures. It considers the respective standard for the insurance industry as defined by the Sustainability Accounting Standards Board (SASB) and the standards issued by the Global Re,110,seed_batch_07,medium
batch_07,batch_07__r302_chubb__20240__sustainabilityreport__tcfd,r302_chubb__20240__sustainabilityreport,r302_chubb,安达保险公司,CHUBB,302,TCFD,TCFD,Climate disclosure framework,气候信息披露框架,Disclosure recommendation,披露建议,"Climate governance, strategy, risk management, and metrics and targets.",气候治理、战略、风险管理以及指标与目标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Materiality|Consistency,重要性|一致性,no,,ioners Climate Risk Disclosure Survey. With this report we are merging our climate and sustainability reporting into a single document and no longer intend to produce a stand-alone climate report under the Task Force for Climate-Related Fin,2,seed_batch_07,medium
batch_07,batch_07__r302_chubb__20240__sustainabilityreport__ghg_protocol,r302_chubb__20240__sustainabilityreport,r302_chubb,安达保险公司,CHUBB,302,GHG Protocol,GHG Protocol,GHG accounting system,温室气体核算体系,Accounting standard,核算标准,"Corporate greenhouse-gas inventory, Scope 1-3 boundary and accounting rules.",企业温室气体清单、Scope 1-3边界及核算规则。,Scope 1|Scope 2|Scope 3,范围1|范围2|范围3,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Relevance|Completeness|Consistency|Transparency|Accuracy,相关性|完整性|一致性|透明性|准确性,no,,untry where is it available for purchase and reasonably priced. The GHG emissions data reported below covers fiscal year 2024. Chubb uses methodology based on the World Resources Institute and the World Business Council for Sustainable Deve,13,seed_batch_07,medium
batch_07,batch_07__r302_chubb__20240__sustainabilityreport__pcaf,r302_chubb__20240__sustainabilityreport,r302_chubb,安达保险公司,CHUBB,302,PCAF,PCAF,Financed emissions accounting system,投融资排放核算体系,Accounting standard,核算标准,Accounting methodology for financed emissions and investment-related footprints.,投融资排放及投资相关碳足迹核算方法。,Scope 3,范围3,Other indirect emissions,其他间接排放,Attribution|Data quality hierarchy,归因原则|数据质量层级,no,,"ssions.9 Most importantly, the calculation of an “attribution factor” for Scope 3 insurance-associated emissions can cause the ultimate “attributed” value to vary for many reasons that have nothing to do with changes in emissions in the rea",14,seed_batch_07,medium
batch_07,batch_07__r305_denso__20240__annualreport__tcfd,r305_denso__20240__annualreport,r305_denso,电装公司,DENSO,305,TCFD,TCFD,Climate disclosure framework,气候信息披露框架,Disclosure recommendation,披露建议,"Climate governance, strategy, risk management, and metrics and targets.",气候治理、战略、风险管理以及指标与目标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Materiality|Consistency,重要性|一致性,no,,essage from the Chief Monozukuri Officer 60 Intellectual Capital 64 Message from the Chief Technology Officer 65 Message from the Chief Software Officer 66 Message from the Chief Digital Officer 68 Natural Capital 70 Efforts to Maximize th,4,seed_batch_07,medium
batch_07,batch_07__r305_denso__20240__annualreport__sbti,r305_denso__20240__annualreport,r305_denso,电装公司,DENSO,305,SBTi,SBTi,Climate target governance system,气候目标治理体系,Target validation guideline,目标审定指引,Science-based target setting and validation for Scope 1-3 targets.,针对Scope 1-3目标的科学碳目标设定与审定。,Scope 1|Scope 2|Scope 3,范围1|范围2|范围3,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Science-based ambition,科学目标约束,no,,"average temperature increase to 1.5℃ above pre-industrial levels, which is set forth by the Paris Agreement. As a result, our targets have obtained Science Based Targets (SBT) certification from the internationally recognized Science Based ",75,seed_batch_07,medium
batch_07,batch_07__r310_vodafonegroup__20250__annualreport__gri,r310_vodafonegroup__20250__annualreport,r310_vodafonegroup,沃达丰集团,VODAFONE GROUP,310,GRI,GRI,ESG disclosure framework,ESG披露框架,Disclosure standard,披露标准,Sustainability disclosure index and emissions-related reporting indicators.,可持续披露指标索引及排放相关披露指标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Materiality|Comparability,重要性|可比性,no,,ing our purpose strategy across the business. We also report against a number of voluntary reporting frameworks to help our stakeholders understand our sustainable business performance. Disclosures prepared in accordance with the Global Rep,2,seed_batch_07,medium
batch_07,batch_07__r310_vodafonegroup__20250__annualreport__sasb,r310_vodafonegroup__20250__annualreport,r310_vodafonegroup,沃达丰集团,VODAFONE GROUP,310,SASB,SASB,Industry disclosure framework,行业披露框架,Disclosure guideline,披露指引,Industry-specific sustainability metrics and investor-facing climate indicators.,行业特定可持续指标及投资者导向的气候指标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Financial materiality,财务重要性,no,,ing our purpose strategy across the business. We also report against a number of voluntary reporting frameworks to help our stakeholders understand our sustainable business performance. Disclosures prepared in accordance with the Global Rep,2,seed_batch_07,medium
batch_07,batch_07__r310_vodafonegroup__20250__annualreport__esrs_csrd,r310_vodafonegroup__20250__annualreport,r310_vodafonegroup,沃达丰集团,VODAFONE GROUP,310,ESRS/CSRD,ESRS/CSRD,EU sustainability disclosure regime,欧盟可持续披露体系,Disclosure standard,披露标准,EU sustainability reporting requirements including climate metrics and governance.,欧盟可持续报告要求，包括气候指标与治理要求。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Double materiality|Comparability,双重重要性|可比性,no,,"years to strengthen our approach to ESG, driving alignment with commercial strategies and developing strong governance at the most senior level. This approach is designed to support our future reporting under the Corporate Sustainability Re",35,seed_batch_07,medium
batch_07,batch_07__r310_vodafonegroup__20250__annualreport__sbti,r310_vodafonegroup__20250__annualreport,r310_vodafonegroup,沃达丰集团,VODAFONE GROUP,310,SBTi,SBTi,Climate target governance system,气候目标治理体系,Target validation guideline,目标审定指引,Science-based target setting and validation for Scope 1-3 targets.,针对Scope 1-3目标的科学碳目标设定与审定。,Scope 1|Scope 2|Scope 3,范围1|范围2|范围3,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Science-based ambition,科学目标约束,no,,"n operations (Scope 1 and 2 GHG emissions) by at least 90% globally by 2030, in line with the pathway required to limit global warming to 1.5°C by 2100, is part of Vodafone’s near-term target, which has been validated by the Science Based T",37,seed_batch_07,medium
batch_07,batch_07__r310_vodafonegroup__20250__annualreport__ghg_protocol,r310_vodafonegroup__20250__annualreport,r310_vodafonegroup,沃达丰集团,VODAFONE GROUP,310,GHG Protocol,GHG Protocol,GHG accounting system,温室气体核算体系,Accounting standard,核算标准,"Corporate greenhouse-gas inventory, Scope 1-3 boundary and accounting rules.",企业温室气体清单、Scope 1-3边界及核算规则。,Scope 1|Scope 2|Scope 3,范围1|范围2|范围3,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Relevance|Completeness|Consistency|Transparency|Accuracy,相关性|完整性|一致性|透明性|准确性,no,,"ontinuing operations Gigawatt hours 5,453 5,271 Notes: 1. Data is calculated using local market actual or estimated data sources from invoices, purchasing requisitions, direct data measurement and estimations. Carbon emissions are calculat",38,seed_batch_07,medium
batch_07,batch_07__r310_vodafonegroup__20250__annualreport__tcfd,r310_vodafonegroup__20250__annualreport,r310_vodafonegroup,沃达丰集团,VODAFONE GROUP,310,TCFD,TCFD,Climate disclosure framework,气候信息披露框架,Disclosure recommendation,披露建议,"Climate governance, strategy, risk management, and metrics and targets.",气候治理、战略、风险管理以及指标与目标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Materiality|Consistency,重要性|一致性,no,,sk Force on Climate-related Financial Disclosures recommendations We have considered our obligations under the UK’s Financial Conduct Authority Listing Rules and have detailed in the following table the 11 Task Force on Climate-related Fina,63,seed_batch_07,medium
batch_07,batch_07__r311_plainsgpholdings公司__20230__sustainabilityreport__gri,r311_plainsgpholdings公司__20230__sustainabilityreport,r311_plainsgpholdings公司,Plains GP Holdings公司,Plains GP Holdings公司,311,GRI,GRI,ESG disclosure framework,ESG披露框架,Disclosure standard,披露标准,Sustainability disclosure index and emissions-related reporting indicators.,可持续披露指标索引及排放相关披露指标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Materiality|Comparability,重要性|可比性,no,,Contents Message From Our Chairman and CEO 1 Our Assets 2 About Plains 3 About This Report 3 2023 Sustainability Performance at a Glance 4 Disclosure Charts and Reporting Frameworks 8 Disclosure Charts 9 SASB Index 14 TCFD Index 15 GRI Inde,2,seed_batch_07,medium
