standard_system,standard_id,standard_name_zh,standard_name_en,company_id,company_name_zh,company_name_en,world500_rank,industry_section_code,industry_section_name_zh,industry_section_name_en,current_company_workbench_code,current_company_workbench_name_zh,industry_consistency_status,decision_bucket,evidence_status,evidence_page,source_file,snippet,enters_sankey,review_note
GHG Protocol,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 计算指南,GHG Protocol Scope 3 Calculation Guidance,r096_nestlé,雀巢公司,NESTLÉ,96,C,制造业,Manufacturing,C,制造业,consistent_with_company_workbench,demoted,review,21,NESTLÉ-non-financial-statement-2024.pdf,"ual GHG emissions for Scopes 1, 2 and 3 are tracked through an internal GHG accounting system (Greenhouse Gas Performance System (GPS)). GPS was developed in...",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_scope3_standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,r096_nestlé,雀巢公司,NESTLÉ,96,C,制造业,Manufacturing,C,制造业,consistent_with_company_workbench,demoted,review,21,NESTLÉ-non-financial-statement-2024.pdf,"ual GHG emissions for Scopes 1, 2 and 3 are tracked through an internal GHG accounting system (Greenhouse Gas Performance System (GPS)). GPS was developed in...",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,r097_enel,意大利国家电力公司,ENEL,97,D,电力、热力、燃气及水生产和供应业,"Electricity, Heat, Gas and Water Production and Supply",I,电力、热力、燃气及水生产和供应业,corrected_by_gbt4754_code_name_rule,accepted,verified,131 | 145,ENEL-integrated-annual-report_2024.pdf,"the field of application of the in- ventory. The audit was conducted according to Stand- ard ISO 14064-3 for the compliance of greenhouse gas (GHG) inventories with the WBCSD/WRI Corporate Accounting and Reporting Standard (GHG Protocol). ESRS E1-6 – Gross Scopes 1, 2, 3 and Total GHG emissions Greenhouse gas emission trends in 2024 GREENHOUSE GAS EMISSION …",true,source_text_explicitly_names_this_ghg_protocol_series
GHG Protocol,ghg_scope3_standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,r097_enel,意大利国家电力公司,ENEL,97,D,电力、热力、燃气及水生产和供应业,"Electricity, Heat, Gas and Water Production and Supply",I,电力、热力、燃气及水生产和供应业,corrected_by_gbt4754_code_name_rule,demoted,review,131 | 145,ENEL-integrated-annual-report_2024.pdf,"pe 1, including CO2, CH4 and N2O) from power generation and the Group’s indirect GHG emissions (Scope 3) from the generation of electricity purchased and sol...",false,sample_names_other_series_or_no_current_series_name
GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,r098_eni,埃尼石油公司,ENI,98,D,电力、热力、燃气及水生产和供应业,"Electricity, Heat, Gas and Water Production and Supply",D,电力、热力、燃气及水生产和供应业,consistent_with_company_workbench,accepted,verified,159 | 23,ENI-Annual-Report-2024.pdf,"efined by the reporting required by CSRD-ESRS. For more details on the reconciliation of boundaries, please refer to the Metrics section. (51) WBCSD/WRI GHG Protocol Initiative, A Corporate Accounting and Reporting Standard. (52) Estimating petroleum industry value chain (Scope 3) greenhouse gas emissions. Overview of methodologies, IPIECA - 2016. its pathw…",true,source_text_explicitly_names_this_ghg_protocol_series
GHG Protocol,ghg_scope3_standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,r098_eni,埃尼石油公司,ENI,98,D,电力、热力、燃气及水生产和供应业,"Electricity, Heat, Gas and Water Production and Supply",D,电力、热力、燃气及水生产和供应业,consistent_with_company_workbench,accepted,verified,23 | 164 | 159,ENI-Annual-Report-2024.pdf,"quity bases. Considering the update of the Global Warming Potential coefficients by the IPCC in 2024, the 2023 and 2022 data are reported accordingly. b) GHG Protocol Category 11- Corporate Value Chain (Scope 3) Standard. Estimated on the basis of the upstream production (Eni’s share) in line with IPIECA methodologies. (c) KPIs refer to 100% of the operated…",true,source_text_explicitly_names_this_ghg_protocol_series
GHG Protocol,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 计算指南,GHG Protocol Scope 3 Calculation Guidance,r098_eni,埃尼石油公司,ENI,98,D,电力、热力、燃气及水生产和供应业,"Electricity, Heat, Gas and Water Production and Supply",D,电力、热力、燃气及水生产和供应业,consistent_with_company_workbench,demoted,review,23,ENI-Annual-Report-2024.pdf,"Structured standard tag: GHG Protocol; Standard role: Accounting standard r withdrawals (mmcm) 127 109 101 Re-injected production water (%) 51 42 43 (a) KPIs are calculated on an equity bases. Considering the update of the Global Warming Potential coefficients by the IPCC in 2024, the 2023 and 2022 data are repor ENI-Annual-Report-2024.pdf 2024 2023 2022 FI…",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,r101_eon,意昂集团,E.ON,101,D,电力、热力、燃气及水生产和供应业,"Electricity, Heat, Gas and Water Production and Supply",D,电力、热力、燃气及水生产和供应业,consistent_with_company_workbench,accepted,verified,41 | 43,E.ON-GB24-gesamt-EN_final.pdf,"energy- efficiency measures. Progress and Measures In line with ESRS E1 requirements, E.ON calculates its emissions using the globally recognized WRI/WBCSD Greenhouse Gas Protocol Corporate Accounting and Reporting Standard (“GHG Protocol”) for the now seven GHGs covered by the Kyoto Protocol: carbon dioxide (“CO2”), methane (“CH4”), nitrous oxide (“N2O”), …",true,source_text_explicitly_names_this_ghg_protocol_series
GHG Protocol,ghg_scope3_standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,r101_eon,意昂集团,E.ON,101,D,电力、热力、燃气及水生产和供应业,"Electricity, Heat, Gas and Water Production and Supply",D,电力、热力、燃气及水生产和供应业,consistent_with_company_workbench,accepted,verified,41 | 43,E.ON-GB24-gesamt-EN_final.pdf,"ch country’s residual generation mix. In most cases, this factor is significantly higher than the factor of the national generation mix. Alongside ESRS E1 requirements, we use the Corporate Value Chain (Scope 3) Accounting and Reporting Standard to calculate Scope 3 emissions. It defines 15 Scope 3 categories. E.ON conducts an analysis to identify the Scope…",true,source_text_explicitly_names_this_ghg_protocol_series
GHG Protocol,ghg_scope2_guidance,GHG Protocol Scope 2 指南,GHG Protocol Scope 2 Guidance,r101_eon,意昂集团,E.ON,101,D,电力、热力、燃气及水生产和供应业,"Electricity, Heat, Gas and Water Production and Supply",D,电力、热力、燃气及水生产和供应业,consistent_with_company_workbench,demoted,review,41,E.ON-GB24-gesamt-EN_final.pdf,"upport our customers in switching from gas to green, energy-efficient solutions like heat pumps as well as solar and PV systems. We are also expanding our ra...",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 计算指南,GHG Protocol Scope 3 Calculation Guidance,r101_eon,意昂集团,E.ON,101,D,电力、热力、燃气及水生产和供应业,"Electricity, Heat, Gas and Water Production and Supply",D,电力、热力、燃气及水生产和供应业,consistent_with_company_workbench,demoted,review,41,E.ON-GB24-gesamt-EN_final.pdf,"upport our customers in switching from gas to green, energy-efficient solutions like heat pumps as well as solar and PV systems. We are also expanding our ra...",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,r105_boschgroup,博世集团,BOSCH GROUP,105,C,制造业,Manufacturing,C,制造业,consistent_with_company_workbench,accepted,verified,8 | 17 | 29,bosch-sustainability-report-2024.pdf,"the current annual report. Bosch also supports the United Nations Sustainable Development Goals (SDG). 3 Scopes 1, 2, and 3 are used in accordance with the Greenhouse Gas Protocol Corporate Accounting and Reporting Standard. For further details about the Bosch Group’s carbon neutrality (scope 1 & 2), see the “Environment | Climate action” section. Sustainab…",true,source_text_explicitly_names_this_ghg_protocol_series
GHG Protocol,ghg_scope3_standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,r105_boschgroup,博世集团,BOSCH GROUP,105,C,制造业,Manufacturing,C,制造业,consistent_with_company_workbench,demoted,review,8 | 17 | 29 | 34,bosch-sustainability-report-2024.pdf,"Structured standard tag: GHG Protocol; Standard role: Accounting standard ch Group, the activities of the business sectors, and the company’s economic situation, can be found in the current annual report. Bosch also supports the United Nations Sustainable Development Goals (SDG). 3 Scopes 1, 2, and 3 are used in bosch-sustainability-report-2024.pdf Strategy…",false,sample_names_other_series_or_no_current_series_name
GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,r107_itochu,日本伊藤忠商事株式会社,ITOCHU,107,L,租赁和商务服务业,Leasing and Business Services,L,租赁和商务服务业,consistent_with_company_workbench,demoted,review,109,ITOCHU-ESG report 2024.pdf,"Structured standard tag: GHG Protocol; Standard role: Accounting standard by Act on Rational Use and Appropriate Management of Fluorocarbons. However, HCFC is not included in the aggregation. ● Overseas Group Companies: Calculated based on the charging amount of fluorocarbons used as refrigerants. * The calculat ITOCHU-ESG report 2024.pdf Energy Consumptio…",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_scope2_guidance,GHG Protocol Scope 2 指南,GHG Protocol Scope 2 Guidance,r107_itochu,日本伊藤忠商事株式会社,ITOCHU,107,L,租赁和商务服务业,Leasing and Business Services,L,租赁和商务服务业,consistent_with_company_workbench,demoted,review,109,ITOCHU-ESG report 2024.pdf,"Structured standard tag: GHG Protocol; Standard role: Accounting standard by Act on Rational Use and Appropriate Management of Fluorocarbons. However, HCFC is not included in the aggregation. ● Overseas Group Companies: Calculated based on the charging amount of fluorocarbons used as refrigerants. * The calculat ITOCHU-ESG report 2024.pdf Energy Consumptio…",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 计算指南,GHG Protocol Scope 3 Calculation Guidance,r107_itochu,日本伊藤忠商事株式会社,ITOCHU,107,L,租赁和商务服务业,Leasing and Business Services,L,租赁和商务服务业,consistent_with_company_workbench,demoted,review,109,ITOCHU-ESG report 2024.pdf,"Structured standard tag: GHG Protocol; Standard role: Accounting standard by Act on Rational Use and Appropriate Management of Fluorocarbons. However, HCFC is not included in the aggregation. ● Overseas Group Companies: Calculated based on the charging amount of fluorocarbons used as refrigerants. * The calculat ITOCHU-ESG report 2024.pdf Energy Consumptio…",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_scope3_standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,r107_itochu,日本伊藤忠商事株式会社,ITOCHU,107,L,租赁和商务服务业,Leasing and Business Services,L,租赁和商务服务业,consistent_with_company_workbench,demoted,review,109,ITOCHU-ESG report 2024.pdf,"Structured standard tag: GHG Protocol; Standard role: Accounting standard by Act on Rational Use and Appropriate Management of Fluorocarbons. However, HCFC is not included in the aggregation. ● Overseas Group Companies: Calculated based on the charging amount of fluorocarbons used as refrigerants. * The calculat ITOCHU-ESG report 2024.pdf Energy Consumptio…",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,r111_morganstanley,摩根士丹利,MORGAN STANLEY,111,J,金融业,Finance,J,金融业,consistent_with_company_workbench,accepted,verified,47 | 89 | 90,Morgan_Stanley_2023_ESG_Report.pdf,s to meet carbon neutrality do not align with the criteria required to reflect those purchases in our scope 2 market-based figure in accordance with the Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard ( for our purposes to meet carbon neutrality do not align with the criteria required to reflect those purchases in our scope 2 market-b…,true,source_text_explicitly_names_this_ghg_protocol_series
GHG Protocol,ghg_financial_industry_standard,金融行业全球温室气体核算与报告标准,Global GHG Accounting and Reporting Standard for the Financial Industry,r111_morganstanley,摩根士丹利,MORGAN STANLEY,111,J,金融业,Finance,J,金融业,consistent_with_company_workbench,accepted,verified,56 | 57 | 82,Morgan_Stanley_2023_ESG_Report.pdf,"ur 2030 targets are based on emissions intensity. However, we recognize that absolute emissions provide helpful additional context, and so we also report them, using guidance from PCAF. Absolute Financed Emissions (AFE) SECTOR (tCO2e) 2019 2020 2021 202237,38 Auto Manufacturing 38,101 16,298 4,120 95,039 (Scope 1 + 2) 1,591 410 80 1,164 (Scope 3) 36,510 15,…",true,source_text_explicitly_names_this_ghg_protocol_series
GHG Protocol,ghg_scope2_guidance,GHG Protocol Scope 2 指南,GHG Protocol Scope 2 Guidance,r111_morganstanley,摩根士丹利,MORGAN STANLEY,111,J,金融业,Finance,J,金融业,consistent_with_company_workbench,demoted,review,47,Morgan_Stanley_2023_ESG_Report.pdf,for our purposes to meet carbon neutrality do not align with the criteria required to reflect those purchases in our scope 2 market-based figure in accordanc...,false,sample_names_other_series_or_no_current_series_name
GHG Protocol,ghg_scope3_standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,r111_morganstanley,摩根士丹利,MORGAN STANLEY,111,J,金融业,Finance,J,金融业,consistent_with_company_workbench,demoted,review,47 | 57 | 82,Morgan_Stanley_2023_ESG_Report.pdf,"ement-determined metric that may be viewed or calculated differently by others who may use the same “carbon neutral” terminology. Morgan Stanley has determined that the boundary around our carbon neutrality status is scope 1, scope 2 location-based emissions, scope 3 business travel and downstream leased assets, carbon offsets purchased from the voluntary c…",false,sample_names_other_series_or_no_current_series_name
GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,r113_brookfield,博枫公司,BROOKFIELD,113,J,金融业,Finance,J,金融业,consistent_with_company_workbench,accepted,verified,96 | 97 | 105,BROOKFIELD-BAM Ltd. 2024 Sustainability Report.pdf,are included in the calculation. Base year: Key Performance Metrics. Our Direct (scope 1) GHG emissions are calculated following our internal methodology based on the GHG Protocol Corporate Accounting and Reporting Standard. Emissions from the combustion of natural gas and diesel are calculated by obtaining activity data on fuel consumption for facilities w…,true,source_text_explicitly_names_this_ghg_protocol_series
GHG Protocol,ghg_financial_industry_standard,金融行业全球温室气体核算与报告标准,Global GHG Accounting and Reporting Standard for the Financial Industry,r113_brookfield,博枫公司,BROOKFIELD,113,J,金融业,Finance,J,金融业,consistent_with_company_workbench,accepted,verified,105 | 62,BROOKFIELD-BAM Ltd. 2024 Sustainability Report.pdf,ty include private credit and private equity investments. 6 2023 financed emissions were restated in 2024 to reflect improvements in data quality and availability. 7 Refers to the Partnership for Carbon Accounting Financials (PCAF): The Global GHG Accounting & Reporting Standard Part A: Financed Emissions and its related data quality guidance. Where availab…,true,source_text_explicitly_names_this_ghg_protocol_series
GHG Protocol,ghg_scope2_guidance,GHG Protocol Scope 2 指南,GHG Protocol Scope 2 Guidance,r113_brookfield,博枫公司,BROOKFIELD,113,J,金融业,Finance,J,金融业,consistent_with_company_workbench,accepted,verified,97,BROOKFIELD-BAM Ltd. 2024 Sustainability Report.pdf,"indirect (scope 2) GHG emissions are calculated following our internal methodology based on the (1) GHG Protocol Corporate Accounting and Reporting Standard and (2) GHG Protocol - scope 2 Guidance. This includes emissions from purchased electricity, heating, cooling and landlord paid heating in leased office space. Emissions from purchased electricity consu…",true,source_text_explicitly_names_this_ghg_protocol_series
GHG Protocol,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 计算指南,GHG Protocol Scope 3 Calculation Guidance,r113_brookfield,博枫公司,BROOKFIELD,113,J,金融业,Finance,J,金融业,consistent_with_company_workbench,accepted,verified,97,BROOKFIELD-BAM Ltd. 2024 Sustainability Report.pdf,"n the (1) GHG Protocol Corporate Accounting and Reporting Standard, (2) GHG Protocol - The Corporate Value Chain (scope 3) Accounting and Reporting Standard and (3) GHG Protocol - Technical Guidance for Calculating Scope 3 Emissions. Emissions from waste generated in Brookfield operations (scope 3 category 5) are calculated by obtaining the amount of waste …",true,source_text_explicitly_names_this_ghg_protocol_series
GHG Protocol,ghg_scope3_standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,r113_brookfield,博枫公司,BROOKFIELD,113,J,金融业,Finance,J,金融业,consistent_with_company_workbench,accepted,verified,97 | 105,BROOKFIELD-BAM Ltd. 2024 Sustainability Report.pdf,"scope 3) GHG emissions are calculated following our internal methodology based on the (1) GHG Protocol Corporate Accounting and Reporting Standard, (2) GHG Protocol - The Corporate Value Chain (scope 3) Accounting and Reporting Standard and (3) GHG Protocol - Technical Guidance for Calculating Scope 3 Emissions. Emissions from waste generated in Brookfield …",true,source_text_explicitly_names_this_ghg_protocol_series
GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,r114_royalaholddelhaize,皇家阿霍德德尔海兹集团,ROYAL AHOLD DELHAIZE,114,F,批发和零售业,Wholesale and Retail Trade,F,批发和零售业,consistent_with_company_workbench,accepted,verified,117 | 118 | 179,Ahold_Delhaize_Annual_Report_2024.pdf,"ogy follows the guidelines of the World Business Council for Sustainable Development (WBCSD)/WRI and we report our GHG emissions data with reference to the Greenhouse Gas Protocol Corporate Accounting and Reporting Standard. Our methodology, estimates and judgments around the metrics used are included in Sustainability notes. Energy consumption and mix For …",true,source_text_explicitly_names_this_ghg_protocol_series
GHG Protocol,ghg_scope2_guidance,GHG Protocol Scope 2 指南,GHG Protocol Scope 2 Guidance,r114_royalaholddelhaize,皇家阿霍德德尔海兹集团,ROYAL AHOLD DELHAIZE,114,F,批发和零售业,Wholesale and Retail Trade,F,批发和零售业,consistent_with_company_workbench,accepted,verified,361 | 117,Ahold_Delhaize_Annual_Report_2024.pdf,"bisexual, transgender, queer or questioning and others. These terms are used to describe a person’s sexual orientation or gender identity. Location-based approach The GHG Protocol Scope 2 Guidance (version 2015) defines the location-based approach as “a method that reflects the average emissions intensity of grids on which energy consumption occurs (using m…",true,source_text_explicitly_names_this_ghg_protocol_series
GHG Protocol,ghg_scope3_standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,r114_royalaholddelhaize,皇家阿霍德德尔海兹集团,ROYAL AHOLD DELHAIZE,114,F,批发和零售业,Wholesale and Retail Trade,F,批发和零售业,consistent_with_company_workbench,accepted,verified,180 | 117 | 118,Ahold_Delhaize_Annual_Report_2024.pdf,"ur carbon footprint methodology follows the guidelines of the WBCSD/WRI and we report our scope 3 GHG emissions with reference to the latest version of the Greenhouse Gas Protocol Corporate Value Chain (scope 3) Accounting and Reporting Standard (version 2011). To calculate carbon-equivalent emissions, we use emission factors. GHG emissions data consists of…",true,source_text_explicitly_names_this_ghg_protocol_series
GHG Protocol,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 计算指南,GHG Protocol Scope 3 Calculation Guidance,r114_royalaholddelhaize,皇家阿霍德德尔海兹集团,ROYAL AHOLD DELHAIZE,114,F,批发和零售业,Wholesale and Retail Trade,F,批发和零售业,consistent_with_company_workbench,demoted,review,117,Ahold_Delhaize_Annual_Report_2024.pdf,rarching sustainability policy that covers our approach on climate and specific climate-related standards that provide further guidance to our brands. See al...,false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_scope3_standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,r117_adm公司,ADM,ADM,117,C,制造业,Manufacturing,C,制造业,consistent_with_company_workbench,accepted,verified,25,final_archer-daniels-midland-adm_2023-corporate-sustainability-report.pdf,"3 to December 31, 2023 Criteria against which verification conducted: ‘+ The Climate Registry General Reporting Protocol (Scope 1 and Scope 2) * _WRIMWBCSD Greenhouse Gas Protocol Corporate Value Chain (Scope 3) A market-based Auto-verified from page 50; value 3,750,000 tCO2e. final_archer-daniels-midland-adm_2023-corporate-sustainability-report.pdf",true,source_text_explicitly_names_this_ghg_protocol_series
GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,r117_adm公司,ADM,ADM,117,C,制造业,Manufacturing,C,制造业,consistent_with_company_workbench,demoted,review,25,final_archer-daniels-midland-adm_2023-corporate-sustainability-report.pdf,Scope 3 ADM continues to monitor the evolving landscape of GHG accounting best practices as we await the finalization of the GHG Protocol’s Land Sector and R...,false,sample_names_other_series_or_no_current_series_name
GHG Protocol,ghg_scope2_guidance,GHG Protocol Scope 2 指南,GHG Protocol Scope 2 Guidance,r117_adm公司,ADM,ADM,117,C,制造业,Manufacturing,C,制造业,consistent_with_company_workbench,demoted,review,25,final_archer-daniels-midland-adm_2023-corporate-sustainability-report.pdf,Scope 3 ADM continues to monitor the evolving landscape of GHG accounting best practices as we await the finalization of the GHG Protocol’s Land Sector and R...,false,sample_names_other_series_or_no_current_series_name
GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,r119_christiandior,迪奥公司,CHRISTIAN DIOR,119,C,制造业,Manufacturing,C,制造业,consistent_with_company_workbench,demoted,review,93,ChristianDior_2024_Annual_Report.pdf,"venue. Ace of Spade, Minuty, Joseph Phelps, Patou, Buly, Perfumes Loewe, 24S, Kendo, LVMH Hotel Management and Cova were included in environmental reporting....",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_scope2_guidance,GHG Protocol Scope 2 指南,GHG Protocol Scope 2 Guidance,r119_christiandior,迪奥公司,CHRISTIAN DIOR,119,C,制造业,Manufacturing,C,制造业,consistent_with_company_workbench,demoted,review,93,ChristianDior_2024_Annual_Report.pdf,"venue. Ace of Spade, Minuty, Joseph Phelps, Patou, Buly, Perfumes Loewe, 24S, Kendo, LVMH Hotel Management and Cova were included in environmental reporting....",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 计算指南,GHG Protocol Scope 3 Calculation Guidance,r119_christiandior,迪奥公司,CHRISTIAN DIOR,119,C,制造业,Manufacturing,C,制造业,consistent_with_company_workbench,demoted,review,93,ChristianDior_2024_Annual_Report.pdf,"Structured standard tag: GHG Protocol; Standard role: Accounting standard venue. Ace of Spade, Minuty, Joseph Phelps, Patou, Buly, Perfumes Loewe, 24S, Kendo, LVMH Hotel Management and Cova were included in environmental reporting. Monetary and HR data extracted and used in the Scope 3 greenhouse gas emissions ca ChristianDior_2024_Annual_Report.pdf Environ…",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_scope3_standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,r119_christiandior,迪奥公司,CHRISTIAN DIOR,119,C,制造业,Manufacturing,C,制造业,consistent_with_company_workbench,demoted,review,93,ChristianDior_2024_Annual_Report.pdf,"venue. Ace of Spade, Minuty, Joseph Phelps, Patou, Buly, Perfumes Loewe, 24S, Kendo, LVMH Hotel Management and Cova were included in environmental reporting....",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,r120_nippontelegraphandtelephone,日本电报电话公司,NIPPON TELEGRAPH AND TELEPHONE,120,I,信息传输、软件和信息技术服务业,"Information Transmission, Software and Information Technology Services",I,信息传输、软件和信息技术服务业,consistent_with_company_workbench,demoted,review,35,NIPPON TELEGRAPH AND TELEPHONE-integrated_report_24e_p.pdf,"Structured standard tag: GHG Protocol; Standard role: Accounting standard ion Further Strengthening of Collaborations with Suppliers · Facilitating the introduction of renewable energy by data center customers, etc. · Providing cloud services and promoting product energy conservation Customers’ Contributions to NIPPON TELEGRAPH AND TELEPHONE-integrated_re…",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 计算指南,GHG Protocol Scope 3 Calculation Guidance,r120_nippontelegraphandtelephone,日本电报电话公司,NIPPON TELEGRAPH AND TELEPHONE,120,I,信息传输、软件和信息技术服务业,"Information Transmission, Software and Information Technology Services",I,信息传输、软件和信息技术服务业,consistent_with_company_workbench,demoted,review,35,NIPPON TELEGRAPH AND TELEPHONE-integrated_report_24e_p.pdf,"Structured standard tag: GHG Protocol; Standard role: Accounting standard ion Further Strengthening of Collaborations with Suppliers · Facilitating the introduction of renewable energy by data center customers, etc. · Providing cloud services and promoting product energy conservation Customers’ Contributions to NIPPON TELEGRAPH AND TELEPHONE-integrated_re…",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_financial_industry_standard,金融行业全球温室气体核算与报告标准,Global GHG Accounting and Reporting Standard for the Financial Industry,r121_mitsui,三井物产株式会社,MITSUI,121,L,租赁和商务服务业,Leasing and Business Services,L,租赁和商务服务业,consistent_with_company_workbench,accepted,verified,90 | 127 | 128,SUMITOMO MITSUI FINANCIAL GROUP sustainability_report_e_2025.pdf,"ng progress. ⚫ Calculates GHG emissions in the power and oil & gas sectors for underwriting, which is the core business of securities business. ⚫ Based on the final version of the PCAF guidelines, the calculation method has been advanced. ⚫Appendix: Methodology for calculating Underwriting Financed Emissions ⚫Sumitomo Mitsui DS Asset Management website > In…",true,source_text_explicitly_names_this_ghg_protocol_series
GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,r121_mitsui,三井物产株式会社,MITSUI,121,L,租赁和商务服务业,Leasing and Business Services,L,租赁和商务服务业,consistent_with_company_workbench,demoted,review,125,SUMITOMO MITSUI FINANCIAL GROUP sustainability_report_e_2025.pdf,ment 09. Appendix 07. Governance 05. Strategy 08. Metrics and targets 01. Message from the Group CEO 02. Editorial policy Calculation method for Scopes 1 and...,false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,r122_carrefour,家乐福,CARREFOUR,122,F,批发和零售业,Wholesale and Retail Trade,F,批发和零售业,consistent_with_company_workbench,demoted,review,93,Carrefour_2024_Universal_Registration_Document.pdf,ational Agreement on Plastic Packaging Reducing Scope 3 greenhouse gas emissions Adapting products and supply chains to climate change Scientific experts and...,false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 计算指南,GHG Protocol Scope 3 Calculation Guidance,r122_carrefour,家乐福,CARREFOUR,122,F,批发和零售业,Wholesale and Retail Trade,F,批发和零售业,consistent_with_company_workbench,demoted,review,93,Carrefour_2024_Universal_Registration_Document.pdf,"Structured standard tag: GHG Protocol; Standard role: Accounting standard ational Agreement on Plastic Packaging Reducing Scope 3 greenhouse gas emissions Adapting products and supply chains to climate change Scientific experts and consultants Definition of industry‑level/ national strategies Partnerships EY, ICa Carrefour_2024_Universal_Registration_Docume…",false,generic_or_scope_context_without_explicit_fine_series_name
