review_priority,evidence_strength,match_status,company_id,world500_rank,company_name_en,company_name_zh,industry_section_code,industry_section_en,industry_section_zh,series_id,series_name_en,series_name_zh,core_whitelist,whitelist_gate,category_en,category_zh,role_en,role_zh,principle_en,principle_zh,language_policy_en,language_policy_zh,evidence_gate,matched_aliases,evidence_count,pages,source_files,sample_confidence,sample_review_status,sample_snippet_en,sample_snippet_zh
P1_find_named_series_source,contextual_review_required,contextual_scope_inventory_mapping,r030_chinaconstructionbank,30,CHINA CONSTRUCTION BANK,中国建设银行股份有限公司,J,Finance,金融业,ghg_corporate_standard,GHG Protocol Corporate Accounting and Reporting Standard,GHG Protocol 企业核算与报告标准,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Standard,标准,Corporate inventory accounting standard,企业组织层面清单核算标准,"Relevance, completeness, consistency, transparency, and accuracy.",相关性、完整性、一致性、透明性和准确性。,"Within GHG Protocol evidence, this may define Scope 1 and Scope 2 corporate inventory boundaries.",仅在 GHG Protocol 证据下使用 Scope 1/2 的组织层面清单口径。,no_explicit_whitelisted_series_name_in_page_text,,1,54,CCB_2024_Sustainability_Report.pdf,pdf_page_backfill,pdf_contextual_scope_inventory_mapping,"Structured standard tag: GHG Protocol; Standard role: Accounting standard rdance with the accounting method, activity level data, emission factor requirements, etc. of ISO14064-1 Greenhouse Gases-Part 1: Specification and Guidance at the Organization Level for Quantification and Reporting of Greenhouse Gas Emissi CCB_2024_Sustainability_Report.pdf China Con…","Structured standard tag: GHG Protocol; Standard role: Accounting standard rdance with the accounting method, activity level data, emission factor requirements, etc. of ISO14064-1 Greenhouse Gases-Part 1: Specification and Guidance at the Organization Level for Quantification and Reporting of Greenhouse Gas Emissi CCB_2024_Sustainability_Report.pdf China Con…"
P1_find_named_series_source,contextual_review_required,contextual_scope_inventory_mapping,r030_chinaconstructionbank,30,CHINA CONSTRUCTION BANK,中国建设银行股份有限公司,J,Finance,金融业,ghg_scope2_guidance,GHG Protocol Scope 2 Guidance,GHG Protocol Scope 2 指南,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Guidance,指南,Purchased electricity and energy method guidance,外购电力与能源口径指南,Location-based and market-based Scope 2 reporting are separated when cited.,原文显式引用时区分位置法与市场法 Scope 2 披露。,Scope 2 market-based and location-based language is treated as GHG-specific.,Scope 2 市场法/位置法术语只在 GHG Protocol 语境下使用。,no_explicit_whitelisted_series_name_in_page_text,,1,54,CCB_2024_Sustainability_Report.pdf,pdf_page_backfill,pdf_contextual_scope_inventory_mapping,"Structured standard tag: GHG Protocol; Standard role: Accounting standard rdance with the accounting method, activity level data, emission factor requirements, etc. of ISO14064-1 Greenhouse Gases-Part 1: Specification and Guidance at the Organization Level for Quantification and Reporting of Greenhouse Gas Emissi CCB_2024_Sustainability_Report.pdf China Con…","Structured standard tag: GHG Protocol; Standard role: Accounting standard rdance with the accounting method, activity level data, emission factor requirements, etc. of ISO14064-1 Greenhouse Gases-Part 1: Specification and Guidance at the Organization Level for Quantification and Reporting of Greenhouse Gas Emissi CCB_2024_Sustainability_Report.pdf China Con…"
P1_find_named_series_source,contextual_review_required,contextual_scope_inventory_mapping,r030_chinaconstructionbank,30,CHINA CONSTRUCTION BANK,中国建设银行股份有限公司,J,Finance,金融业,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 Calculation Guidance,GHG Protocol Scope 3 计算指南,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Guidance,指南,Scope 3 inventory calculation guidance,Scope 3 清单计算指南,Companion calculation guidance for completing Scope 3 inventories.,配套计算指南，用于完成 Scope 3 清单。,Scope 3 categories are GHG-specific and only shown when the source uses that wording.,Scope 3 类别是 GHG 特有口径，仅在原文如此使用时展示。,no_explicit_whitelisted_series_name_in_page_text,,1,54,CCB_2024_Sustainability_Report.pdf,pdf_page_backfill,pdf_contextual_scope_inventory_mapping,"Structured standard tag: GHG Protocol; Standard role: Accounting standard rdance with the accounting method, activity level data, emission factor requirements, etc. of ISO14064-1 Greenhouse Gases-Part 1: Specification and Guidance at the Organization Level for Quantification and Reporting of Greenhouse Gas Emissi CCB_2024_Sustainability_Report.pdf China Con…","Structured standard tag: GHG Protocol; Standard role: Accounting standard rdance with the accounting method, activity level data, emission factor requirements, etc. of ISO14064-1 Greenhouse Gases-Part 1: Specification and Guidance at the Organization Level for Quantification and Reporting of Greenhouse Gas Emissi CCB_2024_Sustainability_Report.pdf China Con…"
P1_find_named_series_source,contextual_review_required,contextual_scope_inventory_mapping,r031_samsungelectronics,31,SAMSUNG ELECTRONICS,三星电子,C,Manufacturing,制造业,ghg_scope2_guidance,GHG Protocol Scope 2 Guidance,GHG Protocol Scope 2 指南,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Guidance,指南,Purchased electricity and energy method guidance,外购电力与能源口径指南,Location-based and market-based Scope 2 reporting are separated when cited.,原文显式引用时区分位置法与市场法 Scope 2 披露。,Scope 2 market-based and location-based language is treated as GHG-specific.,Scope 2 市场法/位置法术语只在 GHG Protocol 语境下使用。,no_explicit_whitelisted_series_name_in_page_text,,1,63,SAMSUNG ELECTRONICS_Sustainability_report_2024_en.pdf,pdf_page_backfill,pdf_contextual_scope_inventory_mapping,Structured standard tag: GHG Protocol; Standard role: Accounting standard consumption reduction rate for each year relative to 2019 identical performance/specification models for 7 major product categories *Data for amount of GHG emissions reduced in the product use phase by year is being reviewed to refine its c SAMSUNG ELECTRONICS_Sustainability_report_20…,Structured standard tag: GHG Protocol; Standard role: Accounting standard consumption reduction rate for each year relative to 2019 identical performance/specification models for 7 major product categories *Data for amount of GHG emissions reduced in the product use phase by year is being reviewed to refine its c SAMSUNG ELECTRONICS_Sustainability_report_20…
P1_find_named_series_source,contextual_review_required,contextual_scope_inventory_mapping,r031_samsungelectronics,31,SAMSUNG ELECTRONICS,三星电子,C,Manufacturing,制造业,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 Calculation Guidance,GHG Protocol Scope 3 计算指南,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Guidance,指南,Scope 3 inventory calculation guidance,Scope 3 清单计算指南,Companion calculation guidance for completing Scope 3 inventories.,配套计算指南，用于完成 Scope 3 清单。,Scope 3 categories are GHG-specific and only shown when the source uses that wording.,Scope 3 类别是 GHG 特有口径，仅在原文如此使用时展示。,no_explicit_whitelisted_series_name_in_page_text,,1,63,SAMSUNG ELECTRONICS_Sustainability_report_2024_en.pdf,pdf_page_backfill,pdf_contextual_scope_inventory_mapping,Structured standard tag: GHG Protocol; Standard role: Accounting standard consumption reduction rate for each year relative to 2019 identical performance/specification models for 7 major product categories *Data for amount of GHG emissions reduced in the product use phase by year is being reviewed to refine its c SAMSUNG ELECTRONICS_Sustainability_report_20…,Structured standard tag: GHG Protocol; Standard role: Accounting standard consumption reduction rate for each year relative to 2019 identical performance/specification models for 7 major product categories *Data for amount of GHG emissions reduced in the product use phase by year is being reviewed to refine its c SAMSUNG ELECTRONICS_Sustainability_report_20…
P1_find_named_series_source,contextual_review_required,contextual_scope_inventory_mapping,r031_samsungelectronics,31,SAMSUNG ELECTRONICS,三星电子,C,Manufacturing,制造业,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Standard,标准,Value-chain emissions accounting standard,价值链排放核算标准,Scope 3 categories are GHG Protocol-specific category language.,Scope 3 类别是 GHG Protocol 特有的类别口径。,Scope 3 and Scope 3 category names are only used for GHG Protocol evidence.,Scope 3 及十五类类别口径只在 GHG Protocol 证据下使用。,no_explicit_whitelisted_series_name_in_page_text,,1,63,SAMSUNG ELECTRONICS_Sustainability_report_2024_en.pdf,pdf_page_backfill,pdf_contextual_scope_inventory_mapping,Structured standard tag: GHG Protocol; Standard role: Accounting standard consumption reduction rate for each year relative to 2019 identical performance/specification models for 7 major product categories *Data for amount of GHG emissions reduced in the product use phase by year is being reviewed to refine its c SAMSUNG ELECTRONICS_Sustainability_report_20…,Structured standard tag: GHG Protocol; Standard role: Accounting standard consumption reduction rate for each year relative to 2019 identical performance/specification models for 7 major product categories *Data for amount of GHG emissions reduced in the product use phase by year is being reviewed to refine its c SAMSUNG ELECTRONICS_Sustainability_report_20…
P1_find_named_series_source,contextual_review_required,contextual_scope_inventory_mapping,r032_honhaiprecisionindustry,32,HON HAI PRECISION INDUSTRY,鸿海精密工业股份有限公司,C,Manufacturing,制造业,ghg_corporate_standard,GHG Protocol Corporate Accounting and Reporting Standard,GHG Protocol 企业核算与报告标准,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Standard,标准,Corporate inventory accounting standard,企业组织层面清单核算标准,"Relevance, completeness, consistency, transparency, and accuracy.",相关性、完整性、一致性、透明性和准确性。,"Within GHG Protocol evidence, this may define Scope 1 and Scope 2 corporate inventory boundaries.",仅在 GHG Protocol 证据下使用 Scope 1/2 的组织层面清单口径。,no_explicit_whitelisted_series_name_in_page_text,,1,162,鸿海精密工业股份有限公司2024 - 中文完整版.pdf,pdf_page_backfill,pdf_contextual_scope_inventory_mapping,"Structured standard tag: GHG Protocol; Standard role: Accounting standard 报告PRTR数据。2023年，供应商共产生230,000顺 OTHE 要 霹和640,000顺危险工业废物，其中一般工业废物综合利用量过150,000呆，利 HIE DARE OOF HRS SHRM, BUNS MR RHEE, Wh B75 305%. 1S 22H REPS Ci i eePRIRBUR, Rat eil>—AR TSS) FRESE PEL AE. MRRAER ARMIN, AE 6,000顺及危除工业废物25,000顺。 优先考虑客户的要求。 2. 鸿海精密工业股份有限公司2024 - 中文完整版.pdf 160 前言 永續領航, 行穩…","Structured standard tag: GHG Protocol; Standard role: Accounting standard 报告PRTR数据。2023年，供应商共产生230,000顺 OTHE 要 霹和640,000顺危险工业废物，其中一般工业废物综合利用量过150,000呆，利 HIE DARE OOF HRS SHRM, BUNS MR RHEE, Wh B75 305%. 1S 22H REPS Ci i eePRIRBUR, Rat eil>—AR TSS) FRESE PEL AE. MRRAER ARMIN, AE 6,000顺及危除工业废物25,000顺。 优先考虑客户的要求。 2. 鸿海精密工业股份有限公司2024 - 中文完整版.pdf 160 前言 永續領航, 行穩…"
P1_find_named_series_source,contextual_review_required,contextual_scope_inventory_mapping,r033_cignagroup,33,CIGNA GROUP,信诺集团,J,Finance,金融业,ghg_corporate_standard,GHG Protocol Corporate Accounting and Reporting Standard,GHG Protocol 企业核算与报告标准,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Standard,标准,Corporate inventory accounting standard,企业组织层面清单核算标准,"Relevance, completeness, consistency, transparency, and accuracy.",相关性、完整性、一致性、透明性和准确性。,"Within GHG Protocol evidence, this may define Scope 1 and Scope 2 corporate inventory boundaries.",仅在 GHG Protocol 证据下使用 Scope 1/2 的组织层面清单口径。,no_explicit_whitelisted_series_name_in_page_text,,2,73,2024-corporate-impact-report-CIGNA GROUP.pdf,medium,seed_batch_01,"ions. Scope 1 and 2 emissions are calculated using an operational control consolidation approach. Sources of emissions deemed to be de minimis are omitted, including refrigerants. All GHG emissions are calculated in accordance with the guid","ions. Scope 1 and 2 emissions are calculated using an operational control consolidation approach. Sources of emissions deemed to be de minimis are omitted, i..."
P1_find_named_series_source,contextual_review_required,contextual_scope_inventory_mapping,r038_bankofamerica,38,BANK OF AMERICA,美国银行,J,Finance,金融业,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 Calculation Guidance,GHG Protocol Scope 3 计算指南,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Guidance,指南,Scope 3 inventory calculation guidance,Scope 3 清单计算指南,Companion calculation guidance for completing Scope 3 inventories.,配套计算指南，用于完成 Scope 3 清单。,Scope 3 categories are GHG-specific and only shown when the source uses that wording.,Scope 3 类别是 GHG 特有口径，仅在原文如此使用时展示。,no_explicit_whitelisted_series_name_in_page_text,,2,20,BankOfAmerica_Sustainability_2024_Report.pdf,medium,seed_batch_11,"es. Through 2023, SAF accounted for 31% of our corporate and commercial jet fuel usage, surpassing our 2030 goal. In addition, the Company partners with a number of leading organizations to support our SAF efforts16: 14 GHG emissions Scopes","es. Through 2023, SAF accounted for 31% of our corporate and commercial jet fuel usage, surpassing our 2030 goal. In addition, the Company partners with a nu..."
P1_find_named_series_source,contextual_review_required,contextual_scope_inventory_mapping,r039_generalmotors,39,GENERAL MOTORS,通用汽车公司,C,Manufacturing,制造业,ghg_scope2_guidance,GHG Protocol Scope 2 Guidance,GHG Protocol Scope 2 指南,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Guidance,指南,Purchased electricity and energy method guidance,外购电力与能源口径指南,Location-based and market-based Scope 2 reporting are separated when cited.,原文显式引用时区分位置法与市场法 Scope 2 披露。,Scope 2 market-based and location-based language is treated as GHG-specific.,Scope 2 市场法/位置法术语只在 GHG Protocol 语境下使用。,no_explicit_whitelisted_series_name_in_page_text,,1,9,GM_2023_SR.pdf,pdf_page_backfill,pdf_contextual_scope_inventory_mapping,Structured standard tag: GHG Protocol; Standard role: Accounting standard nability goals. We've taken productive strides in our operations and are continuously strengthening our strategy as we advance on our journey toward zero emissions. Note 1 These metrics are inclusive of organizational boundary adjustments t GM_2023_SR.pdf Introduction Strategy Environ…,Structured standard tag: GHG Protocol; Standard role: Accounting standard nability goals. We've taken productive strides in our operations and are continuously strengthening our strategy as we advance on our journey toward zero emissions. Note 1 These metrics are inclusive of organizational boundary adjustments t GM_2023_SR.pdf Introduction Strategy Environ…
P1_find_named_series_source,contextual_review_required,contextual_scope_inventory_mapping,r039_generalmotors,39,GENERAL MOTORS,通用汽车公司,C,Manufacturing,制造业,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 Calculation Guidance,GHG Protocol Scope 3 计算指南,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Guidance,指南,Scope 3 inventory calculation guidance,Scope 3 清单计算指南,Companion calculation guidance for completing Scope 3 inventories.,配套计算指南，用于完成 Scope 3 清单。,Scope 3 categories are GHG-specific and only shown when the source uses that wording.,Scope 3 类别是 GHG 特有口径，仅在原文如此使用时展示。,no_explicit_whitelisted_series_name_in_page_text,,1,9,GM_2023_SR.pdf,pdf_page_backfill,pdf_contextual_scope_inventory_mapping,Structured standard tag: GHG Protocol; Standard role: Accounting standard nability goals. We've taken productive strides in our operations and are continuously strengthening our strategy as we advance on our journey toward zero emissions. Note 1 These metrics are inclusive of organizational boundary adjustments t GM_2023_SR.pdf Introduction Strategy Environ…,Structured standard tag: GHG Protocol; Standard role: Accounting standard nability goals. We've taken productive strides in our operations and are continuously strengthening our strategy as we advance on our journey toward zero emissions. Note 1 These metrics are inclusive of organizational boundary adjustments t GM_2023_SR.pdf Introduction Strategy Environ…
P1_find_named_series_source,contextual_review_required,contextual_scope_inventory_mapping,r039_generalmotors,39,GENERAL MOTORS,通用汽车公司,C,Manufacturing,制造业,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Standard,标准,Value-chain emissions accounting standard,价值链排放核算标准,Scope 3 categories are GHG Protocol-specific category language.,Scope 3 类别是 GHG Protocol 特有的类别口径。,Scope 3 and Scope 3 category names are only used for GHG Protocol evidence.,Scope 3 及十五类类别口径只在 GHG Protocol 证据下使用。,no_explicit_whitelisted_series_name_in_page_text,,1,9,GM_2023_SR.pdf,pdf_page_backfill,pdf_contextual_scope_inventory_mapping,Structured standard tag: GHG Protocol; Standard role: Accounting standard nability goals. We've taken productive strides in our operations and are continuously strengthening our strategy as we advance on our journey toward zero emissions. Note 1 These metrics are inclusive of organizational boundary adjustments t GM_2023_SR.pdf Introduction Strategy Environ…,Structured standard tag: GHG Protocol; Standard role: Accounting standard nability goals. We've taken productive strides in our operations and are continuously strengthening our strategy as we advance on our journey toward zero emissions. Note 1 These metrics are inclusive of organizational boundary adjustments t GM_2023_SR.pdf Introduction Strategy Environ…
P1_find_named_series_source,contextual_review_required,contextual_scope_inventory_mapping,r046_centene公司,46,Centene,Centene,J,Finance,金融业,ghg_scope2_guidance,GHG Protocol Scope 2 Guidance,GHG Protocol Scope 2 指南,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Guidance,指南,Purchased electricity and energy method guidance,外购电力与能源口径指南,Location-based and market-based Scope 2 reporting are separated when cited.,原文显式引用时区分位置法与市场法 Scope 2 披露。,Scope 2 market-based and location-based language is treated as GHG-specific.,Scope 2 市场法/位置法术语只在 GHG Protocol 语境下使用。,no_explicit_whitelisted_series_name_in_page_text,,2,51,Centene-Corporate-Responsibility-2024.pdf,medium,seed_batch_02,"ange in the context of our business is accounting for our own greenhouse gas (GHG) emissions to measure the impact we have on the environment. For the past several years, we have calculated our scope 1, scope 2 and scope 3 GHG emissions in",ange in the context of our business is accounting for our own greenhouse gas (GHG) emissions to measure the impact we have on the environment. For the past s...
P1_find_named_series_source,contextual_review_required,contextual_scope_inventory_mapping,r046_centene公司,46,Centene,Centene,J,Finance,金融业,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Standard,标准,Value-chain emissions accounting standard,价值链排放核算标准,Scope 3 categories are GHG Protocol-specific category language.,Scope 3 类别是 GHG Protocol 特有的类别口径。,Scope 3 and Scope 3 category names are only used for GHG Protocol evidence.,Scope 3 及十五类类别口径只在 GHG Protocol 证据下使用。,no_explicit_whitelisted_series_name_in_page_text,,2,51,Centene-Corporate-Responsibility-2024.pdf,medium,seed_batch_02,"ange in the context of our business is accounting for our own greenhouse gas (GHG) emissions to measure the impact we have on the environment. For the past several years, we have calculated our scope 1, scope 2 and scope 3 GHG emissions in",ange in the context of our business is accounting for our own greenhouse gas (GHG) emissions to measure the impact we have on the environment. For the past s...
P1_find_named_series_source,contextual_review_required,contextual_scope_inventory_mapping,r049_electricitédefrance,49,ELECTRICITÉ DE FRANCE,法国电力公司,I,"Information Transmission, Software and Information Technology Services",电力、热力、燃气及水生产和供应业,ghg_avoided_emissions_guidance,GHG Protocol Estimating and Reporting Avoided Emissions,GHG Protocol 避免排放估算与报告指南,no,not_in_12_core_ghg_pcaf_whitelist_keep_review_only_unless_registry_is_expanded,Guidance / working paper,指南/工作文件,,,,,,,no_explicit_whitelisted_series_name_in_page_text,,1,193,edf-urd-annual-financial-report-2024-en-accessible.pdf,pdf_page_backfill,pdf_contextual_scope_inventory_mapping,Structured standard tag: GHG Protocol; Standard role: Accounting standard is viable over the long term. This ambition to decarbonise production is reflected in the objective of reducing the carbon intensity of the Group’s electricity and heat generation. (1) poweringpastcoal.org/members (2) icvcm.org/the-core-car edf-urd-annual-financial-report-2024-en-acce…,Structured standard tag: GHG Protocol; Standard role: Accounting standard is viable over the long term. This ambition to decarbonise production is reflected in the objective of reducing the carbon intensity of the Group’s electricity and heat generation. (1) poweringpastcoal.org/members (2) icvcm.org/the-core-car edf-urd-annual-financial-report-2024-en-acce…
P1_find_named_series_source,contextual_review_required,contextual_scope_inventory_mapping,r049_electricitédefrance,49,ELECTRICITÉ DE FRANCE,法国电力公司,I,"Information Transmission, Software and Information Technology Services",电力、热力、燃气及水生产和供应业,ghg_product_standard,GHG Protocol Product Life Cycle Accounting and Reporting Standard,GHG Protocol 产品生命周期核算与报告标准,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Standard,标准,Product life-cycle accounting standard,产品生命周期核算标准,Product-level life-cycle boundary; not a corporate Scope 1/2/3 total by itself.,产品层生命周期边界，本身不等同于企业 Scope 1/2/3 总量。,Use product life-cycle wording unless the source also cites corporate Scope accounting.,除非原文同时引用组织层 Scope 核算，否则使用产品生命周期口径。,no_explicit_whitelisted_series_name_in_page_text,,1,193,edf-urd-annual-financial-report-2024-en-accessible.pdf,pdf_page_backfill,pdf_contextual_scope_inventory_mapping,Structured standard tag: GHG Protocol; Standard role: Accounting standard is viable over the long term. This ambition to decarbonise production is reflected in the objective of reducing the carbon intensity of the Group’s electricity and heat generation. (1) poweringpastcoal.org/members (2) icvcm.org/the-core-car edf-urd-annual-financial-report-2024-en-acce…,Structured standard tag: GHG Protocol; Standard role: Accounting standard is viable over the long term. This ambition to decarbonise production is reflected in the objective of reducing the carbon intensity of the Group’s electricity and heat generation. (1) poweringpastcoal.org/members (2) icvcm.org/the-core-car edf-urd-annual-financial-report-2024-en-acce…
P1_find_named_series_source,contextual_review_required,contextual_scope_inventory_mapping,r049_electricitédefrance,49,ELECTRICITÉ DE FRANCE,法国电力公司,I,"Information Transmission, Software and Information Technology Services",电力、热力、燃气及水生产和供应业,ghg_scope2_guidance,GHG Protocol Scope 2 Guidance,GHG Protocol Scope 2 指南,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Guidance,指南,Purchased electricity and energy method guidance,外购电力与能源口径指南,Location-based and market-based Scope 2 reporting are separated when cited.,原文显式引用时区分位置法与市场法 Scope 2 披露。,Scope 2 market-based and location-based language is treated as GHG-specific.,Scope 2 市场法/位置法术语只在 GHG Protocol 语境下使用。,no_explicit_whitelisted_series_name_in_page_text,,2,193,edf-urd-annual-financial-report-2024-en-accessible.pdf,medium,seed_batch_11,is viable over the long term. This ambition to decarbonise production is reflected in the objective of reducing the carbon intensity of the Group’s electricity and heat generation. (1) poweringpastcoal.org/members (2) icvcm.org/the-core-car,is viable over the long term. This ambition to decarbonise production is reflected in the objective of reducing the carbon intensity of the Group’s electrici...
P1_find_named_series_source,contextual_review_required,contextual_scope_inventory_mapping,r050_marathonpetroleum,50,MARATHON PETROLEUM,马拉松原油公司,D,"Electricity, Heat, Gas and Water Production and Supply",电力、热力、燃气及水生产和供应业,ghg_scope2_guidance,GHG Protocol Scope 2 Guidance,GHG Protocol Scope 2 指南,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Guidance,指南,Purchased electricity and energy method guidance,外购电力与能源口径指南,Location-based and market-based Scope 2 reporting are separated when cited.,原文显式引用时区分位置法与市场法 Scope 2 披露。,Scope 2 market-based and location-based language is treated as GHG-specific.,Scope 2 市场法/位置法术语只在 GHG Protocol 语境下使用。,no_explicit_whitelisted_series_name_in_page_text,,1,56,2024_SustainabilityReport-MARATHON PETROLEUM.pdf,pdf_page_backfill,pdf_contextual_scope_inventory_mapping,"Structured standard tag: GHG Protocol; Standard role: Accounting standard perational control. (7) Scope 1 direct GHG emissions include those from Refining and MPLX and are generally calculated per the EPA’s Mandatory Greenhouse Gas Reporting Program, the World Resources Institute / World Business Council for Sust 2024_SustainabilityReport-MARATHON PETROLEUM…","Structured standard tag: GHG Protocol; Standard role: Accounting standard perational control. (7) Scope 1 direct GHG emissions include those from Refining and MPLX and are generally calculated per the EPA’s Mandatory Greenhouse Gas Reporting Program, the World Resources Institute / World Business Council for Sust 2024_SustainabilityReport-MARATHON PETROLEUM…"
P1_find_named_series_source,contextual_review_required,contextual_scope_inventory_mapping,r050_marathonpetroleum,50,MARATHON PETROLEUM,马拉松原油公司,D,"Electricity, Heat, Gas and Water Production and Supply",电力、热力、燃气及水生产和供应业,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 Calculation Guidance,GHG Protocol Scope 3 计算指南,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Guidance,指南,Scope 3 inventory calculation guidance,Scope 3 清单计算指南,Companion calculation guidance for completing Scope 3 inventories.,配套计算指南，用于完成 Scope 3 清单。,Scope 3 categories are GHG-specific and only shown when the source uses that wording.,Scope 3 类别是 GHG 特有口径，仅在原文如此使用时展示。,no_explicit_whitelisted_series_name_in_page_text,,1,56,2024_SustainabilityReport-MARATHON PETROLEUM.pdf,pdf_page_backfill,pdf_contextual_scope_inventory_mapping,"Structured standard tag: GHG Protocol; Standard role: Accounting standard perational control. (7) Scope 1 direct GHG emissions include those from Refining and MPLX and are generally calculated per the EPA’s Mandatory Greenhouse Gas Reporting Program, the World Resources Institute / World Business Council for Sust 2024_SustainabilityReport-MARATHON PETROLEUM…","Structured standard tag: GHG Protocol; Standard role: Accounting standard perational control. (7) Scope 1 direct GHG emissions include those from Refining and MPLX and are generally calculated per the EPA’s Mandatory Greenhouse Gas Reporting Program, the World Resources Institute / World Business Council for Sust 2024_SustainabilityReport-MARATHON PETROLEUM…"
P1_find_named_series_source,contextual_review_required,contextual_scope_inventory_mapping,r050_marathonpetroleum,50,MARATHON PETROLEUM,马拉松原油公司,D,"Electricity, Heat, Gas and Water Production and Supply",电力、热力、燃气及水生产和供应业,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Standard,标准,Value-chain emissions accounting standard,价值链排放核算标准,Scope 3 categories are GHG Protocol-specific category language.,Scope 3 类别是 GHG Protocol 特有的类别口径。,Scope 3 and Scope 3 category names are only used for GHG Protocol evidence.,Scope 3 及十五类类别口径只在 GHG Protocol 证据下使用。,no_explicit_whitelisted_series_name_in_page_text,,1,56,2024_SustainabilityReport-MARATHON PETROLEUM.pdf,pdf_page_backfill,pdf_contextual_scope_inventory_mapping,"Structured standard tag: GHG Protocol; Standard role: Accounting standard perational control. (7) Scope 1 direct GHG emissions include those from Refining and MPLX and are generally calculated per the EPA’s Mandatory Greenhouse Gas Reporting Program, the World Resources Institute / World Business Council for Sust 2024_SustainabilityReport-MARATHON PETROLEUM…","Structured standard tag: GHG Protocol; Standard role: Accounting standard perational control. (7) Scope 1 direct GHG emissions include those from Refining and MPLX and are generally calculated per the EPA’s Mandatory Greenhouse Gas Reporting Program, the World Resources Institute / World Business Council for Sust 2024_SustainabilityReport-MARATHON PETROLEUM…"
P1_find_named_series_source,contextual_review_required,contextual_scope_inventory_mapping,r052_phillips66公司,52,Phillips 66,Phillips 66,D,"Electricity, Heat, Gas and Water Production and Supply",电力、热力、燃气及水生产和供应业,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 Calculation Guidance,GHG Protocol Scope 3 计算指南,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Guidance,指南,Scope 3 inventory calculation guidance,Scope 3 清单计算指南,Companion calculation guidance for completing Scope 3 inventories.,配套计算指南，用于完成 Scope 3 清单。,Scope 3 categories are GHG-specific and only shown when the source uses that wording.,Scope 3 类别是 GHG 特有口径，仅在原文如此使用时展示。,no_explicit_whitelisted_series_name_in_page_text,,1,51,PHILLIPS 66-2025-0023_3_Sustainability and People Report_DIGITAL 0623.pdf,pdf_page_backfill,pdf_contextual_scope_inventory_mapping,"Structured standard tag: GHG Protocol; Standard role: Accounting standard 2024. Starting in 2024, the Intergovernmental Panel on Climate Change Fifth Assessment Report (AR5) is used. Absolute Scope 1, 2 and 3 emissions are reported in accordance to the World Resources Institute/ World Business Council for Sustain PHILLIPS 66-2025-0023_3_Sustainability and P…","Structured standard tag: GHG Protocol; Standard role: Accounting standard 2024. Starting in 2024, the Intergovernmental Panel on Climate Change Fifth Assessment Report (AR5) is used. Absolute Scope 1, 2 and 3 emissions are reported in accordance to the World Resources Institute/ World Business Council for Sustain PHILLIPS 66-2025-0023_3_Sustainability and P…"
