company_id,company_name_en,company_name_zh,rank,world500_rank,source_file,source_path,page,snippet_or_recognition_basis,snippet_en,snippet_zh,recognition_basis_en,recognition_basis_zh,acceptance_status,acceptance_status_en,acceptance_status_zh,recommended_action,not_accepted_review_bucket,carbon_signal_in_rejected_text,evidence_category_key,fact_type_en,label_en,value_text,unit,review_status,carbon_context_detected,reviewer_decision,reviewer_note
r089_rosneftoil,ROSNEFT OIL,俄罗斯石油公司,89,89,ROSNEFT OIL-Rosneft_SR2024_ENG.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\ROSNEFT OIL-Rosneft_SR2024_ENG.pdf,3,"or achieving technological sovereignty essential to maintaining strong operating and financial results while carrying out social programmes at the same time. MESSAGE FROM THE CEO, CHAIRMAN OF THE MANAGEMENT BOARD, AND DEPUTY CHAIRMAN OF THE","or achieving technological sovereignty essential to maintaining strong operating and financial results while carrying out social programmes at the same time. MESSAGE FROM THE CEO, CHAIRMAN OF THE MANAGEMENT BOARD, AND DEPUTY CHAIRMAN OF THE",or achieving technological sovereignty essential to maintaining strong operating and financial results while carrying out social programmes at the same time....,Structured standard tag: GRI; Standard role: Disclosure standard,结构化标准标注：GRI；标准角色：披露标准,not_accepted_non_carbon_context,Rejected: no clear carbon / GHG / Scope context,不可采信：缺少明确碳/GHG/Scope 语境,"Keep out of accepted accounting data. Re-check only for miscoding, source attribution, or missing carbon context; if useful, re-extract as a new candidate rather than upgrading this row.",true_reject_priority,no,not_accepted_evidence,Standard reference,GRI,,,seed_batch_03,False,,
r089_rosneftoil,ROSNEFT OIL,俄罗斯石油公司,89,89,ROSNEFT OIL-Rosneft_SR2024_ENG.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\ROSNEFT OIL-Rosneft_SR2024_ENG.pdf,12,"arios. Following the identification and assessment of strategic risks and threats, responsible officers produce risk reports, which are then submitted to the Risk Management Committee, Chief Executive Officer and the Audit Committee of the","arios. Following the identification and assessment of strategic risks and threats, responsible officers produce risk reports, which are then submitted to the Risk Management Committee, Chief Executive Officer and the Audit Committee of the","arios. Following the identification and assessment of strategic risks and threats, responsible officers produce risk reports, which are then submitted to the...",Structured standard tag: SASB; Standard role: Disclosure guideline,结构化标准标注：SASB；标准角色：披露指引,not_accepted_non_carbon_context,Rejected: no clear carbon / GHG / Scope context,不可采信：缺少明确碳/GHG/Scope 语境,"Keep out of accepted accounting data. Re-check only for miscoding, source attribution, or missing carbon context; if useful, re-extract as a new candidate rather than upgrading this row.",true_reject_priority,no,not_accepted_evidence,Standard reference,SASB,,,seed_batch_03,False,,
r090_target,TARGET,塔吉特公司,90,90,TARGET-2024-Sustainability-and-Governance-Report-Appendix.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\TARGET-2024-Sustainability-and-Governance-Report-Appendix.pdf,2,1 Transparency and Reporting 4 Data Tables 13 Indexes 13 GRI Index 24 SASB Index 30 SDG Index 32 TCFD Index 36 TNFD Index 46 UNGPRF Index 50 Glossary 4 Climate 6 Circularity 7 Resource Use 9 Supporting Our Team Members 10 Serving and Streng,1 Transparency and Reporting 4 Data Tables 13 Indexes 13 GRI Index 24 SASB Index 30 SDG Index 32 TCFD Index 36 TNFD Index 46 UNGPRF Index 50 Glossary 4 Climate 6 Circularity 7 Resource Use 9 Supporting Our Team Members 10 Serving and Streng,1 Transparency and Reporting 4 Data Tables 13 Indexes 13 GRI Index 24 SASB Index 30 SDG Index 32 TCFD Index 36 TNFD Index 46 UNGPRF Index 50 Glossary 4 Clima...,Structured standard tag: GRI; Standard role: Disclosure standard,结构化标准标注：GRI；标准角色：披露标准,not_accepted_non_carbon_context,Rejected: no clear carbon / GHG / Scope context,不可采信：缺少明确碳/GHG/Scope 语境,"Re-check this rejected standard-reference row because the snippet still contains a carbon/GHG/Scope signal. If the page truly supports a carbon-accounting fact, re-extract it as a new method/standard candidate with source context; do not directly promote this rejected row.",salvage_review,yes,not_accepted_evidence,Standard reference,GRI,,,seed_batch_03,False,,
r090_target,TARGET,塔吉特公司,90,90,TARGET-2024-Sustainability-and-Governance-Report-Appendix.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\TARGET-2024-Sustainability-and-Governance-Report-Appendix.pdf,2,1 Transparency and Reporting 4 Data Tables 13 Indexes 13 GRI Index 24 SASB Index 30 SDG Index 32 TCFD Index 36 TNFD Index 46 UNGPRF Index 50 Glossary 4 Climate 6 Circularity 7 Resource Use 9 Supporting Our Team Members 10 Serving and Streng,1 Transparency and Reporting 4 Data Tables 13 Indexes 13 GRI Index 24 SASB Index 30 SDG Index 32 TCFD Index 36 TNFD Index 46 UNGPRF Index 50 Glossary 4 Climate 6 Circularity 7 Resource Use 9 Supporting Our Team Members 10 Serving and Streng,1 Transparency and Reporting 4 Data Tables 13 Indexes 13 GRI Index 24 SASB Index 30 SDG Index 32 TCFD Index 36 TNFD Index 46 UNGPRF Index 50 Glossary 4 Clima...,Structured standard tag: SASB; Standard role: Disclosure guideline,结构化标准标注：SASB；标准角色：披露指引,not_accepted_non_carbon_context,Rejected: no clear carbon / GHG / Scope context,不可采信：缺少明确碳/GHG/Scope 语境,"Re-check this rejected standard-reference row because the snippet still contains a carbon/GHG/Scope signal. If the page truly supports a carbon-accounting fact, re-extract it as a new method/standard candidate with source context; do not directly promote this rejected row.",salvage_review,yes,not_accepted_evidence,Standard reference,SASB,,,seed_batch_03,False,,
r091_equinor公司,Equinor,Equinor,91,91,annual-report-2024-equinor.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\annual-report-2024-equinor.pdf,83,"that Equinor is reporting in accordance with CSRD requirements, our approach is based on more than 20 years experience with sustainability reporting developed in accordance with global reporting standards for sustainability including the GR","that Equinor is reporting in accordance with CSRD requirements, our approach is based on more than 20 years experience with sustainability reporting developed in accordance with global reporting standards for sustainability including the GR","that Equinor is reporting in accordance with CSRD requirements, our approach is based on more than 20 years experience with sustainability reporting develope...",Structured standard tag: GRI; Standard role: Disclosure standard,结构化标准标注：GRI；标准角色：披露标准,not_accepted_non_carbon_context,Rejected: no clear carbon / GHG / Scope context,不可采信：缺少明确碳/GHG/Scope 语境,"Keep out of accepted accounting data. Re-check only for miscoding, source attribution, or missing carbon context; if useful, re-extract as a new candidate rather than upgrading this row.",true_reject_priority,no,not_accepted_evidence,Standard reference,GRI,,,seed_batch_03,False,,
r093_saicmotor,SAIC MOTOR,上海汽车集团股份有限公司,93,93,2024-上海汽车集团股份有限公司ESG报告.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\2024-上海汽车集团股份有限公司ESG报告.pdf,3,整性承担法律责任。 本报告中对未来所做规划或预测内容存在一定不确定性，不排除公司未来会对有关规划或预测进 行调整；本报告所述内容没有经过独立机构审查，特此提醒请注意。除另有说明，本报告以人民币为货 币单位。 本报告按照上海证券交易所《上海证券交易所上市公司自律监管指引第14号——可持续发展报 告（试行）》、上海市国有资产监督管理委员会《上海市国有控股上市公司环境、社会和治理（ESG）指标 体系》、上海证券交易所《上市公司自律监管指引第1号——规范运作》等相关要求编写，并参照了,整性承担法律责任。 本报告中对未来所做规划或预测内容存在一定不确定性，不排除公司未来会对有关规划或预测进 行调整；本报告所述内容没有经过独立机构审查，特此提醒请注意。除另有说明，本报告以人民币为货 币单位。 本报告按照上海证券交易所《上海证券交易所上市公司自律监管指引第14号——可持续发展报 告（试行）》、上海市国有资产监督管理委员会《上海市国有控股上市公司环境、社会和治理（ESG）指标 体系》、上海证券交易所《上市公司自律监管指引第1号——规范运作》等相关要求编写，并参照了,整性承担法律责任。 本报告中对未来所做规划或预测内容存在一定不确定性，不排除公司未来会对有关规划或预测进 行调整；本报告所述内容没有经过独立机构审查，特此提醒请注意。除另有说明，本报告以人民币为货 币单位。 本报告按照上海证券交易所《上海证券交易所上市公司自律监管指引第14号——可持续发展报 告（试行）》、上海市...,Structured standard tag: GRI; Standard role: Disclosure standard,结构化标准标注：GRI；标准角色：披露标准,not_accepted_non_carbon_context,Rejected: no clear carbon / GHG / Scope context,不可采信：缺少明确碳/GHG/Scope 语境,"Keep out of accepted accounting data. Re-check only for miscoding, source attribution, or missing carbon context; if useful, re-extract as a new candidate rather than upgrading this row.",true_reject_priority,no,not_accepted_evidence,Standard reference,GRI,,,seed_batch_03,False,,
r096_nestlé,NESTLÉ,雀巢公司,96,96,NESTLÉ-non-financial-statement-2024.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\NESTLÉ-non-financial-statement-2024.pdf,5,"e-related Financial Disclosures, page 164. – Article 964l of the Swiss Code of Obligations, which addresses due diligence and transparency related to child labor, page 149. Finally, Nestlé has reported the information cited in the Global Re","e-related Financial Disclosures, page 164. – Article 964l of the Swiss Code of Obligations, which addresses due diligence and transparency related to child labor, page 149. Finally, Nestlé has reported the information cited in the Global Re","e-related Financial Disclosures, page 164. – Article 964l of the Swiss Code of Obligations, which addresses due diligence and transparency related to child l...",Structured standard tag: GRI; Standard role: Disclosure standard,结构化标准标注：GRI；标准角色：披露标准,not_accepted_non_carbon_context,Rejected: no clear carbon / GHG / Scope context,不可采信：缺少明确碳/GHG/Scope 语境,"Keep out of accepted accounting data. Re-check only for miscoding, source attribution, or missing carbon context; if useful, re-extract as a new candidate rather than upgrading this row.",true_reject_priority,no,not_accepted_evidence,Standard reference,GRI,,,seed_batch_03,False,,
r096_nestlé,NESTLÉ,雀巢公司,96,96,NESTLÉ-non-financial-statement-2024.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\NESTLÉ-non-financial-statement-2024.pdf,8,ourth performance metric in the Long-Term Incentive Plan (20% of the target). Due diligence and risk management Nestlé is committed to responsible business conduct through due diligence processes. Nestlé takes into account international fra,ourth performance metric in the Long-Term Incentive Plan (20% of the target). Due diligence and risk management Nestlé is committed to responsible business conduct through due diligence processes. Nestlé takes into account international fra,ourth performance metric in the Long-Term Incentive Plan (20% of the target). Due diligence and risk management Nestlé is committed to responsible business c...,Structured standard tag: SASB; Standard role: Disclosure guideline,结构化标准标注：SASB；标准角色：披露指引,not_accepted_non_carbon_context,Rejected: no clear carbon / GHG / Scope context,不可采信：缺少明确碳/GHG/Scope 语境,"Keep out of accepted accounting data. Re-check only for miscoding, source attribution, or missing carbon context; if useful, re-extract as a new candidate rather than upgrading this row.",true_reject_priority,no,not_accepted_evidence,Standard reference,SASB,,,seed_batch_03,False,,
r097_enel,ENEL,意大利国家电力公司,97,97,ENEL-integrated-annual-report_2024.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\ENEL-integrated-annual-report_2024.pdf,18,"pleteness, accuracy, neutrality and comprehensibility and are, moreover, consistent with the previous financial year, except for the information required as from the first application Block 1: Investor focused Block 2: Multi-stakeholder foc","pleteness, accuracy, neutrality and comprehensibility and are, moreover, consistent with the previous financial year, except for the information required as from the first application Block 1: Investor focused Block 2: Multi-stakeholder foc","pleteness, accuracy, neutrality and comprehensibility and are, moreover, consistent with the previous financial year, except for the information required as ...",Structured standard tag: GRI; Standard role: Disclosure standard,结构化标准标注：GRI；标准角色：披露标准,not_accepted_non_carbon_context,Rejected: no clear carbon / GHG / Scope context,不可采信：缺少明确碳/GHG/Scope 语境,"Keep out of accepted accounting data. Re-check only for miscoding, source attribution, or missing carbon context; if useful, re-extract as a new candidate rather than upgrading this row.",true_reject_priority,no,not_accepted_evidence,Standard reference,GRI,,,seed_batch_13,False,,
r097_enel,ENEL,意大利国家电力公司,97,97,ENEL-integrated-annual-report_2024.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\ENEL-integrated-annual-report_2024.pdf,18,"pleteness, accuracy, neutrality and comprehensibility and are, moreover, consistent with the previous financial year, except for the information required as from the first application Block 1: Investor focused Block 2: Multi-stakeholder foc","pleteness, accuracy, neutrality and comprehensibility and are, moreover, consistent with the previous financial year, except for the information required as from the first application Block 1: Investor focused Block 2: Multi-stakeholder foc","pleteness, accuracy, neutrality and comprehensibility and are, moreover, consistent with the previous financial year, except for the information required as ...",Structured standard tag: SASB; Standard role: Disclosure guideline,结构化标准标注：SASB；标准角色：披露指引,not_accepted_non_carbon_context,Rejected: no clear carbon / GHG / Scope context,不可采信：缺少明确碳/GHG/Scope 语境,"Keep out of accepted accounting data. Re-check only for miscoding, source attribution, or missing carbon context; if useful, re-extract as a new candidate rather than upgrading this row.",true_reject_priority,no,not_accepted_evidence,Standard reference,SASB,,,seed_batch_13,False,,
r098_eni,ENI,埃尼石油公司,98,98,ENI-Annual-Report-2024.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\ENI-Annual-Report-2024.pdf,141,"vant material topics related to Eni’s activities and its value chain1, both upstream and downstream, with a top-down approach that considered the company’s objectives, the insights from benchmark and context analyses2, the aspects required","vant material topics related to Eni’s activities and its value chain1, both upstream and downstream, with a top-down approach that considered the company’s objectives, the insights from benchmark and context analyses2, the aspects required","vant material topics related to Eni’s activities and its value chain1, both upstream and downstream, with a top-down approach that considered the company’s o...",Structured standard tag: GRI; Standard role: Disclosure standard,结构化标准标注：GRI；标准角色：披露标准,not_accepted_non_carbon_context,Rejected: no clear carbon / GHG / Scope context,不可采信：缺少明确碳/GHG/Scope 语境,"Keep out of accepted accounting data. Re-check only for miscoding, source attribution, or missing carbon context; if useful, re-extract as a new candidate rather than upgrading this row.",true_reject_priority,no,not_accepted_evidence,Standard reference,GRI,,,seed_batch_13,False,,
r100_sk集团,SK,SK,100,100,2025_SK-Inc_Sustainability Report_KOR.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\2025_SK-Inc_Sustainability Report_KOR.pdf,2,구조 129 윤리 및 컴플라이언스 135 리스크 관리 147 Materiality 이해관계자 참여 013 이중 중요성 평가 015 영향 중요주제 017 재무 중요주제 021 Social 인권 경영 065 인재 경영 075 안전 및 보건 087 공급망 관리 095 정보 보안 106 서비스 품질 및 안정성 113 사회공헌 120 Appendix ESG Data 154 Policy & Principle 179 글로벌 이니셔티브 18,구조 129 윤리 및 컴플라이언스 135 리스크 관리 147 Materiality 이해관계자 참여 013 이중 중요성 평가 015 영향 중요주제 017 재무 중요주제 021 Social 인권 경영 065 인재 경영 075 안전 및 보건 087 공급망 관리 095 정보 보안 106 서비스 품질 및 안정성 113 사회공헌 120 Appendix ESG Data 154 Policy & Principle 179 글로벌 이니셔티브 18,구조 129 윤리 및 컴플라이언스 135 리스크 관리 147 Materiality 이해관계자 참여 013 이중 중요성 평가 015 영향 중요주제 017 재무 중요주제 021 Social 인권 경영 065 인재 경영 075 안전 및 보건 087 공급망 관리 095 정보 보안 106 ...,Structured standard tag: GRI; Standard role: Disclosure standard,结构化标准标注：GRI；标准角色：披露标准,not_accepted_non_carbon_context,Rejected: no clear carbon / GHG / Scope context,不可采信：缺少明确碳/GHG/Scope 语境,"Keep out of accepted accounting data. Re-check only for miscoding, source attribution, or missing carbon context; if useful, re-extract as a new candidate rather than upgrading this row.",true_reject_priority,no,not_accepted_evidence,Standard reference,GRI,,,seed_batch_11,False,,
r100_sk集团,SK,SK,100,100,2025_SK-Inc_Sustainability Report_KOR.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\2025_SK-Inc_Sustainability Report_KOR.pdf,2,구조 129 윤리 및 컴플라이언스 135 리스크 관리 147 Materiality 이해관계자 참여 013 이중 중요성 평가 015 영향 중요주제 017 재무 중요주제 021 Social 인권 경영 065 인재 경영 075 안전 및 보건 087 공급망 관리 095 정보 보안 106 서비스 품질 및 안정성 113 사회공헌 120 Appendix ESG Data 154 Policy & Principle 179 글로벌 이니셔티브 18,구조 129 윤리 및 컴플라이언스 135 리스크 관리 147 Materiality 이해관계자 참여 013 이중 중요성 평가 015 영향 중요주제 017 재무 중요주제 021 Social 인권 경영 065 인재 경영 075 안전 및 보건 087 공급망 관리 095 정보 보안 106 서비스 품질 및 안정성 113 사회공헌 120 Appendix ESG Data 154 Policy & Principle 179 글로벌 이니셔티브 18,구조 129 윤리 및 컴플라이언스 135 리스크 관리 147 Materiality 이해관계자 참여 013 이중 중요성 평가 015 영향 중요주제 017 재무 중요주제 021 Social 인권 경영 065 인재 경영 075 안전 및 보건 087 공급망 관리 095 정보 보안 106 ...,Structured standard tag: SASB; Standard role: Disclosure guideline,结构化标准标注：SASB；标准角色：披露指引,not_accepted_non_carbon_context,Rejected: no clear carbon / GHG / Scope context,不可采信：缺少明确碳/GHG/Scope 语境,"Keep out of accepted accounting data. Re-check only for miscoding, source attribution, or missing carbon context; if useful, re-extract as a new candidate rather than upgrading this row.",true_reject_priority,no,not_accepted_evidence,Standard reference,SASB,,,seed_batch_11,False,,
r105_boschgroup,BOSCH GROUP,博世集团,105,105,bosch-sustainability-report-2024.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\bosch-sustainability-report-2024.pdf,2,al impacts 55 Social 56 Bosch as an employer 72 Complying with due diligence obligations relating to human rights and the environment 82 Responsibility to customers 85 Governance 86 Compliance 93 Political lobbying 99 Annex 100 List of grap,al impacts 55 Social 56 Bosch as an employer 72 Complying with due diligence obligations relating to human rights and the environment 82 Responsibility to customers 85 Governance 86 Compliance 93 Political lobbying 99 Annex 100 List of grap,al impacts 55 Social 56 Bosch as an employer 72 Complying with due diligence obligations relating to human rights and the environment 82 Responsibility to cu...,Structured standard tag: GRI; Standard role: Disclosure standard,结构化标准标注：GRI；标准角色：披露标准,not_accepted_non_carbon_context,Rejected: no clear carbon / GHG / Scope context,不可采信：缺少明确碳/GHG/Scope 语境,"Keep out of accepted accounting data. Re-check only for miscoding, source attribution, or missing carbon context; if useful, re-extract as a new candidate rather than upgrading this row.",true_reject_priority,no,not_accepted_evidence,Standard reference,GRI,,,seed_batch_13,False,,
r107_itochu,ITOCHU,日本伊藤忠商事株式会社,107,107,ITOCHU-ESG report 2024.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\ITOCHU-ESG report 2024.pdf,3,"Trade Council: Shosha’s Corporate Environmental Code of Conduct, Supply Chain CSR Action Guidelines, Long-term Vision for Climate Change Measures ● The Paris Agreement (COP21) ● The Ten Principles of the United Nations Global CompactOpen","Trade Council: Shosha’s Corporate Environmental Code of Conduct, Supply Chain CSR Action Guidelines, Long-term Vision for Climate Change Measures ● The Paris Agreement (COP21) ● The Ten Principles of the United Nations Global CompactOpen","Trade Council: Shosha’s Corporate Environmental Code of Conduct, Supply Chain CSR Action Guidelines, Long-term Vision for Climate Change Measures ● The Pari...",Structured standard tag: GRI; Standard role: Disclosure standard,结构化标准标注：GRI；标准角色：披露标准,not_accepted_non_carbon_context,Rejected: no clear carbon / GHG / Scope context,不可采信：缺少明确碳/GHG/Scope 语境,"Re-check this rejected standard-reference row because the snippet still contains a carbon/GHG/Scope signal. If the page truly supports a carbon-accounting fact, re-extract it as a new method/standard candidate with source context; do not directly promote this rejected row.",salvage_review,yes,not_accepted_evidence,Standard reference,GRI,,,seed_batch_03,False,,
r108_powerchina,POWERCHINA,中国电力建设集团有限公司,108,108,2024中国电力建设集团有限公司社会责任报告.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\2024中国电力建设集团有限公司社会责任报告.pdf,52,"ESG) 报告，不断提升 ESG 信息披露及治理能力。积极参与社会责 iS DQ 1 SH > db Bp a AA 相关论坛活动、课题研究、专项培训等，不断提升公司在社会责任工作广 的管理和实践能力。 中央企业上市公司 环境,社会及治理(ESG)蓝皮书 积极响应国务院国资委号召，在海外项目中大力推进 ESG 工作。组织专业 团队深入研究所在国家、地区的 ESG 规范，将其融入项目规划、建设与运 营的各个环节; 主动提升海外 ESG 治理水平，在中国对外工程承包企业中 率先按","ESG) 报告，不断提升 ESG 信息披露及治理能力。积极参与社会责 iS DQ 1 SH > db Bp a AA 相关论坛活动、课题研究、专项培训等，不断提升公司在社会责任工作广 的管理和实践能力。 中央企业上市公司 环境,社会及治理(ESG)蓝皮书 积极响应国务院国资委号召，在海外项目中大力推进 ESG 工作。组织专业 团队深入研究所在国家、地区的 ESG 规范，将其融入项目规划、建设与运 营的各个环节; 主动提升海外 ESG 治理水平，在中国对外工程承包企业中 率先按","ESG) 报告，不断提升 ESG 信息披露及治理能力。积极参与社会责 iS DQ 1 SH > db Bp a AA 相关论坛活动、课题研究、专项培训等，不断提升公司在社会责任工作广 的管理和实践能力。 中央企业上市公司 环境,社会及治理(ESG)蓝皮书 积极响应国务院国资委号召，在海外项目中大力推进 ESG 工...",Structured standard tag: GRI; Standard role: Disclosure standard,结构化标准标注：GRI；标准角色：披露标准,not_accepted_non_carbon_context,Rejected: no clear carbon / GHG / Scope context,不可采信：缺少明确碳/GHG/Scope 语境,"Keep out of accepted accounting data. Re-check only for miscoding, source attribution, or missing carbon context; if useful, re-extract as a new candidate rather than upgrading this row.",true_reject_priority,no,not_accepted_evidence,Standard reference,GRI,,,seed_batch_03,False,,
r112_sinopharm,SINOPHARM,中国医药集团有限公司,112,112,2022中国医药集团有限公司环境、社会及管治报告.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\2022中国医药集团有限公司环境、社会及管治报告.pdf,44,RR 报告范围 时间范围;: 2022年1月1日至2022年12月31日，部分内容 适当向前或向后延伸。 组织范围: 中国医药集团有限公司及下属公司。为便于表 述，在本报告中“中国医药集团有限公司”也使用“国药 集团”“集团”“公司”“我们”等称谓。 发 布周期: 本报告为年度报告，原则上每年发布一次。 数据说明 本 内 为 报告所用信息及数据均来自国药集团及各成员企业的 部正式文件和公开信息。报告中的财务数据以人民币 单位，特别说明除外。 参考标准 e 《联合国可持续发展目,RR 报告范围 时间范围;: 2022年1月1日至2022年12月31日，部分内容 适当向前或向后延伸。 组织范围: 中国医药集团有限公司及下属公司。为便于表 述，在本报告中“中国医药集团有限公司”也使用“国药 集团”“集团”“公司”“我们”等称谓。 发 布周期: 本报告为年度报告，原则上每年发布一次。 数据说明 本 内 为 报告所用信息及数据均来自国药集团及各成员企业的 部正式文件和公开信息。报告中的财务数据以人民币 单位，特别说明除外。 参考标准 e 《联合国可持续发展目,RR 报告范围 时间范围;: 2022年1月1日至2022年12月31日，部分内容 适当向前或向后延伸。 组织范围: 中国医药集团有限公司及下属公司。为便于表 述，在本报告中“中国医药集团有限公司”也使用“国药 集团”“集团”“公司”“我们”等称谓。 发 布周期: 本报告为年度报告，原则上每年发布一次。 数据说明...,Structured standard tag: GRI; Standard role: Disclosure standard,结构化标准标注：GRI；标准角色：披露标准,not_accepted_non_carbon_context,Rejected: no clear carbon / GHG / Scope context,不可采信：缺少明确碳/GHG/Scope 语境,"Keep out of accepted accounting data. Re-check only for miscoding, source attribution, or missing carbon context; if useful, re-extract as a new candidate rather than upgrading this row.",true_reject_priority,no,not_accepted_evidence,Standard reference,GRI,,,seed_batch_03,False,,
r113_brookfield,BROOKFIELD,博枫公司,113,113,BROOKFIELD-BAM Ltd. 2024 Sustainability Report.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\BROOKFIELD-BAM Ltd. 2024 Sustainability Report.pdf,2,vation of Nature 62 Our People 65 Human Capital Development 66 Occupational Health and Safety 76 Local Community Engagement 79 Human Rights and Modern Slavery 82 Corporate Disclosures 83 Material Topics and Stakeholder Engagement 84 Key Per,vation of Nature 62 Our People 65 Human Capital Development 66 Occupational Health and Safety 76 Local Community Engagement 79 Human Rights and Modern Slavery 82 Corporate Disclosures 83 Material Topics and Stakeholder Engagement 84 Key Per,vation of Nature 62 Our People 65 Human Capital Development 66 Occupational Health and Safety 76 Local Community Engagement 79 Human Rights and Modern Slaver...,Structured standard tag: GRI; Standard role: Disclosure standard,结构化标准标注：GRI；标准角色：披露标准,not_accepted_non_carbon_context,Rejected: no clear carbon / GHG / Scope context,不可采信：缺少明确碳/GHG/Scope 语境,"Keep out of accepted accounting data. Re-check only for miscoding, source attribution, or missing carbon context; if useful, re-extract as a new candidate rather than upgrading this row.",true_reject_priority,no,not_accepted_evidence,Standard reference,GRI,,,seed_batch_03,False,,
r113_brookfield,BROOKFIELD,博枫公司,113,113,BROOKFIELD-BAM Ltd. 2024 Sustainability Report.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\BROOKFIELD-BAM Ltd. 2024 Sustainability Report.pdf,2,vation of Nature 62 Our People 65 Human Capital Development 66 Occupational Health and Safety 76 Local Community Engagement 79 Human Rights and Modern Slavery 82 Corporate Disclosures 83 Material Topics and Stakeholder Engagement 84 Key Per,vation of Nature 62 Our People 65 Human Capital Development 66 Occupational Health and Safety 76 Local Community Engagement 79 Human Rights and Modern Slavery 82 Corporate Disclosures 83 Material Topics and Stakeholder Engagement 84 Key Per,vation of Nature 62 Our People 65 Human Capital Development 66 Occupational Health and Safety 76 Local Community Engagement 79 Human Rights and Modern Slaver...,Structured standard tag: SASB; Standard role: Disclosure guideline,结构化标准标注：SASB；标准角色：披露指引,not_accepted_non_carbon_context,Rejected: no clear carbon / GHG / Scope context,不可采信：缺少明确碳/GHG/Scope 语境,"Keep out of accepted accounting data. Re-check only for miscoding, source attribution, or missing carbon context; if useful, re-extract as a new candidate rather than upgrading this row.",true_reject_priority,no,not_accepted_evidence,Standard reference,SASB,,,seed_batch_03,False,,
r114_royalaholddelhaize,ROYAL AHOLD DELHAIZE,皇家阿霍德德尔海兹集团,114,114,Ahold_Delhaize_Annual_Report_2024.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\Ahold_Delhaize_Annual_Report_2024.pdf,87,"presentation of sustainability information, see individual metrics under Sustainability notes. Changes in presentation of sustainability information Unlike in the previous reporting period, in which we reported in accordance with Global Rep","presentation of sustainability information, see individual metrics under Sustainability notes. Changes in presentation of sustainability information Unlike in the previous reporting period, in which we reported in accordance with Global Rep","presentation of sustainability information, see individual metrics under Sustainability notes. Changes in presentation of sustainability information Unlike i...",Structured standard tag: GRI; Standard role: Disclosure standard,结构化标准标注：GRI；标准角色：披露标准,not_accepted_non_carbon_context,Rejected: no clear carbon / GHG / Scope context,不可采信：缺少明确碳/GHG/Scope 语境,"Keep out of accepted accounting data. Re-check only for miscoding, source attribution, or missing carbon context; if useful, re-extract as a new candidate rather than upgrading this row.",true_reject_priority,no,not_accepted_evidence,Standard reference,GRI,,,seed_batch_11,False,,
