sankey_flow_key,company_id,company_name_en,company_name_zh,world500_rank,industry_section_code,industry_section_name_zh,industry_section_name_en,company_workbench_industry_section_code,company_workbench_industry_section_name_zh,company_workbench_industry_section_name_en,industry_consistency_status,standard_system,internal_standard_id,display_standard_name_zh,display_standard_name_en,decision_bucket,evidence_gate,evidence_mode,match_status,evidence_page,source_file,snippet_en,snippet_zh,confidence,review_status,matched_aliases
ghg_corporate_standard::D,r097_enel,ENEL,意大利国家电力公司,97,D,电力、热力、燃气及水生产和供应业,"Electricity, Heat, Gas and Water Production and Supply",I,电力、热力、燃气及水生产和供应业,"Information Transmission, Software and Information Technology Services",corrected_by_gbt4754_code_name_rule,GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,131 | 145,ENEL-integrated-annual-report_2024.pdf,"the field of application of the in- ventory. The audit was conducted according to Stand- ard ISO 14064-3 for the compliance of greenhouse gas (GHG) inventories with the WBCSD/WRI Corporate Accounting and Reporting Standard (GHG Protocol). ESRS E1-6 – Gross Scopes 1, 2, 3 and Total GHG emissions Greenhouse gas emission trends in 2024 GREENHOUSE GAS EMISSION …","the field of application of the in- ventory. The audit was conducted according to Stand- ard ISO 14064-3 for the compliance of greenhouse gas (GHG) inventories with the WBCSD/WRI Corporate Accounting and Reporting Standard (GHG Protocol). ESRS E1-6 – Gross Scopes 1, 2, 3 and Total GHG emissions Greenhouse gas emission trends in 2024 GREENHOUSE GAS EMISSION …",pdf_page_backfill,accepted_explicit_named_series_edge,corporate accounting and reporting standard
ghg_corporate_standard::B,r098_eni,ENI,埃尼石油公司,98,B,采矿业,Mining,B,采矿业,Mining,corrected_by_excel_industry_review,GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,159 | 23,ENI-Annual-Report-2024.pdf,"efined by the reporting required by CSRD-ESRS. For more details on the reconciliation of boundaries, please refer to the Metrics section. (51) WBCSD/WRI GHG Protocol Initiative, A Corporate Accounting and Reporting Standard. (52) Estimating petroleum industry value chain (Scope 3) greenhouse gas emissions. Overview of methodologies, IPIECA - 2016. its pathw…","efined by the reporting required by CSRD-ESRS. For more details on the reconciliation of boundaries, please refer to the Metrics section. (51) WBCSD/WRI GHG Protocol Initiative, A Corporate Accounting and Reporting Standard. (52) Estimating petroleum industry value chain (Scope 3) greenhouse gas emissions. Overview of methodologies, IPIECA - 2016. its pathw…",pdf_page_backfill,accepted_explicit_named_series_edge,corporate accounting and reporting standard
ghg_scope3_standard::B,r098_eni,ENI,埃尼石油公司,98,B,采矿业,Mining,B,采矿业,Mining,corrected_by_excel_industry_review,GHG Protocol,ghg_scope3_standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,23 | 164 | 159,ENI-Annual-Report-2024.pdf,"quity bases. Considering the update of the Global Warming Potential coefficients by the IPCC in 2024, the 2023 and 2022 data are reported accordingly. b) GHG Protocol Category 11- Corporate Value Chain (Scope 3) Standard. Estimated on the basis of the upstream production (Eni’s share) in line with IPIECA methodologies. (c) KPIs refer to 100% of the operated…","quity bases. Considering the update of the Global Warming Potential coefficients by the IPCC in 2024, the 2023 and 2022 data are reported accordingly. b) GHG Protocol Category 11- Corporate Value Chain (Scope 3) Standard. Estimated on the basis of the upstream production (Eni’s share) in line with IPIECA methodologies. (c) KPIs refer to 100% of the operated…",pdf_page_backfill,accepted_explicit_named_series_edge,corporate value chain\s*\(scope 3\)
ghg_corporate_standard::D,r101_eon,E.ON,意昂集团,101,D,电力、热力、燃气及水生产和供应业,"Electricity, Heat, Gas and Water Production and Supply",D,电力、热力、燃气及水生产和供应业,"Electricity, Heat, Gas and Water Production and Supply",consistent_with_company_workbench,GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,41 | 43,E.ON-GB24-gesamt-EN_final.pdf,"energy- efficiency measures. Progress and Measures In line with ESRS E1 requirements, E.ON calculates its emissions using the globally recognized WRI/WBCSD Greenhouse Gas Protocol Corporate Accounting and Reporting Standard (“GHG Protocol”) for the now seven GHGs covered by the Kyoto Protocol: carbon dioxide (“CO2”), methane (“CH4”), nitrous oxide (“N2O”), …","energy- efficiency measures. Progress and Measures In line with ESRS E1 requirements, E.ON calculates its emissions using the globally recognized WRI/WBCSD Greenhouse Gas Protocol Corporate Accounting and Reporting Standard (“GHG Protocol”) for the now seven GHGs covered by the Kyoto Protocol: carbon dioxide (“CO2”), methane (“CH4”), nitrous oxide (“N2O”), …",pdf_page_backfill,accepted_explicit_named_series_edge,corporate accounting and reporting standard
ghg_scope3_standard::D,r101_eon,E.ON,意昂集团,101,D,电力、热力、燃气及水生产和供应业,"Electricity, Heat, Gas and Water Production and Supply",D,电力、热力、燃气及水生产和供应业,"Electricity, Heat, Gas and Water Production and Supply",consistent_with_company_workbench,GHG Protocol,ghg_scope3_standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,41 | 43,E.ON-GB24-gesamt-EN_final.pdf,"ch country’s residual generation mix. In most cases, this factor is significantly higher than the factor of the national generation mix. Alongside ESRS E1 requirements, we use the Corporate Value Chain (Scope 3) Accounting and Reporting Standard to calculate Scope 3 emissions. It defines 15 Scope 3 categories. E.ON conducts an analysis to identify the Scope…","ch country’s residual generation mix. In most cases, this factor is significantly higher than the factor of the national generation mix. Alongside ESRS E1 requirements, we use the Corporate Value Chain (Scope 3) Accounting and Reporting Standard to calculate Scope 3 emissions. It defines 15 Scope 3 categories. E.ON conducts an analysis to identify the Scope…",pdf_page_backfill,accepted_explicit_named_series_edge,corporate value chain\s*\(scope 3\)
ghg_corporate_standard::C,r105_boschgroup,BOSCH GROUP,博世集团,105,C,制造业,Manufacturing,C,制造业,Manufacturing,consistent_with_company_workbench,GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,8 | 17 | 29,bosch-sustainability-report-2024.pdf,"the current annual report. Bosch also supports the United Nations Sustainable Development Goals (SDG). 3 Scopes 1, 2, and 3 are used in accordance with the Greenhouse Gas Protocol Corporate Accounting and Reporting Standard. For further details about the Bosch Group’s carbon neutrality (scope 1 & 2), see the “Environment | Climate action” section. Sustainab…","the current annual report. Bosch also supports the United Nations Sustainable Development Goals (SDG). 3 Scopes 1, 2, and 3 are used in accordance with the Greenhouse Gas Protocol Corporate Accounting and Reporting Standard. For further details about the Bosch Group’s carbon neutrality (scope 1 & 2), see the “Environment | Climate action” section. Sustainab…",pdf_page_backfill,accepted_explicit_named_series_edge,corporate accounting and reporting standard
ghg_corporate_standard::J,r111_morganstanley,MORGAN STANLEY,摩根士丹利,111,J,金融业,Finance,J,金融业,Finance,consistent_with_company_workbench,GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,47 | 89 | 90,Morgan_Stanley_2023_ESG_Report.pdf,s to meet carbon neutrality do not align with the criteria required to reflect those purchases in our scope 2 market-based figure in accordance with the Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard ( for our purposes to meet carbon neutrality do not align with the criteria required to reflect those purchases in our scope 2 market-b…,s to meet carbon neutrality do not align with the criteria required to reflect those purchases in our scope 2 market-based figure in accordance with the Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard ( for our purposes to meet carbon neutrality do not align with the criteria required to reflect those purchases in our scope 2 market-b…,medium,accepted_explicit_named_series_edge,corporate accounting and reporting standard
ghg_financial_industry_standard::J,r111_morganstanley,MORGAN STANLEY,摩根士丹利,111,J,金融业,Finance,J,金融业,Finance,consistent_with_company_workbench,GHG Protocol,ghg_financial_industry_standard,金融行业全球温室气体核算与报告标准,Global GHG Accounting and Reporting Standard for the Financial Industry,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,56 | 57 | 82,Morgan_Stanley_2023_ESG_Report.pdf,"ur 2030 targets are based on emissions intensity. However, we recognize that absolute emissions provide helpful additional context, and so we also report them, using guidance from PCAF. Absolute Financed Emissions (AFE) SECTOR (tCO2e) 2019 2020 2021 202237,38 Auto Manufacturing 38,101 16,298 4,120 95,039 (Scope 1 + 2) 1,591 410 80 1,164 (Scope 3) 36,510 15,…","ur 2030 targets are based on emissions intensity. However, we recognize that absolute emissions provide helpful additional context, and so we also report them, using guidance from PCAF. Absolute Financed Emissions (AFE) SECTOR (tCO2e) 2019 2020 2021 202237,38 Auto Manufacturing 38,101 16,298 4,120 95,039 (Scope 1 + 2) 1,591 410 80 1,164 (Scope 3) 36,510 15,…",pdf_page_backfill,accepted_explicit_named_series_edge,\bpcaf\b
ghg_corporate_standard::J,r113_brookfield,BROOKFIELD,博枫公司,113,J,金融业,Finance,J,金融业,Finance,consistent_with_company_workbench,GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,96 | 97 | 105,BROOKFIELD-BAM Ltd. 2024 Sustainability Report.pdf,are included in the calculation. Base year: Key Performance Metrics. Our Direct (scope 1) GHG emissions are calculated following our internal methodology based on the GHG Protocol Corporate Accounting and Reporting Standard. Emissions from the combustion of natural gas and diesel are calculated by obtaining activity data on fuel consumption for facilities w…,are included in the calculation. Base year: Key Performance Metrics. Our Direct (scope 1) GHG emissions are calculated following our internal methodology based on the GHG Protocol Corporate Accounting and Reporting Standard. Emissions from the combustion of natural gas and diesel are calculated by obtaining activity data on fuel consumption for facilities w…,pdf_page_backfill,accepted_explicit_named_series_edge,corporate accounting and reporting standard
ghg_financial_industry_standard::J,r113_brookfield,BROOKFIELD,博枫公司,113,J,金融业,Finance,J,金融业,Finance,consistent_with_company_workbench,GHG Protocol,ghg_financial_industry_standard,金融行业全球温室气体核算与报告标准,Global GHG Accounting and Reporting Standard for the Financial Industry,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,105 | 62,BROOKFIELD-BAM Ltd. 2024 Sustainability Report.pdf,ty include private credit and private equity investments. 6 2023 financed emissions were restated in 2024 to reflect improvements in data quality and availability. 7 Refers to the Partnership for Carbon Accounting Financials (PCAF): The Global GHG Accounting & Reporting Standard Part A: Financed Emissions and its related data quality guidance. Where availab…,ty include private credit and private equity investments. 6 2023 financed emissions were restated in 2024 to reflect improvements in data quality and availability. 7 Refers to the Partnership for Carbon Accounting Financials (PCAF): The Global GHG Accounting & Reporting Standard Part A: Financed Emissions and its related data quality guidance. Where availab…,pdf_page_backfill,accepted_explicit_named_series_edge,\bpcaf\b | partnership for carbon accounting financials
ghg_scope2_guidance::J,r113_brookfield,BROOKFIELD,博枫公司,113,J,金融业,Finance,J,金融业,Finance,consistent_with_company_workbench,GHG Protocol,ghg_scope2_guidance,GHG Protocol Scope 2 指南,GHG Protocol Scope 2 Guidance,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,97,BROOKFIELD-BAM Ltd. 2024 Sustainability Report.pdf,"indirect (scope 2) GHG emissions are calculated following our internal methodology based on the (1) GHG Protocol Corporate Accounting and Reporting Standard and (2) GHG Protocol - scope 2 Guidance. This includes emissions from purchased electricity, heating, cooling and landlord paid heating in leased office space. Emissions from purchased electricity consu…","indirect (scope 2) GHG emissions are calculated following our internal methodology based on the (1) GHG Protocol Corporate Accounting and Reporting Standard and (2) GHG Protocol - scope 2 Guidance. This includes emissions from purchased electricity, heating, cooling and landlord paid heating in leased office space. Emissions from purchased electricity consu…",pdf_page_backfill,accepted_explicit_named_series_edge,scope 2 guidance
ghg_scope3_calculation_guidance::J,r113_brookfield,BROOKFIELD,博枫公司,113,J,金融业,Finance,J,金融业,Finance,consistent_with_company_workbench,GHG Protocol,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 计算指南,GHG Protocol Scope 3 Calculation Guidance,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,97,BROOKFIELD-BAM Ltd. 2024 Sustainability Report.pdf,"n the (1) GHG Protocol Corporate Accounting and Reporting Standard, (2) GHG Protocol - The Corporate Value Chain (scope 3) Accounting and Reporting Standard and (3) GHG Protocol - Technical Guidance for Calculating Scope 3 Emissions. Emissions from waste generated in Brookfield operations (scope 3 category 5) are calculated by obtaining the amount of waste …","n the (1) GHG Protocol Corporate Accounting and Reporting Standard, (2) GHG Protocol - The Corporate Value Chain (scope 3) Accounting and Reporting Standard and (3) GHG Protocol - Technical Guidance for Calculating Scope 3 Emissions. Emissions from waste generated in Brookfield operations (scope 3 category 5) are calculated by obtaining the amount of waste …",pdf_page_backfill,accepted_explicit_named_series_edge,technical guidance for calculating scope 3 emissions
ghg_scope3_standard::J,r113_brookfield,BROOKFIELD,博枫公司,113,J,金融业,Finance,J,金融业,Finance,consistent_with_company_workbench,GHG Protocol,ghg_scope3_standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,97 | 105,BROOKFIELD-BAM Ltd. 2024 Sustainability Report.pdf,"scope 3) GHG emissions are calculated following our internal methodology based on the (1) GHG Protocol Corporate Accounting and Reporting Standard, (2) GHG Protocol - The Corporate Value Chain (scope 3) Accounting and Reporting Standard and (3) GHG Protocol - Technical Guidance for Calculating Scope 3 Emissions. Emissions from waste generated in Brookfield …","scope 3) GHG emissions are calculated following our internal methodology based on the (1) GHG Protocol Corporate Accounting and Reporting Standard, (2) GHG Protocol - The Corporate Value Chain (scope 3) Accounting and Reporting Standard and (3) GHG Protocol - Technical Guidance for Calculating Scope 3 Emissions. Emissions from waste generated in Brookfield …",pdf_page_backfill,accepted_explicit_named_series_edge,corporate value chain\s*\(scope 3\)
ghg_corporate_standard::F,r114_royalaholddelhaize,ROYAL AHOLD DELHAIZE,皇家阿霍德德尔海兹集团,114,F,批发和零售业,Wholesale and Retail Trade,F,批发和零售业,Wholesale and Retail Trade,consistent_with_company_workbench,GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,117 | 118 | 179,Ahold_Delhaize_Annual_Report_2024.pdf,"ogy follows the guidelines of the World Business Council for Sustainable Development (WBCSD)/WRI and we report our GHG emissions data with reference to the Greenhouse Gas Protocol Corporate Accounting and Reporting Standard. Our methodology, estimates and judgments around the metrics used are included in Sustainability notes. Energy consumption and mix For …","ogy follows the guidelines of the World Business Council for Sustainable Development (WBCSD)/WRI and we report our GHG emissions data with reference to the Greenhouse Gas Protocol Corporate Accounting and Reporting Standard. Our methodology, estimates and judgments around the metrics used are included in Sustainability notes. Energy consumption and mix For …",pdf_page_backfill,accepted_explicit_named_series_edge,corporate accounting and reporting standard
ghg_scope2_guidance::F,r114_royalaholddelhaize,ROYAL AHOLD DELHAIZE,皇家阿霍德德尔海兹集团,114,F,批发和零售业,Wholesale and Retail Trade,F,批发和零售业,Wholesale and Retail Trade,consistent_with_company_workbench,GHG Protocol,ghg_scope2_guidance,GHG Protocol Scope 2 指南,GHG Protocol Scope 2 Guidance,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,361 | 117,Ahold_Delhaize_Annual_Report_2024.pdf,"bisexual, transgender, queer or questioning and others. These terms are used to describe a person’s sexual orientation or gender identity. Location-based approach The GHG Protocol Scope 2 Guidance (version 2015) defines the location-based approach as “a method that reflects the average emissions intensity of grids on which energy consumption occurs (using m…","bisexual, transgender, queer or questioning and others. These terms are used to describe a person’s sexual orientation or gender identity. Location-based approach The GHG Protocol Scope 2 Guidance (version 2015) defines the location-based approach as “a method that reflects the average emissions intensity of grids on which energy consumption occurs (using m…",pdf_page_backfill,accepted_explicit_named_series_edge,scope 2 guidance
ghg_scope3_standard::F,r114_royalaholddelhaize,ROYAL AHOLD DELHAIZE,皇家阿霍德德尔海兹集团,114,F,批发和零售业,Wholesale and Retail Trade,F,批发和零售业,Wholesale and Retail Trade,consistent_with_company_workbench,GHG Protocol,ghg_scope3_standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,180 | 117 | 118,Ahold_Delhaize_Annual_Report_2024.pdf,"ur carbon footprint methodology follows the guidelines of the WBCSD/WRI and we report our scope 3 GHG emissions with reference to the latest version of the Greenhouse Gas Protocol Corporate Value Chain (scope 3) Accounting and Reporting Standard (version 2011). To calculate carbon-equivalent emissions, we use emission factors. GHG emissions data consists of…","ur carbon footprint methodology follows the guidelines of the WBCSD/WRI and we report our scope 3 GHG emissions with reference to the latest version of the Greenhouse Gas Protocol Corporate Value Chain (scope 3) Accounting and Reporting Standard (version 2011). To calculate carbon-equivalent emissions, we use emission factors. GHG emissions data consists of…",pdf_page_backfill,accepted_explicit_named_series_edge,corporate value chain\s*\(scope 3\)
ghg_scope3_standard::C,r117_adm公司,ADM,ADM,117,C,制造业,Manufacturing,C,制造业,Manufacturing,consistent_with_company_workbench,GHG Protocol,ghg_scope3_standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,25,final_archer-daniels-midland-adm_2023-corporate-sustainability-report.pdf,"3 to December 31, 2023 Criteria against which verification conducted: ‘+ The Climate Registry General Reporting Protocol (Scope 1 and Scope 2) * _WRIMWBCSD Greenhouse Gas Protocol Corporate Value Chain (Scope 3) A market-based Auto-verified from page 50; value 3,750,000 tCO2e. final_archer-daniels-midland-adm_2023-corporate-sustainability-report.pdf","3 to December 31, 2023 Criteria against which verification conducted: ‘+ The Climate Registry General Reporting Protocol (Scope 1 and Scope 2) * _WRIMWBCSD Greenhouse Gas Protocol Corporate Value Chain (Scope 3) A market-based Auto-verified from page 50; value 3,750,000 tCO2e. final_archer-daniels-midland-adm_2023-corporate-sustainability-report.pdf",medium,accepted_explicit_named_series_edge,corporate value chain\s*\(scope 3\)
ghg_financial_industry_standard::F,r121_mitsui,MITSUI,三井物产株式会社,121,F,批发和零售业,Wholesale and Retail Trade,F,批发和零售业,Wholesale and Retail Trade,corrected_by_excel_industry_review,GHG Protocol,ghg_financial_industry_standard,金融行业全球温室气体核算与报告标准,Global GHG Accounting and Reporting Standard for the Financial Industry,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,90 | 127 | 128,SUMITOMO MITSUI FINANCIAL GROUP sustainability_report_e_2025.pdf,"ng progress. ⚫ Calculates GHG emissions in the power and oil & gas sectors for underwriting, which is the core business of securities business. ⚫ Based on the final version of the PCAF guidelines, the calculation method has been advanced. ⚫Appendix: Methodology for calculating Underwriting Financed Emissions ⚫Sumitomo Mitsui DS Asset Management website > In…","ng progress. ⚫ Calculates GHG emissions in the power and oil & gas sectors for underwriting, which is the core business of securities business. ⚫ Based on the final version of the PCAF guidelines, the calculation method has been advanced. ⚫Appendix: Methodology for calculating Underwriting Financed Emissions ⚫Sumitomo Mitsui DS Asset Management website > In…",pdf_page_backfill,accepted_explicit_named_series_edge,\bpcaf\b
ghg_corporate_standard::G,r124_unitedparcelservice,UNITED PARCEL SERVICE,联合包裹速递服务公司,124,G,交通运输、仓储和邮政业,"Transport, Storage and Post",G,交通运输、仓储和邮政业,"Transport, Storage and Post",consistent_with_company_workbench,GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,10 | 49,2024-UPS-GRI-Report.pdf,GHG emissions information is prepared in accordance with the World Resources Institute (WRI)/World Business Council for Sustainable Development (WBCSD) Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard (Revised Edition). Scope 3 GHG emissions information is prepared in accordance with the WRI/WBCSD Greenhouse Gas Protocol: Corporate Val…,GHG emissions information is prepared in accordance with the World Resources Institute (WRI)/World Business Council for Sustainable Development (WBCSD) Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard (Revised Edition). Scope 3 GHG emissions information is prepared in accordance with the WRI/WBCSD Greenhouse Gas Protocol: Corporate Val…,pdf_page_backfill,accepted_explicit_named_series_edge,corporate accounting and reporting standard
ghg_scope3_standard::G,r124_unitedparcelservice,UNITED PARCEL SERVICE,联合包裹速递服务公司,124,G,交通运输、仓储和邮政业,"Transport, Storage and Post",G,交通运输、仓储和邮政业,"Transport, Storage and Post",consistent_with_company_workbench,GHG Protocol,ghg_scope3_standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,10 | 49,2024-UPS-GRI-Report.pdf,"Protocol: A Corporate Accounting and Reporting Standard (Revised Edition). Scope 3 GHG emissions information is prepared in accordance with the WRI/WBCSD Greenhouse Gas Protocol: Corporate Value Chain (Scope 3), Accounting and Reporting Standard. Collectively, the Corporate Accounting and Reporting Standard (Revised Edition) and the Corporate Value Chain (S…","Protocol: A Corporate Accounting and Reporting Standard (Revised Edition). Scope 3 GHG emissions information is prepared in accordance with the WRI/WBCSD Greenhouse Gas Protocol: Corporate Value Chain (Scope 3), Accounting and Reporting Standard. Collectively, the Corporate Accounting and Reporting Standard (Revised Edition) and the Corporate Value Chain (S…",pdf_page_backfill,accepted_explicit_named_series_edge,corporate value chain\s*\(scope 3\)
ghg_financial_industry_standard::J,r126_axa,AXA,安盛,126,J,金融业,Finance,J,金融业,Finance,consistent_with_company_workbench,GHG Protocol,ghg_financial_industry_standard,金融行业全球温室气体核算与报告标准,Global GHG Accounting and Reporting Standard for the Financial Industry,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,162 | 229,axa_urd2024_accessible_va.pdf,"ogies, protocols, and frameworks at the time of the target setting development in 2022 and 2023: ● ● ● ● Methodology for associating insured emissions to insurers developed by the PCAF, namely the PCAF Standard Part C (2) published in 2023 which outlines the Insurance‑Associated Emissions (""IAE"") methodologies for most, but not all, Commercial lines of busi…","ogies, protocols, and frameworks at the time of the target setting development in 2022 and 2023: ● ● ● ● Methodology for associating insured emissions to insurers developed by the PCAF, namely the PCAF Standard Part C (2) published in 2023 which outlines the Insurance‑Associated Emissions (""IAE"") methodologies for most, but not all, Commercial lines of busi…",pdf_page_backfill,accepted_explicit_named_series_edge,\bpcaf\b
ghg_scope2_guidance::J,r126_axa,AXA,安盛,126,J,金融业,Finance,J,金融业,Finance,consistent_with_company_workbench,GHG Protocol,ghg_scope2_guidance,GHG Protocol Scope 2 指南,GHG Protocol Scope 2 Guidance,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,234 | 152,axa_urd2024_accessible_va.pdf,"(category 12) and franchise (category 14) are inapplicable to AXA's operations. Calculation methodology AXA's calculation methodology applies GHG protocol, namely the GHG Protocol Scope 2 Guidance and the GHG Protocol Corporate Value Chain. In respect of Scope 3 emissions, the methodology does not take into account any removals, purchases, sales or transfer…","(category 12) and franchise (category 14) are inapplicable to AXA's operations. Calculation methodology AXA's calculation methodology applies GHG protocol, namely the GHG Protocol Scope 2 Guidance and the GHG Protocol Corporate Value Chain. In respect of Scope 3 emissions, the methodology does not take into account any removals, purchases, sales or transfer…",pdf_page_backfill,accepted_explicit_named_series_edge,scope 2 guidance
ghg_scope3_standard::J,r126_axa,AXA,安盛,126,J,金融业,Finance,J,金融业,Finance,consistent_with_company_workbench,GHG Protocol,ghg_scope3_standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,234 | 152,axa_urd2024_accessible_va.pdf,"14) are inapplicable to AXA's operations. Calculation methodology AXA's calculation methodology applies GHG protocol, namely the GHG Protocol Scope 2 Guidance and the GHG Protocol Corporate Value Chain. In respect of Scope 3 emissions, the methodology does not take into account any removals, purchases, sales or transfers of carbon credits or GHG allowances.…","14) are inapplicable to AXA's operations. Calculation methodology AXA's calculation methodology applies GHG protocol, namely the GHG Protocol Scope 2 Guidance and the GHG Protocol Corporate Value Chain. In respect of Scope 3 emissions, the methodology does not take into account any removals, purchases, sales or transfers of carbon credits or GHG allowances.…",pdf_page_backfill,accepted_explicit_named_series_edge,corporate value chain.*scope 3
ghg_corporate_standard::D,r130_engie集团,Engie,Engie,130,D,电力、热力、燃气及水生产和供应业,"Electricity, Heat, Gas and Water Production and Supply",D,电力、热力、燃气及水生产和供应业,"Electricity, Heat, Gas and Water Production and Supply",consistent_with_company_workbench,GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,112 | 119 | 120 | 513,ENGIE_DEU_2024_US__PDF_MEL_v3.pdf,"ogy used to calculate the Group’s total GHG emissions [AR 39a] The Group's GHG emissions calculation (Scopes 1, 2 and 3) relies on the principles, requirements and guidance of the GHG Protocol Corporate Standards (2004 version) and ISO 14064 (supplemented by ISO 14069). [AR 39b] The key assumptions and methodologies used to perform the Group’s GHG emissions…","ogy used to calculate the Group’s total GHG emissions [AR 39a] The Group's GHG emissions calculation (Scopes 1, 2 and 3) relies on the principles, requirements and guidance of the GHG Protocol Corporate Standards (2004 version) and ISO 14064 (supplemented by ISO 14069). [AR 39b] The key assumptions and methodologies used to perform the Group’s GHG emissions…",pdf_page_backfill,accepted_explicit_named_series_edge,"(?:ghg protocol | greenhouse gas protocol | wri | world resources institute | world business council)[\s\S]{0,160}corporate standard"
