company_id,company_name,world500_rank,industry_section_code,industry_section_name_zh,industry_section_name_en,source_type_primary_or_secondary,evidence_layer,reported_ratio,source_file,page,snippet,matched_keyword,calculation_method_context,is_explicit_reported_ratio,is_supplier_specific_data,is_spend_based,is_average_data,is_source_mix_inference,confidence,review_status
r455_elililly,ELI LILLY,455,C,制造业,Manufacturing,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,2024_ELI LILLY-SustainabilityReport-20251020_FINAL.pdf,17,"2 Includes Scope 1 emissions and energy from onsite fuel combustion, refrigerants, process emissions and mobile combustion sources;",explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_10 | seed_batch_10 | seed_batch_10
r455_elililly,ELI LILLY,455,C,制造业,Manufacturing,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,2024_ELI LILLY-SustainabilityReport-20251020_FINAL.pdf,17,"2 Includes Scope 1 emissions and energy from onsite fuel combustion, refrigerants, process emissions and mobile combustion sources;",explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_10 | seed_batch_10 | seed_batch_10
r480_ecopetrol,ECOPETROL,480,B,采矿业,Mining,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,2024-ECOPETROL-integrated-management-report.pdf,145,While the company also calculates Scope 2 emissions using the location-based method—estimated using the SIN emission factor for all purchased energy—it was decided to report emissions using the market,explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_10 | seed_batch_10 | seed_batch_10
r480_ecopetrol,ECOPETROL,480,B,采矿业,Mining,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,2024-ECOPETROL-integrated-management-report.pdf,145,"75 Ecopetrol reports Scope 2 emissions using the market-based method, which accounts for emissions generated by energy purchased from the National Interconnected System (SIN) and by local generation centers (Emission Factors are estimated b",explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_10 | seed_batch_10 | seed_batch_10
r480_ecopetrol,ECOPETROL,480,B,采矿业,Mining,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,2024-ECOPETROL-integrated-management-report.pdf,151,"Moreover, through Ecodiesel, a subsidiary in which Ecopetrol holds a 50% stake, biodiesel derived from palm oil is produced as a low-carbon fuel.",explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_10 | seed_batch_10 | seed_batch_10
r137_royalbankofcanada,ROYAL BANK OF CANADA,137,J,金融业,Finance,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,ROYAL BANK OF CANADA-RBC-2024-sustainability-report.pdf,118,", 10-11) Description of proxy voting and investee engagement policies and procedures FN-AC-410a.3 Refer to the following: ■ RBC GAM Our Approach to Responsible Investment (pages 13-15) Financed Emissions Absolute gross financed emissions, d",explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_04 | seed_batch_04 | seed_batch_04
r137_royalbankofcanada,ROYAL BANK OF CANADA,137,J,金融业,Finance,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,ROYAL BANK OF CANADA-RBC-2024-sustainability-report.pdf,118,", 10-11) Description of proxy voting and investee engagement policies and procedures FN-AC-410a.3 Refer to the following: ■ RBC GAM Our Approach to Responsible Investment (pages 13-15) Financed Emissions Absolute gross financed emissions, d",explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_04 | seed_batch_04 | seed_batch_04
r137_royalbankofcanada,ROYAL BANK OF CANADA,137,J,金融业,Finance,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,ROYAL BANK OF CANADA-RBC-2024-sustainability-report.pdf,118,", 10-11) Description of proxy voting and investee engagement policies and procedures FN-AC-410a.3 Refer to the following: ■ RBC GAM Our Approach to Responsible Investment (pages 13-15) Financed Emissions Absolute gross financed emissions, d",explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_04 | seed_batch_04 | seed_batch_04
r271_tatamotors,TATA MOTORS,271,C,制造业,Manufacturing,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,tata-motor-IAR-2024-25.pdf,231,"Provide details of greenhouse gas emissions (Scope 1 and Scope 2 emissions) and its intensity: Parameter Unit FY 25 FY 24 Total Scope 1 emissions # tCO2e 43,754 48,736* Total Scope 2 emissions ## tCO2 1,31,407 1,72,409* Total Scope 1 and Sc",explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_14 | seed_batch_14 | seed_batch_14
r271_tatamotors,TATA MOTORS,271,C,制造业,Manufacturing,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,tata-motor-IAR-2024-25.pdf,231,"Provide details of greenhouse gas emissions (Scope 1 and Scope 2 emissions) and its intensity: Parameter Unit FY 25 FY 24 Total Scope 1 emissions # tCO2e 43,754 48,736* Total Scope 2 emissions ## tCO2 1,31,407 1,72,409* Total Scope 1 and Sc",explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_14 | seed_batch_14 | seed_batch_14
r271_tatamotors,TATA MOTORS,271,C,制造业,Manufacturing,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,tata-motor-IAR-2024-25.pdf,231,The PPP factor has been sourced from IMF database. https://www.imf.org/external/ datamapper/PPPEX@WEO/OEMDC. # The emission factors for calculation of Scope 1 emissions are based on 2024 UK Government GHG Conversion Factors for Company Repo,explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_14 | seed_batch_14 | seed_batch_14
r456_koreagas,KOREA GAS,456,I,信息传输、软件和信息技术服务业,"Information Transmission, Software and Information Technology Services",primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,KOGAS 2025 SUSTAINABILITY REPORT(A4).pdf,120,"2) Calculated based on the average emission factor of the regional power grid for energy consumption 3) Other indirect emissions (Scope 3) include emissions from: The use of sold products (e.g., emissions from power plants and city gas sup",explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_12 | seed_batch_12 | seed_batch_12
r456_koreagas,KOREA GAS,456,I,信息传输、软件和信息技术服务业,"Information Transmission, Software and Information Technology Services",primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,KOGAS 2025 SUSTAINABILITY REPORT(A4).pdf,120,"2) Calculated based on the average emission factor of the regional power grid for energy consumption 3) Other indirect emissions (Scope 3) include emissions from: The use of sold products (e.g., emissions from power plants and city gas sup",explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_12 | seed_batch_12 | seed_batch_12
r456_koreagas,KOREA GAS,456,I,信息传输、软件和信息技术服务业,"Information Transmission, Software and Information Technology Services",primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,KOGAS 2025 SUSTAINABILITY REPORT(A4).pdf,120,"2) Calculated based on the average emission factor of the regional power grid for energy consumption 3) Other indirect emissions (Scope 3) include emissions from: The use of sold products (e.g., emissions from power plants and city gas sup",explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_12 | seed_batch_12 | seed_batch_12
r482_jerónimomartins公司,Jerónimo Martins,482,F,批发和零售业,Wholesale and Retail Trade,primary,explicit_reported_primary_data_percentage,12.3,Jerónimo Martins公司-nfr-corporate-responsibility-jeronimomartins-ar24.pdf,33,"Primary data In 2024, emissions calculated on the basis of primary data accounted for 12.3% of total scope 3 emissions. In 2024, emissions calculated on the basis of primary data accounted for 12.3% of total scope 3 emissions. In 2024, emissions calculated on the basis of primary data accounted for 12.3% of total scope 3 emissions.",explicit reported primary data percentage,Explicit reported primary-data percentage,true,false,false,false,false,,seed_batch_10 | seed_batch_10 | seed_batch_10 | seed_batch_10
r482_jerónimomartins公司,Jerónimo Martins,482,F,批发和零售业,Wholesale and Retail Trade,primary,explicit_reported_primary_data_percentage,12.3,Jerónimo Martins公司-nfr-corporate-responsibility-jeronimomartins-ar24.pdf,31,"Our supply chain engagement programme to reduce the Group's GHG emissions will enable scope 3 emissions to be calculated more accurately, by incorporating more primary data on product emissions, and help strengthen cooperation with our supp",explicit reported primary data percentage,Explicit reported primary-data percentage,true,false,false,false,false,,seed_batch_10 | seed_batch_10 | seed_batch_10 | seed_batch_10
r482_jerónimomartins公司,Jerónimo Martins,482,F,批发和零售业,Wholesale and Retail Trade,primary,explicit_reported_primary_data_percentage,12.3,Jerónimo Martins公司-nfr-corporate-responsibility-jeronimomartins-ar24.pdf,31,"Our supply chain engagement programme to reduce the Group's GHG emissions will enable scope 3 emissions to be calculated more accurately, by incorporating more primary data on product emissions, and help strengthen cooperation with our supp",explicit reported primary data percentage,Explicit reported primary-data percentage,true,false,false,false,false,,seed_batch_10 | seed_batch_10 | seed_batch_10 | seed_batch_10
r482_jerónimomartins公司,Jerónimo Martins,482,F,批发和零售业,Wholesale and Retail Trade,primary,explicit_reported_primary_data_percentage,12.3,Jerónimo Martins公司-nfr-corporate-responsibility-jeronimomartins-ar24.pdf,33,"The emission factors defined by IPCC for stationary combustion, refrigerant gases and enteric methane emissions and those defined by the Greenhouse Gas Protocol for fuel used in the light vehicle fleet were used to calculate the scope 1 car",explicit reported primary data percentage,Explicit reported primary-data percentage,true,false,false,false,false,,seed_batch_10 | seed_batch_10 | seed_batch_10 | seed_batch_10
r038_bankofamerica,BANK OF AMERICA,38,J,金融业,Finance,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,BankOfAmerica_Sustainability_2024_Report.pdf,123,"Verification Opinion: Based on the process and procedures conducted, there is no evidence that the Scope 3 GHG emissions statement shown above: • is not a fair representation of the GHG emissions data and information;",explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_11 | seed_batch_11 | seed_batch_11
r038_bankofamerica,BANK OF AMERICA,38,J,金融业,Finance,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,BankOfAmerica_Sustainability_2024_Report.pdf,19,9 baseline • Reduce intensity 29% by 2030 (gCO2/MJ Scope 3 end use) from 2019 baseline Iron and Steel • Reduce intensity 27% by 2030 (tCO2e/t Scope 1-2) from 2021 baseline Maritime Shipping • Keep intensity in alignment or below the decarbo,explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_11 | seed_batch_11 | seed_batch_11
r038_bankofamerica,BANK OF AMERICA,38,J,金融业,Finance,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,BankOfAmerica_Sustainability_2024_Report.pdf,19,9 baseline • Reduce intensity 29% by 2030 (gCO2/MJ Scope 3 end use) from 2019 baseline Iron and Steel • Reduce intensity 27% by 2030 (tCO2e/t Scope 1-2) from 2021 baseline Maritime Shipping • Keep intensity in alignment or below the decarbo,explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_11 | seed_batch_11 | seed_batch_11
r114_royalaholddelhaize,ROYAL AHOLD DELHAIZE,114,F,批发和零售业,Wholesale and Retail Trade,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,Ahold_Delhaize_Annual_Report_2024.pdf,175,"Of total gross scope 3 GHG emissions, 0.06% (2023: 0.05%) were calculated using primary data provided directly by suppliers or third parties.",explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_11 | seed_batch_11 | seed_batch_11
r114_royalaholddelhaize,ROYAL AHOLD DELHAIZE,114,F,批发和零售业,Wholesale and Retail Trade,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,Ahold_Delhaize_Annual_Report_2024.pdf,181,"Calculating category 3: Fuel- and energy-related activities Category 3 is calculated using scope 1- and 2-related activity data, volumes of sold fuel combined with well-to-tank emission factors from Defra and electricity life cycle factors",explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_11 | seed_batch_11 | seed_batch_11
r114_royalaholddelhaize,ROYAL AHOLD DELHAIZE,114,F,批发和零售业,Wholesale and Retail Trade,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,Ahold_Delhaize_Annual_Report_2024.pdf,182,"these were previously calculated based on spend data only. ó Category 14: As of 2024, we used location-based own-store emissions to estimate franchisees’ emissions;",explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_11 | seed_batch_11 | seed_batch_11
r193_lockheedmartin,LOCKHEED MARTIN,193,C,制造业,Manufacturing,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,2024-LOCKHEED MARTIN-Sustainability-Performance-Report.pdf,42,"Hotel stays, rail travel, and bus travel cannot be isolated accurately based on spend data and are included within Scope 3 Category 1 emissions vs.",explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_05 | seed_batch_05 | seed_batch_05
r193_lockheedmartin,LOCKHEED MARTIN,193,C,制造业,Manufacturing,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,2024-LOCKHEED MARTIN-Sustainability-Performance-Report.pdf,42,"Hotel stays, rail travel, and bus travel cannot be isolated accurately based on spend data and are included within Scope 3 Category 1 emissions vs.",explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_05 | seed_batch_05 | seed_batch_05
r193_lockheedmartin,LOCKHEED MARTIN,193,C,制造业,Manufacturing,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,2024-LOCKHEED MARTIN-Sustainability-Performance-Report.pdf,42,Category 6. (8) Emissions associated with employee commuting are estimated using a zip code comparison of the distance between each LMC employee’s home and assigned work location.,explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_05 | seed_batch_05 | seed_batch_05
r231_anheuserbuschinbev,ANHEUSER-BUSCH INBEV,231,C,制造业,Manufacturing,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,20224-ANHEUSER-BUSCH INBEV-sustainability-report,82,"Scope 2 accounts for about 22.7% and represents emissions from purchased electricity. • Scope 3 emissions constitute estimates based on a mix of supplier-based numbers, global emission factors and assumptions.",explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_06 | seed_batch_06 | seed_batch_06
r231_anheuserbuschinbev,ANHEUSER-BUSCH INBEV,231,C,制造业,Manufacturing,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,20224-ANHEUSER-BUSCH INBEV-sustainability-report,82,"Scope 2 accounts for about 22.7% and represents emissions from purchased electricity. • Scope 3 emissions constitute estimates based on a mix of supplier-based numbers, global emission factors and assumptions.",explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_06 | seed_batch_06 | seed_batch_06
r231_anheuserbuschinbev,ANHEUSER-BUSCH INBEV,231,C,制造业,Manufacturing,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,20224-ANHEUSER-BUSCH INBEV-sustainability-report,82,"Scope 2 accounts for about 22.7% and represents emissions from purchased electricity. • Scope 3 emissions constitute estimates based on a mix of supplier-based numbers, global emission factors and assumptions.",explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_06 | seed_batch_06 | seed_batch_06
r298_marubeni,MARUBENI,298,L,租赁和商务服务业,Leasing and Business Services,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,MARUBENI-sustainability-2024_en_all.pdf,60,A zero emission factor is applied to purchased electricity derived from renewable energy in calculating Scope 2 greenhouse gas emissions since FYE 3/2021. ・Emission factors of non-energy-related GHG Emission factors stipulated by the Act on,explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_07 | seed_batch_07 | seed_batch_07
r298_marubeni,MARUBENI,298,L,租赁和商务服务业,Leasing and Business Services,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,MARUBENI-sustainability-2024_en_all.pdf,60,A zero emission factor is applied to purchased electricity derived from renewable energy in calculating Scope 2 greenhouse gas emissions since FYE 3/2021. ・Emission factors of non-energy-related GHG Emission factors stipulated by the Act on,explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_07 | seed_batch_07 | seed_batch_07
r298_marubeni,MARUBENI,298,L,租赁和商务服务业,Leasing and Business Services,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,MARUBENI-sustainability-2024_en_all.pdf,61,"nesses which consist of office operations only are not included. ・In principle, the emissions are calculated in the same way as Scope 1 and Scope 2 for Marubeni and its consolidated subsidiaries, but in some cases emissions reported by asso",explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_07 | seed_batch_07 | seed_batch_07
r329_astrazeneca,ASTRAZENECA,329,C,制造业,Manufacturing,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,AstraZeneca_AR_2024.pdf,235,"Key changes include (i) from 2023, Scope 3 Category 1,2,4 and 6 – AstraZeneca has changed the source of procurement spend data and classification of spend, which impacts emissions that are calculated from it (secondary data).",explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_08 | seed_batch_08 | seed_batch_08
r329_astrazeneca,ASTRAZENECA,329,C,制造业,Manufacturing,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,AstraZeneca_AR_2024.pdf,235,"Key changes include (i) from 2023, Scope 3 Category 1,2,4 and 6 – AstraZeneca has changed the source of procurement spend data and classification of spend, which impacts emissions that are calculated from it (secondary data).",explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_08 | seed_batch_08 | seed_batch_08
r329_astrazeneca,ASTRAZENECA,329,C,制造业,Manufacturing,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,AstraZeneca_AR_2024.pdf,237,Share of primary activity data in Scope 3 reporting (%) ‘Primary data‘ is data from specific activities within AstraZeneca’s value chain. ‘Secondary data‘ is data that is not from specific activities within AstraZeneca’s value chain.,explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_08 | seed_batch_08 | seed_batch_08
r368_lyondellbasellindustries,LYONDELLBASELL INDUSTRIES,368,C,制造业,Manufacturing,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,2024-LYONDELLBASELL INDUSTRIES-sustainability-report.pdf,127,"as not available for a feedstock or raw material in GaBi, emission factors from Ecoinvent, version 3.9, were applied. • Where emission factors for a raw material were not provided by a third-party supplier or not available in GaBi or Ecoinv",explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_08 | seed_batch_08 | seed_batch_08
r368_lyondellbasellindustries,LYONDELLBASELL INDUSTRIES,368,C,制造业,Manufacturing,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,2024-LYONDELLBASELL INDUSTRIES-sustainability-report.pdf,127,"as not available for a feedstock or raw material in GaBi, emission factors from Ecoinvent, version 3.9, were applied. • Where emission factors for a raw material were not provided by a third-party supplier or not available in GaBi or Ecoinv",explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_08 | seed_batch_08 | seed_batch_08
r368_lyondellbasellindustries,LYONDELLBASELL INDUSTRIES,368,C,制造业,Manufacturing,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,2024-LYONDELLBASELL INDUSTRIES-sustainability-report.pdf,43,"Additionally, updated emission factors for 2024 in databases contributed to the overall rise of scope 3 emissions.",explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_08 | seed_batch_08 | seed_batch_08
r386_inditex公司,Inditex,386,F,批发和零售业,Wholesale and Retail Trade,primary,explicit_reported_primary_data_percentage,67,INDITEX Sustainability report2024.pdf,262,"d data: 54% Scope 3: Primary data: 67%, Estimated data: 33% DEFRA (Department for Environment Food & Rural Affairs), 2024. Scope 1: Primary data: 46%, Estimated data: 54% Scope 3: Primary data: 67%, Estimated data: 33% DEFRA (Department for Environment Food & ... Scope 1: Primary data: 46%, Estimated data: 54% Scope 3: Primary data: 67%, Estimated data: 33% DEFRA (Department",explicit reported primary data percentage,Explicit reported primary-data percentage,true,false,false,false,false,,seed_batch_08 | seed_batch_08 | seed_batch_08 | seed_batch_08
r386_inditex公司,Inditex,386,F,批发和零售业,Wholesale and Retail Trade,primary,explicit_reported_primary_data_percentage,67,INDITEX Sustainability report2024.pdf,259,Primary data: 72% Estimated data: 28% The scope has been extended to include e- commerce distribution centres where operational control is held.,explicit reported primary data percentage,Explicit reported primary-data percentage,true,false,false,false,false,,seed_batch_08 | seed_batch_08 | seed_batch_08 | seed_batch_08
r386_inditex公司,Inditex,386,F,批发和零售业,Wholesale and Retail Trade,primary,explicit_reported_primary_data_percentage,67,INDITEX Sustainability report2024.pdf,260,"Primary data: 68% Estimated data: 32% Location-based method: / IEA (2024), Emission Factors. / DEFRA (Department for Environment Food & Rural Affairs), 2024.",explicit reported primary data percentage,Explicit reported primary-data percentage,true,false,false,false,false,,seed_batch_08 | seed_batch_08 | seed_batch_08 | seed_batch_08
r386_inditex公司,Inditex,386,F,批发和零售业,Wholesale and Retail Trade,primary,explicit_reported_primary_data_percentage,67,INDITEX Sustainability report2024.pdf,260,"Primary data: 68% Estimated data: 32% Location-based method: / IEA (2024), Emission Factors. / DEFRA (Department for Environment Food & Rural Affairs), 2024.",explicit reported primary data percentage,Explicit reported primary-data percentage,true,false,false,false,false,,seed_batch_08 | seed_batch_08 | seed_batch_08 | seed_batch_08
r431_elo集团,ELO,431,F,批发和零售业,Wholesale and Retail Trade,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,RFA_ELO_2024_EN-1.pdf,148,"3.2.2.7.4 Calculation methods applied to scope 3 GHG emissions and, where applicable, tools used E1.44*.C.AR46.H.1 Auchan Retail’s methods and assumptions Scopes 1 and 2 are quantified entirely on the basis of physical activity data, such a",explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_09 | seed_batch_09 | seed_batch_09
r431_elo集团,ELO,431,F,批发和零售业,Wholesale and Retail Trade,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,RFA_ELO_2024_EN-1.pdf,149,"The results presented here, in particular those for category 1 of scope 3, are largely based on fallback solutions (use of monetary emission factors, etc.) and extrapolations, as the necessary target measurement methods and activity data co",explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_09 | seed_batch_09 | seed_batch_09
r431_elo集团,ELO,431,F,批发和零售业,Wholesale and Retail Trade,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,RFA_ELO_2024_EN-1.pdf,149,"The results presented here, in particular those for category 1 of scope 3, are largely based on fallback solutions (use of monetary emission factors, etc.) and extrapolations, as the necessary target measurement methods and activity data co",explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_09 | seed_batch_09 | seed_batch_09
r449_nationalaustraliabank,NATIONAL AUSTRALIA BANK,449,J,金融业,Finance,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,2024-NATIONAL AUSTRALIA BANK-climate-report.pdf,47,"NAB has obtained or where unavailable, estimated, production data and applied emission factors to calculate Scope 3 emissions for lending to fossil fuel sectors.",explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_10 | seed_batch_10 | seed_batch_10
r449_nationalaustraliabank,NATIONAL AUSTRALIA BANK,449,J,金融业,Finance,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,2024-NATIONAL AUSTRALIA BANK-climate-report.pdf,78,"50% of company emissions data was sourced directly from customer-reported sources, with the remainder estimated using sector wide emissions intensity ratio, as production data is not readily accessible for cement companies(1).",explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_10 | seed_batch_10 | seed_batch_10
r449_nationalaustraliabank,NATIONAL AUSTRALIA BANK,449,J,金融业,Finance,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,2024-NATIONAL AUSTRALIA BANK-climate-report.pdf,79,"8% of company emissions data was sourced directly from customer-reported sources, with the remainder estimated using sector wide emission factors based on production(1).",explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_10 | seed_batch_10 | seed_batch_10
r492_emiratesgroup,EMIRATES GROUP,492,G,交通运输、仓储和邮政业,"Transport, Storage and Post",primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,2023-2024-EMIRATES GROUP-annual-report.pdf,72,Scope 1 emissions in 2022-23 have been recalculated using the updated emission factors to reflect this update.,explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_11 | seed_batch_11 | seed_batch_11
r492_emiratesgroup,EMIRATES GROUP,492,G,交通运输、仓储和邮政业,"Transport, Storage and Post",primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,2023-2024-EMIRATES GROUP-annual-report.pdf,73,"ol – revised edition (Corporate Accounting and Reporting Standard – Revised Edition, 2004), while references to Scope 3 emissions are based on the Greenhouse Gas Protocol Corporate Value Chain (Scope 3) Standard. dnata’s environmental data",explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_11 | seed_batch_11 | seed_batch_11
r492_emiratesgroup,EMIRATES GROUP,492,G,交通运输、仓储和邮政业,"Transport, Storage and Post",primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,2023-2024-EMIRATES GROUP-annual-report.pdf,73,"ol – revised edition (Corporate Accounting and Reporting Standard – Revised Edition, 2004), while references to Scope 3 emissions are based on the Greenhouse Gas Protocol Corporate Value Chain (Scope 3) Standard. dnata’s environmental data",explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_11 | seed_batch_11 | seed_batch_11
r039_generalmotors,GENERAL MOTORS,39,C,制造业,Manufacturing,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,GM_2023_SR.pdf,11,"In addition, we updated certain calculations within our GHG Intensity and Scope 3—Use of Sold Products reporting to reflect changes in assumptions and increased available data.",explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_11 | seed_batch_11 | seed_batch_11
r039_generalmotors,GENERAL MOTORS,39,C,制造业,Manufacturing,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,GM_2023_SR.pdf,11,"In addition, we updated certain calculations within our GHG Intensity and Scope 3—Use of Sold Products reporting to reflect changes in assumptions and increased available data.",explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_11 | seed_batch_11 | seed_batch_11
r039_generalmotors,GENERAL MOTORS,39,C,制造业,Manufacturing,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,GM_2023_SR.pdf,11,"In addition, we updated certain calculations within our GHG Intensity and Scope 3—Use of Sold Products reporting to reflect changes in assumptions and increased available data.",explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_11 | seed_batch_11 | seed_batch_11
r196_hitachi,HITACHI,196,C,制造业,Manufacturing,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,HITACHI_en_sustainability2025.pdf,130,which are leased to other entities 0.02 0.0 14 Franchises Emissions by franchises under Scope 1 and 2 N/A ー 15 Investments Emissions related to the management of investments 0.14 0.1 Note: GHG emissions quantification is subject to uncertai,explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_05 | seed_batch_05 | seed_batch_05
r196_hitachi,HITACHI,196,C,制造业,Manufacturing,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,HITACHI_en_sustainability2025.pdf,51,"eam in the value chain In order to calculate GHG emissions of Scope 3 Category 1, Purchased Goods and Services, upstream in the value chain, Hitachi uses a calculation method that covers the entire procurement amount based on spend and also",explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_05 | seed_batch_05 | seed_batch_05
