queue_id,company_id,report_id,inventory_year,scope_en,gas,disclosed_gwp_version_en,candidate_gwp_version_en,time_horizon_years,standard_basis_en,fossil_or_biogenic_ch4_basis,applies_to_factor_id,applies_to_emission_record_id,evidence_page,source_file,extraction_snippet,review_decision,reviewer_note,confidence_level
gwp_00077,r023_totalenergies,,,Scope 3,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r023_totalenergies_Scope 3__77,107,totalenergies_sustainability-climate-2025-progress-report_2025_en.pdf,Mt CO2e; Category 11 use of sold products.,,,
gwp_00078,r023_totalenergies,,,Scope 3,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r023_totalenergies_Scope 3__78,107,totalenergies_sustainability-climate-2025-progress-report_2025_en.pdf,Auto-extracted from page 107; value 2023 Mt CO2e.,,,
gwp_00079,r024_glencore,,,Scope 1,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r024_glencore_Scope 1__79,65,Glencore_2024_Sustainability_Report.pdf,Auto-verified from page 65; value 16.2 MtCO2e.,,,
gwp_00080,r024_glencore,,,Scope 2,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r024_glencore_Scope 2__80,65,Glencore_2024_Sustainability_Report.pdf,Auto-verified from page 65; value 10.9 MtCO2e.,,,
gwp_00081,r025_bp,,,Scope 1,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r025_bp_Scope 1__81,50,bp-sustainability-report-2024.pdf,Page 50 assured selected metrics report Scope 1 direct GHG emissions operational boundary at 32.8 MtCO2e.,,,
gwp_00082,r025_bp,,,Scope 1,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r025_bp_Scope 1__82,50,bp-sustainability-report-2024.pdf,Page 50 assured selected metrics report Scope 1 direct GHG emissions equity boundary at 32.2 MtCO2e.,,,
gwp_00083,r025_bp,,,Scope 2,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r025_bp_Scope 2__83,50,bp-sustainability-report-2024.pdf,Page 50 assured selected metrics report Scope 2 market-based indirect GHG emissions operational boundary at 0.8 MtCO2e.,,,
gwp_00084,r025_bp,,,Scope 2,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r025_bp_Scope 2__84,50,bp-sustainability-report-2024.pdf,Page 50 assured selected metrics report Scope 2 market-based indirect GHG emissions equity boundary at 1.3 MtCO2e.,,,
gwp_00085,r027_cardinalhealth,,,Scope 1,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r027_cardinalhealth_Scope 1__85,80,cardinal-health-fy24-ESG-report.pdf,Page 80 explicitly reports Scope 1 GHG emissions at 160150 mtCO2e under GRI 305 metrics; stored here as 0.16015 MtCO2e.,,,
gwp_00086,r029_chevron,,,,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r029_chevron__11_86,13,chevron-sustainability-highlights-2024.pdf,...20 2021 2022 2023 2024 SASB ipieca indirect GHG emissions (scope 3) 17 CCE4: A2 Category 11 use of sold products - production method - all GHGs (million tonnes CO2e) 412 408 391 405 432 Category 11 use of sold products - throughput method -,,,
gwp_00087,r029_chevron,,,,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r029_chevron__11_87,13,chevron-sustainability-highlights-2024.pdf,...20 2021 2022 2023 2024 SASB ipieca indirect GHG emissions (scope 3) 17 CCE4: A2 Category 11 use of sold products - production method - all GHGs (million tonnes CO2e) 412 408 391 405 432 Category 11 use of sold products - throughput method -,,,
gwp_00088,r029_chevron,,,,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r029_chevron__11_88,13,chevron-sustainability-highlights-2024.pdf,...20 2021 2022 2023 2024 SASB ipieca indirect GHG emissions (scope 3) 17 CCE4: A2 Category 11 use of sold products - production method - all GHGs (million tonnes CO2e) 412 408 391 405 432 Category 11 use of sold products - throughput method -,,,
gwp_00089,r029_chevron,,,,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r029_chevron__11_89,17,chevron-sustainability-highlights-2024.pdf,...20 2021 2022 2023 2024 SASB ipieca indirect GHG emissions (scope 3) 17 CCE4: A2 Category 11 use of sold products - production method - all GHGs (million tonnes CO2e) 588 621 592 576 616 Category 11 use of sold products - throughput method -,,,
gwp_00090,r029_chevron,,,,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r029_chevron__11_90,17,chevron-sustainability-highlights-2024.pdf,...20 2021 2022 2023 2024 SASB ipieca indirect GHG emissions (scope 3) 17 CCE4: A2 Category 11 use of sold products - production method - all GHGs (million tonnes CO2e) 588 621 592 576 616 Category 11 use of sold products - throughput method -,,,
gwp_00091,r029_chevron,,,Scope 1,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r029_chevron_Scope 1__91,10,chevron-sustainability-highlights-2024.pdf,Page 10 equity emissions table reports Direct GHG emissions Scope 1 all GHGs at 54 million tonnes CO2e for 2024.,,,
gwp_00092,r029_chevron,,,Scope 1,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r029_chevron_Scope 1__92,14,chevron-sustainability-highlights-2024.pdf,Page 14 operated emissions table reports Direct GHG emissions Scope 1 all GHGs at 53 million tonnes CO2e for 2024.,,,
gwp_00093,r029_chevron,,,Scope 2,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r029_chevron_Scope 2__93,12,chevron-sustainability-highlights-2024.pdf,Page 12 equity emissions table reports location-based indirect GHG emissions from imported energy Scope 2 all GHGs at 4 million tonnes CO2e for 2024.,,,
gwp_00094,r029_chevron,,,Scope 2,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r029_chevron_Scope 2__94,16,chevron-sustainability-highlights-2024.pdf,Page 16 operated emissions table reports location-based indirect GHG emissions from imported energy Scope 2 all GHGs at 2 million tonnes CO2e for 2024.,,,
gwp_00095,r029_chevron,,,Scope 2,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r029_chevron_Scope 2__95,12,chevron-sustainability-highlights-2024.pdf,Page 12 equity emissions table reports market-based indirect GHG emissions from imported energy Scope 2 all GHGs at 4 million tonnes CO2e for 2024.,,,
gwp_00096,r029_chevron,,,Scope 2,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r029_chevron_Scope 2__96,16,chevron-sustainability-highlights-2024.pdf,Page 16 operated emissions table reports market-based indirect GHG emissions from imported energy Scope 2 all GHGs at 2 million tonnes CO2e for 2024.,,,
gwp_00097,r031_samsungelectronics,,,Scope 3,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r031_samsungelectronics_Scope 3__97,62,SAMSUNG ELECTRONICS_Sustainability_report_2024_en.pdf,Auto-extracted from page 62; value 2021 tonnes CO2e.,,,
gwp_00098,r036_fordmotor,,,,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r036_fordmotor__1_98,237,2025-integrated-sustainability-and-financial-report-FORD MOTOR.pdf,Fundamentals Sustainability at Ford Products and Services Environment Social Governance Sustainability Statement Data Appendices Financial | Products and Services | Climate | Circular Economy | Water | Human Rights | Product Safety | Hum...,,,
gwp_00099,r036_fordmotor,,,,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r036_fordmotor__2_99,237,2025-integrated-sustainability-and-financial-report-FORD MOTOR.pdf,Fundamentals Sustainability at Ford Products and Services Environment Social Governance Sustainability Statement Data Appendices Financial | Products and Services | Climate | Circular Economy | Water | Human Rights | Product Safety | Hum...,,,
gwp_00100,r036_fordmotor,,,,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r036_fordmotor__4_100,193,2025-integrated-sustainability-and-financial-report-FORD MOTOR.pdf,"Fundamentals Sustainability at Ford Products and Services Environment Social Governance Sustainability Statement Data Appendices General Information Environment Social ESRS Index | | | E1: Climate Change - continued , Ford Integrated Sus...",,,
gwp_00101,r036_fordmotor,,,,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r036_fordmotor__11_101,193,2025-integrated-sustainability-and-financial-report-FORD MOTOR.pdf,"Fundamentals Sustainability at Ford Products and Services Environment Social Governance Sustainability Statement Data Appendices General Information Environment Social ESRS Index | | | E1: Climate Change - continued , Ford Integrated Sus...",,,
gwp_00102,r036_fordmotor,,,,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r036_fordmotor__15_102,193,2025-integrated-sustainability-and-financial-report-FORD MOTOR.pdf,"Fundamentals Sustainability at Ford Products and Services Environment Social Governance Sustainability Statement Data Appendices General Information Environment Social ESRS Index | | | E1: Climate Change - continued , Ford Integrated Sus...",,,
gwp_00103,r036_fordmotor,,,Scope 2,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r036_fordmotor_Scope 2__103,235,2025-integrated-sustainability-and-financial-report-FORD MOTOR.pdf,"Manual PDF-page validation accepted this direct-use Scope value. Source file: 2025-integrated-sustainability-and-financial-report-FORD MOTOR.pdf. PDF page: 235. Reported value: 2,076,700 tCO2e. Scope 2 reporting method: Location-Based. B...",,,
gwp_00104,r036_fordmotor,,,Scope 3,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r036_fordmotor_Scope 3__104,237,2025-integrated-sustainability-and-financial-report-FORD MOTOR.pdf,"Manual PDF-page validation accepted this direct-use Scope value. Source file: 2025-integrated-sustainability-and-financial-report-FORD MOTOR.pdf. PDF page: 237. Reported value: 354,140,000 tCO2e. Boundary: Operational control boundary. R...",,,
gwp_00105,r036_fordmotor,,,Scope 1,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r036_fordmotor_Scope 1__105,237,2025-integrated-sustainability-and-financial-report-FORD MOTOR.pdf,"...f sold products - vehicle use (WTW) 7 292,127,000 Category 15 - Investments 3 - - 15,972,000 Scope 1 and 2 (market-based) Emissions from Unconsolidated Investee Facilities - - 322,000 Scope 3 Vehicle Use Emissions from Vehicles Sold by Unconsolidated Investees - - 15,650,000 Tota",,,
gwp_00106,r036_fordmotor,,,Scope 1,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r036_fordmotor_Scope 1__106,192,2025-integrated-sustainability-and-financial-report-FORD MOTOR.pdf,"...port 2025 192 Gross Scopes 1, 2, 3, and Total GHG Emissions Footnote ESRS Metric 2024 Global Scope 1 GHG Emissions (metric tons CO2e) Gross Scope 1 GHG emissions 2 E1-6 44a & 48a 870,091 Consolidated accounting group E1-6 50a 870,091 Unconsolidated, where Ford has operational con",,,
gwp_00107,r038_bankofamerica,,,,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r038_bankofamerica__1_107,81,BankOfAmerica_Sustainability_2024_Report.pdf,"Environmental Operations and Supply Chain Metrics Performance The tables below presents Bank of America’s GHG emissions data for 2010 (the baseline) as well as for the three most current years of data, covering Scopes 1, 2 and 3 emission...",,,
gwp_00108,r038_bankofamerica,,,,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r038_bankofamerica__6_108,81,BankOfAmerica_Sustainability_2024_Report.pdf,"Environmental Operations and Supply Chain Metrics Performance The tables below presents Bank of America’s GHG emissions data for 2010 (the baseline) as well as for the three most current years of data, covering Scopes 1, 2 and 3 emission...",,,
gwp_00109,r038_bankofamerica,,,Scope 1,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r038_bankofamerica_Scope 1__109,116,BankOfAmerica_Sustainability_2024_Report.pdf,"Emissions Scope 1 GHG Emissions 68,050.00 tCO2e Scope 2 GHG Location-Based Emissions 610,013.00 tCO2e Scope 2 GHG Market-Based Emissions 17,736.00 tCO2e Scope 1 and Scope 2 Carbon Credits Retired 85,786.00 tCO2e Total Net Scope 1 and Market-Based Scope 2 Emissions 0 tCO2e Scope 3",,,
gwp_00110,r038_bankofamerica,,,Scope 2,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r038_bankofamerica_Scope 2__110,81,BankOfAmerica_Sustainability_2024_Report.pdf,".... METRICS AND TARGETS home 81 GHG Emissions Units 2010 (baseline) 2021 2022 2023 Scope 1 and Location-Based Scope 2 Emissions Scope 1 Direct Emissions Metric tons CO2e 106,870 57,076 66,775 68,050 Location-Based Scope 2 Indirect Emissions Metric tons CO2e 1,678,547 601,906 634,51",,,
gwp_00111,r038_bankofamerica,,,Scope 2,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r038_bankofamerica_Scope 2__111,116,BankOfAmerica_Sustainability_2024_Report.pdf,"Emissions Scope 1 GHG Emissions 68,050.00 tCO2e Scope 2 GHG Location-Based Emissions 610,013.00 tCO2e Scope 2 GHG Market-Based Emissions 17,736.00 tCO2e Scope 1 and Scope 2 Carbon Credits Retired 85,786.00 tCO2e Total Net Scope 1 and Market-Based Scope 2 Emissions 0 tCO2e Scope 3",,,
gwp_00112,r038_bankofamerica,,,Scope 3,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r038_bankofamerica_Scope 3__112,116,BankOfAmerica_Sustainability_2024_Report.pdf,"...Credits Retired 85,786.00 tCO2e Total Net Scope 1 and Market-Based Scope 2 Emissions 0 tCO2e Scope 3 GHG Emissions Purchased Goods and Services 1,722,654 tCO2e Capital Goods 48,570 tCO2e Fuel- and Energy-Related Activities 168,018 tCO2e Upstream Transportation and Distribution 15",,,
gwp_00113,r038_bankofamerica,,,Scope 3,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r038_bankofamerica_Scope 3__113,116,BankOfAmerica_Sustainability_2024_Report.pdf,"...Credits Retired 85,786.00 tCO2e Total Net Scope 1 and Market-Based Scope 2 Emissions 0 tCO2e Scope 3 GHG Emissions Purchased Goods and Services 1,722,654 tCO2e Capital Goods 48,570 tCO2e Fuel- and Energy-Related Activities 168,018 tCO2e Upstream Transportation and Distribution 15",,,
gwp_00114,r042_mercedesbenzgroup,,,,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r042_mercedesbenzgroup__1_114,10,mercedes-benz-ir-sustainability-targets-and-metrics-summary-2024.pdf,"- M E R C E D E S - B E N Z G R O U P - - S U S T A I N A B I L I T Y T A R G E T S & M E T R I C S - ENVIRONMENTAL METRICS ESRS E1-6 Climate Change | Gross Scopes 1, 2, 3 and Total GHG emissions Further information SUSTAINABILITY TARGET...",,,
gwp_00115,r042_mercedesbenzgroup,,,Scope 1,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r042_mercedesbenzgroup_Scope 1__115,4,mercedes-benz-ir-sustainability-targets-and-metrics-summary-2024.pdf,"Auto-verified from page 4; value 650,000 tCO2e.",,,
gwp_00116,r042_mercedesbenzgroup,,,Scope 2,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r042_mercedesbenzgroup_Scope 2__116,12,mercedes-benz-ir-sustainability-targets-and-metrics-summary-2024.pdf,"...ND METRICS | MERCEDES-BENZ GROUP Further information on greenhouse gas emissions Scope 1 and Scope 2 (in 1,000 tCO2e) - company-specific 2024 Total greenhouse gas emissions Scope 1 and 2 - market-based 684 Thereof CO2 emissions in production1 423 Thereof CO2 emissions from self-g",,,
gwp_00117,r046_centene公司,,,Scope 1,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r046_centene公司_Scope 1__117,73,Centene-Corporate-Responsibility-2024.pdf,"Auto-extracted from page 73; value 13,694 mt CO2e.",,,
gwp_00118,r046_centene公司,,,Scope 3,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r046_centene公司_Scope 3__118,58,Centene-Corporate-Responsibility-2024.pdf,Auto-verified from page 58; value 2019 MTCO2e.,,,
gwp_00119,r048_homedepot,,,Scope 1,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r048_homedepot_Scope 1__119,45,2024_ESG_Report_The_Home_Depot.pdf,"Manual PDF-page validation accepted this direct-use Scope value. Source file: 2024_ESG_Report_The_Home_Depot.pdf. PDF page: 45. Reported value: 628,000 tCO2e.",,,
gwp_00120,r048_homedepot,,,Scope 2,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r048_homedepot_Scope 2__120,45,2024_ESG_Report_The_Home_Depot.pdf,"Manual PDF-page validation accepted this direct-use Scope value. Source file: 2024_ESG_Report_The_Home_Depot.pdf. PDF page: 45. Reported value: 733,800 tCO2e. Scope 2 reporting method: Market-Based.",,,
gwp_00121,r048_homedepot,,,Scope 3,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r048_homedepot_Scope 3__121,95,2024_ESG_Report_The_Home_Depot.pdf,"Auto-verified from page 95; value 192,934,000 MTCO2e.",,,
gwp_00122,r049_electricitédefrance,,,Scope 1,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r049_electricitédefrance_Scope 1__122,204,edf-urd-annual-financial-report-2024-en-accessible.pdf,Manual PDF-page validation accepted this direct-use Scope value. Source file: edf-urd-annual-financial-report-2024-en-accessible.pdf. PDF page: 204. Reported value: 17 MtCO2e.,,,
gwp_00123,r049_electricitédefrance,,,Scope 2,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r049_electricitédefrance_Scope 2__123,204,edf-urd-annual-financial-report-2024-en-accessible.pdf,Manual PDF-page validation accepted this direct-use Scope value. Source file: edf-urd-annual-financial-report-2024-en-accessible.pdf. PDF page: 204. Reported value: 0.66 MtCO2e. Scope 2 reporting method: Country approach. Review note: ED...,,,
gwp_00124,r052_phillips66公司,,,Scope 1,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r052_phillips66公司_Scope 1__124,48,PHILLIPS 66-2025-0023_3_Sustainability and People Report_DIGITAL 0623.pdf,Manual PDF-page validation accepted this direct-use Scope value. Source file: PHILLIPS 66-2025-0023_3_Sustainability and People Report_DIGITAL 0623.pdf. PDF page: 48. Reported value: 32.7 MtCO2e.,,,
gwp_00125,r052_phillips66公司,,,Scope 2,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r052_phillips66公司_Scope 2__125,48,PHILLIPS 66-2025-0023_3_Sustainability and People Report_DIGITAL 0623.pdf,Auto-verified from page 48; value 9 MtCO2e.,,,
gwp_00126,r053_pinganinsurance,,,Scope 3,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r053_pinganinsurance_Scope 3__126,136,2024中国平安可持续报告.pdf,"Auto-extracted from page 136; value 42,193 吨.",,,
gwp_00127,r061_valeroenergy,,,Scope 1,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r061_valeroenergy_Scope 1__127,76,VALERO ENERGY-2024 ESG Report 0823 FINAL pages.pdf,Auto-extracted from page 76; value 24.9 million metric tons CO2e.,,,
gwp_00128,r061_valeroenergy,,,Scope 2,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r061_valeroenergy_Scope 2__128,20,VALERO ENERGY-2024 ESG Report 0823 FINAL pages.pdf,market-based Auto-extracted from page 20; value 4.9 million metric tons CO2e.,,,
gwp_00129,r066_metaplatforms公司,,,,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r066_metaplatforms公司__2_129,81,Meta-2024-Sustainability-Report.pdf,"2024 Sustainability Report 1.1 GHG emissions Market-based vs. location-based Scope 3 emissions (in metric tons CO2e) 2019 2020 2021 2022 2023 Total 4,078,000 5,091,000 5,772,583 8,466,264 7,445,621 Category 1: Purchased goods and service...",,,
gwp_00130,r066_metaplatforms公司,,,,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r066_metaplatforms公司__3_130,81,Meta-2024-Sustainability-Report.pdf,"2024 Sustainability Report 1.1 GHG emissions Market-based vs. location-based Scope 3 emissions (in metric tons CO2e) 2019 2020 2021 2022 2023 Total 4,078,000 5,091,000 5,772,583 8,466,264 7,445,621 Category 1: Purchased goods and service...",,,
gwp_00131,r066_metaplatforms公司,,,,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r066_metaplatforms公司__4_131,81,Meta-2024-Sustainability-Report.pdf,"2024 Sustainability Report 1.1 GHG emissions Market-based vs. location-based Scope 3 emissions (in metric tons CO2e) 2019 2020 2021 2022 2023 Total 4,078,000 5,091,000 5,772,583 8,466,264 7,445,621 Category 1: Purchased goods and service...",,,
gwp_00132,r066_metaplatforms公司,,,,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r066_metaplatforms公司__5_132,81,Meta-2024-Sustainability-Report.pdf,"2024 Sustainability Report 1.1 GHG emissions Market-based vs. location-based Scope 3 emissions (in metric tons CO2e) 2019 2020 2021 2022 2023 Total 4,078,000 5,091,000 5,772,583 8,466,264 7,445,621 Category 1: Purchased goods and service...",,,
gwp_00133,r066_metaplatforms公司,,,,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r066_metaplatforms公司__6_133,81,Meta-2024-Sustainability-Report.pdf,"2024 Sustainability Report 1.1 GHG emissions Market-based vs. location-based Scope 3 emissions (in metric tons CO2e) 2019 2020 2021 2022 2023 Total 4,078,000 5,091,000 5,772,583 8,466,264 7,445,621 Category 1: Purchased goods and service...",,,
gwp_00134,r066_metaplatforms公司,,,,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r066_metaplatforms公司__7_134,81,Meta-2024-Sustainability-Report.pdf,"2024 Sustainability Report 1.1 GHG emissions Market-based vs. location-based Scope 3 emissions (in metric tons CO2e) 2019 2020 2021 2022 2023 Total 4,078,000 5,091,000 5,772,583 8,466,264 7,445,621 Category 1: Purchased goods and service...",,,
gwp_00135,r066_metaplatforms公司,,,,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r066_metaplatforms公司__8_135,81,Meta-2024-Sustainability-Report.pdf,"2024 Sustainability Report 1.1 GHG emissions Market-based vs. location-based Scope 3 emissions (in metric tons CO2e) 2019 2020 2021 2022 2023 Total 4,078,000 5,091,000 5,772,583 8,466,264 7,445,621 Category 1: Purchased goods and service...",,,
gwp_00136,r066_metaplatforms公司,,,,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r066_metaplatforms公司__9_136,81,Meta-2024-Sustainability-Report.pdf,"2024 Sustainability Report 1.1 GHG emissions Market-based vs. location-based Scope 3 emissions (in metric tons CO2e) 2019 2020 2021 2022 2023 Total 4,078,000 5,091,000 5,772,583 8,466,264 7,445,621 Category 1: Purchased goods and service...",,,
gwp_00137,r066_metaplatforms公司,,,,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r066_metaplatforms公司__11_137,81,Meta-2024-Sustainability-Report.pdf,"2024 Sustainability Report 1.1 GHG emissions Market-based vs. location-based Scope 3 emissions (in metric tons CO2e) 2019 2020 2021 2022 2023 Total 4,078,000 5,091,000 5,772,583 8,466,264 7,445,621 Category 1: Purchased goods and service...",,,
gwp_00138,r066_metaplatforms公司,,,Scope 1,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r066_metaplatforms公司_Scope 1__138,78,Meta-2024-Sustainability-Report.pdf,"Manual PDF-page validation accepted this direct-use Scope value. Source file: Meta-2024-Sustainability-Report.pdf. PDF page: 78. Reported value: 48,952 tCO2e. Review note: The 48,952 tCO2e value sits under the 2023 column in the emission...",,,
gwp_00139,r066_metaplatforms公司,,,Scope 2,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r066_metaplatforms公司_Scope 2__139,80,Meta-2024-Sustainability-Report.pdf,market-based Auto-verified from page 80; value 2019 tCO2e.,,,
gwp_00140,r066_metaplatforms公司,,,Scope 3,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r066_metaplatforms公司_Scope 3__140,21,Meta-2024-Sustainability-Report.pdf,"Auto-extracted from page 21; value 7,445,621 mt CO2e.",,,
gwp_00141,r066_metaplatforms公司,,,Scope 2,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r066_metaplatforms公司_Scope 2__141,78,Meta-2024-Sustainability-Report.pdf,"...4,330,000 5,129,000 5,830,244 8,533,471 7,496,232 Scope 1 44,000 29,000 55,173 66,934 48,952 Scope 2 208,000 9,000 2,487 273 1,658 Scope 3 4,078,000 5,091,000 5,772,583 8,466,264 7,445,621 Location-based (in metric tons CO2e) 2019 2020 2021 2022 2023 Total 6,295,000 8,559,000 10,",,,
gwp_00142,r070_alibabagroupholding,,,Scope 1,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r070_alibabagroupholding_Scope 1__142,112,2025 阿里巴巴环境、社会和治理（ESG）报告.pdf,"Auto-verified from page 112; value 2,670 吨CO2e.",,,
gwp_00143,r070_alibabagroupholding,,,Scope 2,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r070_alibabagroupholding_Scope 2__143,112,2025 阿里巴巴环境、社会和治理（ESG）报告.pdf,"location-based Auto-verified from page 112; value 2,178,169 吨CO2e.",,,
gwp_00144,r071_citicgroup,,,Scope 1,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r071_citicgroup_Scope 1__144,127,2024中国中信集团有限公司环境、社会及管治报告.pdf,Auto-verified from page 127; value 7 吨CO2e.,,,
gwp_00145,r073_hyundaimotor,,,Scope 2,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r073_hyundaimotor_Scope 2__145,41,HYUNDAI MOTOR-hmc-2025-sustainability-report-en-v13.pdf,"market-based Auto-verified from page 41; value 1,684,120 tCO2e.",,,
gwp_00146,r073_hyundaimotor,,,Scope 3,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r073_hyundaimotor_Scope 3__146,135,HYUNDAI MOTOR-hmc-2025-sustainability-report-en-v13.pdf,"Auto-verified from page 135; value 147,253,154 tCO2e.",,,
gwp_00147,r073_hyundaimotor,,,Scope 2,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r073_hyundaimotor_Scope 2__147,39,HYUNDAI MOTOR-hmc-2025-sustainability-report-en-v13.pdf,...r emissions in 2024 are scheduled for third-party verification in the second half of 2025 2) Scope 2 emissions: Addition of market-based emissions from 2022 3) to calculate the sum of Scope 1 and 2 emissions(market-based) from 2022 4) Based on the country where the Headquarters i,,,
gwp_00148,r079_uniper公司,,,Scope 1,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r079_uniper公司_Scope 1__148,27,2025_08_07_Uniper_Climate_Transition_Plan_2025.pdf,Auto-verified from page 27; value 9.5 MtCO2e.,,,
gwp_00149,r082_allianz,,,Scope 2,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r082_allianz_Scope 2__149,78,en-allianz-group-annual-report-2024.pdf,"...red by the emission reduction target, the 2024 absolute IAE were 1.95 mn tvCO23 (Scope 1 and Scope 2 emissions), calculated in line with the PCAF Insurance standard. To calculate the IAE of the in-scope portfolios, the emissions of the insured vehicles (Scope 1 from fuel combusti",,,
gwp_00150,r089_rosneftoil,,,Scope 1,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r089_rosneftoil_Scope 1__150,63,ROSNEFT OIL-Rosneft_SR2024_ENG.pdf,Auto-verified from page 63; value 14.3 MtCO2e.,,,
