company_id,company_name,world500_rank,industry_section_code,industry_section_name_zh,industry_section_name_en,missing_reason,missing_scope1,missing_scope2,missing_scope3,missing_year,missing_unit,missing_boundary,next_action
r146_japanpostholdings,JAPAN POST HOLDINGS,146,J,金融业,Finance,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r148_mitsubishiufjfinancialgroup,MITSUBISHI UFJ FINANCIAL GROUP,148,J,金融业,Finance,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r149_procterandgamble,PROCTER & GAMBLE,149,C,制造业,Manufacturing,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r150_wuchanzhongdagroup,WUCHAN ZHONGDA GROUP,150,L,租赁和商务服务业,Leasing and Business Services,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r151_sevenandi控股公司,Seven & I Holdings,151,F,批发和零售业,Wholesale and Retail Trade,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r152_albertsons,ALBERTSONS,152,F,批发和零售业,Wholesale and Retail Trade,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r153_eneosholdings,ENEOS HOLDINGS,153,D,电力、热力、燃气及水生产和供应业,"Electricity, Heat, Gas and Water Production and Supply",no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r154_bankofcommunications,BANK OF COMMUNICATIONS,154,J,金融业,Finance,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r156_uspostalservice,U.S. POSTAL SERVICE,156,G,交通运输、仓储和邮政业,"Transport, Storage and Post",no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r157_jiangxicopper,JIANGXI COPPER,157,C,制造业,Manufacturing,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r158_peoplesinsurancecoofchina,PEOPLE'S INSURANCE CO. OF CHINA,158,J,金融业,Finance,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r159_boeing,BOEING,159,C,制造业,Manufacturing,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r162_kia,KIA,162,C,制造业,Manufacturing,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r163_sysco,SYSCO,163,F,批发和零售业,Wholesale and Retail Trade,partial_strong_evidence_total_excluded_from_complete_scope123_ranking,true,true,false,false,false,false,补齐缺失 Scope 或 Scope 2 方法后再入完整主榜
r164_daiichilifeholdings,DAI-ICHI LIFE HOLDINGS,164,J,金融业,Finance,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r165_pertamina,PERTAMINA,165,D,电力、热力、燃气及水生产和供应业,"Electricity, Heat, Gas and Water Production and Supply",partial_strong_evidence_total_excluded_from_complete_scope123_ranking,false,false,true,false,false,true,补齐缺失 Scope 或 Scope 2 方法后再入完整主榜
r166_vinci,VINCI,166,E,建筑业,Construction,partial_strong_evidence_total_excluded_from_complete_scope123_ranking,false,true,true,false,false,true,补齐缺失 Scope 或 Scope 2 方法后再入完整主榜
r168_torontodominionbank,TORONTO-DOMINION BANK,168,J,金融业,Finance,partial_strong_evidence_total_excluded_from_complete_scope123_ranking,true,true,false,false,false,false,补齐缺失 Scope 或 Scope 2 方法后再入完整主榜
r169_lukoil,LUKOIL,169,B,采矿业,Mining,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r174_法国bpce银行集团,BPCE Group,174,J,金融业,Finance,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r176_巴西jbs公司,JBS,176,C,制造业,Manufacturing,partial_strong_evidence_total_excluded_from_complete_scope123_ranking,false,true,true,false,false,true,补齐缺失 Scope 或 Scope 2 方法后再入完整主榜
r177_alimentationcouchetard公司,Alimentation Couche-Tard,177,F,批发和零售业,Wholesale and Retail Trade,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r178_statebankofindia,STATE BANK OF INDIA,178,J,金融业,Finance,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r179_chinamerchantsbank,CHINA MERCHANTS BANK,179,J,金融业,Finance,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r181_guangzhouautomobileindustrygroup,GUANGZHOU AUTOMOBILE INDUSTRY GROUP,181,C,制造业,Manufacturing,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r182_ubsgroup,UBS GROUP,182,J,金融业,Finance,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r183_airbus,AIRBUS,183,C,制造业,Manufacturing,partial_strong_evidence_total_excluded_from_complete_scope123_ranking,false,false,true,false,false,true,补齐缺失 Scope 或 Scope 2 方法后再入完整主榜
r184_toyotatsusho,TOYOTA TSUSHO,184,L,租赁和商务服务业,Leasing and Business Services,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r185_zhejianggeelyholdinggroup,ZHEJIANG GEELY HOLDING GROUP,185,C,制造业,Manufacturing,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r186_taiwansemiconductormanufacturing,TAIWAN SEMICONDUCTOR MANUFACTURING,186,C,制造业,Manufacturing,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r189_itaúunibancoholding,ITAÚ UNIBANCO HOLDING,189,J,金融业,Finance,partial_strong_evidence_total_excluded_from_complete_scope123_ranking,false,false,true,false,false,true,补齐缺失 Scope 或 Scope 2 方法后再入完整主榜
r190_arcelormittal,ARCELORMITTAL,190,C,制造业,Manufacturing,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r191_generalelectric,GENERAL ELECTRIC,191,C,制造业,Manufacturing,partial_strong_evidence_total_excluded_from_complete_scope123_ranking,true,true,false,false,false,false,补齐缺失 Scope 或 Scope 2 方法后再入完整主榜
r192_beijingautomotivegroup,BEIJING AUTOMOTIVE GROUP,192,C,制造业,Manufacturing,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r193_lockheedmartin,LOCKHEED MARTIN,193,C,制造业,Manufacturing,partial_strong_evidence_total_excluded_from_complete_scope123_ranking,false,true,true,false,false,true,补齐缺失 Scope 或 Scope 2 方法后再入完整主榜
r195_americanexpress,AMERICAN EXPRESS,195,J,金融业,Finance,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r196_hitachi,HITACHI,196,C,制造业,Manufacturing,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r197_rochegroup,ROCHE GROUP,197,C,制造业,Manufacturing,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r198_wilmarinternational,WILMAR INTERNATIONAL,198,C,制造业,Manufacturing,partial_strong_evidence_total_excluded_from_complete_scope123_ranking,true,true,false,false,false,false,补齐缺失 Scope 或 Scope 2 方法后再入完整主榜
r199_caterpillar,CATERPILLAR,199,C,制造业,Manufacturing,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r200_bancobilbaovizcayaargentaria,BANCO BILBAO VIZCAYA ARGENTARIA,200,J,金融业,Finance,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r201_koreaelectricpower,KOREA ELECTRIC POWER,201,D,电力、热力、燃气及水生产和供应业,"Electricity, Heat, Gas and Water Production and Supply",no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r202_metlife,METLIFE,202,J,金融业,Finance,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r203_aeon,AEON,203,F,批发和零售业,Wholesale and Retail Trade,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r204_lloydsbankinggroup,LLOYDS BANKING GROUP,204,J,金融业,Finance,partial_strong_evidence_total_excluded_from_complete_scope123_ranking,false,false,false,false,false,false,补齐缺失 Scope 或 Scope 2 方法后再入完整主榜
r205_deutschebank,DEUTSCHE BANK,205,J,金融业,Finance,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r206_chinavanke,CHINA VANKE,206,K,房地产业,Real Estate,partial_strong_evidence_total_excluded_from_complete_scope123_ranking,false,true,true,false,false,true,补齐缺失 Scope 或 Scope 2 方法后再入完整主榜
r207_hca医疗保健公司,HCA Healthcare,207,S,公共管理、社会保障和社会组织,"Public Administration, Social Security and Social Organizations",no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r208_sumitomomitsuifinancialgroup,SUMITOMO MITSUI FINANCIAL GROUP,208,J,金融业,Finance,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r209_lg电子,LG Electronics,209,C,制造业,Manufacturing,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r211_accenture,ACCENTURE,211,I,信息传输、软件和信息技术服务业,"Information Transmission, Software and Information Technology Services",no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r212_barclays,BARCLAYS,212,J,金融业,Finance,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r214_aluminumcorpofchina,ALUMINUM CORP. OF CHINA,214,C,制造业,Manufacturing,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r215_munichregroup,MUNICH RE GROUP,215,J,金融业,Finance,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r217_bancodobrasil,BANCO DO BRASIL,217,J,金融业,Finance,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r220_nipponsteelcorporation,NIPPON STEEL CORPORATION,220,C,制造业,Manufacturing,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r221_deere,DEERE,221,C,制造业,Manufacturing,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r223_stonex集团,StoneX,223,J,金融业,Finance,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r224_zurichinsurancegroup,ZURICH INSURANCE GROUP,224,J,金融业,Finance,partial_strong_evidence_total_excluded_from_complete_scope123_ranking,true,true,false,false,false,false,补齐缺失 Scope 或 Scope 2 方法后再入完整主榜
r225_bouygues,BOUYGUES,225,E,建筑业,Construction,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r226_mizuhofinancialgroup,MIZUHO FINANCIAL GROUP,226,J,金融业,Finance,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r227_daimlertruckholding,DAIMLER TRUCK HOLDING,227,C,制造业,Manufacturing,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r228_inggroup,ING GROUP,228,J,金融业,Finance,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r230_bungeglobal,BUNGE GLOBAL,230,C,制造业,Manufacturing,partial_strong_evidence_total_excluded_from_complete_scope123_ranking,false,false,true,false,false,true,补齐缺失 Scope 或 Scope 2 方法后再入完整主榜
r231_anheuserbuschinbev,ANHEUSER-BUSCH INBEV,231,C,制造业,Manufacturing,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r234_panasonicholdings,PANASONIC HOLDINGS,234,C,制造业,Manufacturing,partial_strong_evidence_total_excluded_from_complete_scope123_ranking,false,true,true,false,false,true,补齐缺失 Scope 或 Scope 2 方法后再入完整主榜
r235_conocophillips,CONOCOPHILLIPS,235,B,采矿业,Mining,partial_strong_evidence_total_excluded_from_complete_scope123_ranking,true,false,true,false,false,true,补齐缺失 Scope 或 Scope 2 方法后再入完整主榜
r236_pfizer,PFIZER,236,C,制造业,Manufacturing,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r237_deltaairlines,DELTA AIR LINES,237,G,交通运输、仓储和邮政业,"Transport, Storage and Post",no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r241_tdsynnex公司,TD Synnex,241,F,批发和零售业,Wholesale and Retail Trade,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r244_allstate,ALLSTATE,244,J,金融业,Finance,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r246_ciscosystems,CISCO SYSTEMS,246,C,制造业,Manufacturing,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r247_repsol,REPSOL,247,C,制造业,Manufacturing,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r248_lenovogroup,LENOVO GROUP,248,C,制造业,Manufacturing,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r250_contemporaryamperextechnology,CONTEMPORARY AMPEREX TECHNOLOGY,250,C,制造业,Manufacturing,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r251_renault,RENAULT,251,C,制造业,Manufacturing,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r252_bancobradesco,BANCO BRADESCO,252,J,金融业,Finance,partial_strong_evidence_total_excluded_from_complete_scope123_ranking,false,true,true,false,false,true,补齐缺失 Scope 或 Scope 2 方法后再入完整主榜
r255_chartercommunications,CHARTER COMMUNICATIONS,255,I,信息传输、软件和信息技术服务业,"Information Transmission, Software and Information Technology Services",no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r257_edekazentrale,EDEKA ZENTRALE,257,F,批发和零售业,Wholesale and Retail Trade,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r258_bharatpetroleum,BHARAT PETROLEUM,258,D,电力、热力、燃气及水生产和供应业,"Electricity, Heat, Gas and Water Production and Supply",no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r259_abbvie,ABBVIE,259,C,制造业,Manufacturing,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r262_tjx公司,TJX,262,F,批发和零售业,Wholesale and Retail Trade,partial_strong_evidence_total_excluded_from_complete_scope123_ranking,false,true,true,false,false,true,补齐缺失 Scope 或 Scope 2 方法后再入完整主榜
r263_novartis,NOVARTIS,263,C,制造业,Manufacturing,partial_strong_evidence_total_excluded_from_complete_scope123_ranking,true,false,true,false,false,true,补齐缺失 Scope 或 Scope 2 方法后再入完整主榜
r264_riotintogroup,RIO TINTO GROUP,264,B,采矿业,Mining,partial_strong_evidence_total_excluded_from_complete_scope123_ranking,true,true,false,false,false,false,补齐缺失 Scope 或 Scope 2 方法后再入完整主榜
r266_prudentialfinancial,PRUDENTIAL FINANCIAL,266,J,金融业,Finance,partial_strong_evidence_total_excluded_from_complete_scope123_ranking,false,false,false,false,false,false,补齐缺失 Scope 或 Scope 2 方法后再入完整主榜
r268_bhpgroup,BHP GROUP,268,B,采矿业,Mining,partial_strong_evidence_total_excluded_from_complete_scope123_ranking,true,true,false,false,false,false,补齐缺失 Scope 或 Scope 2 方法后再入完整主榜
r269_hp,HP,269,C,制造业,Manufacturing,partial_strong_evidence_total_excluded_from_complete_scope123_ranking,false,true,true,false,false,true,补齐缺失 Scope 或 Scope 2 方法后再入完整主榜
r271_tatamotors,TATA MOTORS,271,C,制造业,Manufacturing,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r272_performancefoodgroup公司,Performance Food Group,272,F,批发和零售业,Wholesale and Retail Trade,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r273_iberdrola公司,Iberdrola,273,I,信息传输、软件和信息技术服务业,"Information Transmission, Software and Information Technology Services",no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r275_idemitsukosan,IDEMITSU KOSAN,275,D,电力、热力、燃气及水生产和供应业,"Electricity, Heat, Gas and Water Production and Supply",no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r282_volvo,VOLVO,282,C,制造业,Manufacturing,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r283_intesasanpaolo,INTESA SANPAOLO,283,J,金融业,Finance,partial_strong_evidence_total_excluded_from_complete_scope123_ranking,false,false,true,false,false,true,补齐缺失 Scope 或 Scope 2 方法后再入完整主榜
r286_bayer,BAYER,286,C,制造业,Manufacturing,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r287_tokiomarineholdings,TOKIO MARINE HOLDINGS,287,J,金融业,Finance,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r289_maerskgroup,MAERSK GROUP,289,C,制造业,Manufacturing,partial_strong_evidence_total_excluded_from_complete_scope123_ranking,true,false,true,false,false,true,补齐缺失 Scope 或 Scope 2 方法后再入完整主榜
r290_phoenixpharma,PHOENIX PHARMA,290,F,批发和零售业,Wholesale and Retail Trade,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r294_bankofmontreal,BANK OF MONTREAL,294,J,金融业,Finance,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r295_zffriedrichshafen,ZF FRIEDRICHSHAFEN,295,C,制造业,Manufacturing,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r298_marubeni,MARUBENI,298,L,租赁和商务服务业,Leasing and Business Services,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r301_swissre,SWISS RE,301,J,金融业,Finance,partial_strong_evidence_total_excluded_from_complete_scope123_ranking,true,true,false,false,false,false,补齐缺失 Scope 或 Scope 2 方法后再入完整主榜
r302_chubb,CHUBB,302,J,金融业,Finance,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r305_denso,DENSO,305,C,制造业,Manufacturing,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r308_veoliaenvironnement,VEOLIA ENVIRONNEMENT,308,I,信息传输、软件和信息技术服务业,"Information Transmission, Software and Information Technology Services",no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r310_vodafonegroup,VODAFONE GROUP,310,I,信息传输、软件和信息技术服务业,"Information Transmission, Software and Information Technology Services",no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r311_plainsgpholdings公司,Plains GP Holdings,311,G,交通运输、仓储和邮政业,"Transport, Storage and Post",no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r313_exor集团,EXOR,313,J,金融业,Finance,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r317_tokyoelectricpower,TOKYO ELECTRIC POWER,317,D,电力、热力、燃气及水生产和供应业,"Electricity, Heat, Gas and Water Production and Supply",partial_strong_evidence_total_excluded_from_complete_scope123_ranking,false,true,true,false,false,true,补齐缺失 Scope 或 Scope 2 方法后再入完整主榜
r318_sumitomo,SUMITOMO,318,L,租赁和商务服务业,Leasing and Business Services,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r319_worldkinect公司,World Kinect,319,D,电力、热力、燃气及水生产和供应业,"Electricity, Heat, Gas and Water Production and Supply",no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r320_orange公司,Orange,320,I,信息传输、软件和信息技术服务业,"Information Transmission, Software and Information Technology Services",partial_strong_evidence_total_excluded_from_complete_scope123_ranking,true,true,false,false,false,false,补齐缺失 Scope 或 Scope 2 方法后再入完整主榜
r322_ingkagroup,INGKA GROUP,322,F,批发和零售业,Wholesale and Retail Trade,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r323_anzgroupholdings,ANZ GROUP HOLDINGS,323,J,金融业,Finance,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r324_americaninternationalgroup,AMERICAN INTERNATIONAL GROUP,324,J,金融业,Finance,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r326_sinomach,SINOMACH,326,C,制造业,Manufacturing,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r329_astrazeneca,ASTRAZENECA,329,C,制造业,Manufacturing,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r333_tiaa,TIAA,333,J,金融业,Finance,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
