review_priority,queue_priority,auto_promote_allowed,recommended_action_en,recommended_action_zh,technology_id,technology_name_en,company_id,company_name_en,company_name_zh,world500_rank,industry_section_code,industry_section_en,current_signal_status,validated_project_evidence_count,validated_project_names_en,validated_project_pages,validated_project_source_files,missing_to_project_gate,company_timeline_years,company_cost_signal_present,company_evidence_count,candidate_decision_bucket,candidate_decision_status,candidate_decision_rationale_en,candidate_decision_rationale_zh,evidence_boundary,sample_pages,sample_source_files,company_sample_snippet_en
P1_backfill_project_cost_and_abatement,P1,false,"The snippet has timeline signals. Backfill cost/investment and abatement-effect evidence if disclosed, otherwise keep those fields explicitly blank.",片段已有时间信号。若原文披露成本/投资和减排效果则补齐；未披露时字段必须明确留空。,renewable_power,Renewable power and green electricity procurement,r027_cardinalhealth,CARDINAL HEALTH,嘉德诺健康集团,27,F,Wholesale and Retail Trade,company_specific_disclosure_snippet,0,,,,project_or_measure_name | page_source_binding | implementation_stage | cost_or_investment | abatement_effect,2024,no,11,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,100 | 104 | 104 | 104 | 104,Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf,"imization, renewable energy, and improved transportation efficiency. Reducing our environmental impact In fiscal 2024 we took additional steps toward reducing our environmental impact. We sought and received approval from the Science Based"
P1_backfill_project_cost_and_abatement,P1,false,"The snippet has timeline signals. Backfill cost/investment and abatement-effect evidence if disclosed, otherwise keep those fields explicitly blank.",片段已有时间信号。若原文披露成本/投资和减排效果则补齐；未披露时字段必须明确留空。,renewable_power,Renewable power and green electricity procurement,r039_generalmotors,GENERAL MOTORS,通用汽车公司,39,C,Manufacturing,company_specific_disclosure_snippet,0,,,,project_or_measure_name | page_source_binding | implementation_stage | cost_or_investment | abatement_effect,2025 | 2035,no,8,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,100 | 104 | 104 | 104 | 104,Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf,kilometer against a 2018 baseline • Eliminate tailpipe emissions from new U.S. light-duty vehicles Scopes 1 and 2 By 2025: • Source 100% renewable electricity for our U.S. sites by the end of 2025 By 2035: • Source 100% renewable electricit
P1_backfill_project_cost_and_abatement,P1,false,"The snippet has timeline signals. Backfill cost/investment and abatement-effect evidence if disclosed, otherwise keep those fields explicitly blank.",片段已有时间信号。若原文披露成本/投资和减排效果则补齐；未披露时字段必须明确留空。,renewable_power,Renewable power and green electricity procurement,r068_verizoncommunications,VERIZON COMMUNICATIONS,威瑞森电信,68,I,"Information Transmission, Software and Information Technology Services",company_specific_disclosure_snippet,0,,,,project_or_measure_name | page_source_binding | implementation_stage | cost_or_investment | abatement_effect,2030,no,7,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,100 | 104 | 104 | 104 | 104,Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf,"nt to 13% of electricity usage Target: Expect to source renewable energy equivalent to 100% of our annual electricity usage By 2030 * Scope 1, 2 and 3 emissions are independently assured. ** These targets were approved by the Science Based"
P1_backfill_project_cost_and_abatement,P1,false,"The snippet has timeline signals. Backfill cost/investment and abatement-effect evidence if disclosed, otherwise keep those fields explicitly blank.",片段已有时间信号。若原文披露成本/投资和减排效果则补齐；未披露时字段必须明确留空。,renewable_power,Renewable power and green electricity procurement,r122_carrefour,CARREFOUR,家乐福,122,F,Wholesale and Retail Trade,company_specific_disclosure_snippet,0,,,,project_or_measure_name | page_source_binding | implementation_stage | cost_or_investment | abatement_effect,2026 | 2030 | 2040,no,12,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,100 | 104 | 104 | 104 | 104,Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf,cope 1 & 2 CO emissions % (in tCO eq) -70% 2040 Proportion of renewable electricity out of total electricity consumption % (in MWh) 100% 2030 0% 2019 Reduction in energy use intensity % (in kWh/sq.m.) -20% 2026 528 2019 -27.5% 2030 Reductio
P1_backfill_project_cost_and_abatement,P1,false,"The snippet has timeline signals. Backfill cost/investment and abatement-effect evidence if disclosed, otherwise keep those fields explicitly blank.",片段已有时间信号。若原文披露成本/投资和减排效果则补齐；未披露时字段必须明确留空。,renewable_power,Renewable power and green electricity procurement,r128_sony,SONY,索尼,128,C,Manufacturing,company_specific_disclosure_snippet,0,,,,project_or_measure_name | page_source_binding | implementation_stage | cost_or_investment | abatement_effect,2030,no,7,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,100 | 104 | 104 | 104 | 104,Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf,ectricity for power used in their global business operations • Joined in 2018 • Committed to procuring 100% renewable electricity for power used in its global business operations by 2030 • Selected as a corporate member of the RE100 Advisor
P1_backfill_project_cost_and_abatement,P1,false,"The snippet has timeline signals. Backfill cost/investment and abatement-effect evidence if disclosed, otherwise keep those fields explicitly blank.",片段已有时间信号。若原文披露成本/投资和减排效果则补齐；未披露时字段必须明确留空。,renewable_power,Renewable power and green electricity procurement,r139_lowes,LOWE'S,美国劳氏公司,139,F,Wholesale and Retail Trade,company_specific_disclosure_snippet,0,,,,project_or_measure_name | page_source_binding | implementation_stage | cost_or_investment | abatement_effect,2021 | 2030 | 2050,no,8,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,100 | 104 | 104 | 104 | 104,Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf,BY 2030: 50% renewable energy1 for Lowe's facilities 2021 2030 14% BY 2030: Reduce absolute scope 1 and 2 GHG emissions by 42% from 2021 levels 2021 2030 19% Reduce absolute scope 3 emissions by 25% from 2021 levels 2021 2030 20% BY 2050: A
P1_backfill_project_cost_and_abatement,P1,false,"The snippet has timeline signals. Backfill cost/investment and abatement-effect evidence if disclosed, otherwise keep those fields explicitly blank.",片段已有时间信号。若原文披露成本/投资和减排效果则补齐；未披露时字段必须明确留空。,renewable_power,Renewable power and green electricity procurement,r209_lg电子,LG Electronics,LG电子,209,C,Manufacturing,company_specific_disclosure_snippet,0,,,,project_or_measure_name | page_source_binding | implementation_stage | cost_or_investment | abatement_effect,2030 | 2050,no,8,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,100 | 104 | 104 | 104 | 104,Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf,"6% and Scope 3 emissions from the use of 7 major product lines by 20% by 2030 • Reach 100% renewable energy by 2050 • Follow a science-based strategy through the high-efficiency products, renewable energy transition, supply chain carbon m"
P1_backfill_project_cost_and_abatement,P1,false,"The snippet has timeline signals. Backfill cost/investment and abatement-effect evidence if disclosed, otherwise keep those fields explicitly blank.",片段已有时间信号。若原文披露成本/投资和减排效果则补齐；未披露时字段必须明确留空。,renewable_power,Renewable power and green electricity procurement,r263_novartis,NOVARTIS,诺华公司,263,C,Manufacturing,company_specific_disclosure_snippet,0,,,,project_or_measure_name | page_source_binding | implementation_stage | cost_or_investment | abatement_effect,2024,no,8,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,100 | 104 | 104 | 104 | 104,Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf,"In 2024, 96% of our purchased electricity consumption was renewable, compared with 92% a year earlier, after sourcing renewable electricity for sites in several countries in Asia and South America, which are not included in the scope of our"
P1_backfill_project_cost_and_abatement,P1,false,"The snippet has timeline signals. Backfill cost/investment and abatement-effect evidence if disclosed, otherwise keep those fields explicitly blank.",片段已有时间信号。若原文披露成本/投资和减排效果则补齐；未披露时字段必须明确留空。,renewable_power,Renewable power and green electricity procurement,r272_performancefoodgroup公司,Performance Food Group,Performance Food Group,272,F,Wholesale and Retail Trade,company_specific_disclosure_snippet,0,,,,project_or_measure_name | page_source_binding | implementation_stage | cost_or_investment | abatement_effect,2030,no,8,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,100 | 104 | 104 | 104 | 104,Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf,Renewable Energy Secure 10% of purchased electricity from renewable sources by 2030.
P1_backfill_project_cost_and_abatement,P1,false,"The snippet has timeline signals. Backfill cost/investment and abatement-effect evidence if disclosed, otherwise keep those fields explicitly blank.",片段已有时间信号。若原文披露成本/投资和减排效果则补齐；未披露时字段必须明确留空。,renewable_power,Renewable power and green electricity procurement,r298_marubeni,MARUBENI,丸红株式会社,298,L,Leasing and Business Services,company_specific_disclosure_snippet,0,,,,project_or_measure_name | page_source_binding | implementation_stage | cost_or_investment | abatement_effect,2021,no,8,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,100 | 104 | 104 | 104 | 104,Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf,A zero emission factor is applied to purchased electricity derived from renewable energy in calculating Scope 2 greenhouse gas emissions since FYE 3/2021. ・Emission factors of non-energy-related GHG Emission factors stipulated by the Act on
P1_backfill_project_cost_and_abatement,P1,false,"The snippet has timeline signals. Backfill cost/investment and abatement-effect evidence if disclosed, otherwise keep those fields explicitly blank.",片段已有时间信号。若原文披露成本/投资和减排效果则补齐；未披露时字段必须明确留空。,renewable_power,Renewable power and green electricity procurement,r301_swissre,SWISS RE,瑞士再保险股份有限公司,301,J,Finance,company_specific_disclosure_snippet,0,,,,project_or_measure_name | page_source_binding | implementation_stage | cost_or_investment | abatement_effect,2024,no,11,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,100 | 104 | 104 | 104 | 104,Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf,| Sustainability Report 2024 8 This is a “renewable electricity procurement target” to actively source renewable electricity at a rate that is consistent with well below 2°C global warming scenarios. This is considered by the Science Based
P1_backfill_project_cost_and_abatement,P1,false,"The snippet has timeline signals. Backfill cost/investment and abatement-effect evidence if disclosed, otherwise keep those fields explicitly blank.",片段已有时间信号。若原文披露成本/投资和减排效果则补齐；未披露时字段必须明确留空。,renewable_power,Renewable power and green electricity procurement,r324_americaninternationalgroup,AMERICAN INTERNATIONAL GROUP,美国国际集团,324,J,Finance,company_specific_disclosure_snippet,0,,,,project_or_measure_name | page_source_binding | implementation_stage | cost_or_investment | abatement_effect,2024,no,11,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,100 | 104 | 104 | 104 | 104,Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf,"to control heating, ventilation, air conditioning and other equipment • Transition to more fuel-efficient fleet models • Switch to hybrid and electric vehicles where feasible Procuring renewable energy • In 2024, 11% of our energy consumpti"
P1_backfill_project_cost_and_abatement,P1,false,"The snippet has timeline signals. Backfill cost/investment and abatement-effect evidence if disclosed, otherwise keep those fields explicitly blank.",片段已有时间信号。若原文披露成本/投资和减排效果则补齐；未披露时字段必须明确留空。,renewable_power,Renewable power and green electricity procurement,r339_hyundaimobis,HYUNDAI MOBIS,现代摩比斯公司,339,C,Manufacturing,company_specific_disclosure_snippet,0,,,,project_or_measure_name | page_source_binding | implementation_stage | cost_or_investment | abatement_effect,2024 | 2030 | 2040 | 2045,no,8,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,100 | 104 | 104 | 104 | 104,Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf,"GHG emissions (Scope 1 + 2, based on FY2019) 2024 emissions 401,502 tco2eq 2045 target 0 tco2eq Use of and transition to renewable energy at operation sites (based on FY2019) 2024 progress 12.9% 2030 target 65%, 2040 target 100% Product cat"
P1_backfill_project_cost_and_abatement,P1,false,"The snippet has timeline signals. Backfill cost/investment and abatement-effect evidence if disclosed, otherwise keep those fields explicitly blank.",片段已有时间信号。若原文披露成本/投资和减排效果则补齐；未披露时字段必须明确留空。,renewable_power,Renewable power and green electricity procurement,r342_bristolmyerssquibb,BRISTOL-MYERS SQUIBB,百时美施贵宝公司,342,C,Manufacturing,company_specific_disclosure_snippet,0,,,,project_or_measure_name | page_source_binding | implementation_stage | cost_or_investment | abatement_effect,2030,no,8,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,100 | 104 | 104 | 104 | 104,Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf,Energy Efficiency Transition to Renewable Electricity Virtual power purchase agreements (VPPAs) are an important part of BMS’ strategy to meet our target to achieve 100% of purchased electricity from renewable sources by the end of 2030.
P1_backfill_project_cost_and_abatement,P1,false,"The snippet has timeline signals. Backfill cost/investment and abatement-effect evidence if disclosed, otherwise keep those fields explicitly blank.",片段已有时间信号。若原文披露成本/投资和减排效果则补齐；未披露时字段必须明确留空。,renewable_power,Renewable power and green electricity procurement,r346_dow,DOW,陶氏公司,346,C,Manufacturing,company_specific_disclosure_snippet,0,,,,project_or_measure_name | page_source_binding | implementation_stage | cost_or_investment | abatement_effect,2024,no,8,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,100 | 104 | 104 | 104 | 104,Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf,"purchases accounted for in another category 21.0% Good 3.3 Relevant, calculated Hybrid Dow internal records for fuel and energy purchased for Dow operations in 2024 Ecoinvent v3.11 N/A Emissions related to the production of renewable energy"
P1_backfill_project_cost_and_abatement,P1,false,"The snippet has timeline signals. Backfill cost/investment and abatement-effect evidence if disclosed, otherwise keep those fields explicitly blank.",片段已有时间信号。若原文披露成本/投资和减排效果则补齐；未披露时字段必须明确留空。,renewable_power,Renewable power and green electricity procurement,r350_telefónica,TELEFÓNICA,西班牙电话公司,350,I,"Information Transmission, Software and Information Technology Services",company_specific_disclosure_snippet,0,,,,project_or_measure_name | page_source_binding | implementation_stage | cost_or_investment | abatement_effect,2023 | 2024,no,10,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,100 | 104 | 104 | 104 | 104,Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf,"Climate change Table 2. Energy consumption evolution Energy consumption Unit 2023 2024 Total energy consumption MWh 6,011,861 6,059,374 Electricity consumption + self-generation MWh 5,739,167 5,783,755 Renewable electricity consumption M..."
P1_backfill_project_cost_and_abatement,P1,false,"The snippet has timeline signals. Backfill cost/investment and abatement-effect evidence if disclosed, otherwise keep those fields explicitly blank.",片段已有时间信号。若原文披露成本/投资和减排效果则补齐；未披露时字段必须明确留空。,renewable_power,Renewable power and green electricity procurement,r423_daiwahouseindustry,DAIWA HOUSE INDUSTRY,大和房建,423,E,Construction,company_specific_disclosure_snippet,0,,,,project_or_measure_name | page_source_binding | implementation_stage | cost_or_investment | abatement_effect,2024,no,8,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,100 | 104 | 104 | 104 | 104,Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf,"Achieved our target for Scope 2 emission reduction by adopting renewable electricity In fiscal 2024, we transitioned to renewable energy sources and purchased non-fossil-fuel energy certificates as an electricity buyer, making over 99% of o"
P1_backfill_project_cost_and_abatement,P1,false,"The snippet has timeline signals. Backfill cost/investment and abatement-effect evidence if disclosed, otherwise keep those fields explicitly blank.",片段已有时间信号。若原文披露成本/投资和减排效果则补齐；未披露时字段必须明确留空。,renewable_power,Renewable power and green electricity procurement,r449_nationalaustraliabank,NATIONAL AUSTRALIA BANK,澳大利亚国民银行,449,J,Finance,company_specific_disclosure_snippet,0,,,,project_or_measure_name | page_source_binding | implementation_stage | cost_or_investment | abatement_effect,2020 | 2021 | 2022 | 2023 | 2024,no,16,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,100 | 104 | 104 | 104 | 104,Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf,3% 7% 31% 72% 88% 95% Non-renewable electricity (MWh) Renewable electricity (MWh) 2019 2020 2021 2022 2023 2024 Approach to offsetting residual operational emissions The Group first avoids and reduces greenhouse gas emissions associated wit
P1_backfill_project_cost_and_abatement,P1,false,"The snippet has timeline signals. Backfill cost/investment and abatement-effect evidence if disclosed, otherwise keep those fields explicitly blank.",片段已有时间信号。若原文披露成本/投资和减排效果则补齐；未披露时字段必须明确留空。,renewable_power,Renewable power and green electricity procurement,r455_elililly,ELI LILLY,美国礼来公司,455,C,Manufacturing,company_specific_disclosure_snippet,0,,,,project_or_measure_name | page_source_binding | implementation_stage | cost_or_investment | abatement_effect,2020 | 2024,no,8,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,100 | 104 | 104 | 104 | 104,Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf,"In 2024, we secured 58% of our purchased electricity from renewable sources and reduced our Scope 1 and 2 greenhouse gas emissions by 37% from 2020 to 2024, while our overall business has grown. • Implementing a new on-site solar array at o"
P1_backfill_project_name_timeline_cost_abatement,P1,false,"Backfill project or measure name, page/source binding, implementation stage, timeline, cost/investment, and abatement effect before treating this as project evidence.",补齐项目/措施名称、页码/来源绑定、实施阶段、时间线、成本/投资和减排效果后，才可作为项目证据。,battery_storage,Battery and energy storage,r007_apple,APPLE,苹果公司,7,C,Manufacturing,company_specific_disclosure_snippet,0,,,,project_or_measure_name | page_source_binding | implementation_stage | timeline_years | cost_or_investment | abatement_effect,,no,4,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,13 | 13 | 13 | 13.0 | 22,Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | ENGIE_DEU_2024_US__PDF_MEL_v3.pdf,"c shipped in our products in 202425 Our progress iPhone 16 uses more than 95 percent recycled lithium in the battery, a first for Apple26 Our progress We now use 99 percent recycled rare earth elements in all magnets in our products 95% Pro"
P1_backfill_project_name_timeline_cost_abatement,P1,false,"Backfill project or measure name, page/source binding, implementation stage, timeline, cost/investment, and abatement effect before treating this as project evidence.",补齐项目/措施名称、页码/来源绑定、实施阶段、时间线、成本/投资和减排效果后，才可作为项目证据。,battery_storage,Battery and energy storage,r130_engie集团,Engie,Engie,130,D,"Electricity, Heat, Gas and Water Production and Supply",company_specific_disclosure_snippet,0,,,,project_or_measure_name | page_source_binding | implementation_stage | timeline_years | cost_or_investment | abatement_effect,,no,3,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,13 | 13 | 13 | 13.0 | 22,Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | ENGIE_DEU_2024_US__PDF_MEL_v3.pdf,17 1.0 1.5 1.3 Other targets Share of renewable energy capacity in the electricity production mix (@ 100% and excluding energy storage)(3) ☐☐ 58%/66% 43% 41% 38% Proportion of the top 250 preferred suppliers (excluding energy) certified by
P1_backfill_project_name_timeline_cost_abatement,P1,false,"Backfill project or measure name, page/source binding, implementation stage, timeline, cost/investment, and abatement effect before treating this as project evidence.",补齐项目/措施名称、页码/来源绑定、实施阶段、时间线、成本/投资和减排效果后，才可作为项目证据。,carbon_management,"Carbon management, methane, CCUS, and removals",r004_saudiaramco,SAUDI ARAMCO,沙特阿美公司,4,B,Mining,company_specific_disclosure_snippet,0,,,,project_or_measure_name | page_source_binding | implementation_stage | timeline_years | cost_or_investment | abatement_effect,,no,16,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,13 | 19 | 19 | 68 | 13,2024-saudi-aramco-sustainability-report-full-en.pdf | 2024-saudi-aramco-sustainability-report-full-en.pdf | 2024-saudi-aramco-sustainability-report-full-en.pdf | 2024-saudi-aramco-sustainability-report-full-en.pdf | 2024-saudi-aramco-sustainability-report-full-en.pdf,"Note External limited assurance symbol 27,708 Upstream methane emissions reduced by 11.4%, primarily due to the increased implementation of flare gas recovery systems to reduce venting and flaring, and increased leak detection and repair in"
P1_backfill_project_name_timeline_cost_abatement,P1,false,"Backfill project or measure name, page/source binding, implementation stage, timeline, cost/investment, and abatement effect before treating this as project evidence.",补齐项目/措施名称、页码/来源绑定、实施阶段、时间线、成本/投资和减排效果后，才可作为项目证据。,carbon_management,"Carbon management, methane, CCUS, and removals",r029_chevron,CHEVRON,雪佛龙,29,B,Mining,company_specific_disclosure_snippet,0,,,,project_or_measure_name | page_source_binding | implementation_stage | timeline_years | cost_or_investment | abatement_effect,,no,7,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,13 | 19 | 19 | 68 | 13,2024-saudi-aramco-sustainability-report-full-en.pdf | 2024-saudi-aramco-sustainability-report-full-en.pdf | 2024-saudi-aramco-sustainability-report-full-en.pdf | 2024-saudi-aramco-sustainability-report-full-en.pdf | 2024-saudi-aramco-sustainability-report-full-en.pdf,s CO₂e/boe) 26.8 28.6 27.5 26.1 27.1 Methane intensity (kilograms CO₂e/boe) 2.0 2.1 1.9 1.6 1.7 Flaring intensity (kilograms CO₂e/boe) 3.8 4.3 3.5 2.8 3.0 Refining carbon intensity (kilograms CO₂e/boe) 1 38.6 37.9 37.0 36.0 37.0 CCE4: C4 di
P1_backfill_project_name_timeline_cost_abatement,P1,false,"Backfill project or measure name, page/source binding, implementation stage, timeline, cost/investment, and abatement effect before treating this as project evidence.",补齐项目/措施名称、页码/来源绑定、实施阶段、时间线、成本/投资和减排效果后，才可作为项目证据。,carbon_management,"Carbon management, methane, CCUS, and removals",r050_marathonpetroleum,MARATHON PETROLEUM,马拉松原油公司,50,D,"Electricity, Heat, Gas and Water Production and Supply",company_specific_disclosure_snippet,0,,,,project_or_measure_name | page_source_binding | implementation_stage | timeline_years | cost_or_investment | abatement_effect,,no,8,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,13 | 19 | 19 | 68 | 13,2024-saudi-aramco-sustainability-report-full-en.pdf | 2024-saudi-aramco-sustainability-report-full-en.pdf | 2024-saudi-aramco-sustainability-report-full-en.pdf | 2024-saudi-aramco-sustainability-report-full-en.pdf | 2024-saudi-aramco-sustainability-report-full-en.pdf,"Our Scope 1 and 2 GHG emissions intensity is down 28% from our 2014 baseline, freshwater withdrawal intensity is down 18% from a 2016 baseline, and we have reduced methane emissions intensity an impressive 59% from 2016 levels."
P1_backfill_project_name_timeline_cost_abatement,P1,false,"Backfill project or measure name, page/source binding, implementation stage, timeline, cost/investment, and abatement effect before treating this as project evidence.",补齐项目/措施名称、页码/来源绑定、实施阶段、时间线、成本/投资和减排效果后，才可作为项目证据。,carbon_management,"Carbon management, methane, CCUS, and removals",r052_phillips66公司,Phillips 66,Phillips 66,52,D,"Electricity, Heat, Gas and Water Production and Supply",company_specific_disclosure_snippet,0,,,,project_or_measure_name | page_source_binding | implementation_stage | timeline_years | cost_or_investment | abatement_effect,,no,4,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,13 | 19 | 19 | 68 | 13,2024-saudi-aramco-sustainability-report-full-en.pdf | 2024-saudi-aramco-sustainability-report-full-en.pdf | 2024-saudi-aramco-sustainability-report-full-en.pdf | 2024-saudi-aramco-sustainability-report-full-en.pdf | 2024-saudi-aramco-sustainability-report-full-en.pdf,"This includes 6,847 metric tons of methane emissions excluded in the GHGRP but accounted for in our company Scope 1 and 2 GHG emissions to represent methane more holistically."
P1_backfill_project_name_timeline_cost_abatement,P1,false,"Backfill project or measure name, page/source binding, implementation stage, timeline, cost/investment, and abatement effect before treating this as project evidence.",补齐项目/措施名称、页码/来源绑定、实施阶段、时间线、成本/投资和减排效果后，才可作为项目证据。,carbon_management,"Carbon management, methane, CCUS, and removals",r067_hsbcholdings,HSBC HOLDINGS,汇丰银行控股公司,67,J,Finance,company_specific_disclosure_snippet,0,,,,project_or_measure_name | page_source_binding | implementation_stage | timeline_years | cost_or_investment | abatement_effect,,no,4,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,13 | 19 | 19 | 68 | 13,2024-saudi-aramco-sustainability-report-full-en.pdf | 2024-saudi-aramco-sustainability-report-full-en.pdf | 2024-saudi-aramco-sustainability-report-full-en.pdf | 2024-saudi-aramco-sustainability-report-full-en.pdf | 2024-saudi-aramco-sustainability-report-full-en.pdf,"Oil and gas For the oil and gas sector, our analysis included scope 1, 2 and 3 emissions, including carbon dioxide and methane, for upstream and integrated companies."
