priority,requirement_id,issue_id,company_id,company_name_en,company_name_zh,world500_rank,open_queue_rows,queue_files,queue_types,review_priorities,evidence_boundaries,acceptance_gate_en,safe_next_action_zh,safe_next_action_en,sample_source_files,sample_pages,sample_snippet_en
P0,R1_GHG_FINE_SERIES_AND_STANDARD_COMPANY_MAPPING,ghg_protocol_fine_series,r324_americaninternationalgroup,AMERICAN INTERNATIONAL GROUP,美国国际集团,324,4,assets/data/world500/workbench/world500_ghg_contextual_series_review_queue.csv | assets/data/world500/workbench/world500_ghg_p2_low_evidence_contextual_edge_queue.csv,P1_find_named_series_source | P2_low_evidence_contextual_edge,P1_find_named_series_source | P2_low_evidence_contextual_edge,,Only explicitly named GHG Protocol series citations can be upgraded to strong standard-company-series edges; contextual edges must stay review-only or be demoted.,逐条回到 PDF 页级证据，能显式命名具体 GHG 系列的升级；不能命名的降级或删除。,Return to page-level PDF text. Upgrade only if the concrete GHG Protocol series is explicitly named; otherwise keep review-only or demote the edge.,AMERICAN INTERNATIONAL GROUP-aig-sustainability-report-2024.pdf,33,"024, we saw a reduction in travel of 26% from prior year. Operational GHG emissions We measure our scope 1, scope 2 and eight categories of scope 3 GHG emissions based on operational control by considering the internationally recognized met"
P0,R1_GHG_FINE_SERIES_AND_STANDARD_COMPANY_MAPPING,ghg_protocol_fine_series,r342_bristolmyerssquibb,BRISTOL-MYERS SQUIBB,百时美施贵宝公司,342,4,assets/data/world500/workbench/world500_ghg_contextual_series_review_queue.csv | assets/data/world500/workbench/world500_ghg_p2_low_evidence_contextual_edge_queue.csv,P1_find_named_series_source | P2_low_evidence_contextual_edge,P1_find_named_series_source | P2_low_evidence_contextual_edge,,Only explicitly named GHG Protocol series citations can be upgraded to strong standard-company-series edges; contextual edges must stay review-only or be demoted.,逐条回到 PDF 页级证据，能显式命名具体 GHG 系列的升级；不能命名的降级或删除。,Return to page-level PDF text. Upgrade only if the concrete GHG Protocol series is explicitly named; otherwise keep review-only or demote the edge.,BRISTOL-MYERS SQUIBB BMS-Building-a-Better-Future-Report-2024.pdf,80,Structured standard tag: GHG Protocol; Standard role: Accounting standard Evaluation of the reported data against Bristol Myers Squibbs’ internal reporting procedures; and • Evaluation of the GHG emissions data against the requirements of the World Resources Institute (WRI)/World Business Council for Sustainable BRISTOL-MYERS SQUIBB BMS-Building-a-Better-Fu…
P0,R1_GHG_FINE_SERIES_AND_STANDARD_COMPANY_MAPPING,ghg_protocol_fine_series,r350_telefónica,TELEFÓNICA,西班牙电话公司,350,4,assets/data/world500/workbench/world500_ghg_contextual_series_review_queue.csv | assets/data/world500/workbench/world500_ghg_p2_low_evidence_contextual_edge_queue.csv,P1_find_named_series_source | P2_low_evidence_contextual_edge,P1_find_named_series_source | P2_low_evidence_contextual_edge,,Only explicitly named GHG Protocol series citations can be upgraded to strong standard-company-series edges; contextual edges must stay review-only or be demoted.,逐条回到 PDF 页级证据，能显式命名具体 GHG 系列的升级；不能命名的降级或删除。,Return to page-level PDF text. Upgrade only if the concrete GHG Protocol series is explicitly named; otherwise keep review-only or demote the edge.,2024TELEFÓNICA consolidated-management-report.pdf,63,"y unit. For electricity, the emission factors included in the IEA Emission Factors (2024) report of the International Energy Agency and local official sources (ministries of energy or environment) of each country are used. For fuels, emissi"
P0,R1_GHG_FINE_SERIES_AND_STANDARD_COMPANY_MAPPING,ghg_protocol_fine_series,r357_magnainternational,MAGNA INTERNATIONAL,麦格纳国际,357,4,assets/data/world500/workbench/world500_ghg_contextual_series_review_queue.csv | assets/data/world500/workbench/world500_ghg_p1_named_series_missing_queue.csv | assets/data/world500/workbench/world500_ghg_p2_low_evidence_contextual_edge_queue.csv,P0_upgrade_contextual_to_explicit | P1_find_named_series_source | P1_named_series_missing_from_sample | P2_low_evidence_contextual_edge,P0_upgrade_contextual_to_explicit | P1_find_named_series_source | P1_named_series_missing_from_sample | P2_low_evidence_contextual_edge,,Only explicitly named GHG Protocol series citations can be upgraded to strong standard-company-series edges; contextual edges must stay review-only or be demoted.,逐条回到 PDF 页级证据，能显式命名具体 GHG 系列的升级；不能命名的降级或删除。,Return to page-level PDF text. Upgrade only if the concrete GHG Protocol series is explicitly named; otherwise keep review-only or demote the edge.,101227_magna_sustainabilityreport_fy2024_final_cda.pdf,99,"in determining whether we are becoming more effcient by normalizing emissions on a per dollar of sales, per employee and per square footage basis. The raw data for Scope 1 & 2 emissions, together with intensity metrics are set out below. Ma"
P0,R1_GHG_FINE_SERIES_AND_STANDARD_COMPANY_MAPPING,ghg_protocol_fine_series,r376_abbottlaboratories,ABBOTT LABORATORIES,雅培公司,376,4,assets/data/world500/workbench/world500_ghg_contextual_series_review_queue.csv | assets/data/world500/workbench/world500_ghg_p1_named_series_missing_queue.csv | assets/data/world500/workbench/world500_ghg_p2_low_evidence_contextual_edge_queue.csv,P0_upgrade_contextual_to_explicit | P1_find_named_series_source | P1_named_series_missing_from_sample | P2_low_evidence_contextual_edge,P0_upgrade_contextual_to_explicit | P1_find_named_series_source | P1_named_series_missing_from_sample | P2_low_evidence_contextual_edge,,Only explicitly named GHG Protocol series citations can be upgraded to strong standard-company-series edges; contextual edges must stay review-only or be demoted.,逐条回到 PDF 页级证据，能显式命名具体 GHG 系列的升级；不能命名的降级或删除。,Return to page-level PDF text. Upgrade only if the concrete GHG Protocol series is explicitly named; otherwise keep review-only or demote the edge.,Abbott-2024-Global-Sustainability-Report-June-2025.pdf,30,"to projects • Business and manufacturing site-specific carbon reduction goals7 Actions to achieve our targets are driven by our energy policy, practices, and strategic plan. For more information, see Page 71. Scope 3 emissions are estimated"
P0,R1_GHG_FINE_SERIES_AND_STANDARD_COMPANY_MAPPING,ghg_protocol_fine_series,r387_schneiderelectric,SCHNEIDER ELECTRIC,施耐德电气,387,4,assets/data/world500/workbench/world500_ghg_contextual_series_review_queue.csv | assets/data/world500/workbench/world500_ghg_p2_low_evidence_contextual_edge_queue.csv,P1_find_named_series_source | P2_low_evidence_contextual_edge,P1_find_named_series_source | P2_low_evidence_contextual_edge,,Only explicitly named GHG Protocol series citations can be upgraded to strong standard-company-series edges; contextual edges must stay review-only or be demoted.,逐条回到 PDF 页级证据，能显式命名具体 GHG 系列的升级；不能命名的降级或删除。,Return to page-level PDF text. Upgrade only if the concrete GHG Protocol series is explicitly named; otherwise keep review-only or demote the edge.,2024-SCHNEIDER ELECTRIC-sustainability-report_tcm564-513141.pdf,14,"Structured standard tag: GHG Protocol; Standard role: Accounting standard of the 6,000+ companies globally that have committed to reduce GHG emissions in alignment with prevailing climate science through and get their targets approved by the SBTi. The Group’s GHG footprint is calculated following the World Resour 2024-SCHNEIDER ELECTRIC-sustainability-repor…"
P0,R1_GHG_FINE_SERIES_AND_STANDARD_COMPANY_MAPPING,ghg_protocol_fine_series,r388_northwesternmutual,NORTHWESTERN MUTUAL,西北互助人寿保险公司,388,4,assets/data/world500/workbench/world500_ghg_contextual_series_review_queue.csv | assets/data/world500/workbench/world500_ghg_p2_low_evidence_contextual_edge_queue.csv,P1_find_named_series_source | P2_low_evidence_contextual_edge,P1_find_named_series_source | P2_low_evidence_contextual_edge,,Only explicitly named GHG Protocol series citations can be upgraded to strong standard-company-series edges; contextual edges must stay review-only or be demoted.,逐条回到 PDF 页级证据，能显式命名具体 GHG 系列的升级；不能命名的降级或删除。,Return to page-level PDF text. Upgrade only if the concrete GHG Protocol series is explicitly named; otherwise keep review-only or demote the edge.,2024-NORTHWESTERN MUTUAL-sustainability-and-impact-report.pdf,45,"house gas emissions generated from the fuels we use directly comprise our Scope 1 emissions, while the emissions associated with the production of the electricity we purchase and use are categorized as Scope 2. We use the operational contro"
P0,R1_GHG_FINE_SERIES_AND_STANDARD_COMPANY_MAPPING,ghg_protocol_fine_series,r422_mondelezinternational,MONDELEZ INTERNATIONAL,亿滋国际,422,4,assets/data/world500/workbench/world500_ghg_contextual_series_review_queue.csv | assets/data/world500/workbench/world500_ghg_p2_low_evidence_contextual_edge_queue.csv,P1_find_named_series_source | P2_low_evidence_contextual_edge,P1_find_named_series_source | P2_low_evidence_contextual_edge,,Only explicitly named GHG Protocol series citations can be upgraded to strong standard-company-series edges; contextual edges must stay review-only or be demoted.,逐条回到 PDF 页级证据，能显式命名具体 GHG 系列的升级；不能命名的降级或删除。,Return to page-level PDF text. Upgrade only if the concrete GHG Protocol series is explicitly named; otherwise keep review-only or demote the edge.,2024-MONDELEZ INTERNATIONAL-Snacking-Made-Right-ESG-Report.pdf,20,"Structured standard tag: GHG Protocol; Standard role: Accounting standard ase year, including the reduction of absolute gross scope 1 and 2 GHG emissions by 50.4% within the same timeframe, in line with the 1.5ºC reduction pathway.(1) (26) This followed a thorough review of our carbon accounting documentation, in 2024-MONDELEZ INTERNATIONAL-Snacking-Made-Ri…"
P0,R1_GHG_FINE_SERIES_AND_STANDARD_COMPANY_MAPPING,ghg_protocol_fine_series,r459_cummins,CUMMINS,康明斯公司,459,4,assets/data/world500/workbench/world500_ghg_contextual_series_review_queue.csv | assets/data/world500/workbench/world500_ghg_p2_low_evidence_contextual_edge_queue.csv,P1_find_named_series_source | P2_low_evidence_contextual_edge,P1_find_named_series_source | P2_low_evidence_contextual_edge,,Only explicitly named GHG Protocol series citations can be upgraded to strong standard-company-series edges; contextual edges must stay review-only or be demoted.,逐条回到 PDF 页级证据，能显式命名具体 GHG 系列的升级；不能命名的降级或删除。,Return to page-level PDF text. Upgrade only if the concrete GHG Protocol series is explicitly named; otherwise keep review-only or demote the edge.,2024-25-cummins-sustainability-progress-report.pdf,5,Structured standard tag: GHG Protocol; Standard role: Accounting standard mins reports environmental data from consolidated operations and joint ventures that are part of its Enterprise Environmental Management System. Reported values reflect significant structural changes such as acquisitions and divestments in 2024-25-cummins-sustainability-progress-repor…
P0,R1_GHG_FINE_SERIES_AND_STANDARD_COMPANY_MAPPING,ghg_protocol_fine_series,r461_rabobankgroup,RABOBANK GROUP,荷兰合作银行集团,461,4,assets/data/world500/workbench/world500_ghg_contextual_series_review_queue.csv | assets/data/world500/workbench/world500_ghg_p2_low_evidence_contextual_edge_queue.csv,P1_find_named_series_source | P2_low_evidence_contextual_edge,P1_find_named_series_source | P2_low_evidence_contextual_edge,,Only explicitly named GHG Protocol series citations can be upgraded to strong standard-company-series edges; contextual edges must stay review-only or be demoted.,逐条回到 PDF 页级证据，能显式命名具体 GHG 系列的升级；不能命名的降级或删除。,Return to page-level PDF text. Upgrade only if the concrete GHG Protocol series is explicitly named; otherwise keep review-only or demote the edge.,rabobank_impact_report_2024.pdf,47,"ects. Concurrently, we will intensify our efforts to reduce our own operational emissions, striving for greater efficiency and lower carbon footprints. We recognize the importance of carbon removals and will update our policy in alignment w"
P0,R1_GHG_FINE_SERIES_AND_STANDARD_COMPANY_MAPPING,ghg_protocol_fine_series,r473_vtbbank,VTB BANK,俄罗斯外贸银行,473,4,assets/data/world500/workbench/world500_ghg_contextual_series_review_queue.csv | assets/data/world500/workbench/world500_ghg_p1_named_series_missing_queue.csv | assets/data/world500/workbench/world500_ghg_p2_low_evidence_contextual_edge_queue.csv,P0_upgrade_contextual_to_explicit | P1_find_named_series_source | P1_named_series_missing_from_sample | P2_low_evidence_contextual_edge,P0_upgrade_contextual_to_explicit | P1_find_named_series_source | P1_named_series_missing_from_sample | P2_low_evidence_contextual_edge,,Only explicitly named GHG Protocol series citations can be upgraded to strong standard-company-series edges; contextual edges must stay review-only or be demoted.,逐条回到 PDF 页级证据，能显式命名具体 GHG 系列的升级；不能命名的降级或删除。,Return to page-level PDF text. Upgrade only if the concrete GHG Protocol series is explicitly named; otherwise keep review-only or demote the edge.,vtb_sustainability_report_2024_eng.pdf,84,"ing boiler equipment in Chita and switching to electricity procurement. The results will be disclosed in 2025. In 2024, the Bank launched a project to assess other indirect greenhouse gas emissions (Scope 3) in line with the principles and"
P0,R1_GHG_FINE_SERIES_AND_STANDARD_COMPANY_MAPPING,ghg_protocol_fine_series,r489_3m公司,3M,3M,489,4,assets/data/world500/workbench/world500_ghg_contextual_series_review_queue.csv | assets/data/world500/workbench/world500_ghg_p2_low_evidence_contextual_edge_queue.csv,P1_find_named_series_source | P2_low_evidence_contextual_edge,P1_find_named_series_source | P2_low_evidence_contextual_edge,,Only explicitly named GHG Protocol series citations can be upgraded to strong standard-company-series edges; contextual edges must stay review-only or be demoted.,逐条回到 PDF 页级证据，能显式命名具体 GHG 系列的升级；不能命名的降级或删除。,Return to page-level PDF text. Upgrade only if the concrete GHG Protocol series is explicitly named; otherwise keep review-only or demote the edge.,3m-2025-global-impact-report.pdf,27,Structured standard tag: GHG Protocol; Standard role: Accounting standard al renewable energy sector by offering our customers solutions that help improve the reliability and efficiency of renewable electricity. Scope 3 GHG emissions 3M has been developing our scope 3 GHG emission inventory since the WRI and the 3m-2025-global-impact-report.pdf 3M | 2025 Gl…
P0,R1_GHG_FINE_SERIES_AND_STANDARD_COMPANY_MAPPING,ghg_protocol_fine_series,r494_metro,METRO,麦德龙,494,4,assets/data/world500/workbench/world500_ghg_contextual_series_review_queue.csv | assets/data/world500/workbench/world500_ghg_p1_named_series_missing_queue.csv | assets/data/world500/workbench/world500_ghg_p2_low_evidence_contextual_edge_queue.csv,P0_upgrade_contextual_to_explicit | P1_find_named_series_source | P1_named_series_missing_from_sample | P2_low_evidence_contextual_edge,P0_upgrade_contextual_to_explicit | P1_find_named_series_source | P1_named_series_missing_from_sample | P2_low_evidence_contextual_edge,,Only explicitly named GHG Protocol series citations can be upgraded to strong standard-company-series edges; contextual edges must stay review-only or be demoted.,逐条回到 PDF 页级证据，能显式命名具体 GHG 系列的升级；不能命名的降级或删除。,Return to page-level PDF text. Upgrade only if the concrete GHG Protocol series is explicitly named; otherwise keep review-only or demote the edge.,entire-metro-ar24.pdf,48,"ded in the food waste indicator. According to the WRAP standard, the former do not fall into the category of food intended for human consumption and are therefore not recognised as food waste. 7 The calculation of CO2 emissions corresponds"
P0,R1_GHG_FINE_SERIES_AND_STANDARD_COMPANY_MAPPING,ghg_protocol_fine_series,r027_cardinalhealth,CARDINAL HEALTH,嘉德诺健康集团,27,3,assets/data/world500/workbench/world500_ghg_contextual_series_review_queue.csv | assets/data/world500/workbench/world500_ghg_p2_low_evidence_contextual_edge_queue.csv | assets/data/world500/workbench/world500_ghg_out_of_whitelist_series_review_queue.csv,P1_find_named_series_source | P2_low_evidence_contextual_edge | P0_isolate_out_of_whitelist_ghg_reference,P1_find_named_series_source | P2_low_evidence_contextual_edge | P0_isolate_out_of_whitelist_ghg_reference,,Only explicitly named GHG Protocol series citations can be upgraded to strong standard-company-series edges; contextual edges must stay review-only or be demoted.,逐条回到 PDF 页级证据，能显式命名具体 GHG 系列的升级；不能命名的降级或删除。,Return to page-level PDF text. Upgrade only if the concrete GHG Protocol series is explicitly named; otherwise keep review-only or demote the edge.,cardinal-health-fy24-ESG-report.pdf,54,Structured standard tag: GHG Protocol; Standard role: Accounting standard o be fully operational by fiscal 2026. single-use devices collected in fiscal 2024 19.5M+ 19.5M+ pounds of waste diverted from landfills in fiscal 2024 metric tons of customer carbon emissions avoided28 6M 6M 120 120 Avoided emissions were cardinal-health-fy24-ESG-report.pdf 53 ESG FY…
P0,R1_GHG_FINE_SERIES_AND_STANDARD_COMPANY_MAPPING,ghg_protocol_fine_series,r114_royalaholddelhaize,ROYAL AHOLD DELHAIZE,皇家阿霍德德尔海兹集团,114,3,assets/data/world500/workbench/world500_ghg_contextual_series_review_queue.csv | assets/data/world500/workbench/world500_ghg_p1_named_series_missing_queue.csv | assets/data/world500/workbench/world500_ghg_out_of_whitelist_series_review_queue.csv,P0_upgrade_contextual_to_explicit | P1_named_series_missing_from_sample | P0_isolate_out_of_whitelist_ghg_reference,P0_upgrade_contextual_to_explicit | P1_named_series_missing_from_sample | P0_isolate_out_of_whitelist_ghg_reference,,Only explicitly named GHG Protocol series citations can be upgraded to strong standard-company-series edges; contextual edges must stay review-only or be demoted.,逐条回到 PDF 页级证据，能显式命名具体 GHG 系列的升级；不能命名的降级或删除。,Return to page-level PDF text. Upgrade only if the concrete GHG Protocol series is explicitly named; otherwise keep review-only or demote the edge.,Ahold_Delhaize_Annual_Report_2024.pdf,117,"rarching sustainability policy that covers our approach on climate and specific climate-related standards that provide further guidance to our brands. See also General information: Governance. Within our climate approach, we are guided by t"
P0,R1_GHG_FINE_SERIES_AND_STANDARD_COMPANY_MAPPING,ghg_protocol_fine_series,r005_sinopecgroup,SINOPEC GROUP,中国石油化工集团有限公司,5,2,assets/data/world500/workbench/world500_ghg_contextual_series_review_queue.csv | assets/data/world500/workbench/world500_ghg_p2_low_evidence_contextual_edge_queue.csv,P1_find_named_series_source | P2_low_evidence_contextual_edge,P1_find_named_series_source | P2_low_evidence_contextual_edge,,Only explicitly named GHG Protocol series citations can be upgraded to strong standard-company-series edges; contextual edges must stay review-only or be demoted.,逐条回到 PDF 页级证据，能显式命名具体 GHG 系列的升级；不能命名的降级或删除。,Return to page-level PDF text. Upgrade only if the concrete GHG Protocol series is explicitly named; otherwise keep review-only or demote the edge.,Sinopec_Group_Annual_Report_2024_en.pdf,6,"Structured standard tag: GHG Protocol; Standard role: Accounting standard nan Sinopec_Group_Annual_Report_2024_en.pdf 国内生产经营 CHINA PETROCHEMICAL CORPORATION ANNUAL REPORT 2024 04 05 China Petrochemical Corporation (the Company) was established in July 1998 on the basis of the former China Pet- rochemical Corporation, a move by the central government to stra…"
P0,R1_GHG_FINE_SERIES_AND_STANDARD_COMPANY_MAPPING,ghg_protocol_fine_series,r028_stellantis集团,Stellantis,Stellantis,28,2,assets/data/world500/workbench/world500_ghg_contextual_series_review_queue.csv | assets/data/world500/workbench/world500_ghg_p1_named_series_missing_queue.csv,P0_upgrade_contextual_to_explicit | P1_named_series_missing_from_sample,P0_upgrade_contextual_to_explicit | P1_named_series_missing_from_sample,,Only explicitly named GHG Protocol series citations can be upgraded to strong standard-company-series edges; contextual edges must stay review-only or be demoted.,逐条回到 PDF 页级证据，能显式命名具体 GHG 系列的升级；不能命名的降级或删除。,Return to page-level PDF text. Upgrade only if the concrete GHG Protocol series is explicitly named; otherwise keep review-only or demote the edge.,Stellantis-2024-Climate-Policy-Report.pdf,6,"to our automotive business and strategic plan, decarbonisation and alignment with global climate agreements. In future reports, we will endeavour to widen and focus on other areas. - Paris Agreement Stellantis computes its carbon footprint"
P0,R1_GHG_FINE_SERIES_AND_STANDARD_COMPANY_MAPPING,ghg_protocol_fine_series,r029_chevron,CHEVRON,雪佛龙,29,2,assets/data/world500/workbench/world500_ghg_contextual_series_review_queue.csv | assets/data/world500/workbench/world500_ghg_p2_low_evidence_contextual_edge_queue.csv,P1_find_named_series_source | P2_low_evidence_contextual_edge,P1_find_named_series_source | P2_low_evidence_contextual_edge,,Only explicitly named GHG Protocol series citations can be upgraded to strong standard-company-series edges; contextual edges must stay review-only or be demoted.,逐条回到 PDF 页级证据，能显式命名具体 GHG 系列的升级；不能命名的降级或删除。,Return to page-level PDF text. Upgrade only if the concrete GHG Protocol series is explicitly named; otherwise keep review-only or demote the edge.,chevron-sustainability-highlights-2024.pdf,28,"Structured standard tag: GHG Protocol; Standard role: Accounting standard pe 2 includes indirect emissions from imported electricity and steam. CO2, CH4 and N2O are accounted for in Chevron’s Scope 2 emissions. Scope 2 emissions are accounted for using the market- based approach as described in the World Resource chevron-sustainability-highlights-2024.pdf 2…"
P0,R1_GHG_FINE_SERIES_AND_STANDARD_COMPANY_MAPPING,ghg_protocol_fine_series,r033_cignagroup,CIGNA GROUP,信诺集团,33,2,assets/data/world500/workbench/world500_ghg_contextual_series_review_queue.csv | assets/data/world500/workbench/world500_ghg_p2_low_evidence_contextual_edge_queue.csv,P1_find_named_series_source | P2_low_evidence_contextual_edge,P1_find_named_series_source | P2_low_evidence_contextual_edge,,Only explicitly named GHG Protocol series citations can be upgraded to strong standard-company-series edges; contextual edges must stay review-only or be demoted.,逐条回到 PDF 页级证据，能显式命名具体 GHG 系列的升级；不能命名的降级或删除。,Return to page-level PDF text. Upgrade only if the concrete GHG Protocol series is explicitly named; otherwise keep review-only or demote the edge.,2024-corporate-impact-report-CIGNA GROUP.pdf,73,"ions. Scope 1 and 2 emissions are calculated using an operational control consolidation approach. Sources of emissions deemed to be de minimis are omitted, including refrigerants. All GHG emissions are calculated in accordance with the guid"
P0,R1_GHG_FINE_SERIES_AND_STANDARD_COMPANY_MAPPING,ghg_protocol_fine_series,r038_bankofamerica,BANK OF AMERICA,美国银行,38,2,assets/data/world500/workbench/world500_ghg_contextual_series_review_queue.csv | assets/data/world500/workbench/world500_ghg_p2_low_evidence_contextual_edge_queue.csv,P1_find_named_series_source | P2_low_evidence_contextual_edge,P1_find_named_series_source | P2_low_evidence_contextual_edge,,Only explicitly named GHG Protocol series citations can be upgraded to strong standard-company-series edges; contextual edges must stay review-only or be demoted.,逐条回到 PDF 页级证据，能显式命名具体 GHG 系列的升级；不能命名的降级或删除。,Return to page-level PDF text. Upgrade only if the concrete GHG Protocol series is explicitly named; otherwise keep review-only or demote the edge.,BankOfAmerica_Sustainability_2024_Report.pdf,20,"es. Through 2023, SAF accounted for 31% of our corporate and commercial jet fuel usage, surpassing our 2030 goal. In addition, the Company partners with a number of leading organizations to support our SAF efforts16: 14 GHG emissions Scopes"
P0,R1_GHG_FINE_SERIES_AND_STANDARD_COMPANY_MAPPING,ghg_protocol_fine_series,r067_hsbcholdings,HSBC HOLDINGS,汇丰银行控股公司,67,2,assets/data/world500/workbench/world500_ghg_contextual_series_review_queue.csv | assets/data/world500/workbench/world500_ghg_p2_low_evidence_contextual_edge_queue.csv,P1_find_named_series_source | P2_low_evidence_contextual_edge,P1_find_named_series_source | P2_low_evidence_contextual_edge,,Only explicitly named GHG Protocol series citations can be upgraded to strong standard-company-series edges; contextual edges must stay review-only or be demoted.,逐条回到 PDF 页级证据，能显式命名具体 GHG 系列的升级；不能命名的降级或删除。,Return to page-level PDF text. Upgrade only if the concrete GHG Protocol series is explicitly named; otherwise keep review-only or demote the edge.,HSBC HOLDINGS-250219-annual-report-and-accounts-2024.pdf,46,"Explaining scope 1, 2 and 3 emissions To measure and manage our greenhouse gas emissions, we follow the Greenhouse Gas Protocol global framework, which identifies three scopes of emissions. Scope 1 represents the direct emissions we create."
P0,R1_GHG_FINE_SERIES_AND_STANDARD_COMPANY_MAPPING,ghg_protocol_fine_series,r098_eni,ENI,埃尼石油公司,98,2,assets/data/world500/workbench/world500_ghg_contextual_series_review_queue.csv | assets/data/world500/workbench/world500_ghg_p2_low_evidence_contextual_edge_queue.csv,P1_find_named_series_source | P2_low_evidence_contextual_edge,P1_find_named_series_source | P2_low_evidence_contextual_edge,,Only explicitly named GHG Protocol series citations can be upgraded to strong standard-company-series edges; contextual edges must stay review-only or be demoted.,逐条回到 PDF 页级证据，能显式命名具体 GHG 系列的升级；不能命名的降级或删除。,Return to page-level PDF text. Upgrade only if the concrete GHG Protocol series is explicitly named; otherwise keep review-only or demote the edge.,ENI-Annual-Report-2024.pdf,23,"Structured standard tag: GHG Protocol; Standard role: Accounting standard r withdrawals (mmcm) 127 109 101 Re-injected production water (%) 51 42 43 (a) KPIs are calculated on an equity bases. Considering the update of the Global Warming Potential coefficients by the IPCC in 2024, the 2023 and 2022 data are repor ENI-Annual-Report-2024.pdf 2024 2023 2022 FI…"
P0,R1_GHG_FINE_SERIES_AND_STANDARD_COMPANY_MAPPING,ghg_protocol_fine_series,r121_mitsui,MITSUI,三井物产株式会社,121,2,assets/data/world500/workbench/world500_ghg_contextual_series_review_queue.csv | assets/data/world500/workbench/world500_ghg_p2_low_evidence_contextual_edge_queue.csv,P1_find_named_series_source | P2_low_evidence_contextual_edge,P1_find_named_series_source | P2_low_evidence_contextual_edge,,Only explicitly named GHG Protocol series citations can be upgraded to strong standard-company-series edges; contextual edges must stay review-only or be demoted.,逐条回到 PDF 页级证据，能显式命名具体 GHG 系列的升级；不能命名的降级或删除。,Return to page-level PDF text. Upgrade only if the concrete GHG Protocol series is explicitly named; otherwise keep review-only or demote the edge.,SUMITOMO MITSUI FINANCIAL GROUP sustainability_report_e_2025.pdf,125,"ment 09. Appendix 07. Governance 05. Strategy 08. Metrics and targets 01. Message from the Group CEO 02. Editorial policy Calculation method for Scopes 1 and 2 GHG emissions relating to Scopes 1, 2, and 3 (Categories 1 to 14) are calculated"
P0,R1_GHG_FINE_SERIES_AND_STANDARD_COMPANY_MAPPING,ghg_protocol_fine_series,r126_axa,AXA,安盛,126,2,assets/data/world500/workbench/world500_ghg_contextual_series_review_queue.csv | assets/data/world500/workbench/world500_ghg_p2_low_evidence_contextual_edge_queue.csv,P1_find_named_series_source | P2_low_evidence_contextual_edge,P1_find_named_series_source | P2_low_evidence_contextual_edge,,Only explicitly named GHG Protocol series citations can be upgraded to strong standard-company-series edges; contextual edges must stay review-only or be demoted.,逐条回到 PDF 页级证据，能显式命名具体 GHG 系列的升级；不能命名的降级或删除。,Return to page-level PDF text. Upgrade only if the concrete GHG Protocol series is explicitly named; otherwise keep review-only or demote the edge.,axa_urd2024_accessible_va.pdf,152,"cond target (2) aiming for a 50% reduction in carbon intensity of its General Account by 2030 compared to 2019. The target encompasses listed corporate debt, equity, and real estate equity (3), covering investee's Scopes 1 and 2 GHG emissio"
P0,R1_GHG_FINE_SERIES_AND_STANDARD_COMPANY_MAPPING,ghg_protocol_fine_series,r130_engie集团,Engie,Engie,130,2,assets/data/world500/workbench/world500_ghg_contextual_series_review_queue.csv | assets/data/world500/workbench/world500_ghg_p2_low_evidence_contextual_edge_queue.csv,P1_find_named_series_source | P2_low_evidence_contextual_edge,P1_find_named_series_source | P2_low_evidence_contextual_edge,,Only explicitly named GHG Protocol series citations can be upgraded to strong standard-company-series edges; contextual edges must stay review-only or be demoted.,逐条回到 PDF 页级证据，能显式命名具体 GHG 系列的升级；不能命名的降级或删除。,Return to page-level PDF text. Upgrade only if the concrete GHG Protocol series is explicitly named; otherwise keep review-only or demote the edge.,ENGIE_DEU_2024_US__PDF_MEL_v3.pdf,112,"Structured standard tag: GHG Protocol; Standard role: Accounting standard (fuel sales – Scope 3.11) is unchanged in order to ensure the commitment on gas sales. [E1-4 34b, AR 23, AR 24] The GHG emission reduction targets cover 100% of ENGIE’s GHG emissions assessment (Scopes 1, 2 and 3) in 2024. This assessment i ENGIE_DEU_2024_US__PDF_MEL_v3.pdf Sustainabi…"
P0,R1_GHG_FINE_SERIES_AND_STANDARD_COMPANY_MAPPING,ghg_protocol_fine_series,r144_nipponlifeinsurance,NIPPON LIFE INSURANCE,日本生命保险公司,144,2,assets/data/world500/workbench/world500_ghg_contextual_series_review_queue.csv | assets/data/world500/workbench/world500_ghg_p2_low_evidence_contextual_edge_queue.csv,P1_find_named_series_source | P2_low_evidence_contextual_edge,P1_find_named_series_source | P2_low_evidence_contextual_edge,,Only explicitly named GHG Protocol series citations can be upgraded to strong standard-company-series edges; contextual edges must stay review-only or be demoted.,逐条回到 PDF 页级证据，能显式命名具体 GHG 系列的升级；不能命名的降级或删除。,Return to page-level PDF text. Upgrade only if the concrete GHG Protocol series is explicitly named; otherwise keep review-only or demote the edge.,NIPPON LIFE INSURANCE-2024_Sustainability_Report.pdf,122,"eld n Basic approach to identifying and disclosing CO2 emissions in the field of business activities In fiscal 2018, the Company began disclosing CO2 emissions for Nippon Life on a standalone basis. In identifying and disclosing CO2 emis- s"
