decision_id,decision_status,decision_bucket,evidence_gate,company_id,world500_rank,company_name_en,company_name_zh,industry_section_code,industry_section_en,industry_section_zh,series_id,series_name_en,series_name_zh,core_whitelist,whitelist_gate,category_en,category_zh,role_en,role_zh,principle_en,principle_zh,language_policy_en,language_policy_zh,match_status,matched_aliases,evidence_count,pages,source_files,sample_review_status,sample_confidence,sample_snippet_en,sample_snippet_zh,safe_use_en,safe_use_zh
GHG-SERIES-ACCEPTED-0260,accepted_explicit_named_series_edge,accepted,source_text_explicitly_names_this_ghg_protocol_series,r489_3m公司,489,3M,3M,C,Manufacturing,制造业,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Standard,标准,Value-chain emissions accounting standard,价值链排放核算标准,Scope 3 categories are GHG Protocol-specific category language.,Scope 3 类别是 GHG Protocol 特有的类别口径。,Scope 3 and Scope 3 category names are only used for GHG Protocol evidence.,Scope 3 及十五类类别口径只在 GHG Protocol 证据下使用。,explicit_series_citation,corporate value chain\s*\(scope 3\),2,27,3m-2025-global-impact-report.pdf,pdf_explicit_series_citation,pdf_page_backfill,"ity and efficiency of renewable electricity. Scope 3 GHG emissions 3M has been developing our scope 3 GHG emission inventory since the WRI and the WBCSD published the GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard in September 2011. Even before its release, 3M participated in the pilot of the standard, which includes requirem…","ity and efficiency of renewable electricity. Scope 3 GHG emissions 3M has been developing our scope 3 GHG emission inventory since the WRI and the WBCSD published the GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard in September 2011. Even before its release, 3M participated in the pilot of the standard, which includes requirem…",May be used as an accepted company-to-GHG-fine-series edge. Scope wording is allowed only inside this GHG Protocol evidence context.,可作为已采信的企业-GHG 细分系列关系。Scope 术语只允许在该 GHG Protocol 证据语境下使用。
GHG-SERIES-ACCEPTED-0261,accepted_explicit_named_series_edge,accepted,source_text_explicitly_names_this_ghg_protocol_series,r491_apolloglobalmanagement,491,APOLLO GLOBAL MANAGEMENT,阿波罗全球管理公司,J,Finance,金融业,ghg_corporate_standard,GHG Protocol Corporate Accounting and Reporting Standard,GHG Protocol 企业核算与报告标准,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Standard,标准,Corporate inventory accounting standard,企业组织层面清单核算标准,"Relevance, completeness, consistency, transparency, and accuracy.",相关性、完整性、一致性、透明性和准确性。,"Within GHG Protocol evidence, this may define Scope 1 and Scope 2 corporate inventory boundaries.",仅在 GHG Protocol 证据下使用 Scope 1/2 的组织层面清单口径。,explicit_series_citation,"(?:ghg protocol|greenhouse gas protocol|wri|world resources institute|world business council)[\s\S]{0,160}corporate standard | corporate accounting and reporting standard",8,31 | 32 | 65,apollo-2024-sustainability-report-june-2025.pdf,pdf_explicit_series_citation,pdf_page_backfill,"tual data is unavailable. 16 2023 energy figure has been restated due to methodology improvements. 17 2022 and 2023 Scope 1 GHG emissions data is calculated in accordance with the GHG Protocol corporate standard methodology. Data includes emissions from the on-site combustion of natural gas for heating, on-site combustion of generator fuel and mobile combus…","tual data is unavailable. 16 2023 energy figure has been restated due to methodology improvements. 17 2022 and 2023 Scope 1 GHG emissions data is calculated in accordance with the GHG Protocol corporate standard methodology. Data includes emissions from the on-site combustion of natural gas for heating, on-site combustion of generator fuel and mobile combus…",May be used as an accepted company-to-GHG-fine-series edge. Scope wording is allowed only inside this GHG Protocol evidence context.,可作为已采信的企业-GHG 细分系列关系。Scope 术语只允许在该 GHG Protocol 证据语境下使用。
GHG-SERIES-ACCEPTED-0262,accepted_explicit_named_series_edge,accepted,source_text_explicitly_names_this_ghg_protocol_series,r491_apolloglobalmanagement,491,APOLLO GLOBAL MANAGEMENT,阿波罗全球管理公司,J,Finance,金融业,ghg_financial_industry_standard,Global GHG Accounting and Reporting Standard for the Financial Industry,金融行业全球温室气体核算与报告标准,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Sector standard / guidance,行业标准/指南,Financial-industry financed-emissions methodology,金融行业投融资排放方法学,Measure financed emissions for loans and investments when explicitly cited.,原文明示时用于贷款和投资的投融资排放测算。,Use financed-emissions wording rather than corporate operational Scope totals.,使用投融资排放口径，不改写为企业运营 Scope 总量。,explicit_series_citation,\bpcaf\b,2,111,apollo-2024-sustainability-report-june-2025.pdf,pdf_explicit_series_citation,pdf_page_backfill,"is Report, particularly due to a lack of available data, data lags and relevant underlying methodologies that may utilize a number of assumptions. For example, with respect to the PCAF methodology used to measure certain investments’ financed emissions, carbon footprint, weighted average carbon intensity and weighted average data quality scores, data challe…","is Report, particularly due to a lack of available data, data lags and relevant underlying methodologies that may utilize a number of assumptions. For example, with respect to the PCAF methodology used to measure certain investments’ financed emissions, carbon footprint, weighted average carbon intensity and weighted average data quality scores, data challe…",May be used as an accepted company-to-GHG-fine-series edge. Scope wording is allowed only inside this GHG Protocol evidence context.,可作为已采信的企业-GHG 细分系列关系。Scope 术语只允许在该 GHG Protocol 证据语境下使用。
GHG-SERIES-ACCEPTED-0263,accepted_explicit_named_series_edge,accepted,source_text_explicitly_names_this_ghg_protocol_series,r492_emiratesgroup,492,EMIRATES GROUP,阿联酋航空集团,G,"Transport, Storage and Post",交通运输、仓储和邮政业,ghg_corporate_standard,GHG Protocol Corporate Accounting and Reporting Standard,GHG Protocol 企业核算与报告标准,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Standard,标准,Corporate inventory accounting standard,企业组织层面清单核算标准,"Relevance, completeness, consistency, transparency, and accuracy.",相关性、完整性、一致性、透明性和准确性。,"Within GHG Protocol evidence, this may define Scope 1 and Scope 2 corporate inventory boundaries.",仅在 GHG Protocol 证据下使用 Scope 1/2 的组织层面清单口径。,explicit_series_citation,corporate accounting and reporting standard,8,71 | 73,2023-2024-EMIRATES GROUP-annual-report.pdf,pdf_explicit_series_citation,pdf_page_backfill,"businesses of Emirates are excluded in the below metrics. References to Scope 1 and 2 emissions below are based on definitions from the Greenhouse Gas Protocol – revised edition (Corporate Accounting and Reporting Standard – Revised Edition, 2004), while references to Scope 3 emissions are based on the Greenhouse Gas Protocol Corporate Value Chain (Scope 3)…","businesses of Emirates are excluded in the below metrics. References to Scope 1 and 2 emissions below are based on definitions from the Greenhouse Gas Protocol – revised edition (Corporate Accounting and Reporting Standard – Revised Edition, 2004), while references to Scope 3 emissions are based on the Greenhouse Gas Protocol Corporate Value Chain (Scope 3)…",May be used as an accepted company-to-GHG-fine-series edge. Scope wording is allowed only inside this GHG Protocol evidence context.,可作为已采信的企业-GHG 细分系列关系。Scope 术语只允许在该 GHG Protocol 证据语境下使用。
GHG-SERIES-ACCEPTED-0264,accepted_explicit_named_series_edge,accepted,source_text_explicitly_names_this_ghg_protocol_series,r492_emiratesgroup,492,EMIRATES GROUP,阿联酋航空集团,G,"Transport, Storage and Post",交通运输、仓储和邮政业,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Standard,标准,Value-chain emissions accounting standard,价值链排放核算标准,Scope 3 categories are GHG Protocol-specific category language.,Scope 3 类别是 GHG Protocol 特有的类别口径。,Scope 3 and Scope 3 category names are only used for GHG Protocol evidence.,Scope 3 及十五类类别口径只在 GHG Protocol 证据下使用。,explicit_series_citation,corporate value chain\s*\(scope 3\),6,71 | 73,2023-2024-EMIRATES GROUP-annual-report.pdf,pdf_explicit_series_citation,pdf_page_backfill,"as Protocol – revised edition (Corporate Accounting and Reporting Standard – Revised Edition, 2004), while references to Scope 3 emissions are based on the Greenhouse Gas Protocol Corporate Value Chain (Scope 3) Standard. ENVIRONMENTAL SUSTAINABILITY PERFORMANCE - EMIRATES The Emirates Group Annual Report 2023-2024 Overview Emirates dnata Group Group Sustai…","as Protocol – revised edition (Corporate Accounting and Reporting Standard – Revised Edition, 2004), while references to Scope 3 emissions are based on the Greenhouse Gas Protocol Corporate Value Chain (Scope 3) Standard. ENVIRONMENTAL SUSTAINABILITY PERFORMANCE - EMIRATES The Emirates Group Annual Report 2023-2024 Overview Emirates dnata Group Group Sustai…",May be used as an accepted company-to-GHG-fine-series edge. Scope wording is allowed only inside this GHG Protocol evidence context.,可作为已采信的企业-GHG 细分系列关系。Scope 术语只允许在该 GHG Protocol 证据语境下使用。
GHG-SERIES-ACCEPTED-0265,accepted_explicit_named_series_edge,accepted,source_text_explicitly_names_this_ghg_protocol_series,r498_瑞士abb集团,498,ABB,瑞士ABB,C,Manufacturing,制造业,ghg_corporate_standard,GHG Protocol Corporate Accounting and Reporting Standard,GHG Protocol 企业核算与报告标准,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Standard,标准,Corporate inventory accounting standard,企业组织层面清单核算标准,"Relevance, completeness, consistency, transparency, and accuracy.",相关性、完整性、一致性、透明性和准确性。,"Within GHG Protocol evidence, this may define Scope 1 and Scope 2 corporate inventory boundaries.",仅在 GHG Protocol 证据下使用 Scope 1/2 的组织层面清单口径。,explicit_series_citation,"(?:ghg protocol|greenhouse gas protocol|wri|world resources institute|world business council)[\s\S]{0,160}corporate standard",3,39 | 37,ABB Sustainability Statement 2024.pdf,pdf_explicit_series_citation,pdf_page_backfill,"ded in our inventory are shown in the table “Overview of scope 1, 2 and 3 GHG emissions”. We report scope 3 GHG emissions following the boundaries and methodologies defined by the GHG Protocol Corporate Standard. The reporting scope covers both upstream and downstream activities, including categories as defined in ESRS E1-6, AR 46.i, ensuring comprehensive …","ded in our inventory are shown in the table “Overview of scope 1, 2 and 3 GHG emissions”. We report scope 3 GHG emissions following the boundaries and methodologies defined by the GHG Protocol Corporate Standard. The reporting scope covers both upstream and downstream activities, including categories as defined in ESRS E1-6, AR 46.i, ensuring comprehensive …",May be used as an accepted company-to-GHG-fine-series edge. Scope wording is allowed only inside this GHG Protocol evidence context.,可作为已采信的企业-GHG 细分系列关系。Scope 术语只允许在该 GHG Protocol 证据语境下使用。
GHG-SERIES-ACCEPTED-0266,accepted_explicit_named_series_edge,accepted,source_text_explicitly_names_this_ghg_protocol_series,r498_瑞士abb集团,498,ABB,瑞士ABB,C,Manufacturing,制造业,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Standard,标准,Value-chain emissions accounting standard,价值链排放核算标准,Scope 3 categories are GHG Protocol-specific category language.,Scope 3 类别是 GHG Protocol 特有的类别口径。,Scope 3 and Scope 3 category names are only used for GHG Protocol evidence.,Scope 3 及十五类类别口径只在 GHG Protocol 证据下使用。,explicit_series_citation,corporate value chain.*scope 3,4,37,ABB Sustainability Statement 2024.pdf,pdf_explicit_series_citation,pdf_page_backfill,"te all other scope 3 categories relevant to ABB to ensure comprehensive reporting. When assessing the materiality of the different scope 3 categories, we refer to the GHG Protocol Corporate Value Chain Accounting and Reporting Standard. The calculation of scope 3, category 11 emissions is based on a bottom-up model for the diverse offering across our divisi…","te all other scope 3 categories relevant to ABB to ensure comprehensive reporting. When assessing the materiality of the different scope 3 categories, we refer to the GHG Protocol Corporate Value Chain Accounting and Reporting Standard. The calculation of scope 3, category 11 emissions is based on a bottom-up model for the diverse offering across our divisi…",May be used as an accepted company-to-GHG-fine-series edge. Scope wording is allowed only inside this GHG Protocol evidence context.,可作为已采信的企业-GHG 细分系列关系。Scope 术语只允许在该 GHG Protocol 证据语境下使用。
GHG-SERIES-ACCEPTED-0267,accepted_explicit_named_series_edge,accepted,source_text_explicitly_names_this_ghg_protocol_series,r500_三星candt公司,500,Samsung C&T,三星C&T,E,Construction,建筑业,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Standard,标准,Value-chain emissions accounting standard,价值链排放核算标准,Scope 3 categories are GHG Protocol-specific category language.,Scope 3 类别是 GHG Protocol 特有的类别口径。,Scope 3 and Scope 3 category names are only used for GHG Protocol evidence.,Scope 3 及十五类类别口径只在 GHG Protocol 证据下使用。,explicit_series_citation,corporate value chain\s*\(scope 3\),4,111 | 119,2025 Samsung C&T Sustainability Report.pdf,pdf_explicit_series_citation,pdf_page_backfill,24 Verification Criteria and Protocol The verification was performed at the request of Samsung C&T Corporation using the following verification standards. ‧ WRI/WBCSD GHG Protocol Corporate Value Chain (Scope 3) Standard ‧ IPCC 2006 Guideline for National Greenhouse Gas Inventories ‧ ISO 14064-1:2018 & ISO14064-3:2019 ‧ Guideline for Reporting and Certific…,24 Verification Criteria and Protocol The verification was performed at the request of Samsung C&T Corporation using the following verification standards. ‧ WRI/WBCSD GHG Protocol Corporate Value Chain (Scope 3) Standard ‧ IPCC 2006 Guideline for National Greenhouse Gas Inventories ‧ ISO 14064-1:2018 & ISO14064-3:2019 ‧ Guideline for Reporting and Certific…,May be used as an accepted company-to-GHG-fine-series edge. Scope wording is allowed only inside this GHG Protocol evidence context.,可作为已采信的企业-GHG 细分系列关系。Scope 术语只允许在该 GHG Protocol 证据语境下使用。
GHG-SERIES-REVIEW-0001,demoted_overmapped_edge_not_accepted,demoted,sample_names_other_series_or_no_current_series_name,r001_walmart,1,WALMART,沃尔玛,F,Wholesale and Retail Trade,批发和零售业,ghg_scope2_guidance,GHG Protocol Scope 2 Guidance,GHG Protocol Scope 2 指南,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Guidance,指南,Purchased electricity and energy method guidance,外购电力与能源口径指南,Location-based and market-based Scope 2 reporting are separated when cited.,原文显式引用时区分位置法与市场法 Scope 2 披露。,Scope 2 market-based and location-based language is treated as GHG-specific.,Scope 2 市场法/位置法术语只在 GHG Protocol 语境下使用。,contextual_overmapped_review,,4,7,FY2025-Walmart-ESG-Report.pdf,seed_batch_01,medium,rting Walmart Inc. calculates its GHG emissions footprint estimates in alignment with the Greenhouse Gas Protocol’s Corporate Accounting and Reporting Standard as well as the Corporate Value Chain (Scope 3) Accounting and Reporting Standard,rting Walmart Inc. calculates its GHG emissions footprint estimates in alignment with the Greenhouse Gas Protocol’s Corporate Accounting and Reporting Standa...,Do not draw or accept this current edge. It can only be used as a demotion/search lead until page-level PDF text explicitly names the current GHG Protocol series.,不得绘制或采信当前边。页级 PDF 文本明确命名当前 GHG Protocol 系列前，只能作为降级/检索线索。
GHG-SERIES-REVIEW-0002,demoted_overmapped_edge_not_accepted,demoted,sample_names_other_series_or_no_current_series_name,r001_walmart,1,WALMART,沃尔玛,F,Wholesale and Retail Trade,批发和零售业,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 Calculation Guidance,GHG Protocol Scope 3 计算指南,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Guidance,指南,Scope 3 inventory calculation guidance,Scope 3 清单计算指南,Companion calculation guidance for completing Scope 3 inventories.,配套计算指南，用于完成 Scope 3 清单。,Scope 3 categories are GHG-specific and only shown when the source uses that wording.,Scope 3 类别是 GHG 特有口径，仅在原文如此使用时展示。,contextual_overmapped_review,,1,7,FY2025-Walmart-ESG-Report.pdf,pdf_contextual_scope_inventory_mapping,pdf_page_backfill,Structured standard tag: GHG Protocol; Standard role: Accounting standard rting Walmart Inc. calculates its GHG emissions footprint estimates in alignment with the Greenhouse Gas Protocol’s Corporate Accounting and Reporting Standard as well as the Corporate Value Chain (Scope 3) Accounting and Reporting Standard FY2025-Walmart-ESG-Report.pdf INTRODUCTION O…,Structured standard tag: GHG Protocol; Standard role: Accounting standard rting Walmart Inc. calculates its GHG emissions footprint estimates in alignment with the Greenhouse Gas Protocol’s Corporate Accounting and Reporting Standard as well as the Corporate Value Chain (Scope 3) Accounting and Reporting Standard FY2025-Walmart-ESG-Report.pdf INTRODUCTION O…,Do not draw or accept this current edge. It can only be used as a demotion/search lead until page-level PDF text explicitly names the current GHG Protocol series.,不得绘制或采信当前边。页级 PDF 文本明确命名当前 GHG Protocol 系列前，只能作为降级/检索线索。
GHG-SERIES-REVIEW-0003,review_required_contextual_inventory_mapping,review,scope_inventory_context_without_explicit_fine_series_name,r002_amazoncom,2,AMAZON.COM,亚马逊,F,Wholesale and Retail Trade,批发和零售业,ghg_corporate_standard,GHG Protocol Corporate Accounting and Reporting Standard,GHG Protocol 企业核算与报告标准,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Standard,标准,Corporate inventory accounting standard,企业组织层面清单核算标准,"Relevance, completeness, consistency, transparency, and accuracy.",相关性、完整性、一致性、透明性和准确性。,"Within GHG Protocol evidence, this may define Scope 1 and Scope 2 corporate inventory boundaries.",仅在 GHG Protocol 证据下使用 Scope 1/2 的组织层面清单口径。,contextual_scope_inventory_mapping,,3,16,2024-amazon-sustainability-report.pdf,seed_batch_13,medium,"mber of services, regions, and time periods, and this transparency allows customers to identify areas of higher emissions and implement targeted optimizations to reduce their footprint. We continued to advocate for updated carbon accounting","mber of services, regions, and time periods, and this transparency allows customers to identify areas of higher emissions and implement targeted optimization...",Keep as review-only context. Do not count it as an accepted company-series relationship until page-level PDF text explicitly names this GHG Protocol series.,保留为待复核上下文。页级 PDF 文本明确命名该 GHG Protocol 系列前，不得计入已采信企业-系列关系。
GHG-SERIES-REVIEW-0004,review_required_contextual_inventory_mapping,review,scope_inventory_context_without_explicit_fine_series_name,r002_amazoncom,2,AMAZON.COM,亚马逊,F,Wholesale and Retail Trade,批发和零售业,ghg_scope2_guidance,GHG Protocol Scope 2 Guidance,GHG Protocol Scope 2 指南,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Guidance,指南,Purchased electricity and energy method guidance,外购电力与能源口径指南,Location-based and market-based Scope 2 reporting are separated when cited.,原文显式引用时区分位置法与市场法 Scope 2 披露。,Scope 2 market-based and location-based language is treated as GHG-specific.,Scope 2 市场法/位置法术语只在 GHG Protocol 语境下使用。,contextual_scope_inventory_mapping,,3,16,2024-amazon-sustainability-report.pdf,seed_batch_13,medium,"mber of services, regions, and time periods, and this transparency allows customers to identify areas of higher emissions and implement targeted optimizations to reduce their footprint. We continued to advocate for updated carbon accounting","mber of services, regions, and time periods, and this transparency allows customers to identify areas of higher emissions and implement targeted optimization...",Keep as review-only context. Do not count it as an accepted company-series relationship until page-level PDF text explicitly names this GHG Protocol series.,保留为待复核上下文。页级 PDF 文本明确命名该 GHG Protocol 系列前，不得计入已采信企业-系列关系。
GHG-SERIES-REVIEW-0005,review_required_contextual_inventory_mapping,review,scope_inventory_context_without_explicit_fine_series_name,r002_amazoncom,2,AMAZON.COM,亚马逊,F,Wholesale and Retail Trade,批发和零售业,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 Calculation Guidance,GHG Protocol Scope 3 计算指南,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Guidance,指南,Scope 3 inventory calculation guidance,Scope 3 清单计算指南,Companion calculation guidance for completing Scope 3 inventories.,配套计算指南，用于完成 Scope 3 清单。,Scope 3 categories are GHG-specific and only shown when the source uses that wording.,Scope 3 类别是 GHG 特有口径，仅在原文如此使用时展示。,contextual_scope_inventory_mapping,,3,16,2024-amazon-sustainability-report.pdf,seed_batch_13,medium,"mber of services, regions, and time periods, and this transparency allows customers to identify areas of higher emissions and implement targeted optimizations to reduce their footprint. We continued to advocate for updated carbon accounting","mber of services, regions, and time periods, and this transparency allows customers to identify areas of higher emissions and implement targeted optimization...",Keep as review-only context. Do not count it as an accepted company-series relationship until page-level PDF text explicitly names this GHG Protocol series.,保留为待复核上下文。页级 PDF 文本明确命名该 GHG Protocol 系列前，不得计入已采信企业-系列关系。
GHG-SERIES-REVIEW-0006,review_required_contextual_inventory_mapping,review,scope_inventory_context_without_explicit_fine_series_name,r002_amazoncom,2,AMAZON.COM,亚马逊,F,Wholesale and Retail Trade,批发和零售业,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Standard,标准,Value-chain emissions accounting standard,价值链排放核算标准,Scope 3 categories are GHG Protocol-specific category language.,Scope 3 类别是 GHG Protocol 特有的类别口径。,Scope 3 and Scope 3 category names are only used for GHG Protocol evidence.,Scope 3 及十五类类别口径只在 GHG Protocol 证据下使用。,contextual_scope_inventory_mapping,,3,16,2024-amazon-sustainability-report.pdf,seed_batch_13,medium,"mber of services, regions, and time periods, and this transparency allows customers to identify areas of higher emissions and implement targeted optimizations to reduce their footprint. We continued to advocate for updated carbon accounting","mber of services, regions, and time periods, and this transparency allows customers to identify areas of higher emissions and implement targeted optimization...",Keep as review-only context. Do not count it as an accepted company-series relationship until page-level PDF text explicitly names this GHG Protocol series.,保留为待复核上下文。页级 PDF 文本明确命名该 GHG Protocol 系列前，不得计入已采信企业-系列关系。
GHG-SERIES-REVIEW-0007,review_required_contextual_inventory_mapping,review,scope_inventory_context_without_explicit_fine_series_name,r004_saudiaramco,4,SAUDI ARAMCO,沙特阿美公司,B,Mining,采矿业,ghg_corporate_standard,GHG Protocol Corporate Accounting and Reporting Standard,GHG Protocol 企业核算与报告标准,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Standard,标准,Corporate inventory accounting standard,企业组织层面清单核算标准,"Relevance, completeness, consistency, transparency, and accuracy.",相关性、完整性、一致性、透明性和准确性。,"Within GHG Protocol evidence, this may define Scope 1 and Scope 2 corporate inventory boundaries.",仅在 GHG Protocol 证据下使用 Scope 1/2 的组织层面清单口径。,contextual_scope_inventory_mapping,,1,2,2024-saudi-aramco-sustainability-report-full-en.pdf,pdf_contextual_scope_inventory_mapping,pdf_page_backfill,Structured standard tag: GHG Protocol; Standard role: Accounting standard Report has been prepared with reference to and/or guidance from the following: • International Petroleum Industry Environmental Conservation Association (Ipieca) sustainability reporting guidelines; • Greenhouse gas (GHG) emissions measurem 2024-saudi-aramco-sustainability-report-full…,Structured standard tag: GHG Protocol; Standard role: Accounting standard Report has been prepared with reference to and/or guidance from the following: • International Petroleum Industry Environmental Conservation Association (Ipieca) sustainability reporting guidelines; • Greenhouse gas (GHG) emissions measurem 2024-saudi-aramco-sustainability-report-full…,Keep as review-only context. Do not count it as an accepted company-series relationship until page-level PDF text explicitly names this GHG Protocol series.,保留为待复核上下文。页级 PDF 文本明确命名该 GHG Protocol 系列前，不得计入已采信企业-系列关系。
GHG-SERIES-REVIEW-0008,review_required_contextual_inventory_mapping,review,scope_inventory_context_without_explicit_fine_series_name,r004_saudiaramco,4,SAUDI ARAMCO,沙特阿美公司,B,Mining,采矿业,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Standard,标准,Value-chain emissions accounting standard,价值链排放核算标准,Scope 3 categories are GHG Protocol-specific category language.,Scope 3 类别是 GHG Protocol 特有的类别口径。,Scope 3 and Scope 3 category names are only used for GHG Protocol evidence.,Scope 3 及十五类类别口径只在 GHG Protocol 证据下使用。,contextual_scope_inventory_mapping,,1,2,2024-saudi-aramco-sustainability-report-full-en.pdf,pdf_contextual_scope_inventory_mapping,pdf_page_backfill,Structured standard tag: GHG Protocol; Standard role: Accounting standard Report has been prepared with reference to and/or guidance from the following: • International Petroleum Industry Environmental Conservation Association (Ipieca) sustainability reporting guidelines; • Greenhouse gas (GHG) emissions measurem 2024-saudi-aramco-sustainability-report-full…,Structured standard tag: GHG Protocol; Standard role: Accounting standard Report has been prepared with reference to and/or guidance from the following: • International Petroleum Industry Environmental Conservation Association (Ipieca) sustainability reporting guidelines; • Greenhouse gas (GHG) emissions measurem 2024-saudi-aramco-sustainability-report-full…,Keep as review-only context. Do not count it as an accepted company-series relationship until page-level PDF text explicitly names this GHG Protocol series.,保留为待复核上下文。页级 PDF 文本明确命名该 GHG Protocol 系列前，不得计入已采信企业-系列关系。
GHG-SERIES-REVIEW-0009,review_required_contextual_inventory_mapping,review,scope_inventory_context_without_explicit_fine_series_name,r005_sinopecgroup,5,SINOPEC GROUP,中国石油化工集团有限公司,C,Manufacturing,制造业,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Standard,标准,Value-chain emissions accounting standard,价值链排放核算标准,Scope 3 categories are GHG Protocol-specific category language.,Scope 3 类别是 GHG Protocol 特有的类别口径。,Scope 3 and Scope 3 category names are only used for GHG Protocol evidence.,Scope 3 及十五类类别口径只在 GHG Protocol 证据下使用。,contextual_scope_inventory_mapping,,1,6,Sinopec_Group_Annual_Report_2024_en.pdf,pdf_contextual_scope_inventory_mapping,pdf_page_backfill,"Structured standard tag: GHG Protocol; Standard role: Accounting standard nan Sinopec_Group_Annual_Report_2024_en.pdf 国内生产经营 CHINA PETROCHEMICAL CORPORATION ANNUAL REPORT 2024 04 05 China Petrochemical Corporation (the Company) was established in July 1998 on the basis of the former China Pet- rochemical Corporation, a move by the central government to stra…","Structured standard tag: GHG Protocol; Standard role: Accounting standard nan Sinopec_Group_Annual_Report_2024_en.pdf 国内生产经营 CHINA PETROCHEMICAL CORPORATION ANNUAL REPORT 2024 04 05 China Petrochemical Corporation (the Company) was established in July 1998 on the basis of the former China Pet- rochemical Corporation, a move by the central government to stra…",Keep as review-only context. Do not count it as an accepted company-series relationship until page-level PDF text explicitly names this GHG Protocol series.,保留为待复核上下文。页级 PDF 文本明确命名该 GHG Protocol 系列前，不得计入已采信企业-系列关系。
GHG-SERIES-REVIEW-0010,review_required_contextual_inventory_mapping,review,scope_inventory_context_without_explicit_fine_series_name,r007_apple,7,APPLE,苹果公司,C,Manufacturing,制造业,ghg_corporate_standard,GHG Protocol Corporate Accounting and Reporting Standard,GHG Protocol 企业核算与报告标准,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Standard,标准,Corporate inventory accounting standard,企业组织层面清单核算标准,"Relevance, completeness, consistency, transparency, and accuracy.",相关性、完整性、一致性、透明性和准确性。,"Within GHG Protocol evidence, this may define Scope 1 and Scope 2 corporate inventory boundaries.",仅在 GHG Protocol 证据下使用 Scope 1/2 的组织层面清单口径。,contextual_scope_inventory_mapping,,3,100,Apple_Environmental_Progress_Report_2025.pdf,seed_batch_01,medium,"ee data center in Iowa, bringing our total Apple-owned data center count to eight. We worked with local partners, including the City of Waukee and MidAmerican Energy, to source and provide wind energy for the site. 4 Emissions avoided are c","ee data center in Iowa, bringing our total Apple-owned data center count to eight. We worked with local partners, including the City of Waukee and MidAmerica...",Keep as review-only context. Do not count it as an accepted company-series relationship until page-level PDF text explicitly names this GHG Protocol series.,保留为待复核上下文。页级 PDF 文本明确命名该 GHG Protocol 系列前，不得计入已采信企业-系列关系。
