decision_id,source_queue,decision_bucket,decision_status,company_id,company_name_en,world500_rank,series_id,series_name_en,review_priority,match_status,evidence_gate,pages,source_files,decision_reason_en,next_action_en
GHG-SERIES-ACCEPTED-0224,world500_ghg_series_acceptance_ledger.json,accepted,accepted_explicit_named_series_edge,r445_salesforce,SALESFORCE,445,ghg_scope2_guidance,GHG Protocol Scope 2 Guidance,P0_acceptance_graph,explicit_series_citation,source_text_explicitly_names_this_ghg_protocol_series,25 | 95 | 102,salesforce-fy24-stakeholder-impact-report.pdf,Accepted: source text explicitly names this exact controlled GHGP/PCAF standard or guidance.,Keep in the accepted GHGP fine-series graph with page/source evidence.
GHG-SERIES-ACCEPTED-0225,world500_ghg_series_acceptance_ledger.json,accepted,accepted_explicit_named_series_edge,r445_salesforce,SALESFORCE,445,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 Calculation Guidance,P0_acceptance_graph,explicit_series_citation,source_text_explicitly_names_this_ghg_protocol_series,105 | 25 | 88 | 92 | 97,salesforce-fy24-stakeholder-impact-report.pdf,Accepted: source text explicitly names this exact controlled GHGP/PCAF standard or guidance.,Keep in the accepted GHGP fine-series graph with page/source evidence.
GHG-SERIES-ACCEPTED-0226,world500_ghg_series_acceptance_ledger.json,accepted,accepted_explicit_named_series_edge,r445_salesforce,SALESFORCE,445,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,P0_acceptance_graph,explicit_series_citation,source_text_explicitly_names_this_ghg_protocol_series,25 | 95 | 92 | 96,salesforce-fy24-stakeholder-impact-report.pdf,Accepted: source text explicitly names this exact controlled GHGP/PCAF standard or guidance.,Keep in the accepted GHGP fine-series graph with page/source evidence.
GHG-SERIES-ACCEPTED-0227,world500_ghg_series_acceptance_ledger.json,accepted,accepted_explicit_named_series_edge,r446_aiagroup,AIA GROUP,446,ghg_corporate_standard,GHG Protocol Corporate Accounting and Reporting Standard,P0_acceptance_graph,explicit_series_citation,source_text_explicitly_names_this_ghg_protocol_series,58,AIA GROUP-Main-ESG-Report_CH.pdf,Accepted: source text explicitly names this exact controlled GHGP/PCAF standard or guidance.,Keep in the accepted GHGP fine-series graph with page/source evidence.
GHG-SERIES-ACCEPTED-0228,world500_ghg_series_acceptance_ledger.json,accepted,accepted_explicit_named_series_edge,r449_nationalaustraliabank,NATIONAL AUSTRALIA BANK,449,ghg_corporate_standard,GHG Protocol Corporate Accounting and Reporting Standard,P0_acceptance_graph,explicit_series_citation,source_text_explicitly_names_this_ghg_protocol_series,66 | 97,2024-NATIONAL AUSTRALIA BANK-climate-report.pdf,Accepted: source text explicitly names this exact controlled GHGP/PCAF standard or guidance.,Keep in the accepted GHGP fine-series graph with page/source evidence.
GHG-SERIES-ACCEPTED-0229,world500_ghg_series_acceptance_ledger.json,accepted,accepted_explicit_named_series_edge,r449_nationalaustraliabank,NATIONAL AUSTRALIA BANK,449,ghg_financial_industry_standard,Global GHG Accounting and Reporting Standard for the Financial Industry,P0_acceptance_graph,explicit_series_citation,source_text_explicitly_names_this_ghg_protocol_series,49 | 51 | 52,2024-NATIONAL AUSTRALIA BANK-climate-report.pdf,Accepted: source text explicitly names this exact controlled GHGP/PCAF standard or guidance.,Keep in the accepted GHGP fine-series graph with page/source evidence.
GHG-SERIES-ACCEPTED-0230,world500_ghg_series_acceptance_ledger.json,accepted,accepted_explicit_named_series_edge,r449_nationalaustraliabank,NATIONAL AUSTRALIA BANK,449,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,P0_acceptance_graph,explicit_series_citation,source_text_explicitly_names_this_ghg_protocol_series,66,2024-NATIONAL AUSTRALIA BANK-climate-report.pdf,Accepted: source text explicitly names this exact controlled GHGP/PCAF standard or guidance.,Keep in the accepted GHGP fine-series graph with page/source evidence.
GHG-SERIES-ACCEPTED-0231,world500_ghg_series_acceptance_ledger.json,accepted,accepted_explicit_named_series_edge,r450_sap公司,SAP,450,ghg_corporate_standard,GHG Protocol Corporate Accounting and Reporting Standard,P0_acceptance_graph,explicit_series_citation,source_text_explicitly_names_this_ghg_protocol_series,2 | 152,SAP integrated_report2024.pdf,Accepted: source text explicitly names this exact controlled GHGP/PCAF standard or guidance.,Keep in the accepted GHGP fine-series graph with page/source evidence.
GHG-SERIES-ACCEPTED-0232,world500_ghg_series_acceptance_ledger.json,accepted,accepted_explicit_named_series_edge,r450_sap公司,SAP,450,ghg_scope2_guidance,GHG Protocol Scope 2 Guidance,P0_acceptance_graph,explicit_series_citation,source_text_explicitly_names_this_ghg_protocol_series,2 | 152 | 164,SAP integrated_report2024.pdf,Accepted: source text explicitly names this exact controlled GHGP/PCAF standard or guidance.,Keep in the accepted GHGP fine-series graph with page/source evidence.
GHG-SERIES-ACCEPTED-0233,world500_ghg_series_acceptance_ledger.json,accepted,accepted_explicit_named_series_edge,r450_sap公司,SAP,450,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,P0_acceptance_graph,explicit_series_citation,source_text_explicitly_names_this_ghg_protocol_series,2 | 152,SAP integrated_report2024.pdf,Accepted: source text explicitly names this exact controlled GHGP/PCAF standard or guidance.,Keep in the accepted GHGP fine-series graph with page/source evidence.
GHG-SERIES-ACCEPTED-0234,world500_ghg_series_acceptance_ledger.json,accepted,accepted_explicit_named_series_edge,r454_sompoholdings,SOMPO HOLDINGS,454,ghg_financial_industry_standard,Global GHG Accounting and Reporting Standard for the Financial Industry,P0_acceptance_graph,explicit_series_citation,source_text_explicitly_names_this_ghg_protocol_series,40 | 51 | 146,2024_SOMPO HOLDINGS_sustainability_report.pdf,Accepted: source text explicitly names this exact controlled GHGP/PCAF standard or guidance.,Keep in the accepted GHGP fine-series graph with page/source evidence.
GHG-SERIES-ACCEPTED-0235,world500_ghg_series_acceptance_ledger.json,accepted,accepted_explicit_named_series_edge,r455_elililly,ELI LILLY,455,ghg_corporate_standard,GHG Protocol Corporate Accounting and Reporting Standard,P0_acceptance_graph,explicit_series_citation,source_text_explicitly_names_this_ghg_protocol_series,15,2024_ELI LILLY-SustainabilityReport-20251020_FINAL.pdf,Accepted: source text explicitly names this exact controlled GHGP/PCAF standard or guidance.,Keep in the accepted GHGP fine-series graph with page/source evidence.
GHG-SERIES-ACCEPTED-0236,world500_ghg_series_acceptance_ledger.json,accepted,accepted_explicit_named_series_edge,r459_cummins,CUMMINS,459,ghg_corporate_standard,GHG Protocol Corporate Accounting and Reporting Standard,P0_acceptance_graph,explicit_series_citation,source_text_explicitly_names_this_ghg_protocol_series,5 | 17,2024-25-cummins-sustainability-progress-report.pdf,Accepted: source text explicitly names this exact controlled GHGP/PCAF standard or guidance.,Keep in the accepted GHGP fine-series graph with page/source evidence.
GHG-SERIES-ACCEPTED-0237,world500_ghg_series_acceptance_ledger.json,accepted,accepted_explicit_named_series_edge,r461_rabobankgroup,RABOBANK GROUP,461,ghg_financial_industry_standard,Global GHG Accounting and Reporting Standard for the Financial Industry,P0_acceptance_graph,explicit_series_citation,source_text_explicitly_names_this_ghg_protocol_series,41 | 74,rabobank_impact_report_2024.pdf,Accepted: source text explicitly names this exact controlled GHGP/PCAF standard or guidance.,Keep in the accepted GHGP fine-series graph with page/source evidence.
GHG-SERIES-ACCEPTED-0238,world500_ghg_series_acceptance_ledger.json,accepted,accepted_explicit_named_series_edge,r464_britishamericantobacco,BRITISH AMERICAN TOBACCO,464,ghg_corporate_standard,GHG Protocol Corporate Accounting and Reporting Standard,P0_acceptance_graph,explicit_series_citation,source_text_explicitly_names_this_ghg_protocol_series,140,BRITISH AMERICAN TOBACCO_Annual_Report_on_Form_20-F_2024.pdf,Accepted: source text explicitly names this exact controlled GHGP/PCAF standard or guidance.,Keep in the accepted GHGP fine-series graph with page/source evidence.
GHG-SERIES-ACCEPTED-0239,world500_ghg_series_acceptance_ledger.json,accepted,accepted_explicit_named_series_edge,r464_britishamericantobacco,BRITISH AMERICAN TOBACCO,464,ghg_scope2_guidance,GHG Protocol Scope 2 Guidance,P0_acceptance_graph,explicit_series_citation,source_text_explicitly_names_this_ghg_protocol_series,140,BRITISH AMERICAN TOBACCO_Annual_Report_on_Form_20-F_2024.pdf,Accepted: source text explicitly names this exact controlled GHGP/PCAF standard or guidance.,Keep in the accepted GHGP fine-series graph with page/source evidence.
GHG-SERIES-ACCEPTED-0240,world500_ghg_series_acceptance_ledger.json,accepted,accepted_explicit_named_series_edge,r464_britishamericantobacco,BRITISH AMERICAN TOBACCO,464,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,P0_acceptance_graph,explicit_series_citation,source_text_explicitly_names_this_ghg_protocol_series,140,BRITISH AMERICAN TOBACCO_Annual_Report_on_Form_20-F_2024.pdf,Accepted: source text explicitly names this exact controlled GHGP/PCAF standard or guidance.,Keep in the accepted GHGP fine-series graph with page/source evidence.
GHG-SERIES-ACCEPTED-0241,world500_ghg_series_acceptance_ledger.json,accepted,accepted_explicit_named_series_edge,r466_bankofnewyorkmellon,BANK OF NEW YORK MELLON,466,ghg_corporate_standard,GHG Protocol Corporate Accounting and Reporting Standard,P0_acceptance_graph,explicit_series_citation,source_text_explicitly_names_this_ghg_protocol_series,129 | 66 | 130,2023-BANK OF NEW YORK MELLON sustainability-report.pdf,Accepted: source text explicitly names this exact controlled GHGP/PCAF standard or guidance.,Keep in the accepted GHGP fine-series graph with page/source evidence.
GHG-SERIES-ACCEPTED-0242,world500_ghg_series_acceptance_ledger.json,accepted,accepted_explicit_named_series_edge,r466_bankofnewyorkmellon,BANK OF NEW YORK MELLON,466,ghg_financial_industry_standard,Global GHG Accounting and Reporting Standard for the Financial Industry,P0_acceptance_graph,explicit_series_citation,source_text_explicitly_names_this_ghg_protocol_series,66 | 67 | 68,2023-BANK OF NEW YORK MELLON sustainability-report.pdf,Accepted: source text explicitly names this exact controlled GHGP/PCAF standard or guidance.,Keep in the accepted GHGP fine-series graph with page/source evidence.
GHG-SERIES-ACCEPTED-0243,world500_ghg_series_acceptance_ledger.json,accepted,accepted_explicit_named_series_edge,r466_bankofnewyorkmellon,BANK OF NEW YORK MELLON,466,ghg_scope2_guidance,GHG Protocol Scope 2 Guidance,P0_acceptance_graph,explicit_series_citation,source_text_explicitly_names_this_ghg_protocol_series,129 | 66,2023-BANK OF NEW YORK MELLON sustainability-report.pdf,Accepted: source text explicitly names this exact controlled GHGP/PCAF standard or guidance.,Keep in the accepted GHGP fine-series graph with page/source evidence.
GHG-SERIES-ACCEPTED-0244,world500_ghg_series_acceptance_ledger.json,accepted,accepted_explicit_named_series_edge,r466_bankofnewyorkmellon,BANK OF NEW YORK MELLON,466,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,P0_acceptance_graph,explicit_series_citation,source_text_explicitly_names_this_ghg_protocol_series,129 | 130 | 66,2023-BANK OF NEW YORK MELLON sustainability-report.pdf,Accepted: source text explicitly names this exact controlled GHGP/PCAF standard or guidance.,Keep in the accepted GHGP fine-series graph with page/source evidence.
GHG-SERIES-ACCEPTED-0245,world500_ghg_series_acceptance_ledger.json,accepted,accepted_explicit_named_series_edge,r468_netflix公司,Netflix,468,ghg_corporate_standard,GHG Protocol Corporate Accounting and Reporting Standard,P0_acceptance_graph,explicit_series_citation,source_text_explicitly_names_this_ghg_protocol_series,5 | 43,2024-Netflix-Environmental-Social-Governance-Report.pdf,Accepted: source text explicitly names this exact controlled GHGP/PCAF standard or guidance.,Keep in the accepted GHGP fine-series graph with page/source evidence.
GHG-SERIES-ACCEPTED-0246,world500_ghg_series_acceptance_ledger.json,accepted,accepted_explicit_named_series_edge,r468_netflix公司,Netflix,468,ghg_project_protocol,GHG Protocol Project Protocol,P0_acceptance_graph,explicit_series_citation,source_text_explicitly_names_this_ghg_protocol_series,5 | 44,2024-Netflix-Environmental-Social-Governance-Report.pdf,Accepted: source text explicitly names this exact controlled GHGP/PCAF standard or guidance.,Keep in the accepted GHGP fine-series graph with page/source evidence.
GHG-SERIES-ACCEPTED-0247,world500_ghg_series_acceptance_ledger.json,accepted,accepted_explicit_named_series_edge,r468_netflix公司,Netflix,468,ghg_scope2_guidance,GHG Protocol Scope 2 Guidance,P0_acceptance_graph,explicit_series_citation,source_text_explicitly_names_this_ghg_protocol_series,5 | 43,2024-Netflix-Environmental-Social-Governance-Report.pdf,Accepted: source text explicitly names this exact controlled GHGP/PCAF standard or guidance.,Keep in the accepted GHGP fine-series graph with page/source evidence.
GHG-SERIES-ACCEPTED-0248,world500_ghg_series_acceptance_ledger.json,accepted,accepted_explicit_named_series_edge,r468_netflix公司,Netflix,468,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 Calculation Guidance,P0_acceptance_graph,explicit_series_citation,source_text_explicitly_names_this_ghg_protocol_series,5 | 43,2024-Netflix-Environmental-Social-Governance-Report.pdf,Accepted: source text explicitly names this exact controlled GHGP/PCAF standard or guidance.,Keep in the accepted GHGP fine-series graph with page/source evidence.
GHG-SERIES-ACCEPTED-0249,world500_ghg_series_acceptance_ledger.json,accepted,accepted_explicit_named_series_edge,r468_netflix公司,Netflix,468,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,P0_acceptance_graph,explicit_series_citation,source_text_explicitly_names_this_ghg_protocol_series,5 | 43,2024-Netflix-Environmental-Social-Governance-Report.pdf,Accepted: source text explicitly names this exact controlled GHGP/PCAF standard or guidance.,Keep in the accepted GHGP fine-series graph with page/source evidence.
GHG-SERIES-ACCEPTED-0250,world500_ghg_series_acceptance_ledger.json,accepted,accepted_explicit_named_series_edge,r479_schlumberger,SCHLUMBERGER,479,ghg_corporate_standard,GHG Protocol Corporate Accounting and Reporting Standard,P0_acceptance_graph,explicit_series_citation,source_text_explicitly_names_this_ghg_protocol_series,51,SCHLUMBERGER-sustainability-report-2024.pdf,Accepted: source text explicitly names this exact controlled GHGP/PCAF standard or guidance.,Keep in the accepted GHGP fine-series graph with page/source evidence.
GHG-SERIES-ACCEPTED-0251,world500_ghg_series_acceptance_ledger.json,accepted,accepted_explicit_named_series_edge,r484_commonwealthbankofaustralia,COMMONWEALTH BANK OF AUSTRALIA,484,ghg_corporate_standard,GHG Protocol Corporate Accounting and Reporting Standard,P0_acceptance_graph,explicit_series_citation,source_text_explicitly_names_this_ghg_protocol_series,57 | 60 | 21,COMMONWEALTH BANK OF AUSTRALIA-2024-Climate-Report.pdf,Accepted: source text explicitly names this exact controlled GHGP/PCAF standard or guidance.,Keep in the accepted GHGP fine-series graph with page/source evidence.
GHG-SERIES-ACCEPTED-0252,world500_ghg_series_acceptance_ledger.json,accepted,accepted_explicit_named_series_edge,r484_commonwealthbankofaustralia,COMMONWEALTH BANK OF AUSTRALIA,484,ghg_financial_industry_standard,Global GHG Accounting and Reporting Standard for the Financial Industry,P0_acceptance_graph,explicit_series_citation,source_text_explicitly_names_this_ghg_protocol_series,21 | 3 | 5 | 7,COMMONWEALTH BANK OF AUSTRALIA-2024-Climate-Report.pdf,Accepted: source text explicitly names this exact controlled GHGP/PCAF standard or guidance.,Keep in the accepted GHGP fine-series graph with page/source evidence.
GHG-SERIES-ACCEPTED-0253,world500_ghg_series_acceptance_ledger.json,accepted,accepted_explicit_named_series_edge,r484_commonwealthbankofaustralia,COMMONWEALTH BANK OF AUSTRALIA,484,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,P0_acceptance_graph,explicit_series_citation,source_text_explicitly_names_this_ghg_protocol_series,57 | 41,COMMONWEALTH BANK OF AUSTRALIA-2024-Climate-Report.pdf,Accepted: source text explicitly names this exact controlled GHGP/PCAF standard or guidance.,Keep in the accepted GHGP fine-series graph with page/source evidence.
GHG-SERIES-ACCEPTED-0254,world500_ghg_series_acceptance_ledger.json,accepted,accepted_explicit_named_series_edge,r486_linde,LINDE,486,ghg_corporate_standard,GHG Protocol Corporate Accounting and Reporting Standard,P0_acceptance_graph,explicit_series_citation,source_text_explicitly_names_this_ghg_protocol_series,58,2024-LINDE-sustainable-development-report.pdf,Accepted: source text explicitly names this exact controlled GHGP/PCAF standard or guidance.,Keep in the accepted GHGP fine-series graph with page/source evidence.
GHG-SERIES-ACCEPTED-0255,world500_ghg_series_acceptance_ledger.json,accepted,accepted_explicit_named_series_edge,r486_linde,LINDE,486,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,P0_acceptance_graph,explicit_series_citation,source_text_explicitly_names_this_ghg_protocol_series,60 | 58,2024-LINDE-sustainable-development-report.pdf,Accepted: source text explicitly names this exact controlled GHGP/PCAF standard or guidance.,Keep in the accepted GHGP fine-series graph with page/source evidence.
GHG-SERIES-ACCEPTED-0256,world500_ghg_series_acceptance_ledger.json,accepted,accepted_explicit_named_series_edge,r487_heineken,HEINEKEN,487,ghg_corporate_standard,GHG Protocol Corporate Accounting and Reporting Standard,P0_acceptance_graph,explicit_series_citation,source_text_explicitly_names_this_ghg_protocol_series,172 | 251,heineken_n_v_annual_report_2024_final_20feb2025.pdf,Accepted: source text explicitly names this exact controlled GHGP/PCAF standard or guidance.,Keep in the accepted GHGP fine-series graph with page/source evidence.
GHG-SERIES-ACCEPTED-0257,world500_ghg_series_acceptance_ledger.json,accepted,accepted_explicit_named_series_edge,r487_heineken,HEINEKEN,487,ghg_scope2_guidance,GHG Protocol Scope 2 Guidance,P0_acceptance_graph,explicit_series_citation,source_text_explicitly_names_this_ghg_protocol_series,172 | 251,heineken_n_v_annual_report_2024_final_20feb2025.pdf,Accepted: source text explicitly names this exact controlled GHGP/PCAF standard or guidance.,Keep in the accepted GHGP fine-series graph with page/source evidence.
GHG-SERIES-ACCEPTED-0258,world500_ghg_series_acceptance_ledger.json,accepted,accepted_explicit_named_series_edge,r487_heineken,HEINEKEN,487,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,P0_acceptance_graph,explicit_series_citation,source_text_explicitly_names_this_ghg_protocol_series,172 | 253,heineken_n_v_annual_report_2024_final_20feb2025.pdf,Accepted: source text explicitly names this exact controlled GHGP/PCAF standard or guidance.,Keep in the accepted GHGP fine-series graph with page/source evidence.
GHG-SERIES-ACCEPTED-0259,world500_ghg_series_acceptance_ledger.json,accepted,accepted_explicit_named_series_edge,r489_3m公司,3M,489,ghg_corporate_standard,GHG Protocol Corporate Accounting and Reporting Standard,P0_acceptance_graph,explicit_series_citation,source_text_explicitly_names_this_ghg_protocol_series,44 | 27,3m-2025-global-impact-report.pdf,Accepted: source text explicitly names this exact controlled GHGP/PCAF standard or guidance.,Keep in the accepted GHGP fine-series graph with page/source evidence.
GHG-SERIES-ACCEPTED-0260,world500_ghg_series_acceptance_ledger.json,accepted,accepted_explicit_named_series_edge,r489_3m公司,3M,489,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,P0_acceptance_graph,explicit_series_citation,source_text_explicitly_names_this_ghg_protocol_series,27,3m-2025-global-impact-report.pdf,Accepted: source text explicitly names this exact controlled GHGP/PCAF standard or guidance.,Keep in the accepted GHGP fine-series graph with page/source evidence.
GHG-SERIES-ACCEPTED-0261,world500_ghg_series_acceptance_ledger.json,accepted,accepted_explicit_named_series_edge,r491_apolloglobalmanagement,APOLLO GLOBAL MANAGEMENT,491,ghg_corporate_standard,GHG Protocol Corporate Accounting and Reporting Standard,P0_acceptance_graph,explicit_series_citation,source_text_explicitly_names_this_ghg_protocol_series,31 | 32 | 65,apollo-2024-sustainability-report-june-2025.pdf,Accepted: source text explicitly names this exact controlled GHGP/PCAF standard or guidance.,Keep in the accepted GHGP fine-series graph with page/source evidence.
GHG-SERIES-ACCEPTED-0262,world500_ghg_series_acceptance_ledger.json,accepted,accepted_explicit_named_series_edge,r491_apolloglobalmanagement,APOLLO GLOBAL MANAGEMENT,491,ghg_financial_industry_standard,Global GHG Accounting and Reporting Standard for the Financial Industry,P0_acceptance_graph,explicit_series_citation,source_text_explicitly_names_this_ghg_protocol_series,111,apollo-2024-sustainability-report-june-2025.pdf,Accepted: source text explicitly names this exact controlled GHGP/PCAF standard or guidance.,Keep in the accepted GHGP fine-series graph with page/source evidence.
GHG-SERIES-ACCEPTED-0263,world500_ghg_series_acceptance_ledger.json,accepted,accepted_explicit_named_series_edge,r492_emiratesgroup,EMIRATES GROUP,492,ghg_corporate_standard,GHG Protocol Corporate Accounting and Reporting Standard,P0_acceptance_graph,explicit_series_citation,source_text_explicitly_names_this_ghg_protocol_series,71 | 73,2023-2024-EMIRATES GROUP-annual-report.pdf,Accepted: source text explicitly names this exact controlled GHGP/PCAF standard or guidance.,Keep in the accepted GHGP fine-series graph with page/source evidence.
GHG-SERIES-ACCEPTED-0264,world500_ghg_series_acceptance_ledger.json,accepted,accepted_explicit_named_series_edge,r492_emiratesgroup,EMIRATES GROUP,492,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,P0_acceptance_graph,explicit_series_citation,source_text_explicitly_names_this_ghg_protocol_series,71 | 73,2023-2024-EMIRATES GROUP-annual-report.pdf,Accepted: source text explicitly names this exact controlled GHGP/PCAF standard or guidance.,Keep in the accepted GHGP fine-series graph with page/source evidence.
GHG-SERIES-ACCEPTED-0265,world500_ghg_series_acceptance_ledger.json,accepted,accepted_explicit_named_series_edge,r498_瑞士abb集团,ABB,498,ghg_corporate_standard,GHG Protocol Corporate Accounting and Reporting Standard,P0_acceptance_graph,explicit_series_citation,source_text_explicitly_names_this_ghg_protocol_series,39 | 37,ABB Sustainability Statement 2024.pdf,Accepted: source text explicitly names this exact controlled GHGP/PCAF standard or guidance.,Keep in the accepted GHGP fine-series graph with page/source evidence.
GHG-SERIES-ACCEPTED-0266,world500_ghg_series_acceptance_ledger.json,accepted,accepted_explicit_named_series_edge,r498_瑞士abb集团,ABB,498,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,P0_acceptance_graph,explicit_series_citation,source_text_explicitly_names_this_ghg_protocol_series,37,ABB Sustainability Statement 2024.pdf,Accepted: source text explicitly names this exact controlled GHGP/PCAF standard or guidance.,Keep in the accepted GHGP fine-series graph with page/source evidence.
GHG-SERIES-ACCEPTED-0267,world500_ghg_series_acceptance_ledger.json,accepted,accepted_explicit_named_series_edge,r500_三星candt公司,Samsung C&T,500,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,P0_acceptance_graph,explicit_series_citation,source_text_explicitly_names_this_ghg_protocol_series,111 | 119,2025 Samsung C&T Sustainability Report.pdf,Accepted: source text explicitly names this exact controlled GHGP/PCAF standard or guidance.,Keep in the accepted GHGP fine-series graph with page/source evidence.
GHG-SERIES-REVIEW-0001,world500_ghg_series_acceptance_ledger.json,demoted,demoted_overmapped_edge_not_accepted,r001_walmart,WALMART,1,ghg_scope2_guidance,GHG Protocol Scope 2 Guidance,P0_demoted_overmapping,contextual_overmapped_review,sample_names_other_series_or_no_current_series_name,7,FY2025-Walmart-ESG-Report.pdf,Demoted: contextual overmapping points to another series or only generic GHG context; keep out of accepted graph.,Do not draw as accepted. Use only as a search/demotion lead unless new explicit page evidence is found.
GHG-SERIES-REVIEW-0002,world500_ghg_series_acceptance_ledger.json,demoted,demoted_overmapped_edge_not_accepted,r001_walmart,WALMART,1,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 Calculation Guidance,P0_demoted_overmapping,contextual_overmapped_review,sample_names_other_series_or_no_current_series_name,7,FY2025-Walmart-ESG-Report.pdf,Demoted: contextual overmapping points to another series or only generic GHG context; keep out of accepted graph.,Do not draw as accepted. Use only as a search/demotion lead unless new explicit page evidence is found.
GHG-SERIES-REVIEW-0003,world500_ghg_series_acceptance_ledger.json,review,review_required_contextual_inventory_mapping,r002_amazoncom,AMAZON.COM,2,ghg_corporate_standard,GHG Protocol Corporate Accounting and Reporting Standard,P0_review_queue,contextual_scope_inventory_mapping,scope_inventory_context_without_explicit_fine_series_name,16,2024-amazon-sustainability-report.pdf,"Review: contextual inventory or Scope wording is present, but the page does not explicitly name this exact GHGP/PCAF series.",Promote only after page-level PDF text explicitly names this exact controlled GHGP/PCAF standard; otherwise keep review-only.
GHG-SERIES-REVIEW-0004,world500_ghg_series_acceptance_ledger.json,review,review_required_contextual_inventory_mapping,r002_amazoncom,AMAZON.COM,2,ghg_scope2_guidance,GHG Protocol Scope 2 Guidance,P0_review_queue,contextual_scope_inventory_mapping,scope_inventory_context_without_explicit_fine_series_name,16,2024-amazon-sustainability-report.pdf,"Review: contextual inventory or Scope wording is present, but the page does not explicitly name this exact GHGP/PCAF series.",Promote only after page-level PDF text explicitly names this exact controlled GHGP/PCAF standard; otherwise keep review-only.
GHG-SERIES-REVIEW-0005,world500_ghg_series_acceptance_ledger.json,review,review_required_contextual_inventory_mapping,r002_amazoncom,AMAZON.COM,2,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 Calculation Guidance,P0_review_queue,contextual_scope_inventory_mapping,scope_inventory_context_without_explicit_fine_series_name,16,2024-amazon-sustainability-report.pdf,"Review: contextual inventory or Scope wording is present, but the page does not explicitly name this exact GHGP/PCAF series.",Promote only after page-level PDF text explicitly names this exact controlled GHGP/PCAF standard; otherwise keep review-only.
GHG-SERIES-REVIEW-0006,world500_ghg_series_acceptance_ledger.json,review,review_required_contextual_inventory_mapping,r002_amazoncom,AMAZON.COM,2,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,P0_review_queue,contextual_scope_inventory_mapping,scope_inventory_context_without_explicit_fine_series_name,16,2024-amazon-sustainability-report.pdf,"Review: contextual inventory or Scope wording is present, but the page does not explicitly name this exact GHGP/PCAF series.",Promote only after page-level PDF text explicitly names this exact controlled GHGP/PCAF standard; otherwise keep review-only.
GHG-SERIES-REVIEW-0007,world500_ghg_series_acceptance_ledger.json,review,review_required_contextual_inventory_mapping,r004_saudiaramco,SAUDI ARAMCO,4,ghg_corporate_standard,GHG Protocol Corporate Accounting and Reporting Standard,P0_review_queue,contextual_scope_inventory_mapping,scope_inventory_context_without_explicit_fine_series_name,2,2024-saudi-aramco-sustainability-report-full-en.pdf,"Review: contextual inventory or Scope wording is present, but the page does not explicitly name this exact GHGP/PCAF series.",Promote only after page-level PDF text explicitly names this exact controlled GHGP/PCAF standard; otherwise keep review-only.
GHG-SERIES-REVIEW-0008,world500_ghg_series_acceptance_ledger.json,review,review_required_contextual_inventory_mapping,r004_saudiaramco,SAUDI ARAMCO,4,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,P0_review_queue,contextual_scope_inventory_mapping,scope_inventory_context_without_explicit_fine_series_name,2,2024-saudi-aramco-sustainability-report-full-en.pdf,"Review: contextual inventory or Scope wording is present, but the page does not explicitly name this exact GHGP/PCAF series.",Promote only after page-level PDF text explicitly names this exact controlled GHGP/PCAF standard; otherwise keep review-only.
GHG-SERIES-REVIEW-0009,world500_ghg_series_acceptance_ledger.json,review,review_required_contextual_inventory_mapping,r005_sinopecgroup,SINOPEC GROUP,5,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,P0_review_queue,contextual_scope_inventory_mapping,scope_inventory_context_without_explicit_fine_series_name,6,Sinopec_Group_Annual_Report_2024_en.pdf,"Review: contextual inventory or Scope wording is present, but the page does not explicitly name this exact GHGP/PCAF series.",Promote only after page-level PDF text explicitly names this exact controlled GHGP/PCAF standard; otherwise keep review-only.
