company_id,world500_rank,company_name_en,company_name_zh,industry_section_code,industry_section_zh,enterprise_use_tier_code,readiness_status,readiness_status_zh,readiness_score,readiness_score_max,missing_requirement_count,missing_requirement_keys,missing_requirement_zh,direct_scope_count,direct_scope_set,scope_candidate_count,scope3_candidate_count,scope3_category_count,scope3_category_codes,standards_count,method_rows_count,evidence_ledger_count,evidence_ledger_count_raw,traceable_evidence_row_count,accepted_traceable_evidence_count,formal_traceable_evidence_count,candidate_traceable_evidence_count,missing_source_file_row_count,missing_evidence_page_row_count,missing_snippet_row_count,source_attribution_mismatch_count,source_traceability_status,source_traceability_status_zh,matched_source_file,recommended_source_file,page_count,report_match_status,review_queue_issue_type,has_matched_report,has_standard_evidence,has_method_evidence,has_data_source_or_quality,has_industry_mapping,has_source_traceability,has_direct_scope_1_2_3,has_scope2_dual_method,has_scope3_15_category_layer,has_emission_factor_application,has_gwp_version_fact,has_energy_consumption_fact,has_economic_instrument_fact,has_target_progress_chain
r075_shandongenergygroup,75,SHANDONG ENERGY GROUP,山东能源集团有限公司,B,采矿业,C,source_gap,源文件缺口,1,14,13,has_matched_report|has_standard_evidence|has_method_evidence|has_data_source_or_quality|has_source_traceability|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_economic_instrument_fact|has_target_progress_chain,已匹配母公司报告；有标准/准则证据；有核算方法/活动/质量证据；有数据来源或数据质量分类；有原文页码/文件追溯；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；有能耗事实；有经济/成本侧工具事实；目标-基准-进度链完整,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,no_parent_report,缺母公司报告,,,0,unmatched,report_unmatched,False,False,False,False,True,False,False,False,False,False,False,False,False,False
r076_comcast,76,COMCAST,美国康卡斯特电信公司,I,信息传输、软件和信息技术服务业,C,source_gap,源文件缺口,1,14,13,has_matched_report|has_standard_evidence|has_method_evidence|has_data_source_or_quality|has_source_traceability|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_economic_instrument_fact|has_target_progress_chain,已匹配母公司报告；有标准/准则证据；有核算方法/活动/质量证据；有数据来源或数据质量分类；有原文页码/文件追溯；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；有能耗事实；有经济/成本侧工具事实；目标-基准-进度链完整,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,no_parent_report,缺母公司报告,,,0,unmatched,report_unmatched,False,False,False,False,True,False,False,False,False,False,False,False,False,False
r077_deutschetelekom,77,DEUTSCHE TELEKOM,德国电信,I,信息传输、软件和信息技术服务业,C,evidence_graph_only,仅事实图谱/证据层,8,14,6,has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_target_progress_chain,Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；目标-基准-进度链完整,0,,0,0,2,6|7,5,15,20,20,20,20,20,0,0,0,0,0,complete,完整溯源,DEUTSCHE TELEKOM-cr_en_2022_dt_final.pdf,,208,matched_auto_high,,True,True,True,True,True,True,False,False,False,False,False,True,True,False
r078_chinasouthernpowergrid,78,CHINA SOUTHERN POWER GRID,中国南方电网有限责任公司,I,电力、热力、燃气及水生产和供应业,C,evidence_graph_only,仅事实图谱/证据层,6,14,8,has_method_evidence|has_data_source_or_quality|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_target_progress_chain,有核算方法/活动/质量证据；有数据来源或数据质量分类；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；目标-基准-进度链完整,0,,0,0,0,,1,0,1,1,1,1,1,0,0,0,0,0,complete,完整溯源,34056978.pdf,,51,matched_manual,evidence_gap,True,True,False,False,True,True,False,False,False,False,False,True,True,False
r079_uniper公司,79,Uniper,Uniper,D,电力、热力、燃气及水生产和供应业,A,candidate_or_partial,候选或部分满足,8,14,6,has_data_source_or_quality|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_target_progress_chain,有数据来源或数据质量分类；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；目标-基准-进度链完整,1,Scope 1,0,0,4,1|3|4|11,5,12,18,18,18,18,18,0,0,0,0,0,complete,完整溯源,2025_08_07_Uniper_Climate_Transition_Plan_2025.pdf,,60,matched_auto_high,,True,True,True,False,True,True,False,False,False,False,True,True,True,False
r080_wellsfargo,80,WELLS FARGO,美国富国银行,J,金融业,C,source_gap,源文件缺口,1,14,13,has_matched_report|has_standard_evidence|has_method_evidence|has_data_source_or_quality|has_source_traceability|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_economic_instrument_fact|has_target_progress_chain,已匹配母公司报告；有标准/准则证据；有核算方法/活动/质量证据；有数据来源或数据质量分类；有原文页码/文件追溯；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；有能耗事实；有经济/成本侧工具事实；目标-基准-进度链完整,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,no_parent_report,缺母公司报告,,,0,unmatched,report_unmatched,False,False,False,False,True,False,False,False,False,False,False,False,False,False
r081_hengligroup,81,HENGLI GROUP,恒力集团有限公司,C,制造业,C,source_gap,源文件缺口,1,14,13,has_matched_report|has_standard_evidence|has_method_evidence|has_data_source_or_quality|has_source_traceability|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_economic_instrument_fact|has_target_progress_chain,已匹配母公司报告；有标准/准则证据；有核算方法/活动/质量证据；有数据来源或数据质量分类；有原文页码/文件追溯；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；有能耗事实；有经济/成本侧工具事实；目标-基准-进度链完整,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,no_parent_report,缺母公司报告,,,0,unmatched,report_unmatched,False,False,False,False,True,False,False,False,False,False,False,False,False,False
r082_allianz,82,ALLIANZ,安联保险集团,J,金融业,C,candidate_or_partial,候选或部分满足,9,14,5,has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_target_progress_chain,Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；目标-基准-进度链完整,0,,1,0,11,1|2|3|4|6|7|8|9|10|13|15,4,58,63,63,63,63,62,1,0,0,0,0,complete,完整溯源,en-allianz-group-annual-report-2024.pdf,,352,matched_auto_high,,True,True,True,True,True,True,False,False,False,False,True,True,True,False
r083_chinapostgroup,83,CHINA POST GROUP,中国邮政集团有限公司,G,交通运输、仓储和邮政业,C,source_gap,源文件缺口,1,14,13,has_matched_report|has_standard_evidence|has_method_evidence|has_data_source_or_quality|has_source_traceability|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_economic_instrument_fact|has_target_progress_chain,已匹配母公司报告；有标准/准则证据；有核算方法/活动/质量证据；有数据来源或数据质量分类；有原文页码/文件追溯；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；有能耗事实；有经济/成本侧工具事实；目标-基准-进度链完整,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,no_parent_report,缺母公司报告,,,0,unmatched,report_unmatched,False,False,False,False,True,False,False,False,False,False,False,False,False,False
r084_chinaenergyinvestment,84,CHINA ENERGY INVESTMENT,国家能源投资集团有限责任公司,D,电力、热力、燃气及水生产和供应业,C,evidence_graph_only,仅事实图谱/证据层,5,14,9,has_method_evidence|has_data_source_or_quality|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_target_progress_chain,有核算方法/活动/质量证据；有数据来源或数据质量分类；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；有能耗事实；目标-基准-进度链完整,0,,0,0,0,,1,0,1,1,1,1,1,0,0,0,0,0,complete,完整溯源,2024-国家能源投资集团有限责任公司可持续发展报告.pdf,,48,matched_auto_high,evidence_gap,True,True,False,False,True,True,False,False,False,False,False,False,True,False
r085_xiamencandd,85,XIAMEN C&D,厦门建发集团有限公司,L,租赁和商务服务业,C,evidence_graph_only,仅事实图谱/证据层,6,14,8,has_method_evidence|has_data_source_or_quality|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_energy_consumption_fact|has_target_progress_chain,有核算方法/活动/质量证据；有数据来源或数据质量分类；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有能耗事实；目标-基准-进度链完整,0,,0,0,0,,2,0,2,2,2,2,2,0,0,0,0,0,complete,完整溯源,2024-厦门建发集团有限公司可持续发展报告.pdf,,60,matched_auto_high,evidence_gap,True,True,False,False,True,True,False,False,False,False,True,False,True,False
r086_relianceindustries,86,RELIANCE INDUSTRIES,信实工业公司,D,电力、热力、燃气及水生产和供应业,C,evidence_graph_only,仅事实图谱/证据层,7,14,7,has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_target_progress_chain,Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；有能耗事实；目标-基准-进度链完整,0,,0,0,0,,1,4,5,5,5,5,5,0,0,0,0,0,complete,完整溯源,RELIANCE INDUSTRIES-BRSR2024~25.pdf,,51,matched_auto_high,,True,True,True,True,True,True,False,False,False,False,False,False,True,False
r087_goldmansachsgroup,87,GOLDMAN SACHS GROUP,高盛集团,J,金融业,C,source_gap,源文件缺口,1,14,13,has_matched_report|has_standard_evidence|has_method_evidence|has_data_source_or_quality|has_source_traceability|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_economic_instrument_fact|has_target_progress_chain,已匹配母公司报告；有标准/准则证据；有核算方法/活动/质量证据；有数据来源或数据质量分类；有原文页码/文件追溯；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；有能耗事实；有经济/成本侧工具事实；目标-基准-进度链完整,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,no_parent_report,缺母公司报告,,,0,unmatched_manual,,False,False,False,False,True,False,False,False,False,False,False,False,False,False
r088_freddiemac,88,FREDDIE MAC,房地美,J,金融业,C,source_gap,源文件缺口,1,14,13,has_matched_report|has_standard_evidence|has_method_evidence|has_data_source_or_quality|has_source_traceability|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_economic_instrument_fact|has_target_progress_chain,已匹配母公司报告；有标准/准则证据；有核算方法/活动/质量证据；有数据来源或数据质量分类；有原文页码/文件追溯；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；有能耗事实；有经济/成本侧工具事实；目标-基准-进度链完整,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,no_parent_report,缺母公司报告,,,0,unmatched,report_unmatched,False,False,False,False,True,False,False,False,False,False,False,False,False,False
r089_rosneftoil,89,ROSNEFT OIL,俄罗斯石油公司,D,电力、热力、燃气及水生产和供应业,A,candidate_or_partial,候选或部分满足,9,14,5,has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_target_progress_chain,Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；目标-基准-进度链完整,1,Scope 1,0,0,0,,4,5,10,10,10,10,10,0,0,0,0,0,complete,完整溯源,ROSNEFT OIL-Rosneft_SR2024_ENG.pdf,,135,matched_auto_high,,True,True,True,True,True,True,False,False,False,False,True,True,True,False
r090_target,90,TARGET,塔吉特公司,L,租赁和商务服务业,C,evidence_graph_only,仅事实图谱/证据层,8,14,6,has_data_source_or_quality|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_target_progress_chain,有数据来源或数据质量分类；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；目标-基准-进度链完整,0,,0,0,2,11|12,6,6,12,12,12,12,12,0,0,0,0,0,complete,完整溯源,TARGET-2024-Sustainability-and-Governance-Report-Appendix.pdf,,55,matched_auto_high,,True,True,True,False,True,True,False,False,False,False,True,True,True,False
r091_equinor公司,91,Equinor,Equinor,D,电力、热力、燃气及水生产和供应业,A,candidate_or_partial,候选或部分满足,11,14,3,has_scope3_15_category_layer|has_emission_factor_application|has_target_progress_chain,Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；目标-基准-进度链完整,3,Scope 1|Scope 2|Scope 3,0,0,13,1|2|3|4|5|6|7|8|9|11|13|14|15,4,77,85,85,85,85,85,0,0,0,0,0,complete,完整溯源,annual-report-2024-equinor.pdf,,337,matched_auto_high,,True,True,True,True,True,True,True,True,False,False,True,True,True,False
r092_humana,92,HUMANA,哈门那公司,J,金融业,C,source_gap,源文件缺口,1,14,13,has_matched_report|has_standard_evidence|has_method_evidence|has_data_source_or_quality|has_source_traceability|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_economic_instrument_fact|has_target_progress_chain,已匹配母公司报告；有标准/准则证据；有核算方法/活动/质量证据；有数据来源或数据质量分类；有原文页码/文件追溯；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；有能耗事实；有经济/成本侧工具事实；目标-基准-进度链完整,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,no_parent_report,缺母公司报告,,,0,unmatched,report_unmatched,False,False,False,False,True,False,False,False,False,False,False,False,False,False
r093_saicmotor,93,SAIC MOTOR,上海汽车集团股份有限公司,C,制造业,A,candidate_or_partial,候选或部分满足,5,14,9,has_method_evidence|has_data_source_or_quality|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_economic_instrument_fact|has_target_progress_chain,有核算方法/活动/质量证据；有数据来源或数据质量分类；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；有经济/成本侧工具事实；目标-基准-进度链完整,1,Scope 1,0,0,0,,1,0,2,2,2,2,2,0,0,0,0,0,complete,完整溯源,2024-上海汽车集团股份有限公司ESG报告.pdf,,54,matched_auto_high,evidence_gap,True,True,False,False,True,True,False,False,False,False,False,True,False,False
r094_statefarminsurance,94,STATE FARM INSURANCE,州立农业保险公司,J,金融业,C,evidence_graph_only,仅事实图谱/证据层,4,14,10,has_method_evidence|has_data_source_or_quality|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_economic_instrument_fact|has_target_progress_chain,有核算方法/活动/质量证据；有数据来源或数据质量分类；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；有能耗事实；有经济/成本侧工具事实；目标-基准-进度链完整,0,,0,0,0,,1,0,1,1,1,1,1,0,0,0,0,0,complete,完整溯源,State_Farm_2024_Impact_Report.pdf,,32,matched_manual,evidence_gap,True,True,False,False,True,True,False,False,False,False,False,False,False,False
r095_lifeinsurancecorpofindia,95,LIFE INSURANCE CORP. OF INDIA,印度人寿保险公司,J,金融业,A,candidate_or_partial,候选或部分满足,6,14,8,has_standard_evidence|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_economic_instrument_fact|has_target_progress_chain,有标准/准则证据；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；有经济/成本侧工具事实；目标-基准-进度链完整,1,Scope 1,0,0,0,,0,3,4,4,4,4,4,0,0,0,0,0,complete,完整溯源,LIC_Annual_Report_2023_2024.pdf,,792,matched_manual,,True,False,True,True,True,True,False,False,False,False,False,True,False,False
r096_nestlé,96,NESTLÉ,雀巢公司,C,制造业,A,candidate_or_partial,候选或部分满足,10,14,4,has_direct_scope_1_2_3|has_scope3_15_category_layer|has_emission_factor_application|has_target_progress_chain,Scope 1/2/3 均有直接采信绝对值；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；目标-基准-进度链完整,2,Scope 1|Scope 2,1,0,0,,6,14,23,23,23,23,22,1,0,0,0,0,complete,完整溯源,NESTLÉ-non-financial-statement-2024.pdf,,198,matched_auto_high,,True,True,True,True,True,True,False,True,False,False,True,True,True,False
r097_enel,97,ENEL,意大利国家电力公司,I,电力、热力、燃气及水生产和供应业,C,evidence_graph_only,仅事实图谱/证据层,9,14,5,has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_target_progress_chain,Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；目标-基准-进度链完整,0,,0,0,10,1|2|3|4|6|7|8|9|10|11,8,53,61,61,61,61,61,0,0,0,0,0,complete,完整溯源,ENEL-integrated-annual-report_2024.pdf,,698,matched_auto_medium,match_spotcheck,True,True,True,True,True,True,False,False,False,False,True,True,True,False
r098_eni,98,ENI,埃尼石油公司,D,电力、热力、燃气及水生产和供应业,C,evidence_graph_only,仅事实图谱/证据层,9,14,5,has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_target_progress_chain,Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；目标-基准-进度链完整,0,,0,0,2,1|11,6,38,44,44,44,44,44,0,0,0,0,0,complete,完整溯源,ENI-Annual-Report-2024.pdf,,492,matched_auto_medium,match_spotcheck,True,True,True,True,True,True,False,False,False,False,True,True,True,False
r099_petrobras,99,PETROBRAS,巴西国家石油公司,D,电力、热力、燃气及水生产和供应业,C,source_gap,源文件缺口,1,14,13,has_matched_report|has_standard_evidence|has_method_evidence|has_data_source_or_quality|has_source_traceability|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_economic_instrument_fact|has_target_progress_chain,已匹配母公司报告；有标准/准则证据；有核算方法/活动/质量证据；有数据来源或数据质量分类；有原文页码/文件追溯；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；有能耗事实；有经济/成本侧工具事实；目标-基准-进度链完整,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,no_parent_report,缺母公司报告,,,0,unmatched,report_unmatched,False,False,False,False,True,False,False,False,False,False,False,False,False,False
r100_sk集团,100,SK,SK,D,电力、热力、燃气及水生产和供应业,C,evidence_graph_only,仅事实图谱/证据层,6,14,8,has_data_source_or_quality|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_energy_consumption_fact|has_economic_instrument_fact|has_target_progress_chain,有数据来源或数据质量分类；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有能耗事实；有经济/成本侧工具事实；目标-基准-进度链完整,0,,0,0,0,,7,8,15,15,15,15,15,0,0,0,0,0,complete,完整溯源,2025_SK-Inc_Sustainability Report_KOR.pdf,,200,matched_manual,,True,True,True,False,True,True,False,False,False,False,True,False,False,False
r101_eon,101,E.ON,意昂集团,D,电力、热力、燃气及水生产和供应业,A,candidate_or_partial,候选或部分满足,9,14,5,has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_target_progress_chain,Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；目标-基准-进度链完整,2,Scope 1|Scope 2,1,0,4,1|2|6|13,4,17,24,24,24,24,23,1,0,0,0,0,complete,完整溯源,E.ON-GB24-gesamt-EN_final.pdf,,231,matched_auto_medium,match_spotcheck,True,True,True,True,True,True,False,False,False,False,True,True,True,False
r102_gazprom,102,GAZPROM,俄罗斯天然气工业股份公司,D,电力、热力、燃气及水生产和供应业,C,source_gap,源文件缺口,1,14,13,has_matched_report|has_standard_evidence|has_method_evidence|has_data_source_or_quality|has_source_traceability|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_economic_instrument_fact|has_target_progress_chain,已匹配母公司报告；有标准/准则证据；有核算方法/活动/质量证据；有数据来源或数据质量分类；有原文页码/文件追溯；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；有能耗事实；有经济/成本侧工具事实；目标-基准-进度链完整,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,no_parent_report,缺母公司报告,,,0,unmatched,report_unmatched,False,False,False,False,True,False,False,False,False,False,False,False,False,False
r103_huaweiinvestmentandholding,103,HUAWEI INVESTMENT & HOLDING,华为投资控股有限公司,C,制造业,C,evidence_graph_only,仅事实图谱/证据层,6,14,8,has_method_evidence|has_data_source_or_quality|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_target_progress_chain,有核算方法/活动/质量证据；有数据来源或数据质量分类；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；目标-基准-进度链完整,0,,0,0,0,,2,0,2,2,2,2,2,0,0,0,0,0,complete,完整溯源,Huawei_2024_Annual_Report.pdf,,191,matched_manual,evidence_gap,True,True,False,False,True,True,False,False,False,False,False,True,True,False
r104_sociétégénérale,104,SOCIÉTÉ GÉNÉRALE,法国兴业银行,J,金融业,C,evidence_graph_only,仅事实图谱/证据层,2,14,12,has_standard_evidence|has_method_evidence|has_data_source_or_quality|has_source_traceability|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_economic_instrument_fact|has_target_progress_chain,有标准/准则证据；有核算方法/活动/质量证据；有数据来源或数据质量分类；有原文页码/文件追溯；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；有能耗事实；有经济/成本侧工具事实；目标-基准-进度链完整,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,no_evidence_ledger,已匹配报告但未抽证据,SOCIÉTÉ GÉNÉRALE-ag-2025-bilan-social-2024-fr.pdf,,33,matched_auto_high,evidence_gap,True,False,False,False,True,False,False,False,False,False,False,False,False,False
r105_boschgroup,105,BOSCH GROUP,博世集团,C,制造业,C,evidence_graph_only,仅事实图谱/证据层,7,14,7,has_data_source_or_quality|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_target_progress_chain,有数据来源或数据质量分类；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；目标-基准-进度链完整,0,,0,0,2,1|11,6,21,27,27,27,27,27,0,0,0,0,0,complete,完整溯源,bosch-sustainability-report-2024.pdf,,115,matched_auto_medium,match_spotcheck,True,True,True,False,True,True,False,False,False,False,False,True,True,False
r106_cofco,106,COFCO,中粮集团有限公司,L,租赁和商务服务业,C,source_gap,源文件缺口,1,14,13,has_matched_report|has_standard_evidence|has_method_evidence|has_data_source_or_quality|has_source_traceability|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_economic_instrument_fact|has_target_progress_chain,已匹配母公司报告；有标准/准则证据；有核算方法/活动/质量证据；有数据来源或数据质量分类；有原文页码/文件追溯；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；有能耗事实；有经济/成本侧工具事实；目标-基准-进度链完整,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,no_parent_report,缺母公司报告,,,0,unmatched,report_unmatched,False,False,False,False,True,False,False,False,False,False,False,False,False,False
r107_itochu,107,ITOCHU,日本伊藤忠商事株式会社,L,租赁和商务服务业,C,evidence_graph_only,仅事实图谱/证据层,9,14,5,has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_target_progress_chain,Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；目标-基准-进度链完整,0,,0,0,1,4,4,12,16,16,16,16,16,0,0,0,0,0,complete,完整溯源,ITOCHU-ESG report 2024.pdf,,233,matched_auto_high,,True,True,True,True,True,True,False,False,False,False,True,True,True,False
