review_priority,recommended_action,accepted_edge,strict_named_series_ids,accepted_replacement_series_ids,company_id,company_name_en,company_name_zh,world500_rank,series_id,name_en,name_zh,match_status,source_file,page,page_window,document_match_pages,snippet_en,recognition_basis_en,recognition_basis_zh
closed,already_accepted,yes,ghg_corporate_standard,,r101_eon,E.ON,意昂集团,101,ghg_corporate_standard,GHG Protocol Corporate Accounting and Reporting Standard,GHG Protocol 企业核算与报告标准,pdf_explicit_series_citation,E.ON-GB24-gesamt-EN_final.pdf,43,[43],[43],"e other measures and targets relating to climate-friendly energy generation and energy- efficiency measures. Progress and Measures In line with ESRS E1 requirements, E.ON calculates its emissions using the globally recognized WRI/WBCSD Greenhouse Gas Protocol Corporate Accounting and Reporting Standard (“GHG Protocol”) for the now seven GHGs covered by the Kyoto Protocol: carbon dioxide (“CO2”), methane (“CH4”), nitrous oxide (“N2O”), hydrofluorocarbons (“HFCs”), perfluorocarbons (“PFCs”), sulfur hexafluoride (“SF6”) and also nitrogen trifluoride (“NF3”). CO2 is by far our biggest GHG. Other GHGs like SF6 and CH…","PDF full-document exact-series scan: the report page names a controlled GHG Protocol/PCAF fine standard in an accounting, reporting, methodology, or assurance context; this does not promote emissions values.",PDF 全文精确系列扫描：报告页在核算、报告、方法或鉴证语境中命名受控 GHG Protocol/PCAF 细分标准；该记录不提升排放数值。
closed,already_accepted,yes,ghg_scope3_standard,,r101_eon,E.ON,意昂集团,101,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,pdf_explicit_series_citation,E.ON-GB24-gesamt-EN_final.pdf,41,"[40, 41, 42]",[43],".ON’s networks would be considerable. We therefore use the emission factor of each country’s residual generation mix. In most cases, this factor is significantly higher than the factor of the national generation mix. Alongside ESRS E1 requirements, we use the Corporate Value Chain (Scope 3) Accounting and Reporting Standard to calculate Scope 3 emissions. It defines 15 Scope 3 categories. E.ON conducts an analysis to identify the Scope 3 categories that are significant for the Group. We define as material those categories that account for more than 10 percent of E.ON’s Scope 3 footprint. These are E.ON’s emissio…",PDF page backfill: mapped from the cited GHG Protocol evidence page plus adjacent page text; not promoted to direct-use emissions value.,PDF 页级回查：基于已引用的 GHG Protocol 证据页及相邻页文本映射；不提升为直接采信排放值。
closed,already_accepted,yes,ghg_scope3_standard,,r101_eon,E.ON,意昂集团,101,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,pdf_explicit_series_citation,E.ON-GB24-gesamt-EN_final.pdf,43,[43],[43],".ON’s networks would be considerable. We therefore use the emission factor of each country’s residual generation mix. In most cases, this factor is significantly higher than the factor of the national generation mix. Alongside ESRS E1 requirements, we use the Corporate Value Chain (Scope 3) Accounting and Reporting Standard to calculate Scope 3 emissions. It defines 15 Scope 3 categories. E.ON conducts an analysis to identify the Scope 3 categories that are significant for the Group. We define as material those categories that account for more than 10 percent of E.ON’s Scope 3 footprint. These are E.ON’s emissio…","PDF full-document exact-series scan: the report page names a controlled GHG Protocol/PCAF fine standard in an accounting, reporting, methodology, or assurance context; this does not promote emissions values.",PDF 全文精确系列扫描：报告页在核算、报告、方法或鉴证语境中命名受控 GHG Protocol/PCAF 细分标准；该记录不提升排放数值。
closed,already_accepted,yes,ghg_corporate_standard,,r105_boschgroup,BOSCH GROUP,博世集团,105,ghg_corporate_standard,GHG Protocol Corporate Accounting and Reporting Standard,GHG Protocol 企业核算与报告标准,pdf_explicit_series_citation,bosch-sustainability-report-2024.pdf,8,[8],[8],"of the business sectors, and the company’s economic situation, can be found in the current annual report. Bosch also supports the United Nations Sustainable Development Goals (SDG). 3 Scopes 1, 2, and 3 are used in accordance with the Greenhouse Gas Protocol Corporate Accounting and Reporting Standard. For further details about the Bosch Group’s carbon neutrality (scope 1 & 2), see the “Environment | Climate action” section. Sustainability report 2024 Environment Governance Social Annex 08 Strategy and management Bosch Group profile","PDF full-document exact-series scan: the report page names a controlled GHG Protocol/PCAF fine standard in an accounting, reporting, methodology, or assurance context; this does not promote emissions values.",PDF 全文精确系列扫描：报告页在核算、报告、方法或鉴证语境中命名受控 GHG Protocol/PCAF 细分标准；该记录不提升排放数值。
closed,already_accepted,yes,ghg_corporate_standard,,r105_boschgroup,BOSCH GROUP,博世集团,105,ghg_corporate_standard,GHG Protocol Corporate Accounting and Reporting Standard,GHG Protocol 企业核算与报告标准,pdf_explicit_series_citation,bosch-sustainability-report-2024.pdf,17,[17],[17],"in the company for monitoring local wastewater quality requirements and standards (see the “Environment | Other environmental impacts” section). Goals and goal achievement T 03 4 Scopes 1, 2, and 3 are used here in accordance with the Greenhouse Gas Protocol Corporate Accounting and Reporting Standard. We have taken into account the effects of CO₂ and of other greenhouse gases, as well as climate-relevant substances, to the extent that these are of relevance for the analysis. To enable comparability between the climate impact of the various greenhouse gases and substances of relevance for the climate, emissions …","PDF full-document exact-series scan: the report page names a controlled GHG Protocol/PCAF fine standard in an accounting, reporting, methodology, or assurance context; this does not promote emissions values.",PDF 全文精确系列扫描：报告页在核算、报告、方法或鉴证语境中命名受控 GHG Protocol/PCAF 细分标准；该记录不提升排放数值。
closed,already_accepted,yes,ghg_corporate_standard,,r105_boschgroup,BOSCH GROUP,博世集团,105,ghg_corporate_standard,GHG Protocol Corporate Accounting and Reporting Standard,GHG Protocol 企业核算与报告标准,pdf_explicit_series_citation,bosch-sustainability-report-2024.pdf,29,[29],[29],"ng 328 295 269 Vehicle fleet 117 129 135 Volatile GHG 78 77 57 Scope 1 523 501 460 Electricity 119 15 9 District heat, steam, cooling energy 75 65 63 Scope 2 194 80 71 T 05 T 06 8 Scopes 1, 2, and 3 are used here in accordance with the Greenhouse Gas Protocol Corporate Accounting and Reporting Standard. We have taken into account the effects of CO₂ and of other greenhouse gases, as well as climate-relevant substances, to the extent that these are of relevance for the analysis. To enable comparability between the climate impact of the various greenhouse gases and substances of relevance for the climate, emissions…","PDF full-document exact-series scan: the report page names a controlled GHG Protocol/PCAF fine standard in an accounting, reporting, methodology, or assurance context; this does not promote emissions values.",PDF 全文精确系列扫描：报告页在核算、报告、方法或鉴证语境中命名受控 GHG Protocol/PCAF 细分标准；该记录不提升排放数值。
closed,already_accepted,yes,ghg_corporate_standard,,r111_morganstanley,MORGAN STANLEY,摩根士丹利,111,ghg_corporate_standard,GHG Protocol Corporate Accounting and Reporting Standard,GHG Protocol 企业核算与报告标准,pdf_explicit_series_citation,Morgan_Stanley_2023_ESG_Report.pdf,47,[47],[47],"ances where green power contracts and instruments that we accept for our purposes to meet carbon neutrality do not align with the criteria required to reflect those purchases in our scope 2 market-based figure in accordance with the Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard (Revised Edition) (“GHG Protocol”). For our GHG emissions table aligned with the GHG protocol, please see the Operational Emissions section. MORGAN STANLEY | 2023 ESG REPORT 47 INTRODUCTION SUSTAINABLE FINANCE HUMAN CAPITAL CLIMATE GOVERNANCE AND RISK MANAGEMENT APPENDICES","PDF full-document exact-series scan: the report page names a controlled GHG Protocol/PCAF fine standard in an accounting, reporting, methodology, or assurance context; this does not promote emissions values.",PDF 全文精确系列扫描：报告页在核算、报告、方法或鉴证语境中命名受控 GHG Protocol/PCAF 细分标准；该记录不提升排放数值。
closed,already_accepted,yes,ghg_corporate_standard,,r111_morganstanley,MORGAN STANLEY,摩根士丹利,111,ghg_corporate_standard,GHG Protocol Corporate Accounting and Reporting Standard,GHG Protocol 企业核算与报告标准,pdf_explicit_series_citation,Morgan_Stanley_2023_ESG_Report.pdf,89,[89],[89],"issions for the Auto Manufacturing, Energy and Power sectors for the year ended December 31, 2022 included within the Morgan Stanley 2023 ESG Report (referred to as “Absolute Financed Emissions”) are presented in accordance with the Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard (Revised Edition) published by the World Resources Institute/World Business Council for Sustainable Development (the “GHG Protocol”), (2) the Scope 1, Scope 2, Scope 3, Category 6 (Business travel) and Scope 3, Category 13 (Downstream leased assets) Greenhouse Gas Emissions metrics for the year ended December 31, …","PDF full-document exact-series scan: the report page names a controlled GHG Protocol/PCAF fine standard in an accounting, reporting, methodology, or assurance context; this does not promote emissions values.",PDF 全文精确系列扫描：报告页在核算、报告、方法或鉴证语境中命名受控 GHG Protocol/PCAF 细分标准；该记录不提升排放数值。
closed,already_accepted,yes,ghg_corporate_standard,,r111_morganstanley,MORGAN STANLEY,摩根士丹利,111,ghg_corporate_standard,GHG Protocol Corporate Accounting and Reporting Standard,GHG Protocol 企业核算与报告标准,pdf_explicit_series_citation,Morgan_Stanley_2023_ESG_Report.pdf,90,[90],[90],"issions for the Auto Manufacturing, Energy and Power sectors for the year ended December 31, 2022 included within the Morgan Stanley 2023 ESG Report (referred to as “Absolute Financed Emissions”) are presented in accordance with the Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard (Revised Edition) published by the World Resources Institute/World Business Council for Sustainable Development (the “GHG Protocol”), (2) its Scope 1, Scope 2, Scope 3, Category 6 (Business travel) and Scope 3, Category 13 (Downstream leased assets) Greenhouse Gas Emissions metrics for the year ended December 31, …","PDF full-document exact-series scan: the report page names a controlled GHG Protocol/PCAF fine standard in an accounting, reporting, methodology, or assurance context; this does not promote emissions values.",PDF 全文精确系列扫描：报告页在核算、报告、方法或鉴证语境中命名受控 GHG Protocol/PCAF 细分标准；该记录不提升排放数值。
closed,already_accepted,yes,ghg_financial_industry_standard,,r111_morganstanley,MORGAN STANLEY,摩根士丹利,111,ghg_financial_industry_standard,Global GHG Accounting and Reporting Standard for the Financial Industry,金融行业全球温室气体核算与报告标准,pdf_explicit_series_citation,Morgan_Stanley_2023_ESG_Report.pdf,56,[56],[56],"Our 2030 targets are based on emissions intensity. However, we recognize that absolute emissions provide helpful additional context, and so we also report them, using guidance from PCAF. Absolute Financed Emissions (AFE) SECTOR (tCO2e) 2019 2020 2021 202237,38 Auto Manufacturing 38,101 16,298 4,120 95,039 (Scope 1 + 2) 1,591 410 80 1,164 (Scope 3) 36,510 15,888 4,040 93,875 Energy 1,473,781 2,362,679 1,144,234 3,602,827 (Scope 1 + 2) 165,401 207,880 125,511 209,604 (Scope 3) 1,308,380 2,154,799 1,018,723 3,393,223 Power 882,542 394,107 843","PDF full-document exact-series scan: the report page names a controlled GHG Protocol/PCAF fine standard in an accounting, reporting, methodology, or assurance context; this does not promote emissions values.",PDF 全文精确系列扫描：报告页在核算、报告、方法或鉴证语境中命名受控 GHG Protocol/PCAF 细分标准；该记录不提升排放数值。
closed,already_accepted,yes,ghg_financial_industry_standard,,r111_morganstanley,MORGAN STANLEY,摩根士丹利,111,ghg_financial_industry_standard,Global GHG Accounting and Reporting Standard for the Financial Industry,金融行业全球温室气体核算与报告标准,pdf_explicit_series_citation,Morgan_Stanley_2023_ESG_Report.pdf,57,[57],[57],"PCAF Data Quality Scores Morgan Stanley’s calculation of data quality scores for our financed emissions reporting is informed by the PCAF guidance, but also based on the methodology of our third-party data vendor. This includes use of third-party data inputs, and sometimes requires estimates and assumptions based on the availability of data. These scores indicat","PDF full-document exact-series scan: the report page names a controlled GHG Protocol/PCAF fine standard in an accounting, reporting, methodology, or assurance context; this does not promote emissions values.",PDF 全文精确系列扫描：报告页在核算、报告、方法或鉴证语境中命名受控 GHG Protocol/PCAF 细分标准；该记录不提升排放数值。
closed,already_accepted,yes,ghg_financial_industry_standard,,r111_morganstanley,MORGAN STANLEY,摩根士丹利,111,ghg_financial_industry_standard,Global GHG Accounting and Reporting Standard for the Financial Industry,金融行业全球温室气体核算与报告标准,pdf_explicit_series_citation,Morgan_Stanley_2023_ESG_Report.pdf,82,[82],[82],"cope 3, Category 15. The lending facilities included in our AFE calculation are limited to those within the Auto Manufacturing, Power, and Energy sectors within our corporate lending portfolio. As informed by the Business Loans asset class guidance within the PCAF Global GHG Accounting and Reporting Standard (2022), AFE related to these outstanding facilities are attributed to Morgan Stanley on the basis of our share of lending relative to the client’s company value for public companies (i.e. Enterprise Value Including Cash (EVIC) (based on our third-party vendor’s methodology)) or total company debt plus total …","PDF full-document exact-series scan: the report page names a controlled GHG Protocol/PCAF fine standard in an accounting, reporting, methodology, or assurance context; this does not promote emissions values.",PDF 全文精确系列扫描：报告页在核算、报告、方法或鉴证语境中命名受控 GHG Protocol/PCAF 细分标准；该记录不提升排放数值。
closed,current_edge_demoted_reassignment_already_accepted,no,ghg_financial_industry_standard,ghg_financial_industry_standard,r111_morganstanley,MORGAN STANLEY,摩根士丹利,111,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,pdf_explicit_series_citation,Morgan_Stanley_2023_ESG_Report.pdf,57,[57],[57],"e third- party verified, whereas economic activity-based emissions factors, which are used to estimate company emissions, are considered lower data quality. PCAF guidance recommends calculating a data quality score for scopes 1 and 2 separate from a score for scope 3. For more information on the PCAF methodology document.39 Application of our third-party data vendor’s methodology may result in data quality scores which are not reflective of all emissions data within any given emissions scope. For example, if a company reports emissions for just one single scope 3 category, the overall data quality score for scop…","PDF full-document exact-series scan: the report page names a controlled GHG Protocol/PCAF fine standard in an accounting, reporting, methodology, or assurance context; this does not promote emissions values.",PDF 全文精确系列扫描：报告页在核算、报告、方法或鉴证语境中命名受控 GHG Protocol/PCAF 细分标准；该记录不提升排放数值。
closed,already_accepted,yes,ghg_corporate_standard,,r113_brookfield,BROOKFIELD,博枫公司,113,ghg_corporate_standard,GHG Protocol Corporate Accounting and Reporting Standard,GHG Protocol 企业核算与报告标准,pdf_explicit_series_citation,BROOKFIELD-BAM Ltd. 2024 Sustainability Report.pdf,96,[96],[96],"ope 1) GHG emissions: 322 mtCO2e Gases (CO2, CH4, N2O, HFCs), where applicable, are included in the calculation. Base year: Key Performance Metrics. Our Direct (scope 1) GHG emissions are calculated following our internal methodology based on the GHG Protocol Corporate Accounting and Reporting Standard. Emissions from the combustion of natural gas and diesel are calculated by obtaining activity data on fuel consumption for facilities where data is available. Geographic-specific emission factors are utilized where available, including NIR, NGER, USEPA, and DEFRA. GWP factors may differ depending on emission facto…","PDF full-document exact-series scan: the report page names a controlled GHG Protocol/PCAF fine standard in an accounting, reporting, methodology, or assurance context; this does not promote emissions values.",PDF 全文精确系列扫描：报告页在核算、报告、方法或鉴证语境中命名受控 GHG Protocol/PCAF 细分标准；该记录不提升排放数值。
closed,already_accepted,yes,ghg_corporate_standard|ghg_scope2_guidance,ghg_scope2_guidance,r113_brookfield,BROOKFIELD,博枫公司,113,ghg_corporate_standard,GHG Protocol Corporate Accounting and Reporting Standard,GHG Protocol 企业核算与报告标准,pdf_explicit_series_citation,BROOKFIELD-BAM Ltd. 2024 Sustainability Report.pdf,97,[97],[97],"e 2) GHG emissions: 2,445 mtCO2e Gases (CO2, CH4, N2O), where applicable, are included in the calculation. Base year: Key Performance Metrics. Our indirect (scope 2) GHG emissions are calculated following our internal methodology based on the (1) GHG Protocol Corporate Accounting and Reporting Standard and (2) GHG Protocol - scope 2 Guidance. This includes emissions from purchased electricity, heating, cooling and landlord paid heating in leased office space. Emissions from purchased electricity consumption are calculated by obtaining activity data for facilities where data is available. When data is not availab…","PDF full-document exact-series scan: the report page names a controlled GHG Protocol/PCAF fine standard in an accounting, reporting, methodology, or assurance context; this does not promote emissions values.",PDF 全文精确系列扫描：报告页在核算、报告、方法或鉴证语境中命名受控 GHG Protocol/PCAF 细分标准；该记录不提升排放数值。
closed,already_accepted,yes,ghg_corporate_standard,,r113_brookfield,BROOKFIELD,博枫公司,113,ghg_corporate_standard,GHG Protocol Corporate Accounting and Reporting Standard,GHG Protocol 企业核算与报告标准,pdf_explicit_series_citation,BROOKFIELD-BAM Ltd. 2024 Sustainability Report.pdf,105,[105],[105],"ays. 3 2024 Emission factor database. 4 Refers to portfolio companies where Brookfield has a position of financial control, representing 51% of Invested AUM as of December 31, 2024. Our GHG emissions calculation is guided by the principles of the GHG Protocol Corporate Accounting and Reporting Standard issued by the World Business Council for Sustainable Development and the World Resource Institute. Scope 2 emissions are a combination of location-based and market-based emissions in the base year and are market-based in 2023 and 2024. We intend to include material scope 3 emissions at a future time when we are ab…","PDF full-document exact-series scan: the report page names a controlled GHG Protocol/PCAF fine standard in an accounting, reporting, methodology, or assurance context; this does not promote emissions values.",PDF 全文精确系列扫描：报告页在核算、报告、方法或鉴证语境中命名受控 GHG Protocol/PCAF 细分标准；该记录不提升排放数值。
closed,already_accepted,yes,ghg_financial_industry_standard,,r113_brookfield,BROOKFIELD,博枫公司,113,ghg_financial_industry_standard,Global GHG Accounting and Reporting Standard for the Financial Industry,金融行业全球温室气体核算与报告标准,pdf_explicit_series_citation,BROOKFIELD-BAM Ltd. 2024 Sustainability Report.pdf,62,[62],[62],"lidated industry proxies, where possible. Internal estimates undergo reasonability checks, but limitations in data visibility mean figures are best estimates and subject to change. We continue to face data availability challenges in certain asset classes, and PCAF’s Financed Emissions Standard 6 lacks guidance for some private equity funds and other products. We use a PCAF-like scoring framework to assess data quality for our financed emissions. For investments where data quality scores are available—covering approximately 50% of total financed emissions—data quality scores generally fall between 2 and 4. In thi…","PDF full-document exact-series scan: the report page names a controlled GHG Protocol/PCAF fine standard in an accounting, reporting, methodology, or assurance context; this does not promote emissions values.",PDF 全文精确系列扫描：报告页在核算、报告、方法或鉴证语境中命名受控 GHG Protocol/PCAF 细分标准；该记录不提升排放数值。
closed,already_accepted,yes,ghg_financial_industry_standard,,r113_brookfield,BROOKFIELD,博枫公司,113,ghg_financial_industry_standard,Global GHG Accounting and Reporting Standard for the Financial Industry,金融行业全球温室气体核算与报告标准,pdf_explicit_series_citation,BROOKFIELD-BAM Ltd. 2024 Sustainability Report.pdf,105,[105],[105],"sed on our ownership as of December 31, 2024. 5 Business loans and unlisted equity include private credit and private equity investments. 6 2023 financed emissions were restated in 2024 to reflect improvements in data quality and availability. 7 Refers to the Partnership for Carbon Accounting Financials (PCAF): The Global GHG Accounting & Reporting Standard Part A: Financed Emissions and its related data quality guidance. Where available from third-party systems and/or company reported data, we have assessed the quality of our data referencing a similar scoring system. 8 Data quality score is provided for 43% of…","PDF full-document exact-series scan: the report page names a controlled GHG Protocol/PCAF fine standard in an accounting, reporting, methodology, or assurance context; this does not promote emissions values.",PDF 全文精确系列扫描：报告页在核算、报告、方法或鉴证语境中命名受控 GHG Protocol/PCAF 细分标准；该记录不提升排放数值。
closed,already_accepted,yes,ghg_corporate_standard|ghg_scope2_guidance,ghg_corporate_standard,r113_brookfield,BROOKFIELD,博枫公司,113,ghg_scope2_guidance,GHG Protocol Scope 2 Guidance,GHG Protocol Scope 2 指南,pdf_explicit_series_citation,BROOKFIELD-BAM Ltd. 2024 Sustainability Report.pdf,97,[97],[97],"cable, are included in the calculation. Base year: Key Performance Metrics. Our indirect (scope 2) GHG emissions are calculated following our internal methodology based on the (1) GHG Protocol Corporate Accounting and Reporting Standard and (2) GHG Protocol - scope 2 Guidance. This includes emissions from purchased electricity, heating, cooling and landlord paid heating in leased office space. Emissions from purchased electricity consumption are calculated by obtaining activity data for facilities where data is available. When data is not available, consumption is estimated based on: (1) the total 2024 employee …","PDF full-document exact-series scan: the report page names a controlled GHG Protocol/PCAF fine standard in an accounting, reporting, methodology, or assurance context; this does not promote emissions values.",PDF 全文精确系列扫描：报告页在核算、报告、方法或鉴证语境中命名受控 GHG Protocol/PCAF 细分标准；该记录不提升排放数值。
closed,already_accepted,yes,ghg_corporate_standard|ghg_scope3_calculation_guidance|ghg_scope3_standard,ghg_corporate_standard|ghg_scope3_standard,r113_brookfield,BROOKFIELD,博枫公司,113,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 Calculation Guidance,GHG Protocol Scope 3 计算指南,pdf_explicit_series_citation,BROOKFIELD-BAM Ltd. 2024 Sustainability Report.pdf,97,[97],[97],"scope 3) GHG emissions are calculated following our internal methodology based on the (1) GHG Protocol Corporate Accounting and Reporting Standard, (2) GHG Protocol - The Corporate Value Chain (scope 3) Accounting and Reporting Standard and (3) GHG Protocol - Technical Guidance for Calculating Scope 3 Emissions. Emissions from waste generated in Brookfield operations (scope 3 category 5) are calculated by obtaining the amount of waste generated annually, categorized by waste type and disposal method (recycled, landfilled, combusted, composted), where data is available. Emission factors are sourced from the U.K. …","PDF full-document exact-series scan: the report page names a controlled GHG Protocol/PCAF fine standard in an accounting, reporting, methodology, or assurance context; this does not promote emissions values.",PDF 全文精确系列扫描：报告页在核算、报告、方法或鉴证语境中命名受控 GHG Protocol/PCAF 细分标准；该记录不提升排放数值。
closed,already_accepted,yes,ghg_corporate_standard|ghg_scope3_calculation_guidance|ghg_scope3_standard,ghg_corporate_standard|ghg_scope3_calculation_guidance,r113_brookfield,BROOKFIELD,博枫公司,113,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,pdf_explicit_series_citation,BROOKFIELD-BAM Ltd. 2024 Sustainability Report.pdf,97,[97],[97],"inanced emissions. Base year: Key Performance Metrics, Metrics and Targets Our indirect (scope 3) GHG emissions are calculated following our internal methodology based on the (1) GHG Protocol Corporate Accounting and Reporting Standard, (2) GHG Protocol - The Corporate Value Chain (scope 3) Accounting and Reporting Standard and (3) GHG Protocol - Technical Guidance for Calculating Scope 3 Emissions. Emissions from waste generated in Brookfield operations (scope 3 category 5) are calculated by obtaining the amount of waste generated annually, categorized by waste type and disposal method (recycled, landfilled, co…","PDF full-document exact-series scan: the report page names a controlled GHG Protocol/PCAF fine standard in an accounting, reporting, methodology, or assurance context; this does not promote emissions values.",PDF 全文精确系列扫描：报告页在核算、报告、方法或鉴证语境中命名受控 GHG Protocol/PCAF 细分标准；该记录不提升排放数值。
closed,already_accepted,yes,,,r113_brookfield,BROOKFIELD,博枫公司,113,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,pdf_explicit_series_citation,BROOKFIELD-BAM Ltd. 2024 Sustainability Report.pdf,105,[105],[105],"ed in scope 2. In 2023, using guidance from the GHG Protocol, we started reporting fugitive emissions from all facilities (owned & leased) under scope 1. 2019 figures have been restated to provide a consistent year-over-year comparison. 3 In determining which scope 3 activities could be relevant, we considered emissions size, influence, risk, our stakeholders, outsourcing, sector guidance and data availability. 4 Base year data is not available for scope 3, category 5. 5 Air travel emissions include both direct (CO2, CH4 and N2O) and indirect (non-CO2 emissions e.g., water vapor, contrails, NOx) climate change e…","PDF full-document exact-series scan: the report page names a controlled GHG Protocol/PCAF fine standard in an accounting, reporting, methodology, or assurance context; this does not promote emissions values.",PDF 全文精确系列扫描：报告页在核算、报告、方法或鉴证语境中命名受控 GHG Protocol/PCAF 细分标准；该记录不提升排放数值。
closed,already_accepted,yes,ghg_corporate_standard,,r114_royalaholddelhaize,ROYAL AHOLD DELHAIZE,皇家阿霍德德尔海兹集团,114,ghg_corporate_standard,GHG Protocol Corporate Accounting and Reporting Standard,GHG Protocol 企业核算与报告标准,pdf_explicit_series_citation,Ahold_Delhaize_Annual_Report_2024.pdf,117,"[116, 117, 118]",,"GHG emissions from the private and public sectors. Our carbon footprint methodology follows the guidelines of the World Business Council for Sustainable Development (WBCSD)/WRI and we report our GHG emissions data with reference to the Greenhouse Gas Protocol Corporate Accounting and Reporting Standard. Our methodology, estimates and judgments around the metrics used are included in Sustainability notes. Energy consumption and mix For details on the energy consumption and mix and energy intensity, see Climate change in the Sustainability notes. Gross scope 1, 2, 3 and total GHG emissions For details on the GHG e…",PDF page backfill: mapped from the cited GHG Protocol evidence page plus adjacent page text; not promoted to direct-use emissions value.,PDF 页级回查：基于已引用的 GHG Protocol 证据页及相邻页文本映射；不提升为直接采信排放值。
closed,already_accepted,yes,ghg_corporate_standard,,r114_royalaholddelhaize,ROYAL AHOLD DELHAIZE,皇家阿霍德德尔海兹集团,114,ghg_corporate_standard,GHG Protocol Corporate Accounting and Reporting Standard,GHG Protocol 企业核算与报告标准,pdf_explicit_series_citation,Ahold_Delhaize_Annual_Report_2024.pdf,118,[118],[118],"GHG emissions from the private and public sectors. Our carbon footprint methodology follows the guidelines of the World Business Council for Sustainable Development (WBCSD)/WRI and we report our GHG emissions data with reference to the Greenhouse Gas Protocol Corporate Accounting and Reporting Standard. Our methodology, estimates and judgments around the metrics used are included in Sustainability notes. Energy consumption and mix For details on the energy consumption and mix and energy intensity, see Climate change in the Sustainability notes. Gross scope 1, 2, 3 and total GHG emissions For details on the GHG e…","PDF full-document exact-series scan: the report page names a controlled GHG Protocol/PCAF fine standard in an accounting, reporting, methodology, or assurance context; this does not promote emissions values.",PDF 全文精确系列扫描：报告页在核算、报告、方法或鉴证语境中命名受控 GHG Protocol/PCAF 细分标准；该记录不提升排放数值。
closed,already_accepted,yes,ghg_corporate_standard,,r114_royalaholddelhaize,ROYAL AHOLD DELHAIZE,皇家阿霍德德尔海兹集团,114,ghg_corporate_standard,GHG Protocol Corporate Accounting and Reporting Standard,GHG Protocol 企业核算与报告标准,pdf_explicit_series_citation,Ahold_Delhaize_Annual_Report_2024.pdf,179,[179],[179],"t. Scope 1 and 2 emissions For our approach and progress on the material sustainability matter climate change, which also addresses GHG emissions, see Climate change. We report our scope 1 and 2 GHG emissions data with reference to the Greenhouse Gas Protocol Corporate Accounting and Reporting Standard. Our main sources of GHG emissions are fuel combustion, energy consumption and refrigerant leakages. To calculate carbon-equivalent emissions based on these sources, we use emission factors. GHG-emission data consists of a calculated CO2 equivalent, defined as actual CO2 emitted plus equivalent emission from other…","PDF full-document exact-series scan: the report page names a controlled GHG Protocol/PCAF fine standard in an accounting, reporting, methodology, or assurance context; this does not promote emissions values.",PDF 全文精确系列扫描：报告页在核算、报告、方法或鉴证语境中命名受控 GHG Protocol/PCAF 细分标准；该记录不提升排放数值。
closed,already_accepted,yes,ghg_scope2_guidance,,r114_royalaholddelhaize,ROYAL AHOLD DELHAIZE,皇家阿霍德德尔海兹集团,114,ghg_scope2_guidance,GHG Protocol Scope 2 Guidance,GHG Protocol Scope 2 指南,pdf_explicit_series_citation,Ahold_Delhaize_Annual_Report_2024.pdf,361,[361],[361],"ss of whether or not it is legal. LGBTQ+ LGBTQ+ is an acronym for lesbian, gay, bisexual, transgender, queer or questioning and others. These terms are used to describe a person’s sexual orientation or gender identity. Location-based approach The GHG Protocol Scope 2 Guidance (version 2015) defines the location-based approach as “a method that reflects the average emissions intensity of grids on which energy consumption occurs (using mostly grid-average emission factor data).” Market-based approach The GHG Protocol Scope 2 Guidance defines the market-based approach as “a method that reflects emissions from elect…","PDF full-document exact-series scan: the report page names a controlled GHG Protocol/PCAF fine standard in an accounting, reporting, methodology, or assurance context; this does not promote emissions values.",PDF 全文精确系列扫描：报告页在核算、报告、方法或鉴证语境中命名受控 GHG Protocol/PCAF 细分标准；该记录不提升排放数值。
