review_priority,language_policy,match_status,evidence_mode,decision_bucket,evidence_gate,matched_aliases,standard_id,standard_name_en,standard_name_zh,standard_family_en,standard_family_zh,standard_color,is_ghg_series,roles_en,roles_zh,principles_en,principles_zh,company_id,world500_rank,company_name_en,company_name_zh,industry_section_code,industry_section_en,industry_section_zh,industry_color,evidence_count,pages,source_files,sample_confidence,sample_review_status,sample_snippet_en,sample_snippet_zh
P2_verify_standard_link,Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.,source_standard_link,source_standard_evidence_pending_quality_review,review,page_traceable_standard_source_row_not_ghg_fine_series_gate,,tcfd,TCFD,TCFD,Climate disclosure framework,气候披露框架,#7a4f82,no,Disclosure recommendation,披露建议,Consistency | Materiality,一致性 | 重要性,r191_generalelectric,191,GENERAL ELECTRIC,通用电气公司,C,Manufacturing,制造业,#c76b2d,1,2,GENERAL ELECTRIC-Aerospace 2025-sustainability-report.pdf,medium,seed_batch_05,"rivacy and cybersecurity 59 Artificial intelligence 60 Political engagement and policy development Download our 2025 Sustainability Report: Supplementary Materials appendix, which contains our Sustainability databook, information about stak",rivacy and cybersecurity 59 Artificial intelligence 60 Political engagement and policy development Download our 2025 Sustainability Report: Supplementary Mat...
P2_verify_standard_link,Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.,explicit_standard_citation,accepted_page_traceable_standard_source_link,accepted,page_text_explicitly_names_standard_or_strong_alias,,gri,GRI,GRI,ESG disclosure framework,ESG披露框架,#2f6f63,no,Disclosure standard,披露标准,Materiality | Comparability,重要性 | 可比性,r192_beijingautomotivegroup,192,BEIJING AUTOMOTIVE GROUP,北京汽车集团有限公司,C,Manufacturing,制造业,#c76b2d,1,86,北京汽车集团有限公司esg报告baicgroup2024.pdf,medium,seed_batch_05,。 ▎报告体系 年度信息披露——年度社会责任报告/可持续发展报告（2012-2024） 日常信息披露——https://www.baicgroup.com.cn/public-benefit-activities.html ▎内容选择与安排 本报告内容范围的选择遵循GRI的实质性、利益相关方参与、可持续发展背景及完整性原则，并结合企业实际情况，通过行业对标研究、企业发展战略分析、实质性议题识别和利益相关方沟 通，确定报告的具体内容。 ▎参考标准 报告参照全球可持续发展标准委员,。 ▎报告体系 年度信息披露——年度社会责任报告/可持续发展报告（2012-2024） 日常信息披露——https://www.baicgroup.com.cn/public-benefit-activities.html ▎内容选择与安排 本报告内容范围的选择遵循GRI的实质性、利益相关方参与、可持续发展背景及...
P2_verify_standard_link,Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.,source_standard_link,source_standard_evidence_pending_quality_review,review,page_traceable_standard_source_row_not_ghg_fine_series_gate,,tcfd,TCFD,TCFD,Climate disclosure framework,气候披露框架,#7a4f82,no,Disclosure recommendation,披露建议,Consistency | Materiality,一致性 | 重要性,r193_lockheedmartin,193,LOCKHEED MARTIN,洛克希德－马丁,C,Manufacturing,制造业,#c76b2d,1,13,2024-LOCKHEED MARTIN-Sustainability-Performance-Report.pdf,medium,seed_batch_05,"Martin’s latest climate risk analysis, assessing physical and transitional risks to our operations and select suppliers, can be found in our Carbon Disclosure Project (CDP) Climate Change report and in our Task Force on Climate-related Fina","Martin’s latest climate risk analysis, assessing physical and transitional risks to our operations and select suppliers, can be found in our Carbon Disclosur..."
P2_verify_standard_link,Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.,source_standard_link,source_standard_evidence_pending_quality_review,review,page_traceable_standard_source_row_not_ghg_fine_series_gate,,gri,GRI,GRI,ESG disclosure framework,ESG披露框架,#2f6f63,no,Disclosure standard,披露标准,Materiality | Comparability,重要性 | 可比性,r193_lockheedmartin,193,LOCKHEED MARTIN,洛克希德－马丁,C,Manufacturing,制造业,#c76b2d,1,2,2024-LOCKHEED MARTIN-Sustainability-Performance-Report.pdf,medium,seed_batch_05,"es for the 2024 calendar year from Lockheed Martin’s corporate headquarters and four business areas: Aeronautics, Missiles and Fire Control, Rotary and Mission Systems and Space. This report has been prepared with reference to the Global Re","es for the 2024 calendar year from Lockheed Martin’s corporate headquarters and four business areas: Aeronautics, Missiles and Fire Control, Rotary and Missi..."
P2_verify_standard_link,Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.,source_standard_link,source_standard_evidence_pending_quality_review,review,page_traceable_standard_source_row_not_ghg_fine_series_gate,,ifrs_s2,IFRS S2,IFRS S2,Climate disclosure standard,气候披露标准,#315f8c,no,Disclosure standard,披露标准,Comparability | Financial materiality,可比性 | 财务重要性,r193_lockheedmartin,193,LOCKHEED MARTIN,洛克希德－马丁,C,Manufacturing,制造业,#c76b2d,1,2,2024-LOCKHEED MARTIN-Sustainability-Performance-Report.pdf,medium,seed_batch_05,"es for the 2024 calendar year from Lockheed Martin’s corporate headquarters and four business areas: Aeronautics, Missiles and Fire Control, Rotary and Mission Systems and Space. This report has been prepared with reference to the Global Re","es for the 2024 calendar year from Lockheed Martin’s corporate headquarters and four business areas: Aeronautics, Missiles and Fire Control, Rotary and Missi..."
P2_verify_standard_link,Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.,source_standard_link,source_standard_evidence_pending_quality_review,review,page_traceable_standard_source_row_not_ghg_fine_series_gate,,sasb,SASB,SASB,Industry disclosure framework,行业披露框架,#c76b2d,no,Disclosure guideline,披露指引,Financial materiality,财务重要性,r193_lockheedmartin,193,LOCKHEED MARTIN,洛克希德－马丁,C,Manufacturing,制造业,#c76b2d,1,2,2024-LOCKHEED MARTIN-Sustainability-Performance-Report.pdf,medium,seed_batch_05,"es for the 2024 calendar year from Lockheed Martin’s corporate headquarters and four business areas: Aeronautics, Missiles and Fire Control, Rotary and Mission Systems and Space. This report has been prepared with reference to the Global Re","es for the 2024 calendar year from Lockheed Martin’s corporate headquarters and four business areas: Aeronautics, Missiles and Fire Control, Rotary and Missi..."
P2_verify_standard_link,Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.,source_standard_link,source_standard_evidence_pending_quality_review,review,page_traceable_standard_source_row_not_ghg_fine_series_gate,,gri,GRI,GRI,ESG disclosure framework,ESG披露框架,#2f6f63,no,Disclosure standard,披露标准,Materiality | Comparability,重要性 | 可比性,r195_americanexpress,195,AMERICAN EXPRESS,美国运通公司,J,Finance,金融业,#446f9f,1,2,AMERICAN EXPRESS_AXP_2023_2024_ESG_Report.pdf,medium,seed_batch_05,"t of GHG Emissions 69 Diversity, Equity, and Inclusion 70 Colleague Career Growth and Development 72 Supporting Our Colleagues’ Holistic Health and Well-being 73 Governance and Operating Responsibly 74 2023-2024 TCFD Index 75 2023-2024 SASB","t of GHG Emissions 69 Diversity, Equity, and Inclusion 70 Colleague Career Growth and Development 72 Supporting Our Colleagues’ Holistic Health and Well-bein..."
P2_verify_standard_link,Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.,explicit_standard_citation,accepted_page_traceable_standard_source_link,accepted,page_text_explicitly_names_standard_or_strong_alias,,sasb,SASB,SASB,Industry disclosure framework,行业披露框架,#c76b2d,no,Disclosure guideline,披露指引,Financial materiality,财务重要性,r195_americanexpress,195,AMERICAN EXPRESS,美国运通公司,J,Finance,金融业,#446f9f,1,2,AMERICAN EXPRESS_AXP_2023_2024_ESG_Report.pdf,medium,seed_batch_05,"t of GHG Emissions 69 Diversity, Equity, and Inclusion 70 Colleague Career Growth and Development 72 Supporting Our Colleagues’ Holistic Health and Well-being 73 Governance and Operating Responsibly 74 2023-2024 TCFD Index 75 2023-2024 SASB","t of GHG Emissions 69 Diversity, Equity, and Inclusion 70 Colleague Career Growth and Development 72 Supporting Our Colleagues’ Holistic Health and Well-bein..."
P2_verify_standard_link,Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.,explicit_standard_citation,accepted_page_traceable_standard_source_link,accepted,page_text_explicitly_names_standard_or_strong_alias,,tcfd,TCFD,TCFD,Climate disclosure framework,气候披露框架,#7a4f82,no,Disclosure recommendation,披露建议,Consistency | Materiality,一致性 | 重要性,r195_americanexpress,195,AMERICAN EXPRESS,美国运通公司,J,Finance,金融业,#446f9f,1,2,AMERICAN EXPRESS_AXP_2023_2024_ESG_Report.pdf,medium,seed_batch_05,"t of GHG Emissions 69 Diversity, Equity, and Inclusion 70 Colleague Career Growth and Development 72 Supporting Our Colleagues’ Holistic Health and Well-being 73 Governance and Operating Responsibly 74 2023-2024 TCFD Index 75 2023-2024 SASB","t of GHG Emissions 69 Diversity, Equity, and Inclusion 70 Colleague Career Growth and Development 72 Supporting Our Colleagues’ Holistic Health and Well-bein..."
P2_verify_standard_link,Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.,source_standard_link,source_standard_evidence_pending_quality_review,review,page_traceable_standard_source_row_not_ghg_fine_series_gate,,ifrs_s2,IFRS S2,IFRS S2,Climate disclosure standard,气候披露标准,#315f8c,no,Disclosure standard,披露标准,Comparability | Financial materiality,可比性 | 财务重要性,r195_americanexpress,195,AMERICAN EXPRESS,美国运通公司,J,Finance,金融业,#446f9f,1,3,AMERICAN EXPRESS_AXP_2023_2024_ESG_Report.pdf,medium,seed_batch_05,hird-party organization within this report does not constitute or imply an endorsement by American Express of any or all of the positions or activities of such organization. Reporting guidelines and content This report follows the Global Re,hird-party organization within this report does not constitute or imply an endorsement by American Express of any or all of the positions or activities of su...
P2_verify_standard_link,Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.,source_standard_link,source_standard_evidence_pending_quality_review,review,page_traceable_standard_source_row_not_ghg_fine_series_gate,,sbti,SBTi,SBTi,Climate target governance system,气候目标治理体系,#9b3b2f,no,Target validation guideline,目标审定指引,Science-based ambition,科学目标约束,r195_americanexpress,195,AMERICAN EXPRESS,美国运通公司,J,Finance,金融业,#446f9f,1,4,AMERICAN EXPRESS_AXP_2023_2024_ESG_Report.pdf,medium,seed_batch_05,"Goals to support a low- carbon future. In August 2024, we achieved an important milestone on our net- zero commitment, receiving validation of our net-zero target, consisting of both near-term and long-term targets, from the Science Based T","Goals to support a low- carbon future. In August 2024, we achieved an important milestone on our net- zero commitment, receiving validation of our net-zero t..."
P2_verify_standard_link,Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.,source_standard_link,source_standard_evidence_pending_quality_review,review,page_traceable_standard_source_row_not_ghg_fine_series_gate,,tcfd,TCFD,TCFD,Climate disclosure framework,气候披露框架,#7a4f82,no,Disclosure recommendation,披露建议,Consistency | Materiality,一致性 | 重要性,r196_hitachi,196,HITACHI,日立,C,Manufacturing,制造业,#c76b2d,1,2,HITACHI_en_sustainability2025.pdf,medium,seed_batch_05,"ement Plan 2024 Advancing our environmental vision and long-term environmental targets Products, services, and solutions that support green transformation (GX) Environmental governance Decarbonization Climate-related financial information d","ement Plan 2024 Advancing our environmental vision and long-term environmental targets Products, services, and solutions that support green transformation (G..."
P2_verify_standard_link,Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.,source_standard_link,source_standard_evidence_pending_quality_review,review,page_traceable_standard_source_row_not_ghg_fine_series_gate,,esrs_csrd,ESRS/CSRD,ESRS/CSRD,EU sustainability disclosure regime,欧盟可持续披露体系,#8a6d1d,no,Disclosure standard,披露标准,Comparability | Double materiality,可比性 | 双重重要性,r196_hitachi,196,HITACHI,日立,C,Manufacturing,制造业,#c76b2d,1,24,HITACHI_en_sustainability2025.pdf,medium,seed_batch_05,"er social context related to sustainability, a list of sustainability topics was created with reference to international sustainability standards such as the European Sustainability Reporting Standards (ESRS) and the Sustainability Accounti","er social context related to sustainability, a list of sustainability topics was created with reference to international sustainability standards such as the..."
P2_verify_standard_link,Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.,source_standard_link,source_standard_evidence_pending_quality_review,review,page_traceable_standard_source_row_not_ghg_fine_series_gate,,gri,GRI,GRI,ESG disclosure framework,ESG披露框架,#2f6f63,no,Disclosure standard,披露标准,Materiality | Comparability,重要性 | 可比性,r196_hitachi,196,HITACHI,日立,C,Manufacturing,制造业,#c76b2d,1,3,HITACHI_en_sustainability2025.pdf,medium,seed_batch_05,", strategies, and key initiatives of sustainability undertaken in fiscal 2024. This report is intended as an engagement tool for all stakeholders to disclose information in accordance with international guidelines, including the disclosure",", strategies, and key initiatives of sustainability undertaken in fiscal 2024. This report is intended as an engagement tool for all stakeholders to disclose..."
P2_verify_standard_link,Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.,source_standard_link,source_standard_evidence_pending_quality_review,review,page_traceable_standard_source_row_not_ghg_fine_series_gate,,sasb,SASB,SASB,Industry disclosure framework,行业披露框架,#c76b2d,no,Disclosure guideline,披露指引,Financial materiality,财务重要性,r196_hitachi,196,HITACHI,日立,C,Manufacturing,制造业,#c76b2d,1,3,HITACHI_en_sustainability2025.pdf,medium,seed_batch_05,", strategies, and key initiatives of sustainability undertaken in fiscal 2024. This report is intended as an engagement tool for all stakeholders to disclose information in accordance with international guidelines, including the disclosure",", strategies, and key initiatives of sustainability undertaken in fiscal 2024. This report is intended as an engagement tool for all stakeholders to disclose..."
P2_verify_standard_link,Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.,source_standard_link,source_standard_evidence_pending_quality_review,review,page_traceable_standard_source_row_not_ghg_fine_series_gate,,sbti,SBTi,SBTi,Climate target governance system,气候目标治理体系,#9b3b2f,no,Target validation guideline,目标审定指引,Science-based ambition,科学目标约束,r196_hitachi,196,HITACHI,日立,C,Manufacturing,制造业,#c76b2d,1,8,HITACHI_en_sustainability2025.pdf,medium,seed_batch_05,"S targets. We’re also taking pillar-specific action. For the Planet pillar, we’re taking concrete steps toward decarbonization, circular economy, and nature positive, in line with our Environmental Vision. In fiscal 2025, the Science Based","S targets. We’re also taking pillar-specific action. For the Planet pillar, we’re taking concrete steps toward decarbonization, circular economy, and nature ..."
P2_verify_standard_link,Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.,explicit_standard_citation,accepted_page_traceable_standard_source_link,accepted,page_text_explicitly_names_standard_or_strong_alias,,tcfd,TCFD,TCFD,Climate disclosure framework,气候披露框架,#7a4f82,no,Disclosure recommendation,披露建议,Consistency | Materiality,一致性 | 重要性,r197_rochegroup,197,ROCHE GROUP,瑞士罗氏公司,C,Manufacturing,制造业,#c76b2d,1,17,Roche_Annual_Report_2024.pdf,medium,seed_batch_12,"Sustainability Report 1. Introduction 17 2. Business performance 35 3. Social 55 4. Diversity, equity and inclusion 75 5. Environment 95 6. Task Force on Climate-related Financial Disclosures (TCFD) 117 7. Ethical business practices a","Sustainability Report 1. Introduction 17 2. Business performance 35 3. Social 55 4. Diversity, equity and inclusion 75 5. Environment 95 6. Task Force o..."
P2_verify_standard_link,Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.,explicit_standard_citation,accepted_page_traceable_standard_source_link,accepted,page_text_explicitly_names_standard_or_strong_alias,,sbti,SBTi,SBTi,Climate target governance system,气候目标治理体系,#9b3b2f,no,Target validation guideline,目标审定指引,Science-based ambition,科学目标约束,r197_rochegroup,197,ROCHE GROUP,瑞士罗氏公司,C,Manufacturing,制造业,#c76b2d,1,21,Roche_Annual_Report_2024.pdf,medium,seed_batch_12,"2 The Science Based Targets initiative (SBTi) provides a framework for companies to reach net zero. Silke Hörnstein (right), Head Corporate Strategy and Sustainability and a member of the Enlarged Corporate Executive Committee, and Barend","2 The Science Based Targets initiative (SBTi) provides a framework for companies to reach net zero. Silke Hörnstein (right), Head Corporate Strategy and Sus..."
P2_verify_standard_link,Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.,source_standard_link,source_standard_evidence_pending_quality_review,review,page_traceable_standard_source_row_not_ghg_fine_series_gate,,esrs_csrd,ESRS/CSRD,ESRS/CSRD,EU sustainability disclosure regime,欧盟可持续披露体系,#8a6d1d,no,Disclosure standard,披露标准,Comparability | Double materiality,可比性 | 双重重要性,r197_rochegroup,197,ROCHE GROUP,瑞士罗氏公司,C,Manufacturing,制造业,#c76b2d,1,30,Roche_Annual_Report_2024.pdf,medium,seed_batch_12,"1.5 Double materiality and risk assessment We conducted a double materiality assessment (DMA) to identify our material sustainability topics. In 2024, our methodology was aligned with the requirements of the Corporate Sustainability Reporti","1.5 Double materiality and risk assessment We conducted a double materiality assessment (DMA) to identify our material sustainability topics. In 2024, our me..."
P2_verify_standard_link,Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.,source_standard_link,source_standard_evidence_pending_quality_review,review,page_traceable_standard_source_row_not_ghg_fine_series_gate,,gri,GRI,GRI,ESG disclosure framework,ESG披露框架,#2f6f63,no,Disclosure standard,披露标准,Materiality | Comparability,重要性 | 可比性,r197_rochegroup,197,ROCHE GROUP,瑞士罗氏公司,C,Manufacturing,制造业,#c76b2d,1,34,Roche_Annual_Report_2024.pdf,medium,seed_batch_12,"tments. The information disclosed within this report is based both on mandatory disclosure requirements and on voluntarily provided information, as well as on our materiality assessment. The content is prepared in reference to the Global Re","tments. The information disclosed within this report is based both on mandatory disclosure requirements and on voluntarily provided information, as well as o..."
P2_verify_standard_link,Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.,source_standard_link,source_standard_evidence_pending_quality_review,review,page_traceable_standard_source_row_not_ghg_fine_series_gate,,tcfd,TCFD,TCFD,Climate disclosure framework,气候披露框架,#7a4f82,no,Disclosure recommendation,披露建议,Consistency | Materiality,一致性 | 重要性,r198_wilmarinternational,198,WILMAR INTERNATIONAL,丰益国际,C,Manufacturing,制造业,#c76b2d,1,2,24_0151_wilmar_2024_sr-v7-27-may.pdf,medium,seed_batch_13,2 Data Security and Privacy 158 APPENDIX 160 Materiality 160 External Assurance from Ernst & Young LLP 164 External Assurance from Control Union Certifications 166 Aligning with the Recommendations from the Task Force of Climate-Related Fin,2 Data Security and Privacy 158 APPENDIX 160 Materiality 160 External Assurance from Ernst & Young LLP 164 External Assurance from Control Union Certificatio...
P2_verify_standard_link,Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.,source_standard_link,source_standard_evidence_pending_quality_review,review,page_traceable_standard_source_row_not_ghg_fine_series_gate,,gri,GRI,GRI,ESG disclosure framework,ESG披露框架,#2f6f63,no,Disclosure standard,披露标准,Materiality | Comparability,重要性 | 可比性,r198_wilmarinternational,198,WILMAR INTERNATIONAL,丰益国际,C,Manufacturing,制造业,#c76b2d,1,3,24_0151_wilmar_2024_sr-v7-27-may.pdf,medium,seed_batch_13,"Understanding the need to provide our stakeholders with decision-useful, relevant and timely information, Wilmar seeks to refine our reporting practices year on year. We align closely with global best practices, applying the Global Reportin","Understanding the need to provide our stakeholders with decision-useful, relevant and timely information, Wilmar seeks to refine our reporting practices year..."
P2_verify_standard_link,Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.,source_standard_link,source_standard_evidence_pending_quality_review,review,page_traceable_standard_source_row_not_ghg_fine_series_gate,,ifrs_s2,IFRS S2,IFRS S2,Climate disclosure standard,气候披露标准,#315f8c,no,Disclosure standard,披露标准,Comparability | Financial materiality,可比性 | 财务重要性,r198_wilmarinternational,198,WILMAR INTERNATIONAL,丰益国际,C,Manufacturing,制造业,#c76b2d,1,4,24_0151_wilmar_2024_sr-v7-27-may.pdf,medium,seed_batch_13,"enhancements to sustainability reporting regulations, Wilmar seeks to progressively incorporate the International Financial Reporting Standards (IFRS) Sustainability Disclosure Standards S2 into our disclosures. This Report marks our first","enhancements to sustainability reporting regulations, Wilmar seeks to progressively incorporate the International Financial Reporting Standards (IFRS) Sustai..."
P2_verify_standard_link,Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.,source_standard_link,source_standard_evidence_pending_quality_review,review,page_traceable_standard_source_row_not_ghg_fine_series_gate,,sbti,SBTi,SBTi,Climate target governance system,气候目标治理体系,#9b3b2f,no,Target validation guideline,目标审定指引,Science-based ambition,科学目标约束,r198_wilmarinternational,198,WILMAR INTERNATIONAL,丰益国际,C,Manufacturing,制造业,#c76b2d,1,6,24_0151_wilmar_2024_sr-v7-27-may.pdf,medium,seed_batch_13,"n our commitment to environmental stewardship. In 2024, we made substantial progress in reducing our greenhouse gas (GHG) emissions and advancing supply chain transparency. We achieved a major milestone this year when our Net-Zero Targets w","n our commitment to environmental stewardship. In 2024, we made substantial progress in reducing our greenhouse gas (GHG) emissions and advancing supply chai..."
P2_verify_standard_link,Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.,source_standard_link,source_standard_evidence_pending_quality_review,review,page_traceable_standard_source_row_not_ghg_fine_series_gate,,sasb,SASB,SASB,Industry disclosure framework,行业披露框架,#c76b2d,no,Disclosure guideline,披露指引,Financial materiality,财务重要性,r198_wilmarinternational,198,WILMAR INTERNATIONAL,丰益国际,C,Manufacturing,制造业,#c76b2d,1,90,24_0151_wilmar_2024_sr-v7-27-may.pdf,medium,seed_batch_13,"ng reliance on fossil fuels and minimal efforts to mitigate climate change STEM Science, technology, engineering and mathematics Sugar Australia A Wilmar majority-owned sugar refining joint venture based in Australia Sustainability Accounti","ng reliance on fossil fuels and minimal efforts to mitigate climate change STEM Science, technology, engineering and mathematics Sugar Australia A Wilmar maj..."
P2_verify_standard_link,Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.,source_standard_link,source_standard_evidence_pending_quality_review,review,page_traceable_standard_source_row_not_ghg_fine_series_gate,,gri,GRI,GRI,ESG disclosure framework,ESG披露框架,#2f6f63,no,Disclosure standard,披露标准,Materiality | Comparability,重要性 | 可比性,r199_caterpillar,199,CATERPILLAR,卡特彼勒,C,Manufacturing,制造业,#c76b2d,1,3,CATERPILLAR 2024 SUSTAINABILITY REPORT.pdf,medium,seed_batch_05,"◆Human Rights 58 ◆Strategic Procurement & Responsible Sourcing 59 REPORTING ◆About This Report 61 ◆Prioritization & Management of ESG Issues 62 ◆ESG Data Table, End Notes & Data Assurance 63 ◆Indices: TCFD, Political Engagement, Investing 7",◆Human Rights 58 ◆Strategic Procurement & Responsible Sourcing 59 REPORTING ◆About This Report 61 ◆Prioritization & Management of ESG Issues 62 ◆ESG Data Tab...
P2_verify_standard_link,Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.,source_standard_link,source_standard_evidence_pending_quality_review,review,page_traceable_standard_source_row_not_ghg_fine_series_gate,,sasb,SASB,SASB,Industry disclosure framework,行业披露框架,#c76b2d,no,Disclosure guideline,披露指引,Financial materiality,财务重要性,r199_caterpillar,199,CATERPILLAR,卡特彼勒,C,Manufacturing,制造业,#c76b2d,1,3,CATERPILLAR 2024 SUSTAINABILITY REPORT.pdf,medium,seed_batch_05,"◆Human Rights 58 ◆Strategic Procurement & Responsible Sourcing 59 REPORTING ◆About This Report 61 ◆Prioritization & Management of ESG Issues 62 ◆ESG Data Table, End Notes & Data Assurance 63 ◆Indices: TCFD, Political Engagement, Investing 7",◆Human Rights 58 ◆Strategic Procurement & Responsible Sourcing 59 REPORTING ◆About This Report 61 ◆Prioritization & Management of ESG Issues 62 ◆ESG Data Tab...
P2_verify_standard_link,Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.,explicit_standard_citation,accepted_page_traceable_standard_source_link,accepted,page_text_explicitly_names_standard_or_strong_alias,,tcfd,TCFD,TCFD,Climate disclosure framework,气候披露框架,#7a4f82,no,Disclosure recommendation,披露建议,Consistency | Materiality,一致性 | 重要性,r199_caterpillar,199,CATERPILLAR,卡特彼勒,C,Manufacturing,制造业,#c76b2d,1,3,CATERPILLAR 2024 SUSTAINABILITY REPORT.pdf,medium,seed_batch_05,"◆Human Rights 58 ◆Strategic Procurement & Responsible Sourcing 59 REPORTING ◆About This Report 61 ◆Prioritization & Management of ESG Issues 62 ◆ESG Data Table, End Notes & Data Assurance 63 ◆Indices: TCFD, Political Engagement, Investing 7",◆Human Rights 58 ◆Strategic Procurement & Responsible Sourcing 59 REPORTING ◆About This Report 61 ◆Prioritization & Management of ESG Issues 62 ◆ESG Data Tab...
P2_verify_non_ghg_source_quote_scope,Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.,explicit_standard_citation,accepted_page_traceable_standard_source_link,accepted,page_text_explicitly_names_standard_or_strong_alias,,sbti,SBTi,SBTi,Climate target governance system,气候目标治理体系,#9b3b2f,no,Target validation guideline,目标审定指引,Science-based ambition,科学目标约束,r199_caterpillar,199,CATERPILLAR,卡特彼勒,C,Manufacturing,制造业,#c76b2d,1,69,CATERPILLAR 2024 SUSTAINABILITY REPORT.pdf,medium,seed_batch_05,uracy and consistency in electrical grid energy data for U.S. locations. The goal remains unchanged at 30% and is aligned to the SBTi methodology guidance at the time of goal setting. 9. Location-based Scope 2 GHG emissions are provided in,uracy and consistency in electrical grid energy data for U.S. locations. The goal remains unchanged at 30% and is aligned to the SBTi methodology guidance at...
P2_verify_standard_link,Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.,source_standard_link,source_standard_evidence_pending_quality_review,review,page_traceable_standard_source_row_not_ghg_fine_series_gate,,esrs_csrd,ESRS/CSRD,ESRS/CSRD,EU sustainability disclosure regime,欧盟可持续披露体系,#8a6d1d,no,Disclosure standard,披露标准,Comparability | Double materiality,可比性 | 双重重要性,r200_bancobilbaovizcayaargentaria,200,BANCO BILBAO VIZCAYA ARGENTARIA,西班牙对外银行,J,Finance,金融业,#446f9f,1,31,BBVA_Annual_Report_2024_ENG.pdf,medium,seed_batch_12,ivalency table 5.3 Table of contents of the Principles for Responsible Banking UNEP-FI 6. Appendices to the Consolidated Non-financial Information Statement 6.1 Table of contents of Law 11/2018 6.2 Table of contents of Law 7/2021 6.3 Tables,ivalency table 5.3 Table of contents of the Principles for Responsible Banking UNEP-FI 6. Appendices to the Consolidated Non-financial Information Statement ...
P2_verify_standard_link,Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.,source_standard_link,source_standard_evidence_pending_quality_review,review,page_traceable_standard_source_row_not_ghg_fine_series_gate,,gri,GRI,GRI,ESG disclosure framework,ESG披露框架,#2f6f63,no,Disclosure standard,披露标准,Materiality | Comparability,重要性 | 可比性,r200_bancobilbaovizcayaargentaria,200,BANCO BILBAO VIZCAYA ARGENTARIA,西班牙对外银行,J,Finance,金融业,#446f9f,1,35,BBVA_Annual_Report_2024_ENG.pdf,medium,seed_batch_12,"nagement of resources regarding own employees and consumers and end users referred to in the ESRS S1-4.37, S4-4.30, as well as the information required by the ESRS E1-8 63, has been considered confidential or sensitive. 11 ESRS 1, section 6","nagement of resources regarding own employees and consumers and end users referred to in the ESRS S1-4.37, S4-4.30, as well as the information required by th..."
