ledger_id,record_type,decision_bucket,decision_status,evidence_gate,auto_promote_allowed,available_rank,complete_rank,company_id,company_name_en,company_name_zh,world500_rank,industry_section_code,total_mtco2e,scope1_mtco2e,scope2_mtco2e,scope2_method_en,scope3_mtco2e,scope3_boundary_class_en,scope3_boundary_basis_en,selected_evidence_missing_elements,inventory_years,missing_scopes,candidate_scope,candidate_value_mtco2e,candidate_inventory_year,candidate_scope2_method,candidate_evidence_page,candidate_source_file,candidate_repair_priority,p0_review_bucket,p0_all_basic_signals_present,p0_scale_risk_note,safe_use_en,safe_use_zh
EMISSIONS-RANKING-0043,ranking_row_decision,complete_comparable_accepted,accepted_complete_scope123_strong_evidence_total,scope1_selected_scope2_scope3_and_finance_boundary_all_have_strong_evidence,not_applicable,43,,r350_telefónica,TELEFÓNICA,西班牙电话公司,350,I,2.237612,0.122874,0.152327,Market-Based,1.962411,operational_or_value_chain_scope3,Non-finance company selected Scope 3 row; no PCAF/financed-emissions boundary signal required for the ranking gate.,,2024,,,,,,,,,,,,"May enter the complete comparable total-emissions ranking and ranking graph, including explicit finance Scope 3 boundary treatment where applicable.",可进入完整可比企业总排放排行和排行图。
EMISSIONS-RANKING-0044,ranking_row_decision,partial_review_excluded,excluded_from_complete_comparable_ranking_until_scope123_gate_passes,missing_scope_or_scope2_method_keeps_total_partial,false,44,,r073_hyundaimotor,HYUNDAI MOTOR,现代汽车,73,C,1.68412,,1.6841199999999998,Market-Based,,,,,2024,Scope 1 | Scope 3,,,,,,,,,,,"Review only. Keep this total out of the complete comparable ranking until Scope 1, selected Scope 2 value/method, Scope 3, and finance Scope 3 boundary where applicable all pass the strong-evidence gate.",仅供复核。Scope 1、选定 Scope 2 数值/方法和 Scope 3 全部通过强证据门禁前，不得进入完整可比排行。
EMISSIONS-RANKING-0045,ranking_row_decision,partial_review_excluded,excluded_from_complete_comparable_ranking_until_scope123_gate_passes,missing_scope_or_scope2_method_keeps_total_partial,false,45,,r401_suncorenergy,SUNCOR ENERGY,森科能源公司,401,D,1.47,,1.47,Unspecified,,,,Scope 2 scope2_method,2022,Scope 1 | Scope 2 method | Scope 3 | Evidence Scope 2 scope2_method,,,,,,,,,,,"Review only. Keep this total out of the complete comparable ranking until Scope 1, selected Scope 2 value/method, Scope 3, and finance Scope 3 boundary where applicable all pass the strong-evidence gate.",仅供复核。Scope 1、选定 Scope 2 数值/方法和 Scope 3 全部通过强证据门禁前，不得进入完整可比排行。
EMISSIONS-RANKING-0046,ranking_row_decision,partial_review_excluded,excluded_from_complete_comparable_ranking_until_scope123_gate_passes,missing_scope_or_scope2_method_keeps_total_partial,false,46,,r366_warnerbrosdiscovery,WARNER BROS. DISCOVERY,华纳兄弟探索公司,366,R,1.4352,,,,1.4352,operational_or_value_chain_scope3,Non-finance company selected Scope 3 row; no PCAF/financed-emissions boundary signal required for the ranking gate.,,2024,Scope 1 | Scope 2,,,,,,,,,,,"Review only. Keep this total out of the complete comparable ranking until Scope 1, selected Scope 2 value/method, Scope 3, and finance Scope 3 boundary where applicable all pass the strong-evidence gate.",仅供复核。Scope 1、选定 Scope 2 数值/方法和 Scope 3 全部通过强证据门禁前，不得进入完整可比排行。
EMISSIONS-RANKING-0047,ranking_row_decision,complete_comparable_accepted,accepted_complete_scope123_strong_evidence_total,scope1_selected_scope2_scope3_and_finance_boundary_all_have_strong_evidence,not_applicable,47,,r046_centene公司,Centene,Centene,46,J,1.230915,0.007825,0.038671,Market-Based,1.184419,finance_operational_or_value_chain_scope3,Finance-sector company with Scope 3 evidence that appears operational or value-chain rather than PCAF financed-emissions evidence.,,2024,,,,,,,,,,,,"May enter the complete comparable total-emissions ranking and ranking graph, including explicit finance Scope 3 boundary treatment where applicable.",可进入完整可比企业总排放排行和排行图。
EMISSIONS-RANKING-0048,ranking_row_decision,partial_review_excluded,excluded_from_complete_comparable_ranking_until_scope123_gate_passes,missing_scope_or_scope2_method_keeps_total_partial,false,48,,r127_fedex,FEDEX,联邦快递,127,G,0.966871,,0.9668709999999999,Market-Based,,,,,2025,Scope 1 | Scope 3,,,,,,,,,,,"Review only. Keep this total out of the complete comparable ranking until Scope 1, selected Scope 2 value/method, Scope 3, and finance Scope 3 boundary where applicable all pass the strong-evidence gate.",仅供复核。Scope 1、选定 Scope 2 数值/方法和 Scope 3 全部通过强证据门禁前，不得进入完整可比排行。
EMISSIONS-RANKING-0049,ranking_row_decision,partial_review_excluded,excluded_from_complete_comparable_ranking_until_scope123_gate_passes,missing_scope_or_scope2_method_keeps_total_partial,false,49,,r235_conocophillips,CONOCOPHILLIPS,康菲石油公司,235,B,0.93,,0.93,Market-Based,,,,,2024,Scope 1 | Scope 3,,,,,,,,,,,"Review only. Keep this total out of the complete comparable ranking until Scope 1, selected Scope 2 value/method, Scope 3, and finance Scope 3 boundary where applicable all pass the strong-evidence gate.",仅供复核。Scope 1、选定 Scope 2 数值/方法和 Scope 3 全部通过强证据门禁前，不得进入完整可比排行。
EMISSIONS-RANKING-0050,ranking_row_decision,partial_review_excluded,excluded_from_complete_comparable_ranking_until_scope123_gate_passes,missing_scope_or_scope2_method_keeps_total_partial,false,50,,r042_mercedesbenzgroup,MERCEDES-BENZ GROUP,梅赛德斯-奔驰集团,42,C,0.65,0.65,,,,,,,2018,Scope 2 | Scope 3,,,,,,,,,,,"Review only. Keep this total out of the complete comparable ranking until Scope 1, selected Scope 2 value/method, Scope 3, and finance Scope 3 boundary where applicable all pass the strong-evidence gate.",仅供复核。Scope 1、选定 Scope 2 数值/方法和 Scope 3 全部通过强证据门禁前，不得进入完整可比排行。
EMISSIONS-RANKING-0051,ranking_row_decision,partial_review_excluded,excluded_from_complete_comparable_ranking_until_scope123_gate_passes,missing_scope_or_scope2_method_keeps_total_partial,false,51,,r176_巴西jbs公司,JBS,巴西JBS,176,C,0.4,0.39999999999999997,,,,,,,2021,Scope 2 | Scope 3,,,,,,,,,,,"Review only. Keep this total out of the complete comparable ranking until Scope 1, selected Scope 2 value/method, Scope 3, and finance Scope 3 boundary where applicable all pass the strong-evidence gate.",仅供复核。Scope 1、选定 Scope 2 数值/方法和 Scope 3 全部通过强证据门禁前，不得进入完整可比排行。
EMISSIONS-RANKING-0052,ranking_row_decision,partial_review_excluded,excluded_from_complete_comparable_ranking_until_scope123_gate_passes,missing_scope_or_scope2_method_keeps_total_partial,false,52,,r464_britishamericantobacco,BRITISH AMERICAN TOBACCO,英美烟草集团,464,C,0.342034,0.342034,,,,,,,2020,Scope 2 | Scope 3,,,,,,,,,,,"Review only. Keep this total out of the complete comparable ranking until Scope 1, selected Scope 2 value/method, Scope 3, and finance Scope 3 boundary where applicable all pass the strong-evidence gate.",仅供复核。Scope 1、选定 Scope 2 数值/方法和 Scope 3 全部通过强证据门禁前，不得进入完整可比排行。
EMISSIONS-RANKING-0053,ranking_row_decision,partial_review_excluded,excluded_from_complete_comparable_ranking_until_scope123_gate_passes,missing_scope_or_scope2_method_keeps_total_partial,false,53,,r356_thermofisherscientific,THERMO FISHER SCIENTIFIC,赛默飞世尔科技公司,356,C,0.331463,0.331463,,,,,,,2023,Scope 2 | Scope 3,,,,,,,,,,,"Review only. Keep this total out of the complete comparable ranking until Scope 1, selected Scope 2 value/method, Scope 3, and finance Scope 3 boundary where applicable all pass the strong-evidence gate.",仅供复核。Scope 1、选定 Scope 2 数值/方法和 Scope 3 全部通过强证据门禁前，不得进入完整可比排行。
EMISSIONS-RANKING-0054,ranking_row_decision,partial_review_excluded,excluded_from_complete_comparable_ranking_until_scope123_gate_passes,missing_scope_or_scope2_method_keeps_total_partial,false,54,,r193_lockheedmartin,LOCKHEED MARTIN,洛克希德－马丁,193,C,0.294431,0.294431,,,,,,,2024,Scope 2 | Scope 3,,,,,,,,,,,"Review only. Keep this total out of the complete comparable ranking until Scope 1, selected Scope 2 value/method, Scope 3, and finance Scope 3 boundary where applicable all pass the strong-evidence gate.",仅供复核。Scope 1、选定 Scope 2 数值/方法和 Scope 3 全部通过强证据门禁前，不得进入完整可比排行。
EMISSIONS-RANKING-0055,ranking_row_decision,partial_review_excluded,excluded_from_complete_comparable_ranking_until_scope123_gate_passes,missing_scope_or_scope2_method_keeps_total_partial,false,55,,r266_prudentialfinancial,PRUDENTIAL FINANCIAL,保德信金融集团,266,J,0.289149,0.013609,0.019999,Location-Based,0.25554099999999996,financed_emissions_or_pcaf,"Scope 3 evidence text contains PCAF, financed/portfolio/insurance-associated emissions, loans and investments, or Category 15 wording.",,2024 | 2023,Inventory year alignment,,,,,,,,,,,"Review only. Keep this total out of the complete comparable ranking until Scope 1, selected Scope 2 value/method, Scope 3, and finance Scope 3 boundary where applicable all pass the strong-evidence gate.",仅供复核。Scope 1、选定 Scope 2 数值/方法和 Scope 3 全部通过强证据门禁前，不得进入完整可比排行。
EMISSIONS-RANKING-0056,ranking_row_decision,partial_review_excluded,excluded_from_complete_comparable_ranking_until_scope123_gate_passes,missing_scope_or_scope2_method_keeps_total_partial,false,56,,r234_panasonicholdings,PANASONIC HOLDINGS,松下控股公司,234,C,0.224,0.224,,,,,,,2025,Scope 2 | Scope 3,,,,,,,,,,,"Review only. Keep this total out of the complete comparable ranking until Scope 1, selected Scope 2 value/method, Scope 3, and finance Scope 3 boundary where applicable all pass the strong-evidence gate.",仅供复核。Scope 1、选定 Scope 2 数值/方法和 Scope 3 全部通过强证据门禁前，不得进入完整可比排行。
EMISSIONS-RANKING-0057,ranking_row_decision,partial_review_excluded,excluded_from_complete_comparable_ranking_until_scope123_gate_passes,missing_scope_or_scope2_method_keeps_total_partial,false,57,,r427_broadcom,BROADCOM,博通公司,427,C,0.220401,0.053648999999999995,0.16675199999999998,Market-Based,,,,,2024,Scope 3,,,,,,,,,,,"Review only. Keep this total out of the complete comparable ranking until Scope 1, selected Scope 2 value/method, Scope 3, and finance Scope 3 boundary where applicable all pass the strong-evidence gate.",仅供复核。Scope 1、选定 Scope 2 数值/方法和 Scope 3 全部通过强证据门禁前，不得进入完整可比排行。
EMISSIONS-RANKING-0058,ranking_row_decision,partial_review_excluded,excluded_from_complete_comparable_ranking_until_scope123_gate_passes,missing_scope_or_scope2_method_keeps_total_partial,false,58,,r166_vinci,VINCI,万喜集团,166,E,0.2,0.2,,,,,,,2023,Scope 2 | Scope 3,,,,,,,,,,,"Review only. Keep this total out of the complete comparable ranking until Scope 1, selected Scope 2 value/method, Scope 3, and finance Scope 3 boundary where applicable all pass the strong-evidence gate.",仅供复核。Scope 1、选定 Scope 2 数值/方法和 Scope 3 全部通过强证据门禁前，不得进入完整可比排行。
EMISSIONS-RANKING-0059,ranking_row_decision,partial_review_excluded,excluded_from_complete_comparable_ranking_until_scope123_gate_passes,missing_scope_or_scope2_method_keeps_total_partial,false,59,,r027_cardinalhealth,CARDINAL HEALTH,嘉德诺健康集团,27,F,0.16015,0.16015,,,,,,,2024,Scope 2 | Scope 3,,,,,,,,,,,"Review only. Keep this total out of the complete comparable ranking until Scope 1, selected Scope 2 value/method, Scope 3, and finance Scope 3 boundary where applicable all pass the strong-evidence gate.",仅供复核。Scope 1、选定 Scope 2 数值/方法和 Scope 3 全部通过强证据门禁前，不得进入完整可比排行。
EMISSIONS-RANKING-0060,ranking_row_decision,partial_review_excluded,excluded_from_complete_comparable_ranking_until_scope123_gate_passes,missing_scope_or_scope2_method_keeps_total_partial,false,60,,r262_tjx公司,TJX,TJX,262,F,0.143258,0.143258,,,,,,,2025,Scope 2 | Scope 3,,,,,,,,,,,"Review only. Keep this total out of the complete comparable ranking until Scope 1, selected Scope 2 value/method, Scope 3, and finance Scope 3 boundary where applicable all pass the strong-evidence gate.",仅供复核。Scope 1、选定 Scope 2 数值/方法和 Scope 3 全部通过强证据门禁前，不得进入完整可比排行。
EMISSIONS-RANKING-0061,ranking_row_decision,complete_comparable_accepted,accepted_complete_scope123_strong_evidence_total,scope1_selected_scope2_scope3_and_finance_boundary_all_have_strong_evidence,not_applicable,61,,r260_newyorklifeinsurance,NEW YORK LIFE INSURANCE,美国纽约人寿保险公司,260,J,0.142889,0.00957,0.075388,Market-Based,0.057931,finance_operational_or_value_chain_scope3,Finance-sector company with Scope 3 evidence that appears operational or value-chain rather than PCAF financed-emissions evidence.,,2024,,,,,,,,,,,,"May enter the complete comparable total-emissions ranking and ranking graph, including explicit finance Scope 3 boundary treatment where applicable.",可进入完整可比企业总排放排行和排行图。
EMISSIONS-RANKING-0062,ranking_row_decision,partial_review_excluded,excluded_from_complete_comparable_ranking_until_scope123_gate_passes,missing_scope_or_scope2_method_keeps_total_partial,false,62,,r434_drhorton公司,D.R. Horton,D.R. Horton,434,E,0.113516,0.055299999999999995,0.058216,Market-Based,,,,,2024,Scope 3,,,,,,,,,,,"Review only. Keep this total out of the complete comparable ranking until Scope 1, selected Scope 2 value/method, Scope 3, and finance Scope 3 boundary where applicable all pass the strong-evidence gate.",仅供复核。Scope 1、选定 Scope 2 数值/方法和 Scope 3 全部通过强证据门禁前，不得进入完整可比排行。
EMISSIONS-RANKING-0063,ranking_row_decision,partial_review_excluded,excluded_from_complete_comparable_ranking_until_scope123_gate_passes,missing_scope_or_scope2_method_keeps_total_partial,false,63,,r387_schneiderelectric,SCHNEIDER ELECTRIC,施耐德电气,387,C,0.10636,0.10636,,,,,,,2024,Scope 2 | Scope 3,,,,,,,,,,,"Review only. Keep this total out of the complete comparable ranking until Scope 1, selected Scope 2 value/method, Scope 3, and finance Scope 3 boundary where applicable all pass the strong-evidence gate.",仅供复核。Scope 1、选定 Scope 2 数值/方法和 Scope 3 全部通过强证据门禁前，不得进入完整可比排行。
EMISSIONS-RANKING-0064,ranking_row_decision,partial_review_excluded,excluded_from_complete_comparable_ranking_until_scope123_gate_passes,missing_scope_or_scope2_method_keeps_total_partial,false,64,,r482_jerónimomartins公司,Jerónimo Martins,Jerónimo Martins,482,F,0.103073,0.086895,,,0.016177999999999998,operational_or_value_chain_scope3,Non-finance company selected Scope 3 row; no PCAF/financed-emissions boundary signal required for the ranking gate.,,2023,Scope 2,,,,,,,,,,,"Review only. Keep this total out of the complete comparable ranking until Scope 1, selected Scope 2 value/method, Scope 3, and finance Scope 3 boundary where applicable all pass the strong-evidence gate.",仅供复核。Scope 1、选定 Scope 2 数值/方法和 Scope 3 全部通过强证据门禁前，不得进入完整可比排行。
EMISSIONS-RANKING-0065,ranking_row_decision,partial_review_excluded,excluded_from_complete_comparable_ranking_until_scope123_gate_passes,missing_scope_or_scope2_method_keeps_total_partial,false,65,,r403_ubertechnologies公司,Uber Technologies,Uber Technologies,403,F,0.059776,0.001274,0.058502,Market-Based,,,,,2022,Scope 3,,,,,,,,,,,"Review only. Keep this total out of the complete comparable ranking until Scope 1, selected Scope 2 value/method, Scope 3, and finance Scope 3 boundary where applicable all pass the strong-evidence gate.",仅供复核。Scope 1、选定 Scope 2 数值/方法和 Scope 3 全部通过强证据门禁前，不得进入完整可比排行。
EMISSIONS-RANKING-0066,ranking_row_decision,partial_review_excluded,excluded_from_complete_comparable_ranking_until_scope123_gate_passes,missing_scope_or_scope2_method_keeps_total_partial,false,66,,r269_hp,HP,惠普公司,269,C,0.0484,0.0484,,,,,,,2024,Scope 2 | Scope 3,,,,,,,,,,,"Review only. Keep this total out of the complete comparable ranking until Scope 1, selected Scope 2 value/method, Scope 3, and finance Scope 3 boundary where applicable all pass the strong-evidence gate.",仅供复核。Scope 1、选定 Scope 2 数值/方法和 Scope 3 全部通过强证据门禁前，不得进入完整可比排行。
EMISSIONS-RANKING-0067,ranking_row_decision,partial_review_excluded,excluded_from_complete_comparable_ranking_until_scope123_gate_passes,missing_scope_or_scope2_method_keeps_total_partial,false,67,,r126_axa,AXA,安盛,126,J,0.0442,0.021054,0.023146,Unspecified,,,,Scope 2 scope2_method,2024 | 2023,Scope 2 method | Scope 3 | Evidence Scope 2 scope2_method,,,,,,,,,,,"Review only. Keep this total out of the complete comparable ranking until Scope 1, selected Scope 2 value/method, Scope 3, and finance Scope 3 boundary where applicable all pass the strong-evidence gate.",仅供复核。Scope 1、选定 Scope 2 数值/方法和 Scope 3 全部通过强证据门禁前，不得进入完整可比排行。
EMISSIONS-RANKING-0068,ranking_row_decision,partial_review_excluded,excluded_from_complete_comparable_ranking_until_scope123_gate_passes,missing_scope_or_scope2_method_keeps_total_partial,false,68,,r189_itaúunibancoholding,ITAÚ UNIBANCO HOLDING,伊塔乌联合银行控股公司,189,J,0.040676,0.019405,0.021270999999999998,Unspecified,,,,Scope 2 scope2_method,2024,Scope 2 method | Scope 3 | Evidence Scope 2 scope2_method,,,,,,,,,,,"Review only. Keep this total out of the complete comparable ranking until Scope 1, selected Scope 2 value/method, Scope 3, and finance Scope 3 boundary where applicable all pass the strong-evidence gate.",仅供复核。Scope 1、选定 Scope 2 数值/方法和 Scope 3 全部通过强证据门禁前，不得进入完整可比排行。
EMISSIONS-RANKING-0069,ranking_row_decision,complete_comparable_accepted,accepted_complete_scope123_strong_evidence_total,scope1_selected_scope2_scope3_and_finance_boundary_all_have_strong_evidence,not_applicable,69,,r327_talanx公司,Talanx,Talanx,327,J,0.037881,0.012627,0.012627,Market-Based,0.012627,finance_operational_or_value_chain_scope3,Finance-sector company with Scope 3 evidence that appears operational or value-chain rather than PCAF financed-emissions evidence.,,2022,,,,,,,,,,,,"May enter the complete comparable total-emissions ranking and ranking graph, including explicit finance Scope 3 boundary treatment where applicable.",可进入完整可比企业总排放排行和排行图。
EMISSIONS-RANKING-0070,ranking_row_decision,partial_review_excluded,excluded_from_complete_comparable_ranking_until_scope123_gate_passes,missing_scope_or_scope2_method_keeps_total_partial,false,70,,r168_torontodominionbank,TORONTO-DOMINION BANK,多伦多道明银行,168,J,0.020241,,,,0.020241,finance_operational_or_value_chain_scope3,Finance-sector company with Scope 3 evidence that appears operational or value-chain rather than PCAF financed-emissions evidence.,,2019,Scope 1 | Scope 2,,,,,,,,,,,"Review only. Keep this total out of the complete comparable ranking until Scope 1, selected Scope 2 value/method, Scope 3, and finance Scope 3 boundary where applicable all pass the strong-evidence gate.",仅供复核。Scope 1、选定 Scope 2 数值/方法和 Scope 3 全部通过强证据门禁前，不得进入完整可比排行。
EMISSIONS-RANKING-0071,ranking_row_decision,partial_review_excluded,excluded_from_complete_comparable_ranking_until_scope123_gate_passes,missing_scope_or_scope2_method_keeps_total_partial,false,71,,r283_intesasanpaolo,INTESA SANPAOLO,意大利联合圣保罗银行,283,J,0.020143,0.016656,0.0034869999999999996,Location-Based,,,,,2024,Scope 3,,,,,,,,,,,"Review only. Keep this total out of the complete comparable ranking until Scope 1, selected Scope 2 value/method, Scope 3, and finance Scope 3 boundary where applicable all pass the strong-evidence gate.",仅供复核。Scope 1、选定 Scope 2 数值/方法和 Scope 3 全部通过强证据门禁前，不得进入完整可比排行。
EMISSIONS-RANKING-0072,ranking_row_decision,partial_review_excluded,excluded_from_complete_comparable_ranking_until_scope123_gate_passes,missing_scope_or_scope2_method_keeps_total_partial,false,72,,r252_bancobradesco,BANCO BRADESCO,巴西布拉德斯科银行,252,J,0.019631,0.019631,,,,,,,2024,Scope 2 | Scope 3,,,,,,,,,,,"Review only. Keep this total out of the complete comparable ranking until Scope 1, selected Scope 2 value/method, Scope 3, and finance Scope 3 boundary where applicable all pass the strong-evidence gate.",仅供复核。Scope 1、选定 Scope 2 数值/方法和 Scope 3 全部通过强证据门禁前，不得进入完整可比排行。
EMISSIONS-RANKING-0073,ranking_row_decision,partial_review_excluded,excluded_from_complete_comparable_ranking_until_scope123_gate_passes,missing_scope_or_scope2_method_keeps_total_partial,false,73,,r206_chinavanke,CHINA VANKE,万科企业股份有限公司,206,K,0.01457,0.0145702,,,,,,,2024,Scope 2 | Scope 3,,,,,,,,,,,"Review only. Keep this total out of the complete comparable ranking until Scope 1, selected Scope 2 value/method, Scope 3, and finance Scope 3 boundary where applicable all pass the strong-evidence gate.",仅供复核。Scope 1、选定 Scope 2 数值/方法和 Scope 3 全部通过强证据门禁前，不得进入完整可比排行。
EMISSIONS-RANKING-0074,ranking_row_decision,partial_review_excluded,excluded_from_complete_comparable_ranking_until_scope123_gate_passes,missing_scope_or_scope2_method_keeps_total_partial,false,74,,r095_lifeinsurancecorpofindia,LIFE INSURANCE CORP. OF INDIA,印度人寿保险公司,95,J,0.013108,0.013107889999999999,,,,,,,2022,Scope 2 | Scope 3,,,,,,,,,,,"Review only. Keep this total out of the complete comparable ranking until Scope 1, selected Scope 2 value/method, Scope 3, and finance Scope 3 boundary where applicable all pass the strong-evidence gate.",仅供复核。Scope 1、选定 Scope 2 数值/方法和 Scope 3 全部通过强证据门禁前，不得进入完整可比排行。
EMISSIONS-RANKING-0075,ranking_row_decision,partial_review_excluded,excluded_from_complete_comparable_ranking_until_scope123_gate_passes,missing_scope_or_scope2_method_keeps_total_partial,false,75,,r317_tokyoelectricpower,TOKYO ELECTRIC POWER,东京电力公司,317,I,0.011,0.011,,,,,,,2023,Scope 2 | Scope 3,,,,,,,,,,,"Review only. Keep this total out of the complete comparable ranking until Scope 1, selected Scope 2 value/method, Scope 3, and finance Scope 3 boundary where applicable all pass the strong-evidence gate.",仅供复核。Scope 1、选定 Scope 2 数值/方法和 Scope 3 全部通过强证据门禁前，不得进入完整可比排行。
EMISSIONS-RANKING-0076,ranking_row_decision,partial_review_excluded,excluded_from_complete_comparable_ranking_until_scope123_gate_passes,missing_scope_or_scope2_method_keeps_total_partial,false,76,,r263_novartis,NOVARTIS,诺华公司,263,C,0.001,,0.001,Market-Based,,,,,2022,Scope 1 | Scope 3,,,,,,,,,,,"Review only. Keep this total out of the complete comparable ranking until Scope 1, selected Scope 2 value/method, Scope 3, and finance Scope 3 boundary where applicable all pass the strong-evidence gate.",仅供复核。Scope 1、选定 Scope 2 数值/方法和 Scope 3 全部通过强证据门禁前，不得进入完整可比排行。
EMISSIONS-RANKING-0077,ranking_row_decision,partial_review_excluded,excluded_from_complete_comparable_ranking_until_scope123_gate_passes,missing_scope_or_scope2_method_keeps_total_partial,false,77,,r289_maerskgroup,MAERSK GROUP,马士基集团,289,C,0.001,,0.001,Unspecified,,,,Scope 2 scope2_method,2025,Scope 1 | Scope 2 method | Scope 3 | Evidence Scope 2 scope2_method,,,,,,,,,,,"Review only. Keep this total out of the complete comparable ranking until Scope 1, selected Scope 2 value/method, Scope 3, and finance Scope 3 boundary where applicable all pass the strong-evidence gate.",仅供复核。Scope 1、选定 Scope 2 数值/方法和 Scope 3 全部通过强证据门禁前，不得进入完整可比排行。
EMISSIONS-RANKING-0078,ranking_row_decision,partial_review_excluded,excluded_from_complete_comparable_ranking_until_scope123_gate_passes,missing_scope_or_scope2_method_keeps_total_partial,false,78,,r301_swissre,SWISS RE,瑞士再保险股份有限公司,301,J,0.001,,,,0.001,financed_emissions_or_pcaf,"Scope 3 evidence text contains PCAF, financed/portfolio/insurance-associated emissions, loans and investments, or Category 15 wording.",,2023,Scope 1 | Scope 2,,,,,,,,,,,"Review only. Keep this total out of the complete comparable ranking until Scope 1, selected Scope 2 value/method, Scope 3, and finance Scope 3 boundary where applicable all pass the strong-evidence gate.",仅供复核。Scope 1、选定 Scope 2 数值/方法和 Scope 3 全部通过强证据门禁前，不得进入完整可比排行。
EMISSIONS-RANKING-0079,ranking_row_decision,partial_review_excluded,excluded_from_complete_comparable_ranking_until_scope123_gate_passes,missing_scope_or_scope2_method_keeps_total_partial,false,79,,r374_lufthansagroup,LUFTHANSA GROUP,汉莎集团,374,G,0.001,0.001,,,,,,,2025,Scope 2 | Scope 3,,,,,,,,,,,"Review only. Keep this total out of the complete comparable ranking until Scope 1, selected Scope 2 value/method, Scope 3, and finance Scope 3 boundary where applicable all pass the strong-evidence gate.",仅供复核。Scope 1、选定 Scope 2 数值/方法和 Scope 3 全部通过强证据门禁前，不得进入完整可比排行。
EMISSIONS-RANKING-0080,ranking_row_decision,partial_review_excluded,excluded_from_complete_comparable_ranking_until_scope123_gate_passes,missing_scope_or_scope2_method_keeps_total_partial,false,80,,r376_abbottlaboratories,ABBOTT LABORATORIES,雅培公司,376,C,0.001,,,,0.001,operational_or_value_chain_scope3,Non-finance company selected Scope 3 row; no PCAF/financed-emissions boundary signal required for the ranking gate.,,2024,Scope 1 | Scope 2,,,,,,,,,,,"Review only. Keep this total out of the complete comparable ranking until Scope 1, selected Scope 2 value/method, Scope 3, and finance Scope 3 boundary where applicable all pass the strong-evidence gate.",仅供复核。Scope 1、选定 Scope 2 数值/方法和 Scope 3 全部通过强证据门禁前，不得进入完整可比排行。
EMISSIONS-RANKING-0081,ranking_row_decision,partial_review_excluded,excluded_from_complete_comparable_ranking_until_scope123_gate_passes,missing_scope_or_scope2_method_keeps_total_partial,false,81,,r198_wilmarinternational,WILMAR INTERNATIONAL,丰益国际,198,C,0.000102,,,,0.0001025,operational_or_value_chain_scope3,Non-finance company selected Scope 3 row; no PCAF/financed-emissions boundary signal required for the ranking gate.,,2023,Scope 1 | Scope 2,,,,,,,,,,,"Review only. Keep this total out of the complete comparable ranking until Scope 1, selected Scope 2 value/method, Scope 3, and finance Scope 3 boundary where applicable all pass the strong-evidence gate.",仅供复核。Scope 1、选定 Scope 2 数值/方法和 Scope 3 全部通过强证据门禁前，不得进入完整可比排行。
EMISSIONS-RANKING-0082,ranking_row_decision,partial_review_excluded,excluded_from_complete_comparable_ranking_until_scope123_gate_passes,missing_scope_or_scope2_method_keeps_total_partial,false,82,,r163_sysco,SYSCO,西斯科公司,163,F,9.8e-05,,,,9.790000000000001e-05,operational_or_value_chain_scope3,Non-finance company selected Scope 3 row; no PCAF/financed-emissions boundary signal required for the ranking gate.,,2019,Scope 1 | Scope 2,,,,,,,,,,,"Review only. Keep this total out of the complete comparable ranking until Scope 1, selected Scope 2 value/method, Scope 3, and finance Scope 3 boundary where applicable all pass the strong-evidence gate.",仅供复核。Scope 1、选定 Scope 2 数值/方法和 Scope 3 全部通过强证据门禁前，不得进入完整可比排行。
EMISSIONS-RANKING-0083,ranking_row_decision,partial_review_excluded,excluded_from_complete_comparable_ranking_until_scope123_gate_passes,missing_scope_or_scope2_method_keeps_total_partial,false,83,,r130_engie集团,Engie,Engie,130,D,7.8e-05,,,,7.8e-05,operational_or_value_chain_scope3,Non-finance company selected Scope 3 row; no PCAF/financed-emissions boundary signal required for the ranking gate.,,2017,Scope 1 | Scope 2,,,,,,,,,,,"Review only. Keep this total out of the complete comparable ranking until Scope 1, selected Scope 2 value/method, Scope 3, and finance Scope 3 boundary where applicable all pass the strong-evidence gate.",仅供复核。Scope 1、选定 Scope 2 数值/方法和 Scope 3 全部通过强证据门禁前，不得进入完整可比排行。
EMISSIONS-RANKING-0084,ranking_row_decision,partial_review_excluded,excluded_from_complete_comparable_ranking_until_scope123_gate_passes,missing_scope_or_scope2_method_keeps_total_partial,false,84,,r450_sap公司,SAP,SAP,450,C,5.5e-05,,,,5.4999999999999995e-05,operational_or_value_chain_scope3,Non-finance company selected Scope 3 row; no PCAF/financed-emissions boundary signal required for the ranking gate.,,2023,Scope 1 | Scope 2,,,,,,,,,,,"Review only. Keep this total out of the complete comparable ranking until Scope 1, selected Scope 2 value/method, Scope 3, and finance Scope 3 boundary where applicable all pass the strong-evidence gate.",仅供复核。Scope 1、选定 Scope 2 数值/方法和 Scope 3 全部通过强证据门禁前，不得进入完整可比排行。
